source_path,snapshot_path,kind,exists,size_bytes,modified_time,sha256
outputs/v18/ops/V18_37A_SHADOW_STRATEGY_CANDIDATES.csv,outputs/v18/ops/V18_37A_SHADOW_STRATEGY_CANDIDATES.csv,critical,TRUE,61163,2026-05-25T18:28:59,e55bd06ca7f7defeb2f152775eb4e282ec1be583d5c5f796daa783435f4a2389
outputs/v18/ops/V18_37A_READ_FIRST.txt,outputs/v18/ops/V18_37A_READ_FIRST.txt,critical,TRUE,573,2026-05-25T18:28:59,58ae29550ccf7aafd1d03dc3aaf6a33bb7a85816dbd4fd7707300807c10f4ab8
outputs/v18/read_center/V18_37A_LEAN_INSPIRED_STRATEGY_MOTIF_LAB_REPORT.md,outputs/v18/read_center/V18_37A_LEAN_INSPIRED_STRATEGY_MOTIF_LAB_REPORT.md,optional,TRUE,10255,2026-05-25T18:28:59,656074a9bf0fe09abb635bb6e19440e8d77912df0c8a9f1f78f9342850c62ac6
outputs/v18/read_center/V18_CURRENT_LEAN_INSPIRED_STRATEGY_LAB.md,outputs/v18/read_center/V18_CURRENT_LEAN_INSPIRED_STRATEGY_LAB.md,optional,TRUE,10255,2026-05-25T18:28:59,656074a9bf0fe09abb635bb6e19440e8d77912df0c8a9f1f78f9342850c62ac6
outputs/v18/ops/V18_37B_SHADOW_PORTFOLIO_CONSTRUCTION_SUMMARY.csv,outputs/v18/ops/V18_37B_SHADOW_PORTFOLIO_CONSTRUCTION_SUMMARY.csv,critical,TRUE,1424,2026-05-25T18:28:59,fdb09ddb247630ee6aa31236bf46d637a625a28d400e94587a3afb0f6d82c54e
outputs/v18/ops/V18_37B_SHADOW_PORTFOLIO_REGISTRY.csv,outputs/v18/ops/V18_37B_SHADOW_PORTFOLIO_REGISTRY.csv,critical,TRUE,2167,2026-05-25T18:28:59,b70d0fa367a24af6920adba43a806ac4ecb6fd35237fa6272fb560dc264646ce
outputs/v18/ops/V18_37B_SHADOW_PORTFOLIO_HOLDINGS.csv,outputs/v18/ops/V18_37B_SHADOW_PORTFOLIO_HOLDINGS.csv,critical,TRUE,67393,2026-05-25T18:28:59,08d632496b9af85ecbb2274a09fbc4bf4fc90566d12684bf3bf0b32d5d3c24b3
outputs/v18/ops/V18_37B_SHADOW_PORTFOLIO_WEIGHTS.csv,outputs/v18/ops/V18_37B_SHADOW_PORTFOLIO_WEIGHTS.csv,critical,TRUE,67393,2026-05-25T18:28:59,08d632496b9af85ecbb2274a09fbc4bf4fc90566d12684bf3bf0b32d5d3c24b3
outputs/v18/ops/V18_37B_SHADOW_PORTFOLIO_DIAGNOSTICS.csv,outputs/v18/ops/V18_37B_SHADOW_PORTFOLIO_DIAGNOSTICS.csv,critical,TRUE,1083,2026-05-25T18:28:59,034af6521ba1838022a7ccf01abee9500bdcefc31a29d1c641f2736c320e30e9
outputs/v18/ops/V18_37B_READ_FIRST.txt,outputs/v18/ops/V18_37B_READ_FIRST.txt,critical,TRUE,573,2026-05-25T18:28:59,0778615cf4ad7d965eba32b44328388b4ceb32f97cb301966b17e8433d717bf2
outputs/v18/read_center/V18_37B_SHADOW_PORTFOLIO_CONSTRUCTION_REPORT.md,outputs/v18/read_center/V18_37B_SHADOW_PORTFOLIO_CONSTRUCTION_REPORT.md,optional,TRUE,7725,2026-05-25T18:28:59,7863d144809427fb394d57c54c872aecfac25cbf9dbb35e9bfb5ed1035b97db0
outputs/v18/read_center/V18_CURRENT_SHADOW_PORTFOLIO_CONSTRUCTION.md,outputs/v18/read_center/V18_CURRENT_SHADOW_PORTFOLIO_CONSTRUCTION.md,optional,TRUE,7725,2026-05-25T18:28:59,7863d144809427fb394d57c54c872aecfac25cbf9dbb35e9bfb5ed1035b97db0
outputs/v18/ops/V18_37C_SHADOW_PORTFOLIO_SNAPSHOT_SUMMARY.csv,outputs/v18/ops/V18_37C_SHADOW_PORTFOLIO_SNAPSHOT_SUMMARY.csv,critical,TRUE,592,2026-05-25T18:29:01,3a5160b34dcf2459d5e0887f1e06f5970ca71ded9a72bdbd94d85e28d23ff41c
outputs/v18/ops/V18_37C_SHADOW_PORTFOLIO_SNAPSHOT_DETAIL.csv,outputs/v18/ops/V18_37C_SHADOW_PORTFOLIO_SNAPSHOT_DETAIL.csv,critical,TRUE,219659,2026-05-25T18:29:01,cacd2217764f6294faadb98e3bfd7feae514c38e56ba460c87b07495dee227bd
outputs/v18/ops/V18_37C_SHADOW_PORTFOLIO_FORWARD_READINESS.csv,outputs/v18/ops/V18_37C_SHADOW_PORTFOLIO_FORWARD_READINESS.csv,critical,TRUE,433,2026-05-25T18:29:01,2d16bfae1c8c46b74fa2848bc494f95fda1cba1b1d7be6a3265cbcedb29d7efd
outputs/v18/ops/V18_37C_SHADOW_PORTFOLIO_ATTRIBUTION_PREVIEW.csv,outputs/v18/ops/V18_37C_SHADOW_PORTFOLIO_ATTRIBUTION_PREVIEW.csv,critical,TRUE,1063,2026-05-25T18:29:01,fd9ce15a3d8f8f4be7a3612dd1ad9aeddd4925c8d423bc9034ff6bb0d9fa3133
outputs/v18/ops/V18_37C_READ_FIRST.txt,outputs/v18/ops/V18_37C_READ_FIRST.txt,critical,TRUE,917,2026-05-25T18:29:01,598740ecf57feb2c2daee6325abbaaaeb1226d9326c8af6008cca0b612d3b9a6
outputs/v18/read_center/V18_37C_SHADOW_PORTFOLIO_FORWARD_BRIDGE_REPORT.md,outputs/v18/read_center/V18_37C_SHADOW_PORTFOLIO_FORWARD_BRIDGE_REPORT.md,optional,TRUE,1973,2026-05-25T18:29:01,b9223182e78255605adbf53d4a5be838e77a8cfe21d36b7b60a7ea23920aa2e9
outputs/v18/read_center/V18_CURRENT_SHADOW_PORTFOLIO_FORWARD_BRIDGE.md,outputs/v18/read_center/V18_CURRENT_SHADOW_PORTFOLIO_FORWARD_BRIDGE.md,optional,TRUE,1973,2026-05-25T18:29:01,b9223182e78255605adbf53d4a5be838e77a8cfe21d36b7b60a7ea23920aa2e9
state/v18/shadow_portfolios/V18_SHADOW_PORTFOLIO_DAILY_SNAPSHOT_LEDGER.csv,state/v18/shadow_portfolios/V18_SHADOW_PORTFOLIO_DAILY_SNAPSHOT_LEDGER.csv,critical,TRUE,219659,2026-05-25T18:29:01,cacd2217764f6294faadb98e3bfd7feae514c38e56ba460c87b07495dee227bd
outputs/v18/candidates/V18_CURRENT_FULL_RANKED_CANDIDATES.csv,outputs/v18/candidates/V18_CURRENT_FULL_RANKED_CANDIDATES.csv,critical,TRUE,214380,2026-05-25T13:51:26,a0ca77598497bc8dc1fa639e15d87eedb90fb7dc986113146180c584dabc811e
outputs/v18/candidates/V18_CURRENT_RANKED_CANDIDATES.csv,outputs/v18/candidates/V18_CURRENT_RANKED_CANDIDATES.csv,critical,TRUE,214383,2026-05-25T13:40:27,668b231780ab092c5a948832e48c46e05e699f96c4005b732eef9474a191361d
outputs/v18/candidates/V18_CURRENT_TOP_RANKED_CANDIDATES.csv,outputs/v18/candidates/V18_CURRENT_TOP_RANKED_CANDIDATES.csv,critical,TRUE,17690,2026-05-25T18:28:57,b0d3756326c36372cfdcac0afbdd21ff87f5d9f5defb70ec92a0b6cba4325ea1
state/v18/forward_test/V18_DAILY_SIGNAL_FREEZE_LEDGER.csv,state/v18/forward_test/V18_DAILY_SIGNAL_FREEZE_LEDGER.csv,critical,TRUE,344631,2026-05-25T13:48:02,e325a91ac175253f2a614a6c59efd3ed1934675706b82c5611e643cf5f4e3da4
state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv,critical,TRUE,544348,2026-05-25T15:19:21,6a5ca479c555d3f4a429a42329e5d28da6fcc619f4688759bea2907f599c9760
outputs/v18/read_center/V18_CURRENT_CHINESE_DAILY_HOMEPAGE.md,outputs/v18/read_center/V18_CURRENT_CHINESE_DAILY_HOMEPAGE.md,critical,TRUE,10468,2026-05-25T15:19:34,efc98a6c1cf0fb47da7000b597103eba97bffed971fe278820be573eb5711e43
outputs/v18/read_center/V18_CURRENT_DAILY_OPERATOR_RUNBOOK_CN.md,outputs/v18/read_center/V18_CURRENT_DAILY_OPERATOR_RUNBOOK_CN.md,critical,TRUE,3410,2026-05-25T00:27:29,7723fe4bee534edad4c03b4e9030c418f061e93f601cacc5ee0adddf7522a5a8
outputs/v18/read_center/V18_CURRENT_DAILY_COMMAND_CENTER.md,outputs/v18/read_center/V18_CURRENT_DAILY_COMMAND_CENTER.md,critical,TRUE,3095,2026-05-25T18:28:58,27381ea6891cf73bbb7f991ee8b288bab2fe643f6f9259170808ad4a28889e48
outputs/v18/read_center/V18_CURRENT_READ_FIRST.txt,outputs/v18/read_center/V18_CURRENT_READ_FIRST.txt,critical,TRUE,848,2026-05-25T18:28:58,884c373331d6f2989b13730948b63709bb8f658249dfc13ccaf8c09213e52f87
outputs/v18/read_center/V18_CURRENT_READ_FIRST.md,outputs/v18/read_center/V18_CURRENT_READ_FIRST.md,critical,TRUE,3105,2026-05-19T10:56:32,fe4795fb685bf6637eaa09f1915979211310b7b7577063aa979b63ff80f8bb9b
outputs/v18/read_center/V18_CURRENT_READ_FIRST_WITH_TECHNICAL.md,outputs/v18/read_center/V18_CURRENT_READ_FIRST_WITH_TECHNICAL.md,critical,TRUE,630,2026-05-18T21:39:50,dbbc1e864c179838ea9f99fbcba380be4d2542c13aed164e240495497b38728f
outputs/v18/read_center/V18_CURRENT_SHADOW_RESEARCH_DAILY.md,outputs/v18/read_center/V18_CURRENT_SHADOW_RESEARCH_DAILY.md,optional,TRUE,1210,2026-05-18T13:14:34,a7ceea4410f3ab9339b53f0d10a8387ee59568157df519049ad842a386c7a78c
outputs/v18/read_center/V18_CURRENT_SHADOW_RESEARCH_DAILY_READ_FIRST.txt,outputs/v18/read_center/V18_CURRENT_SHADOW_RESEARCH_DAILY_READ_FIRST.txt,optional,TRUE,1301,2026-05-18T13:14:34,04eead07ef962ea71d4c4a90da9ecbf41163b759b4c7460ec101351fe1457d39
