snapshot_date,ticker,signal_snapshot_id,factor_pack_score_available,factor_pack_rank_available,technical_timing_score_available,overheat_penalty_available,price_derived_score_available,relative_strength_score_available,buy_zone_score_available,buy_zone_label_available,market_regime_available,forward_return_1d_available,forward_return_3d_available,forward_return_5d_available,forward_return_10d_available,forward_return_20d_available,ready_for_factor_effectiveness_research,readiness_status,blocking_reason
2026-05-20,AMC,V18_21B-2026-05-20-AMC-0B3358A7744F,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,DEGRADED_MISSING_CORE_SIGNAL,MISSING_CORE_SIGNAL;MISSING_PRICE_DERIVED_SCORE
2026-05-20,AMD,V18_21B-2026-05-20-AMD-1DAEBC9A2E24,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,READY_WITH_FORWARD_RETURNS,
2026-05-20,AMKR,V18_21B-2026-05-20-AMKR-7B6DCD487014,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,READY_WITH_FORWARD_RETURNS,
2026-05-20,AMZN,V18_21B-2026-05-20-AMZN-0F2A17E8FF4F,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,READY_WITH_FORWARD_RETURNS,
2026-05-20,ANET,V18_21B-2026-05-20-ANET-90E719EDBE91,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,READY_WITH_FORWARD_RETURNS,
2026-05-20,APG,V18_21B-2026-05-20-APG-9742BE4F951F,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,DEGRADED_MISSING_CORE_SIGNAL,MISSING_CORE_SIGNAL;MISSING_PRICE_DERIVED_SCORE
2026-05-20,APH,V18_21B-2026-05-20-APH-76EE8B86E458,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,READY_WITH_FORWARD_RETURNS,
2026-05-20,APLD,V18_21B-2026-05-20-APLD-D87323848D7E,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,DEGRADED_MISSING_CORE_SIGNAL,MISSING_CORE_SIGNAL;MISSING_PRICE_DERIVED_SCORE
2026-05-20,APO,V18_21B-2026-05-20-APO-F6665EDD3EC8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,DEGRADED_MISSING_CORE_SIGNAL,MISSING_CORE_SIGNAL;MISSING_PRICE_DERIVED_SCORE
2026-05-20,APP,V18_21B-2026-05-20-APP-C768F264BD2E,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,DEGRADED_MISSING_CORE_SIGNAL,MISSING_CORE_SIGNAL;MISSING_PRICE_DERIVED_SCORE
2026-05-20,ARGT,V18_21B-2026-05-20-ARGT-2E13A5835A0C,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,DEGRADED_MISSING_CORE_SIGNAL,MISSING_CORE_SIGNAL;MISSING_PRICE_DERIVED_SCORE
2026-05-20,ARM,V18_21B-2026-05-20-ARM-5AA1A6CDD7D8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,READY_WITH_FORWARD_RETURNS,
2026-05-20,ASML,V18_21B-2026-05-20-ASML-8114217A271C,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,READY_WITH_FORWARD_RETURNS,
2026-05-20,AVGO,V18_21B-2026-05-20-AVGO-CA04A2376CCA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,READY_WITH_FORWARD_RETURNS,
2026-05-20,AXON,V18_21B-2026-05-20-AXON-619197D5A009,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,DEGRADED_MISSING_CORE_SIGNAL,MISSING_CORE_SIGNAL;MISSING_PRICE_DERIVED_SCORE
2026-05-20,BABA,V18_21B-2026-05-20-BABA-C5C5E084C848,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,DEGRADED_MISSING_CORE_SIGNAL,MISSING_CORE_SIGNAL;MISSING_PRICE_DERIVED_SCORE
2026-05-20,BAC,V18_21B-2026-05-20-BAC-0E105AD89329,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,DEGRADED_MISSING_CORE_SIGNAL,MISSING_CORE_SIGNAL;MISSING_PRICE_DERIVED_SCORE
2026-05-20,BALL,V18_21B-2026-05-20-BALL-3A27B3EAD26A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,DEGRADED_MISSING_CORE_SIGNAL,MISSING_CORE_SIGNAL;MISSING_PRICE_DERIVED_SCORE
2026-05-20,BE,V18_21B-2026-05-20-BE-216747B2B64F,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,READY_WITH_FORWARD_RETURNS,
2026-05-20,BIDU,V18_21B-2026-05-20-BIDU-60CFAD7B34DE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,DEGRADED_MISSING_CORE_SIGNAL,MISSING_CORE_SIGNAL;MISSING_PRICE_DERIVED_SCORE
2026-05-20,BITF,V18_21B-2026-05-20-BITF-57CB7BB5B8EE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,DEGRADED_MISSING_CORE_SIGNAL,MISSING_CORE_SIGNAL;MISSING_PRICE_DERIVED_SCORE
2026-05-20,BKNG,V18_21B-2026-05-20-BKNG-4F4C7627E72B,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,DEGRADED_MISSING_CORE_SIGNAL,MISSING_CORE_SIGNAL;MISSING_PRICE_DERIVED_SCORE
2026-05-20,BLSH,V18_21B-2026-05-20-BLSH-3C542A12A165,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,DEGRADED_MISSING_CORE_SIGNAL,MISSING_CORE_SIGNAL;MISSING_PRICE_DERIVED_SCORE
2026-05-20,BLTE,V18_21B-2026-05-20-BLTE-3A4900237416,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,DEGRADED_MISSING_CORE_SIGNAL,MISSING_CORE_SIGNAL;MISSING_PRICE_DERIVED_SCORE
2026-05-20,BN,V18_21B-2026-05-20-BN-769A91B58BF3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,DEGRADED_MISSING_CORE_SIGNAL,MISSING_CORE_SIGNAL;MISSING_PRICE_DERIVED_SCORE
2026-05-20,BSX,V18_21B-2026-05-20-BSX-40930E7D61F4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,DEGRADED_MISSING_CORE_SIGNAL,MISSING_CORE_SIGNAL;MISSING_PRICE_DERIVED_SCORE
2026-05-20,BTDR,V18_21B-2026-05-20-BTDR-190250B62F65,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,READY_WITH_FORWARD_RETURNS,
2026-05-20,BW,V18_21B-2026-05-20-BW-D6CB68EB9AFD,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,DEGRADED_MISSING_CORE_SIGNAL,MISSING_CORE_SIGNAL;MISSING_PRICE_DERIVED_SCORE
2026-05-20,BYND,V18_21B-2026-05-20-BYND-467E92368F6E,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,DEGRADED_MISSING_CORE_SIGNAL,MISSING_CORE_SIGNAL;MISSING_PRICE_DERIVED_SCORE
2026-05-20,CAI,V18_21B-2026-05-20-CAI-032C61F7C1BC,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,DEGRADED_MISSING_CORE_SIGNAL,MISSING_CORE_SIGNAL;MISSING_PRICE_DERIVED_SCORE
2026-05-20,CAMT,V18_21B-2026-05-20-CAMT-371D42EFA519,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,READY_WITH_FORWARD_RETURNS,
2026-05-20,CARR,V18_21B-2026-05-20-CARR-A9653B47AFB5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,READY_WITH_FORWARD_RETURNS,
2026-05-20,CART,V18_21B-2026-05-20-CART-2D1AD375959C,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,DEGRADED_MISSING_CORE_SIGNAL,MISSING_CORE_SIGNAL;MISSING_PRICE_DERIVED_SCORE
2026-05-20,CDNS,V18_21B-2026-05-20-CDNS-469BD41F4CDD,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,DEGRADED_MISSING_CORE_SIGNAL,MISSING_CORE_SIGNAL;MISSING_PRICE_DERIVED_SCORE
2026-05-20,CDTX,V18_21B-2026-05-20-CDTX-B94D104C09FB,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,DEGRADED_MISSING_CORE_SIGNAL,MISSING_CORE_SIGNAL;MISSING_PRICE_DERIVED_SCORE
2026-05-20,CEG,V18_21B-2026-05-20-CEG-FEB3E6E8D4C3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,READY_WITH_FORWARD_RETURNS,
2026-05-20,CFLT,V18_21B-2026-05-20-CFLT-4C682448874B,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,DEGRADED_MISSING_CORE_SIGNAL,MISSING_CORE_SIGNAL;MISSING_PRICE_DERIVED_SCORE
2026-05-20,CHPT,V18_21B-2026-05-20-CHPT-E4FA4721B087,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,DEGRADED_MISSING_CORE_SIGNAL,MISSING_CORE_SIGNAL;MISSING_PRICE_DERIVED_SCORE
2026-05-20,CHRW,V18_21B-2026-05-20-CHRW-851193C265FF,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,DEGRADED_MISSING_CORE_SIGNAL,MISSING_CORE_SIGNAL;MISSING_PRICE_DERIVED_SCORE
2026-05-20,CHYM,V18_21B-2026-05-20-CHYM-6691A6F0BC6E,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,DEGRADED_MISSING_CORE_SIGNAL,MISSING_CORE_SIGNAL;MISSING_PRICE_DERIVED_SCORE
2026-05-20,CIEN,V18_21B-2026-05-20-CIEN-3040C7BA0445,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,READY_PENDING_FORWARD_RETURNS,PENDING_FORWARD_RETURNS
2026-05-20,CIFR,V18_21B-2026-05-20-CIFR-D75FBB021A8F,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,READY_PENDING_FORWARD_RETURNS,PENDING_FORWARD_RETURNS
2026-05-20,CLF,V18_21B-2026-05-20-CLF-EEFB27FB9FCA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,DEGRADED_MISSING_CORE_SIGNAL,MISSING_CORE_SIGNAL;MISSING_PRICE_DERIVED_SCORE
2026-05-20,CLH,V18_21B-2026-05-20-CLH-5437B070D1AD,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,DEGRADED_MISSING_CORE_SIGNAL,MISSING_CORE_SIGNAL;MISSING_PRICE_DERIVED_SCORE
2026-05-20,CLS,V18_21B-2026-05-20-CLS-E64ACBCE649E,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,READY_PENDING_FORWARD_RETURNS,PENDING_FORWARD_RETURNS
2026-05-20,CLSK,V18_21B-2026-05-20-CLSK-274B527CBFD2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,DEGRADED_MISSING_CORE_SIGNAL,MISSING_CORE_SIGNAL;MISSING_PRICE_DERIVED_SCORE
2026-05-20,CMG,V18_21B-2026-05-20-CMG-66AB95ED72E7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,DEGRADED_MISSING_CORE_SIGNAL,MISSING_CORE_SIGNAL;MISSING_PRICE_DERIVED_SCORE
2026-05-20,CNM,V18_21B-2026-05-20-CNM-B692729F5C30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,DEGRADED_MISSING_CORE_SIGNAL,MISSING_CORE_SIGNAL;MISSING_PRICE_DERIVED_SCORE
2026-05-20,COF,V18_21B-2026-05-20-COF-B0084DAD3C97,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,DEGRADED_MISSING_CORE_SIGNAL,MISSING_CORE_SIGNAL;MISSING_PRICE_DERIVED_SCORE
2026-05-20,COG,V18_21B-2026-05-20-COG-4EB07F886567,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,DEGRADED_MISSING_CORE_SIGNAL,MISSING_CORE_SIGNAL;MISSING_PRICE_DERIVED_SCORE
2026-05-20,COGT,V18_21B-2026-05-20-COGT-27D0B729F4EF,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,DEGRADED_MISSING_CORE_SIGNAL,MISSING_CORE_SIGNAL;MISSING_PRICE_DERIVED_SCORE
2026-05-20,COHR,V18_21B-2026-05-20-COHR-0FC5B461D5EF,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,READY_PENDING_FORWARD_RETURNS,PENDING_FORWARD_RETURNS
2026-05-20,COHU,V18_21B-2026-05-20-COHU-4021176BB824,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,READY_PENDING_FORWARD_RETURNS,PENDING_FORWARD_RETURNS
2026-05-20,CORZ,V18_21B-2026-05-20-CORZ-5406C7C79BE6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,READY_PENDING_FORWARD_RETURNS,PENDING_FORWARD_RETURNS
2026-05-20,CPAY,V18_21B-2026-05-20-CPAY-EAD725AAA38E,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,DEGRADED_MISSING_CORE_SIGNAL,MISSING_CORE_SIGNAL;MISSING_PRICE_DERIVED_SCORE
2026-05-20,CPNG,V18_21B-2026-05-20-CPNG-BE65BAE5318F,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,DEGRADED_MISSING_CORE_SIGNAL,MISSING_CORE_SIGNAL;MISSING_PRICE_DERIVED_SCORE
2026-05-20,CRCL,V18_21B-2026-05-20-CRCL-7A5D937A90D5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,DEGRADED_MISSING_CORE_SIGNAL,MISSING_CORE_SIGNAL;MISSING_PRICE_DERIVED_SCORE
2026-05-20,CRDO,V18_21B-2026-05-20-CRDO-90622F171966,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,READY_PENDING_FORWARD_RETURNS,PENDING_FORWARD_RETURNS
2026-05-20,CRH,V18_21B-2026-05-20-CRH-7890046E78C6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,DEGRADED_MISSING_CORE_SIGNAL,MISSING_CORE_SIGNAL;MISSING_PRICE_DERIVED_SCORE
2026-05-20,CRM,V18_21B-2026-05-20-CRM-4B6A8A9822DB,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,READY_PENDING_FORWARD_RETURNS,PENDING_FORWARD_RETURNS
2026-05-20,CRS,V18_21B-2026-05-20-CRS-9E8411A2D7B5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,DEGRADED_MISSING_CORE_SIGNAL,MISSING_CORE_SIGNAL;MISSING_PRICE_DERIVED_SCORE
2026-05-20,CRWD,V18_21B-2026-05-20-CRWD-217E2A06257A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,READY_PENDING_FORWARD_RETURNS,PENDING_FORWARD_RETURNS
2026-05-20,CRWV,V18_21B-2026-05-20-CRWV-F83F6F4BDF71,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,READY_PENDING_FORWARD_RETURNS,PENDING_FORWARD_RETURNS
2026-05-20,CSCO,V18_21B-2026-05-20-CSCO-20A34533A3CF,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,READY_PENDING_FORWARD_RETURNS,PENDING_FORWARD_RETURNS
2026-05-20,CSGP,V18_21B-2026-05-20-CSGP-63C03BF03D3D,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,DEGRADED_MISSING_CORE_SIGNAL,MISSING_CORE_SIGNAL;MISSING_PRICE_DERIVED_SCORE
2026-05-20,CVNA,V18_21B-2026-05-20-CVNA-D41B603B553F,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,DEGRADED_MISSING_CORE_SIGNAL,MISSING_CORE_SIGNAL;MISSING_PRICE_DERIVED_SCORE
