run_date,rank,ticker,latest_price_date,source_policy_id,source_chain,simulation_action,real_position_action,section,item,value,details
2026-05-31T03:25:49+09:00,11,POWL,2026-05-29,BASELINE_TOP20,outputs/v18/candidates/V18_35D_FULL_UNIVERSE_RECOMPUTED_RANKED_CANDIDATES.csv,PAPER_SKIP_POLICY_LIMIT,REAL_POSITION_DATA_MISSING,current_top20_action,Top20 candidate action row,POWL,INHERITED_POLICY=SIM_BALANCED;CONFIDENCE=LOW;PAPER_BUY_CAP_REACHED_OR_BUYS_DISABLED
2026-05-31T03:25:49+09:00,12,ACLS,2026-05-29,BASELINE_TOP20,outputs/v18/candidates/V18_35D_FULL_UNIVERSE_RECOMPUTED_RANKED_CANDIDATES.csv,PAPER_SKIP_POLICY_LIMIT,REAL_POSITION_DATA_MISSING,current_top20_action,Top20 candidate action row,ACLS,INHERITED_POLICY=SIM_BALANCED;CONFIDENCE=LOW;PAPER_BUY_CAP_REACHED_OR_BUYS_DISABLED
2026-05-31T03:25:49+09:00,13,AMKR,2026-05-29,BASELINE_TOP20,outputs/v18/candidates/V18_35D_FULL_UNIVERSE_RECOMPUTED_RANKED_CANDIDATES.csv,PAPER_SKIP_POLICY_LIMIT,REAL_POSITION_DATA_MISSING,current_top20_action,Top20 candidate action row,AMKR,INHERITED_POLICY=SIM_BALANCED;CONFIDENCE=LOW;PAPER_BUY_CAP_REACHED_OR_BUYS_DISABLED;OPTIONS_RISK_CAUTION_ONLY_NOT_PROMOTED_BY_V18_49B_R1
2026-05-31T03:25:49+09:00,14,MTZ,2026-05-29,BASELINE_TOP20,outputs/v18/candidates/V18_35D_FULL_UNIVERSE_RECOMPUTED_RANKED_CANDIDATES.csv,PAPER_SKIP_POLICY_LIMIT,REAL_POSITION_DATA_MISSING,current_top20_action,Top20 candidate action row,MTZ,INHERITED_POLICY=SIM_BALANCED;CONFIDENCE=LOW;PAPER_BUY_CAP_REACHED_OR_BUYS_DISABLED
2026-05-31T03:25:49+09:00,15,VECO,2026-05-29,BASELINE_TOP20,outputs/v18/candidates/V18_35D_FULL_UNIVERSE_RECOMPUTED_RANKED_CANDIDATES.csv,PAPER_SKIP_POLICY_LIMIT,REAL_POSITION_DATA_MISSING,current_top20_action,Top20 candidate action row,VECO,INHERITED_POLICY=SIM_BALANCED;CONFIDENCE=LOW;PAPER_BUY_CAP_REACHED_OR_BUYS_DISABLED
2026-05-31T03:25:49+09:00,16,PUMP,2026-05-29,BASELINE_TOP20,outputs/v18/candidates/V18_35D_FULL_UNIVERSE_RECOMPUTED_RANKED_CANDIDATES.csv,PAPER_SKIP_POLICY_LIMIT,REAL_POSITION_DATA_MISSING,current_top20_action,Top20 candidate action row,PUMP,INHERITED_POLICY=SIM_BALANCED;CONFIDENCE=LOW;PAPER_BUY_CAP_REACHED_OR_BUYS_DISABLED
2026-05-31T03:25:49+09:00,17,ICHR,2026-05-29,BASELINE_TOP20,outputs/v18/candidates/V18_35D_FULL_UNIVERSE_RECOMPUTED_RANKED_CANDIDATES.csv,PAPER_SKIP_POLICY_LIMIT,REAL_POSITION_DATA_MISSING,current_top20_action,Top20 candidate action row,ICHR,INHERITED_POLICY=SIM_BALANCED;CONFIDENCE=LOW;PAPER_BUY_CAP_REACHED_OR_BUYS_DISABLED;OPTIONS_RISK_CAUTION_ONLY_NOT_PROMOTED_BY_V18_49B_R1
2026-05-31T03:25:49+09:00,18,VRT,2026-05-29,BASELINE_TOP20,outputs/v18/candidates/V18_35D_FULL_UNIVERSE_RECOMPUTED_RANKED_CANDIDATES.csv,PAPER_SKIP_POLICY_LIMIT,REAL_POSITION_DATA_MISSING,current_top20_action,Top20 candidate action row,VRT,INHERITED_POLICY=SIM_BALANCED;CONFIDENCE=LOW;PAPER_BUY_CAP_REACHED_OR_BUYS_DISABLED
2026-05-31T03:25:49+09:00,19,COHR,2026-05-29,BASELINE_TOP20,outputs/v18/candidates/V18_35D_FULL_UNIVERSE_RECOMPUTED_RANKED_CANDIDATES.csv,PAPER_SKIP_POLICY_LIMIT,REAL_POSITION_DATA_MISSING,current_top20_action,Top20 candidate action row,COHR,INHERITED_POLICY=SIM_BALANCED;CONFIDENCE=LOW;PAPER_BUY_CAP_REACHED_OR_BUYS_DISABLED
2026-05-31T03:25:49+09:00,20,TTMI,2026-05-29,BASELINE_TOP20,outputs/v18/candidates/V18_35D_FULL_UNIVERSE_RECOMPUTED_RANKED_CANDIDATES.csv,PAPER_SKIP_POLICY_LIMIT,REAL_POSITION_DATA_MISSING,current_top20_action,Top20 candidate action row,TTMI,INHERITED_POLICY=SIM_BALANCED;CONFIDENCE=LOW;PAPER_BUY_CAP_REACHED_OR_BUYS_DISABLED
2026-05-31T03:25:49+09:00,,,,,,,,status,Daily action entry usable today,TRUE,PASS
2026-05-31T03:25:49+09:00,,,,,,,,source,Current Top20 source authoritative,TRUE,NONE
2026-05-31T03:25:49+09:00,,,,,,,,real_upload,Real trade upload ledger checked,TRUE,WARN_V18_49D_NO_USER_UPLOADS_FOUND
2026-05-31T03:25:49+09:00,,,,,,,,real_upload,Real position book found,FALSE,
2026-05-31T03:25:49+09:00,,,,,,,,real_upload,Real position book written to state,FALSE,write_requested=FALSE
2026-05-31T03:25:49+09:00,,,,,,,,policy,Current simulation policy,SIM_BALANCED,BASELINE_TOP20
2026-05-31T03:25:49+09:00,,,,,,,,policy,Policy confidence,LOW,WARN_V18_49B_SOURCE_BACKTEST_LOW_EVIDENCE
2026-05-31T03:25:49+09:00,,,,,,,,simulation,Paper buy candidates allowed today,3,
2026-05-31T03:25:49+09:00,,,,,,,,simulation,Paper add/reduce/exit counts,0/0/0,add/reduce/exit
2026-05-31T03:25:49+09:00,,,,,,,,real_advice,Real-position advice available,FALSE,REAL_POSITION_BOOK_MISSING
2026-05-31T03:25:49+09:00,,,,,,,,safety,No execution/broker/order/autotrade,TRUE,broker_api=FALSE;order_execution=FALSE;auto_trade=DISABLED;auto_sell=DISABLED
