ticker,file_type,relative_path,exists,row_count,notes
PTGX,normalized,data/v18/staged_backfill/V18_25A_BATCH3/normalized/PTGX.csv,TRUE,2458,FETCH_SUCCESS_FULL_HISTORY
PTON,raw,data/v18/staged_backfill/V18_25A_BATCH3/raw/PTON.csv,TRUE,1672,FETCH_SUCCESS_FULL_HISTORY
PTON,normalized,data/v18/staged_backfill/V18_25A_BATCH3/normalized/PTON.csv,TRUE,1672,FETCH_SUCCESS_FULL_HISTORY
PUMP,raw,data/v18/staged_backfill/V18_25A_BATCH3/raw/PUMP.csv,TRUE,2308,FETCH_SUCCESS_FULL_HISTORY
PUMP,normalized,data/v18/staged_backfill/V18_25A_BATCH3/normalized/PUMP.csv,TRUE,2308,FETCH_SUCCESS_FULL_HISTORY
PYPL,raw,data/v18/staged_backfill/V18_25A_BATCH3/raw/PYPL.csv,TRUE,2737,FETCH_SUCCESS_FULL_HISTORY
PYPL,normalized,data/v18/staged_backfill/V18_25A_BATCH3/normalized/PYPL.csv,TRUE,2737,FETCH_SUCCESS_FULL_HISTORY
QS,raw,data/v18/staged_backfill/V18_25A_BATCH3/raw/QS.csv,TRUE,1448,FETCH_SUCCESS_FULL_HISTORY
QS,normalized,data/v18/staged_backfill/V18_25A_BATCH3/normalized/QS.csv,TRUE,1448,FETCH_SUCCESS_FULL_HISTORY
QSR,raw,data/v18/staged_backfill/V18_25A_BATCH3/raw/QSR.csv,TRUE,2877,FETCH_SUCCESS_FULL_HISTORY
QSR,normalized,data/v18/staged_backfill/V18_25A_BATCH3/normalized/QSR.csv,TRUE,2877,FETCH_SUCCESS_FULL_HISTORY
RBLX,raw,data/v18/staged_backfill/V18_25A_BATCH3/raw/RBLX.csv,TRUE,1307,FETCH_SUCCESS_FULL_HISTORY
RBLX,normalized,data/v18/staged_backfill/V18_25A_BATCH3/normalized/RBLX.csv,TRUE,1307,FETCH_SUCCESS_FULL_HISTORY
RDDT,raw,data/v18/staged_backfill/V18_25A_BATCH3/raw/RDDT.csv,TRUE,544,FETCH_SUCCESS_PARTIAL_HISTORY
RDDT,normalized,data/v18/staged_backfill/V18_25A_BATCH3/normalized/RDDT.csv,TRUE,544,FETCH_SUCCESS_PARTIAL_HISTORY
RERE,raw,data/v18/staged_backfill/V18_25A_BATCH3/raw/RERE.csv,TRUE,1237,FETCH_SUCCESS_FULL_HISTORY
RERE,normalized,data/v18/staged_backfill/V18_25A_BATCH3/normalized/RERE.csv,TRUE,1237,FETCH_SUCCESS_FULL_HISTORY
RH,raw,data/v18/staged_backfill/V18_25A_BATCH3/raw/RH.csv,TRUE,3407,FETCH_SUCCESS_FULL_HISTORY
RH,normalized,data/v18/staged_backfill/V18_25A_BATCH3/normalized/RH.csv,TRUE,3407,FETCH_SUCCESS_FULL_HISTORY
RIOT,raw,data/v18/staged_backfill/V18_25A_BATCH3/raw/RIOT.csv,TRUE,2551,FETCH_SUCCESS_FULL_HISTORY
RIOT,normalized,data/v18/staged_backfill/V18_25A_BATCH3/normalized/RIOT.csv,TRUE,2551,FETCH_SUCCESS_FULL_HISTORY
RKT,raw,data/v18/staged_backfill/V18_25A_BATCH3/raw/RKT.csv,TRUE,1455,FETCH_SUCCESS_FULL_HISTORY
RKT,normalized,data/v18/staged_backfill/V18_25A_BATCH3/normalized/RKT.csv,TRUE,1455,FETCH_SUCCESS_FULL_HISTORY
RNG,raw,data/v18/staged_backfill/V18_25A_BATCH3/raw/RNG.csv,TRUE,3181,FETCH_SUCCESS_FULL_HISTORY
RNG,normalized,data/v18/staged_backfill/V18_25A_BATCH3/normalized/RNG.csv,TRUE,3181,FETCH_SUCCESS_FULL_HISTORY
ROKU,raw,data/v18/staged_backfill/V18_25A_BATCH3/raw/ROKU.csv,TRUE,2173,FETCH_SUCCESS_FULL_HISTORY
ROKU,normalized,data/v18/staged_backfill/V18_25A_BATCH3/normalized/ROKU.csv,TRUE,2173,FETCH_SUCCESS_FULL_HISTORY
RSP,raw,data/v18/staged_backfill/V18_25A_BATCH3/raw/RSP.csv,TRUE,5802,FETCH_SUCCESS_FULL_HISTORY
RSP,normalized,data/v18/staged_backfill/V18_25A_BATCH3/normalized/RSP.csv,TRUE,5802,FETCH_SUCCESS_FULL_HISTORY
RTX,raw,data/v18/staged_backfill/V18_25A_BATCH3/raw/RTX.csv,TRUE,16142,FETCH_SUCCESS_FULL_HISTORY
RTX,normalized,data/v18/staged_backfill/V18_25A_BATCH3/normalized/RTX.csv,TRUE,16142,FETCH_SUCCESS_FULL_HISTORY
RVMD,raw,data/v18/staged_backfill/V18_25A_BATCH3/raw/RVMD.csv,TRUE,1576,FETCH_SUCCESS_FULL_HISTORY
RVMD,normalized,data/v18/staged_backfill/V18_25A_BATCH3/normalized/RVMD.csv,TRUE,1576,FETCH_SUCCESS_FULL_HISTORY
SATS,raw,data/v18/staged_backfill/V18_25A_BATCH3/raw/SATS.csv,TRUE,4626,FETCH_SUCCESS_FULL_HISTORY
SATS,normalized,data/v18/staged_backfill/V18_25A_BATCH3/normalized/SATS.csv,TRUE,4626,FETCH_SUCCESS_FULL_HISTORY
SCCO,raw,data/v18/staged_backfill/V18_25A_BATCH3/raw/SCCO.csv,TRUE,7644,FETCH_SUCCESS_FULL_HISTORY
SCCO,normalized,data/v18/staged_backfill/V18_25A_BATCH3/normalized/SCCO.csv,TRUE,7644,FETCH_SUCCESS_FULL_HISTORY
SCHW,raw,data/v18/staged_backfill/V18_25A_BATCH3/raw/SCHW.csv,TRUE,9740,FETCH_SUCCESS_FULL_HISTORY
SCHW,normalized,data/v18/staged_backfill/V18_25A_BATCH3/normalized/SCHW.csv,TRUE,9740,FETCH_SUCCESS_FULL_HISTORY
SE,raw,data/v18/staged_backfill/V18_25A_BATCH3/raw/SE.csv,TRUE,2157,FETCH_SUCCESS_FULL_HISTORY
SE,normalized,data/v18/staged_backfill/V18_25A_BATCH3/normalized/SE.csv,TRUE,2157,FETCH_SUCCESS_FULL_HISTORY
SEI,raw,data/v18/staged_backfill/V18_25A_BATCH3/raw/SEI.csv,TRUE,2269,FETCH_SUCCESS_FULL_HISTORY
SEI,normalized,data/v18/staged_backfill/V18_25A_BATCH3/normalized/SEI.csv,TRUE,2269,FETCH_SUCCESS_FULL_HISTORY
SFIX,raw,data/v18/staged_backfill/V18_25A_BATCH3/raw/SFIX.csv,TRUE,2137,FETCH_SUCCESS_FULL_HISTORY
SFIX,normalized,data/v18/staged_backfill/V18_25A_BATCH3/normalized/SFIX.csv,TRUE,2137,FETCH_SUCCESS_FULL_HISTORY
SFM,raw,data/v18/staged_backfill/V18_25A_BATCH3/raw/SFM.csv,TRUE,3221,FETCH_SUCCESS_FULL_HISTORY
SFM,normalized,data/v18/staged_backfill/V18_25A_BATCH3/normalized/SFM.csv,TRUE,3221,FETCH_SUCCESS_FULL_HISTORY
SHOP,raw,data/v18/staged_backfill/V18_25A_BATCH3/raw/SHOP.csv,TRUE,2768,FETCH_SUCCESS_FULL_HISTORY
SHOP,normalized,data/v18/staged_backfill/V18_25A_BATCH3/normalized/SHOP.csv,TRUE,2768,FETCH_SUCCESS_FULL_HISTORY
SHW,raw,data/v18/staged_backfill/V18_25A_BATCH3/raw/SHW.csv,TRUE,11640,FETCH_SUCCESS_FULL_HISTORY
SHW,normalized,data/v18/staged_backfill/V18_25A_BATCH3/normalized/SHW.csv,TRUE,11640,FETCH_SUCCESS_FULL_HISTORY
SITM,raw,data/v18/staged_backfill/V18_25A_BATCH3/raw/SITM.csv,TRUE,1633,FETCH_SUCCESS_FULL_HISTORY
SITM,normalized,data/v18/staged_backfill/V18_25A_BATCH3/normalized/SITM.csv,TRUE,1633,FETCH_SUCCESS_FULL_HISTORY
SMTC,raw,data/v18/staged_backfill/V18_25A_BATCH3/raw/SMTC.csv,TRUE,11640,FETCH_SUCCESS_FULL_HISTORY
SMTC,normalized,data/v18/staged_backfill/V18_25A_BATCH3/normalized/SMTC.csv,TRUE,11640,FETCH_SUCCESS_FULL_HISTORY
SNPS,raw,data/v18/staged_backfill/V18_25A_BATCH3/raw/SNPS.csv,TRUE,8620,FETCH_SUCCESS_FULL_HISTORY
SNPS,normalized,data/v18/staged_backfill/V18_25A_BATCH3/normalized/SNPS.csv,TRUE,8620,FETCH_SUCCESS_FULL_HISTORY
SOLS,raw,data/v18/staged_backfill/V18_25A_BATCH3/raw/SOLS.csv,TRUE,148,FETCH_SUCCESS_PARTIAL_HISTORY
SOLS,normalized,data/v18/staged_backfill/V18_25A_BATCH3/normalized/SOLS.csv,TRUE,148,FETCH_SUCCESS_PARTIAL_HISTORY
SPOT,raw,data/v18/staged_backfill/V18_25A_BATCH3/raw/SPOT.csv,TRUE,2046,FETCH_SUCCESS_FULL_HISTORY
SPOT,normalized,data/v18/staged_backfill/V18_25A_BATCH3/normalized/SPOT.csv,TRUE,2046,FETCH_SUCCESS_FULL_HISTORY
STG,raw,data/v18/staged_backfill/V18_25A_BATCH3/raw/STG.csv,TRUE,2052,FETCH_SUCCESS_FULL_HISTORY
STG,normalized,data/v18/staged_backfill/V18_25A_BATCH3/normalized/STG.csv,TRUE,2052,FETCH_SUCCESS_FULL_HISTORY
STM,raw,data/v18/staged_backfill/V18_25A_BATCH3/raw/STM.csv,TRUE,7915,FETCH_SUCCESS_FULL_HISTORY
STM,normalized,data/v18/staged_backfill/V18_25A_BATCH3/normalized/STM.csv,TRUE,7915,FETCH_SUCCESS_FULL_HISTORY
STUB,raw,data/v18/staged_backfill/V18_25A_BATCH3/raw/STUB.csv,TRUE,171,FETCH_SUCCESS_PARTIAL_HISTORY
STUB,normalized,data/v18/staged_backfill/V18_25A_BATCH3/normalized/STUB.csv,TRUE,171,FETCH_SUCCESS_PARTIAL_HISTORY
TEAM,raw,data/v18/staged_backfill/V18_25A_BATCH3/raw/TEAM.csv,TRUE,2627,FETCH_SUCCESS_FULL_HISTORY
TEAM,normalized,data/v18/staged_backfill/V18_25A_BATCH3/normalized/TEAM.csv,TRUE,2627,FETCH_SUCCESS_FULL_HISTORY
TEVA,raw,data/v18/staged_backfill/V18_25A_BATCH3/raw/TEVA.csv,TRUE,11156,FETCH_SUCCESS_FULL_HISTORY
TEVA,normalized,data/v18/staged_backfill/V18_25A_BATCH3/normalized/TEVA.csv,TRUE,11156,FETCH_SUCCESS_FULL_HISTORY
TICKERS,raw,data/v18/staged_backfill/V18_25A_BATCH3/raw/TICKERS.csv,FALSE,0,QUALITY_REVIEW_NEEDED
TICKERS,normalized,data/v18/staged_backfill/V18_25A_BATCH3/normalized/TICKERS.csv,FALSE,0,QUALITY_REVIEW_NEEDED
TIGR,raw,data/v18/staged_backfill/V18_25A_BATCH3/raw/TIGR.csv,TRUE,1804,FETCH_SUCCESS_FULL_HISTORY
TIGR,normalized,data/v18/staged_backfill/V18_25A_BATCH3/normalized/TIGR.csv,TRUE,1804,FETCH_SUCCESS_FULL_HISTORY
TLN,raw,data/v18/staged_backfill/V18_25A_BATCH3/raw/TLN.csv,TRUE,745,FETCH_SUCCESS_PARTIAL_HISTORY
TLN,normalized,data/v18/staged_backfill/V18_25A_BATCH3/normalized/TLN.csv,TRUE,745,FETCH_SUCCESS_PARTIAL_HISTORY
TSEM,raw,data/v18/staged_backfill/V18_25A_BATCH3/raw/TSEM.csv,TRUE,7945,FETCH_SUCCESS_FULL_HISTORY
TSEM,normalized,data/v18/staged_backfill/V18_25A_BATCH3/normalized/TSEM.csv,TRUE,7945,FETCH_SUCCESS_FULL_HISTORY
TTD,raw,data/v18/staged_backfill/V18_25A_BATCH3/raw/TTD.csv,TRUE,2430,FETCH_SUCCESS_FULL_HISTORY
TTD,normalized,data/v18/staged_backfill/V18_25A_BATCH3/normalized/TTD.csv,TRUE,2430,FETCH_SUCCESS_FULL_HISTORY
TTMI,raw,data/v18/staged_backfill/V18_25A_BATCH3/raw/TTMI.csv,TRUE,6452,FETCH_SUCCESS_FULL_HISTORY
TTMI,normalized,data/v18/staged_backfill/V18_25A_BATCH3/normalized/TTMI.csv,TRUE,6452,FETCH_SUCCESS_FULL_HISTORY
TTWO,raw,data/v18/staged_backfill/V18_25A_BATCH3/raw/TTWO.csv,TRUE,7322,FETCH_SUCCESS_FULL_HISTORY
TTWO,normalized,data/v18/staged_backfill/V18_25A_BATCH3/normalized/TTWO.csv,TRUE,7322,FETCH_SUCCESS_FULL_HISTORY
TWLO,raw,data/v18/staged_backfill/V18_25A_BATCH3/raw/TWLO.csv,TRUE,2492,FETCH_SUCCESS_FULL_HISTORY
TWLO,normalized,data/v18/staged_backfill/V18_25A_BATCH3/normalized/TWLO.csv,TRUE,2492,FETCH_SUCCESS_FULL_HISTORY
TWST,raw,data/v18/staged_backfill/V18_25A_BATCH3/raw/TWST.csv,TRUE,1898,FETCH_SUCCESS_FULL_HISTORY
TWST,normalized,data/v18/staged_backfill/V18_25A_BATCH3/normalized/TWST.csv,TRUE,1898,FETCH_SUCCESS_FULL_HISTORY
U,raw,data/v18/staged_backfill/V18_25A_BATCH3/raw/U.csv,TRUE,1425,FETCH_SUCCESS_FULL_HISTORY
U,normalized,data/v18/staged_backfill/V18_25A_BATCH3/normalized/U.csv,TRUE,1425,FETCH_SUCCESS_FULL_HISTORY
UAL,raw,data/v18/staged_backfill/V18_25A_BATCH3/raw/UAL.csv,TRUE,5105,FETCH_SUCCESS_FULL_HISTORY
UAL,normalized,data/v18/staged_backfill/V18_25A_BATCH3/normalized/UAL.csv,TRUE,5105,FETCH_SUCCESS_FULL_HISTORY
UBER,raw,data/v18/staged_backfill/V18_25A_BATCH3/raw/UBER.csv,TRUE,1768,FETCH_SUCCESS_FULL_HISTORY
UBER,normalized,data/v18/staged_backfill/V18_25A_BATCH3/normalized/UBER.csv,TRUE,1768,FETCH_SUCCESS_FULL_HISTORY
UNH,raw,data/v18/staged_backfill/V18_25A_BATCH3/raw/UNH.csv,TRUE,10479,FETCH_SUCCESS_FULL_HISTORY
UNH,normalized,data/v18/staged_backfill/V18_25A_BATCH3/normalized/UNH.csv,TRUE,10479,FETCH_SUCCESS_FULL_HISTORY
ALL,combined_normalized,data/v18/staged_backfill/V18_25A_BATCH3/V18_25A_BATCH3_COMBINED_NORMALIZED.csv,TRUE,239004,Combined normalized Batch3 staged history.
