batch_id,ticker,fetch_attempted,fetch_status,failure_reason,requested_start_date,requested_end_date,actual_min_date,actual_max_date,row_count,schema_valid,staged_file_path
V18_23C_BATCH2,CHRW,TRUE,SUCCESS,,2021-05-12,2026-05-21,2021-05-12,2026-05-20,1262,TRUE,D:\us-tech-quant\data\v18\staged_backfill\V18_23C_BATCH2\CHRW.csv
V18_23C_BATCH2,CHYM,TRUE,SUCCESS,,2021-05-12,2026-05-21,2025-06-12,2026-05-20,236,TRUE,D:\us-tech-quant\data\v18\staged_backfill\V18_23C_BATCH2\CHYM.csv
V18_23C_BATCH2,CLF,TRUE,SUCCESS,,2021-05-12,2026-05-21,2021-05-12,2026-05-20,1262,TRUE,D:\us-tech-quant\data\v18\staged_backfill\V18_23C_BATCH2\CLF.csv
V18_23C_BATCH2,CLH,TRUE,SUCCESS,,2021-05-12,2026-05-21,2021-05-12,2026-05-20,1262,TRUE,D:\us-tech-quant\data\v18\staged_backfill\V18_23C_BATCH2\CLH.csv
V18_23C_BATCH2,CLSK,TRUE,SUCCESS,,2021-05-12,2026-05-21,2021-05-12,2026-05-20,1262,TRUE,D:\us-tech-quant\data\v18\staged_backfill\V18_23C_BATCH2\CLSK.csv
V18_23C_BATCH2,CMG,TRUE,SUCCESS,,2021-05-12,2026-05-21,2021-05-12,2026-05-20,1262,TRUE,D:\us-tech-quant\data\v18\staged_backfill\V18_23C_BATCH2\CMG.csv
V18_23C_BATCH2,LINE,TRUE,SUCCESS,,2021-05-12,2026-05-21,2024-07-25,2026-05-20,457,TRUE,D:\us-tech-quant\data\v18\staged_backfill\V18_23C_BATCH2\LINE.csv
V18_23C_BATCH2,LPLA,TRUE,SUCCESS,,2021-05-12,2026-05-21,2021-05-12,2026-05-20,1262,TRUE,D:\us-tech-quant\data\v18\staged_backfill\V18_23C_BATCH2\LPLA.csv
V18_23C_BATCH2,LSCC,TRUE,SUCCESS,,2021-05-12,2026-05-21,2021-05-12,2026-05-20,1262,TRUE,D:\us-tech-quant\data\v18\staged_backfill\V18_23C_BATCH2\LSCC.csv
V18_23C_BATCH2,LYB,TRUE,SUCCESS,,2021-05-12,2026-05-21,2021-05-12,2026-05-20,1262,TRUE,D:\us-tech-quant\data\v18\staged_backfill\V18_23C_BATCH2\LYB.csv
V18_23C_BATCH2,LYFT,TRUE,SUCCESS,,2021-05-12,2026-05-21,2021-05-12,2026-05-20,1262,TRUE,D:\us-tech-quant\data\v18\staged_backfill\V18_23C_BATCH2\LYFT.csv
V18_23C_BATCH2,MA,TRUE,SUCCESS,,2021-05-12,2026-05-21,2021-05-12,2026-05-20,1262,TRUE,D:\us-tech-quant\data\v18\staged_backfill\V18_23C_BATCH2\MA.csv
V18_23C_BATCH2,MCK,TRUE,SUCCESS,,2021-05-12,2026-05-21,2021-05-12,2026-05-20,1262,TRUE,D:\us-tech-quant\data\v18\staged_backfill\V18_23C_BATCH2\MCK.csv
V18_23C_BATCH2,MELI,TRUE,SUCCESS,,2021-05-12,2026-05-21,2021-05-12,2026-05-20,1262,TRUE,D:\us-tech-quant\data\v18\staged_backfill\V18_23C_BATCH2\MELI.csv
V18_23C_BATCH2,MNTN,TRUE,SUCCESS,,2021-05-12,2026-05-21,2025-05-22,2026-05-20,250,TRUE,D:\us-tech-quant\data\v18\staged_backfill\V18_23C_BATCH2\MNTN.csv
V18_23C_BATCH2,MOH,TRUE,SUCCESS,,2021-05-12,2026-05-21,2021-05-12,2026-05-20,1262,TRUE,D:\us-tech-quant\data\v18\staged_backfill\V18_23C_BATCH2\MOH.csv
V18_23C_BATCH2,MPLX,TRUE,SUCCESS,,2021-05-12,2026-05-21,2021-05-12,2026-05-20,1262,TRUE,D:\us-tech-quant\data\v18\staged_backfill\V18_23C_BATCH2\MPLX.csv
V18_23C_BATCH2,MPW,TRUE,EMPTY,EMPTY_DATA,2021-05-12,2026-05-21,,,0,FALSE,
V18_23C_BATCH2,MTSI,TRUE,SUCCESS,,2021-05-12,2026-05-21,2021-05-12,2026-05-20,1262,TRUE,D:\us-tech-quant\data\v18\staged_backfill\V18_23C_BATCH2\MTSI.csv
V18_23C_BATCH2,MTZ,TRUE,SUCCESS,,2021-05-12,2026-05-21,2021-05-12,2026-05-20,1262,TRUE,D:\us-tech-quant\data\v18\staged_backfill\V18_23C_BATCH2\MTZ.csv
V18_23C_BATCH2,NAMS,TRUE,SUCCESS,,2021-05-12,2026-05-21,2021-05-12,2026-05-20,1262,TRUE,D:\us-tech-quant\data\v18\staged_backfill\V18_23C_BATCH2\NAMS.csv
V18_23C_BATCH2,NFLX,TRUE,SUCCESS,,2021-05-12,2026-05-21,2021-05-12,2026-05-20,1262,TRUE,D:\us-tech-quant\data\v18\staged_backfill\V18_23C_BATCH2\NFLX.csv
V18_23C_BATCH2,NI,TRUE,SUCCESS,,2021-05-12,2026-05-21,2021-05-12,2026-05-20,1262,TRUE,D:\us-tech-quant\data\v18\staged_backfill\V18_23C_BATCH2\NI.csv
V18_23C_BATCH2,NRG,TRUE,SUCCESS,,2021-05-12,2026-05-21,2021-05-12,2026-05-20,1262,TRUE,D:\us-tech-quant\data\v18\staged_backfill\V18_23C_BATCH2\NRG.csv
V18_23C_BATCH2,NTRA,TRUE,SUCCESS,,2021-05-12,2026-05-21,2021-05-12,2026-05-20,1262,TRUE,D:\us-tech-quant\data\v18\staged_backfill\V18_23C_BATCH2\NTRA.csv
V18_23C_BATCH2,NU,TRUE,SUCCESS,,2021-05-12,2026-05-21,2021-12-09,2026-05-20,1115,TRUE,D:\us-tech-quant\data\v18\staged_backfill\V18_23C_BATCH2\NU.csv
V18_23C_BATCH2,NUVB,TRUE,SUCCESS,,2021-05-12,2026-05-21,2021-05-12,2026-05-20,1262,TRUE,D:\us-tech-quant\data\v18\staged_backfill\V18_23C_BATCH2\NUVB.csv
V18_23C_BATCH2,NVAX,TRUE,SUCCESS,,2021-05-12,2026-05-21,2021-05-12,2026-05-20,1262,TRUE,D:\us-tech-quant\data\v18\staged_backfill\V18_23C_BATCH2\NVAX.csv
V18_23C_BATCH2,OC,TRUE,SUCCESS,,2021-05-12,2026-05-21,2021-05-12,2026-05-20,1262,TRUE,D:\us-tech-quant\data\v18\staged_backfill\V18_23C_BATCH2\OC.csv
