batch_id,ticker,selection_source,selection_reason,batch_order,excluded,exclusion_reason
V18_23C_BATCH2,LINE,outputs/v18/rolling_coverage/V18_23C_R3_CURRENT_REMAINING_STALE_TICKERS.csv,REMAINING_STALE_OR_NEVER_SUCCESS,43,FALSE,
V18_23C_BATCH2,LPLA,outputs/v18/rolling_coverage/V18_23C_R3_CURRENT_REMAINING_STALE_TICKERS.csv,REMAINING_STALE_OR_NEVER_SUCCESS,44,FALSE,
V18_23C_BATCH2,LSCC,outputs/v18/rolling_coverage/V18_23C_R3_CURRENT_REMAINING_STALE_TICKERS.csv,REMAINING_STALE_OR_NEVER_SUCCESS,45,FALSE,
V18_23C_BATCH2,LYB,outputs/v18/rolling_coverage/V18_23C_R3_CURRENT_REMAINING_STALE_TICKERS.csv,REMAINING_STALE_OR_NEVER_SUCCESS,46,FALSE,
V18_23C_BATCH2,LYFT,outputs/v18/rolling_coverage/V18_23C_R3_CURRENT_REMAINING_STALE_TICKERS.csv,REMAINING_STALE_OR_NEVER_SUCCESS,47,FALSE,
V18_23C_BATCH2,MA,outputs/v18/rolling_coverage/V18_23C_R3_CURRENT_REMAINING_STALE_TICKERS.csv,REMAINING_STALE_OR_NEVER_SUCCESS,48,FALSE,
V18_23C_BATCH2,MCK,outputs/v18/rolling_coverage/V18_23C_R3_CURRENT_REMAINING_STALE_TICKERS.csv,REMAINING_STALE_OR_NEVER_SUCCESS,49,FALSE,
V18_23C_BATCH2,MELI,outputs/v18/rolling_coverage/V18_23C_R3_CURRENT_REMAINING_STALE_TICKERS.csv,REMAINING_STALE_OR_NEVER_SUCCESS,50,FALSE,
V18_23C_BATCH2,MNTN,outputs/v18/rolling_coverage/V18_23C_R3_CURRENT_REMAINING_STALE_TICKERS.csv,REMAINING_STALE_OR_NEVER_SUCCESS,51,FALSE,
V18_23C_BATCH2,MOH,outputs/v18/rolling_coverage/V18_23C_R3_CURRENT_REMAINING_STALE_TICKERS.csv,REMAINING_STALE_OR_NEVER_SUCCESS,52,FALSE,
V18_23C_BATCH2,MPLX,outputs/v18/rolling_coverage/V18_23C_R3_CURRENT_REMAINING_STALE_TICKERS.csv,REMAINING_STALE_OR_NEVER_SUCCESS,53,FALSE,
V18_23C_BATCH2,MPW,outputs/v18/rolling_coverage/V18_23C_R3_CURRENT_REMAINING_STALE_TICKERS.csv,REMAINING_STALE_OR_NEVER_SUCCESS,54,FALSE,
V18_23C_BATCH2,MTSI,outputs/v18/rolling_coverage/V18_23C_R3_CURRENT_REMAINING_STALE_TICKERS.csv,REMAINING_STALE_OR_NEVER_SUCCESS,55,FALSE,
V18_23C_BATCH2,MTZ,outputs/v18/rolling_coverage/V18_23C_R3_CURRENT_REMAINING_STALE_TICKERS.csv,REMAINING_STALE_OR_NEVER_SUCCESS,56,FALSE,
V18_23C_BATCH2,NAMS,outputs/v18/rolling_coverage/V18_23C_R3_CURRENT_REMAINING_STALE_TICKERS.csv,REMAINING_STALE_OR_NEVER_SUCCESS,57,FALSE,
V18_23C_BATCH2,NFLX,outputs/v18/rolling_coverage/V18_23C_R3_CURRENT_REMAINING_STALE_TICKERS.csv,REMAINING_STALE_OR_NEVER_SUCCESS,58,FALSE,
V18_23C_BATCH2,NI,outputs/v18/rolling_coverage/V18_23C_R3_CURRENT_REMAINING_STALE_TICKERS.csv,REMAINING_STALE_OR_NEVER_SUCCESS,59,FALSE,
V18_23C_BATCH2,NRG,outputs/v18/rolling_coverage/V18_23C_R3_CURRENT_REMAINING_STALE_TICKERS.csv,REMAINING_STALE_OR_NEVER_SUCCESS,60,FALSE,
V18_23C_BATCH2,NTRA,outputs/v18/rolling_coverage/V18_23C_R3_CURRENT_REMAINING_STALE_TICKERS.csv,REMAINING_STALE_OR_NEVER_SUCCESS,61,FALSE,
V18_23C_BATCH2,NU,outputs/v18/rolling_coverage/V18_23C_R3_CURRENT_REMAINING_STALE_TICKERS.csv,REMAINING_STALE_OR_NEVER_SUCCESS,62,FALSE,
V18_23C_BATCH2,NUVB,outputs/v18/rolling_coverage/V18_23C_R3_CURRENT_REMAINING_STALE_TICKERS.csv,REMAINING_STALE_OR_NEVER_SUCCESS,63,FALSE,
V18_23C_BATCH2,NVAX,outputs/v18/rolling_coverage/V18_23C_R3_CURRENT_REMAINING_STALE_TICKERS.csv,REMAINING_STALE_OR_NEVER_SUCCESS,64,FALSE,
V18_23C_BATCH2,OC,outputs/v18/rolling_coverage/V18_23C_R3_CURRENT_REMAINING_STALE_TICKERS.csv,REMAINING_STALE_OR_NEVER_SUCCESS,65,FALSE,
V18_23C_BATCH2,COG,outputs/v18/rolling_coverage/V18_23C_R3_CURRENT_REMAINING_STALE_TICKERS.csv,,,TRUE,BATCH1_HELD_OUT_RETRY_EXCLUDED
V18_23C_BATCH2,COGT,outputs/v18/rolling_coverage/V18_23C_R3_CURRENT_REMAINING_STALE_TICKERS.csv,,,TRUE,BATCH1_HELD_OUT_RETRY_EXCLUDED
V18_23C_BATCH2,CRCL,outputs/v18/rolling_coverage/V18_23C_R3_CURRENT_REMAINING_STALE_TICKERS.csv,,,TRUE,BATCH1_HELD_OUT_RETRY_EXCLUDED
V18_23C_BATCH2,CVNA,outputs/v18/rolling_coverage/V18_23C_R3_CURRENT_REMAINING_STALE_TICKERS.csv,,,TRUE,BATCH1_HELD_OUT_RETRY_EXCLUDED
V18_23C_BATCH2,DBVT,outputs/v18/rolling_coverage/V18_23C_R3_CURRENT_REMAINING_STALE_TICKERS.csv,,,TRUE,BATCH1_HELD_OUT_RETRY_EXCLUDED
V18_23C_BATCH2,FCNCA,outputs/v18/rolling_coverage/V18_23C_R3_CURRENT_REMAINING_STALE_TICKERS.csv,,,TRUE,BATCH1_HELD_OUT_RETRY_EXCLUDED
V18_23C_BATCH2,FIGR,outputs/v18/rolling_coverage/V18_23C_R3_CURRENT_REMAINING_STALE_TICKERS.csv,,,TRUE,BATCH1_HELD_OUT_RETRY_EXCLUDED
V18_23C_BATCH2,GEMI,outputs/v18/rolling_coverage/V18_23C_R3_CURRENT_REMAINING_STALE_TICKERS.csv,,,TRUE,BATCH1_HELD_OUT_RETRY_EXCLUDED
V18_23C_BATCH2,HOOD,outputs/v18/rolling_coverage/V18_23C_R3_CURRENT_REMAINING_STALE_TICKERS.csv,,,TRUE,BATCH1_HELD_OUT_RETRY_EXCLUDED
V18_23C_BATCH2,HTZ,outputs/v18/rolling_coverage/V18_23C_R3_CURRENT_REMAINING_STALE_TICKERS.csv,,,TRUE,BATCH1_HELD_OUT_RETRY_EXCLUDED
V18_23C_BATCH2,INSM,outputs/v18/rolling_coverage/V18_23C_R3_CURRENT_REMAINING_STALE_TICKERS.csv,,,TRUE,BATCH1_HELD_OUT_RETRY_EXCLUDED
V18_23C_BATCH2,JBS,outputs/v18/rolling_coverage/V18_23C_R3_CURRENT_REMAINING_STALE_TICKERS.csv,,,TRUE,BATCH1_HELD_OUT_RETRY_EXCLUDED
V18_23C_BATCH2,JFROG,outputs/v18/rolling_coverage/V18_23C_R3_CURRENT_REMAINING_STALE_TICKERS.csv,,,TRUE,BATCH1_HELD_OUT_RETRY_EXCLUDED
V18_23C_BATCH2,KLAR,outputs/v18/rolling_coverage/V18_23C_R3_CURRENT_REMAINING_STALE_TICKERS.csv,,,TRUE,BATCH1_HELD_OUT_RETRY_EXCLUDED
