ticker,normalized_file,file_exists,readable,required_columns_present,row_count,min_date,max_date,latest_close,latest_volume,date_parse_ok,duplicate_date_count,null_close_count,r23b_quality_status,quality_status,integration_candidate_status,reason,provider,fetch_run_id
JFROG,data/v18/staged_backfill/V18_25A_R23B_MISSING_CACHE/normalized/JFROG.csv,FALSE,FALSE,FALSE,0,,,,,FALSE,0,0,EMPTY_FETCH,HELD_OUT_EMPTY_FETCH,HELD_OUT_EMPTY_FETCH,R23B classified ticker as EMPTY_FETCH.,,
KLAR,data/v18/staged_backfill/V18_25A_R23B_MISSING_CACHE/normalized/KLAR.csv,TRUE,TRUE,TRUE,176,2025-09-11,2026-05-22,16.247900009155273,1909270,TRUE,0,0,PARTIAL_HISTORY_HOLD,HELD_OUT_PARTIAL_HISTORY,HELD_OUT_PARTIAL_HISTORY,Partial history remains held out for separate policy handling.,yfinance,V18_25A_R23B_20260523_000917
LINE,data/v18/staged_backfill/V18_25A_R23B_MISSING_CACHE/normalized/LINE.csv,TRUE,TRUE,TRUE,459,2024-07-25,2026-05-22,40.2400016784668,128015,TRUE,0,0,PARTIAL_HISTORY_HOLD,HELD_OUT_PARTIAL_HISTORY,HELD_OUT_PARTIAL_HISTORY,Partial history remains held out for separate policy handling.,yfinance,V18_25A_R23B_20260523_000917
MNTN,data/v18/staged_backfill/V18_25A_R23B_MISSING_CACHE/normalized/MNTN.csv,TRUE,TRUE,TRUE,252,2025-05-22,2026-05-22,8.319999694824219,114427,TRUE,0,0,PARTIAL_HISTORY_HOLD,HELD_OUT_PARTIAL_HISTORY,HELD_OUT_PARTIAL_HISTORY,Partial history remains held out for separate policy handling.,yfinance,V18_25A_R23B_20260523_000917
MPW,data/v18/staged_backfill/V18_25A_R23B_MISSING_CACHE/normalized/MPW.csv,FALSE,FALSE,FALSE,0,,,,,FALSE,0,0,EMPTY_FETCH,HELD_OUT_EMPTY_FETCH,HELD_OUT_EMPTY_FETCH,R23B classified ticker as EMPTY_FETCH.,,
PONY,data/v18/staged_backfill/V18_25A_R23B_MISSING_CACHE/normalized/PONY.csv,TRUE,TRUE,TRUE,371,2024-11-27,2026-05-22,8.789999961853027,3153944,TRUE,0,0,PARTIAL_HISTORY_HOLD,HELD_OUT_PARTIAL_HISTORY,HELD_OUT_PARTIAL_HISTORY,Partial history remains held out for separate policy handling.,yfinance,V18_25A_R23B_20260523_000917
RDDT,data/v18/staged_backfill/V18_25A_R23B_MISSING_CACHE/normalized/RDDT.csv,TRUE,TRUE,TRUE,545,2024-03-21,2026-05-22,141.48739624023438,3067017,TRUE,0,0,PARTIAL_HISTORY_HOLD,HELD_OUT_PARTIAL_HISTORY,HELD_OUT_PARTIAL_HISTORY,Partial history remains held out for separate policy handling.,yfinance,V18_25A_R23B_20260523_000917
SOLS,data/v18/staged_backfill/V18_25A_R23B_MISSING_CACHE/normalized/SOLS.csv,TRUE,TRUE,TRUE,149,2025-10-20,2026-05-22,81.54000091552734,342113,TRUE,0,0,PARTIAL_HISTORY_HOLD,HELD_OUT_PARTIAL_HISTORY,HELD_OUT_PARTIAL_HISTORY,Partial history remains held out for separate policy handling.,yfinance,V18_25A_R23B_20260523_000917
STUB,data/v18/staged_backfill/V18_25A_R23B_MISSING_CACHE/normalized/STUB.csv,TRUE,TRUE,TRUE,172,2025-09-17,2026-05-22,10.109999656677246,1598186,TRUE,0,0,PARTIAL_HISTORY_HOLD,HELD_OUT_PARTIAL_HISTORY,HELD_OUT_PARTIAL_HISTORY,Partial history remains held out for separate policy handling.,yfinance,V18_25A_R23B_20260523_000917
TLN,data/v18/staged_backfill/V18_25A_R23B_MISSING_CACHE/normalized/TLN.csv,TRUE,TRUE,TRUE,746,2023-06-02,2026-05-22,366.2513122558594,162644,TRUE,0,0,PARTIAL_HISTORY_HOLD,HELD_OUT_PARTIAL_HISTORY,HELD_OUT_PARTIAL_HISTORY,Partial history remains held out for separate policy handling.,yfinance,V18_25A_R23B_20260523_000917
WOLF,data/v18/staged_backfill/V18_25A_R23B_MISSING_CACHE/normalized/WOLF.csv,TRUE,TRUE,TRUE,164,2025-09-29,2026-05-22,77.43499755859375,5108540,TRUE,0,0,PARTIAL_HISTORY_HOLD,HELD_OUT_PARTIAL_HISTORY,HELD_OUT_PARTIAL_HISTORY,Partial history remains held out for separate policy handling.,yfinance,V18_25A_R23B_20260523_000917
WYFI,data/v18/staged_backfill/V18_25A_R23B_MISSING_CACHE/normalized/WYFI.csv,TRUE,TRUE,TRUE,200,2025-08-07,2026-05-22,30.674999237060547,824748,TRUE,0,0,PARTIAL_HISTORY_HOLD,HELD_OUT_PARTIAL_HISTORY,HELD_OUT_PARTIAL_HISTORY,Partial history remains held out for separate policy handling.,yfinance,V18_25A_R23B_20260523_000917
