ticker,rank,composite_candidate_score,primary_theme,recommendation_tier,buy_now_status,buy_now_score,manual_operator_action,risk_bucket,technical_timing_status,overheat_flag,position_policy_status,position_policy_action,risk_budget_pct_of_account,stop_review_pct,take_profit_review_pct,suggested_initial_position_pct,suggested_max_position_pct,suggested_initial_notional_usd,suggested_max_notional_usd,max_loss_usd_at_stop,min_effective_trade_notional_usd,below_min_effective_trade_flag,concentration_caution,position_size_reason,sizing_formula,account_size_usd,cash_reserve_pct,max_active_positions,max_speculative_positions,source_buyability_file,generated_at,run_id
AMAT,131,-20.705143,SEMICONDUCTOR_EQUIPMENT,OVERHEATED_WAIT,BLOCKED_BY_OPERATOR_STATE,0,BLOCKED,HIGH_RISK,TECH_TIMING_NEUTRAL;KDJ_HIGH_DEAD_CROSS;BB_MID;RSI_NEUTRAL;TECH_TIMING_NEUTRAL;KDJ_HIGH_DEAD_CROSS;BB_MID;RSI_NEUTRAL,TRUE,POSITION_OPERATOR_BLOCKED,BLOCKED,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,FALSE,,HIGH_RISK_CAP_APPLIED;OPERATOR_STATE_BLOCKED,"min(tier_max_position_pct, risk_budget_pct_of_account / abs(stop_review_pct) * 100)",2000.00,15.00,8,2,D:\us-tech-quant\outputs\v18\execution\V18_CURRENT_BUYABILITY_GATE.csv,2026-05-24T18:28:40,V18_31B_20260524_182840
D,132,-23.014285,DEFENSIVE,DEFENSIVE_HEDGE,BLOCKED_BY_OPERATOR_STATE,25,BLOCKED,DEFENSIVE_RISK,TECH_TIMING_NEUTRAL;BB_UPPER_CHASE_RISK;BB_ABOVE_UPPER;RSI_STRONG;TECH_TIMING_NEUTRAL;BB_UPPER_CHASE_RISK;BB_ABOVE_UPPER;RSI_STRONG,TRUE,POSITION_OPERATOR_BLOCKED,BLOCKED,0.50,-6.00,8.00,0.00,0.00,0.00,0.00,0.00,50.00,FALSE,,OPERATOR_STATE_BLOCKED,"min(tier_max_position_pct, risk_budget_pct_of_account / abs(stop_review_pct) * 100)",2000.00,15.00,8,2,D:\us-tech-quant\outputs\v18\execution\V18_CURRENT_BUYABILITY_GATE.csv,2026-05-24T18:28:40,V18_31B_20260524_182840
CARR,133,-23.093524,INDUSTRIAL,DO_NOT_PRIORITIZE,BLOCKED_BY_OPERATOR_STATE,10,BLOCKED,MEDIUM_RISK,TECH_TIMING_NEUTRAL;NONE;BB_MID;RSI_NEUTRAL;TECH_TIMING_NEUTRAL;NONE;BB_MID;RSI_NEUTRAL,FALSE,POSITION_OPERATOR_BLOCKED,BLOCKED,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,FALSE,,OPERATOR_STATE_BLOCKED,"min(tier_max_position_pct, risk_budget_pct_of_account / abs(stop_review_pct) * 100)",2000.00,15.00,8,2,D:\us-tech-quant\outputs\v18\execution\V18_CURRENT_BUYABILITY_GATE.csv,2026-05-24T18:28:40,V18_31B_20260524_182840
KEYS,134,-24.638857,SEMICONDUCTOR_EQUIPMENT,DO_NOT_PRIORITIZE,BLOCKED_BY_OPERATOR_STATE,10,BLOCKED,MEDIUM_RISK,TECH_TIMING_NEUTRAL;NONE;BB_LOWER_HALF;RSI_NEUTRAL;TECH_TIMING_NEUTRAL;NONE;BB_LOWER_HALF;RSI_NEUTRAL,FALSE,POSITION_OPERATOR_BLOCKED,BLOCKED,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,FALSE,,OPERATOR_STATE_BLOCKED,"min(tier_max_position_pct, risk_budget_pct_of_account / abs(stop_review_pct) * 100)",2000.00,15.00,8,2,D:\us-tech-quant\outputs\v18\execution\V18_CURRENT_BUYABILITY_GATE.csv,2026-05-24T18:28:40,V18_31B_20260524_182840
AMZN,135,-24.999048,ECOMMERCE,DO_NOT_PRIORITIZE,BLOCKED_BY_OPERATOR_STATE,10,BLOCKED,MEDIUM_RISK,TECH_TIMING_NEUTRAL;NONE;BB_MID;RSI_NEUTRAL;TECH_TIMING_NEUTRAL;NONE;BB_MID;RSI_NEUTRAL,FALSE,POSITION_OPERATOR_BLOCKED,BLOCKED,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,FALSE,,OPERATOR_STATE_BLOCKED,"min(tier_max_position_pct, risk_budget_pct_of_account / abs(stop_review_pct) * 100)",2000.00,15.00,8,2,D:\us-tech-quant\outputs\v18\execution\V18_CURRENT_BUYABILITY_GATE.csv,2026-05-24T18:28:40,V18_31B_20260524_182840
CMG,136,-25.000000,CONSUMER,DO_NOT_PRIORITIZE,BLOCKED_BY_OPERATOR_STATE,10,BLOCKED,MEDIUM_RISK,TECH_TIMING_NEUTRAL;NONE;BB_MID;RSI_NEUTRAL;TECH_TIMING_NEUTRAL;NONE;BB_MID;RSI_NEUTRAL,FALSE,POSITION_OPERATOR_BLOCKED,BLOCKED,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,FALSE,,OPERATOR_STATE_BLOCKED,"min(tier_max_position_pct, risk_budget_pct_of_account / abs(stop_review_pct) * 100)",2000.00,15.00,8,2,D:\us-tech-quant\outputs\v18\execution\V18_CURRENT_BUYABILITY_GATE.csv,2026-05-24T18:28:40,V18_31B_20260524_182840
LRCX,137,-25.763429,SEMICONDUCTOR_EQUIPMENT,DO_NOT_PRIORITIZE,BLOCKED_BY_OPERATOR_STATE,10,BLOCKED,MEDIUM_RISK,TECH_TIMING_NEUTRAL;NONE;BB_MID;RSI_NEUTRAL;TECH_TIMING_NEUTRAL;NONE;BB_MID;RSI_NEUTRAL,FALSE,POSITION_OPERATOR_BLOCKED,BLOCKED,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,FALSE,,OPERATOR_STATE_BLOCKED,"min(tier_max_position_pct, risk_budget_pct_of_account / abs(stop_review_pct) * 100)",2000.00,15.00,8,2,D:\us-tech-quant\outputs\v18\execution\V18_CURRENT_BUYABILITY_GATE.csv,2026-05-24T18:28:40,V18_31B_20260524_182840
MA,138,-27.308308,FINTECH,DO_NOT_PRIORITIZE,BLOCKED_BY_OPERATOR_STATE,10,BLOCKED,LOW_RISK,TECH_TIMING_NEUTRAL;NONE;BB_MID;RSI_NEUTRAL;TECH_TIMING_NEUTRAL;NONE;BB_MID;RSI_NEUTRAL,FALSE,POSITION_OPERATOR_BLOCKED,BLOCKED,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,FALSE,,OPERATOR_STATE_BLOCKED,"min(tier_max_position_pct, risk_budget_pct_of_account / abs(stop_review_pct) * 100)",2000.00,15.00,8,2,D:\us-tech-quant\outputs\v18\execution\V18_CURRENT_BUYABILITY_GATE.csv,2026-05-24T18:28:40,V18_31B_20260524_182840
MOD,139,-27.552762,POWER_INFRASTRUCTURE,DO_NOT_PRIORITIZE,BLOCKED_BY_OPERATOR_STATE,0,BLOCKED,HIGH_RISK,TECH_TIMING_NEUTRAL;NONE;BB_LOWER_HALF;RSI_NEUTRAL;TECH_TIMING_NEUTRAL;NONE;BB_LOWER_HALF;RSI_NEUTRAL,FALSE,POSITION_OPERATOR_BLOCKED,BLOCKED,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,FALSE,,HIGH_RISK_CAP_APPLIED;OPERATOR_STATE_BLOCKED,"min(tier_max_position_pct, risk_budget_pct_of_account / abs(stop_review_pct) * 100)",2000.00,15.00,8,2,D:\us-tech-quant\outputs\v18\execution\V18_CURRENT_BUYABILITY_GATE.csv,2026-05-24T18:28:40,V18_31B_20260524_182840
BSX,140,-28.460923,HEALTHCARE,DO_NOT_PRIORITIZE,BLOCKED_BY_OPERATOR_STATE,10,BLOCKED,DEFENSIVE_RISK,TECH_TIMING_NEUTRAL;NONE;BB_MID;RSI_NEUTRAL;TECH_TIMING_NEUTRAL;NONE;BB_MID;RSI_NEUTRAL,FALSE,POSITION_OPERATOR_BLOCKED,BLOCKED,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,FALSE,,OPERATOR_STATE_BLOCKED,"min(tier_max_position_pct, risk_budget_pct_of_account / abs(stop_review_pct) * 100)",2000.00,15.00,8,2,D:\us-tech-quant\outputs\v18\execution\V18_CURRENT_BUYABILITY_GATE.csv,2026-05-24T18:28:40,V18_31B_20260524_182840
AAPL,141,-28.716000,CONSUMER,OVERHEATED_WAIT,BLOCKED_BY_OPERATOR_STATE,0,BLOCKED,MEDIUM_RISK,TECH_TIMING_NEUTRAL;RSI_OVERHEAT;KDJ_HIGH_DEAD_CROSS;BB_UPPER_HALF;RSI_OVERHEAT;TECH_TIMING_NEUTRAL;RSI_OVERHEAT;KDJ_HIGH_DEAD_CROSS;BB_UPPER_HALF;RSI_OVERHEAT,TRUE,POSITION_OPERATOR_BLOCKED,BLOCKED,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,FALSE,,OPERATOR_STATE_BLOCKED,"min(tier_max_position_pct, risk_budget_pct_of_account / abs(stop_review_pct) * 100)",2000.00,15.00,8,2,D:\us-tech-quant\outputs\v18\execution\V18_CURRENT_BUYABILITY_GATE.csv,2026-05-24T18:28:40,V18_31B_20260524_182840
KLAC,142,-28.887047,SEMICONDUCTOR_EQUIPMENT,DO_NOT_PRIORITIZE,BLOCKED_BY_OPERATOR_STATE,10,BLOCKED,MEDIUM_RISK,TECH_TIMING_NEUTRAL;NONE;BB_LOWER_HALF;RSI_NEUTRAL;TECH_TIMING_NEUTRAL;NONE;BB_LOWER_HALF;RSI_NEUTRAL,FALSE,POSITION_OPERATOR_BLOCKED,BLOCKED,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,FALSE,,OPERATOR_STATE_BLOCKED,"min(tier_max_position_pct, risk_budget_pct_of_account / abs(stop_review_pct) * 100)",2000.00,15.00,8,2,D:\us-tech-quant\outputs\v18\execution\V18_CURRENT_BUYABILITY_GATE.csv,2026-05-24T18:28:40,V18_31B_20260524_182840
SMH,143,-32.181714,SEMICONDUCTOR,DO_NOT_PRIORITIZE,BLOCKED_BY_OPERATOR_STATE,0,BLOCKED,HIGH_RISK,TECH_TIMING_NEUTRAL;NONE;BB_UPPER_HALF;RSI_STRONG;TECH_TIMING_NEUTRAL;NONE;BB_UPPER_HALF;RSI_STRONG,FALSE,POSITION_OPERATOR_BLOCKED,BLOCKED,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,FALSE,,HIGH_RISK_CAP_APPLIED;OPERATOR_STATE_BLOCKED,"min(tier_max_position_pct, risk_budget_pct_of_account / abs(stop_review_pct) * 100)",2000.00,15.00,8,2,D:\us-tech-quant\outputs\v18\execution\V18_CURRENT_BUYABILITY_GATE.csv,2026-05-24T18:28:40,V18_31B_20260524_182840
MPWR,144,-32.312381,SEMICONDUCTOR,DO_NOT_PRIORITIZE,BLOCKED_BY_OPERATOR_STATE,0,BLOCKED,HIGH_RISK,TECH_TIMING_NEUTRAL;NONE;BB_NEAR_LOWER;RSI_NEUTRAL;TECH_TIMING_NEUTRAL;NONE;BB_NEAR_LOWER;RSI_NEUTRAL,FALSE,POSITION_OPERATOR_BLOCKED,BLOCKED,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,FALSE,,HIGH_RISK_CAP_APPLIED;OPERATOR_STATE_BLOCKED,"min(tier_max_position_pct, risk_budget_pct_of_account / abs(stop_review_pct) * 100)",2000.00,15.00,8,2,D:\us-tech-quant\outputs\v18\execution\V18_CURRENT_BUYABILITY_GATE.csv,2026-05-24T18:28:40,V18_31B_20260524_182840
JBL,145,-34.027238,ELECTRONICS_SUPPLY_CHAIN,WATCHLIST_STRONG,BLOCKED_BY_OPERATOR_STATE,65,BLOCKED,MEDIUM_RISK,TECH_TIMING_NEUTRAL;NONE;BB_LOWER_HALF;RSI_NEUTRAL;TECH_TIMING_NEUTRAL;NONE;BB_LOWER_HALF;RSI_NEUTRAL,FALSE,POSITION_OPERATOR_BLOCKED,BLOCKED,0.50,-6.00,10.00,0.00,0.00,0.00,0.00,0.00,50.00,FALSE,,OPERATOR_STATE_BLOCKED,"min(tier_max_position_pct, risk_budget_pct_of_account / abs(stop_review_pct) * 100)",2000.00,15.00,8,2,D:\us-tech-quant\outputs\v18\execution\V18_CURRENT_BUYABILITY_GATE.csv,2026-05-24T18:28:40,V18_31B_20260524_182840
NTAP,146,-35.893333,DATA_INFRASTRUCTURE,OVERHEATED_WAIT,BLOCKED_BY_OPERATOR_STATE,0,BLOCKED,MEDIUM_RISK,TECH_TIMING_NEUTRAL;BB_UPPER_CHASE_RISK;RSI_OVERHEAT;BB_NEAR_UPPER;RSI_OVERHEAT;TECH_TIMING_NEUTRAL;BB_UPPER_CHASE_RISK;RSI_OVERHEAT;BB_NEAR_UPPER;RSI_OVERHEAT,TRUE,POSITION_OPERATOR_BLOCKED,BLOCKED,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,FALSE,,OPERATOR_STATE_BLOCKED,"min(tier_max_position_pct, risk_budget_pct_of_account / abs(stop_review_pct) * 100)",2000.00,15.00,8,2,D:\us-tech-quant\outputs\v18\execution\V18_CURRENT_BUYABILITY_GATE.csv,2026-05-24T18:28:40,V18_31B_20260524_182840
FIX,147,-36.046286,POWER_INFRASTRUCTURE,DO_NOT_PRIORITIZE,BLOCKED_BY_OPERATOR_STATE,0,BLOCKED,HIGH_RISK,TECH_TIMING_NEUTRAL;NONE;BB_MID;RSI_NEUTRAL;TECH_TIMING_NEUTRAL;NONE;BB_MID;RSI_NEUTRAL,FALSE,POSITION_OPERATOR_BLOCKED,BLOCKED,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,FALSE,,HIGH_RISK_CAP_APPLIED;OPERATOR_STATE_BLOCKED,"min(tier_max_position_pct, risk_budget_pct_of_account / abs(stop_review_pct) * 100)",2000.00,15.00,8,2,D:\us-tech-quant\outputs\v18\execution\V18_CURRENT_BUYABILITY_GATE.csv,2026-05-24T18:28:40,V18_31B_20260524_182840
NFLX,148,-36.184923,INTERNET_PLATFORM,DO_NOT_PRIORITIZE,BLOCKED_BY_OPERATOR_STATE,10,BLOCKED,MEDIUM_RISK,TECH_TIMING_PULLBACK_WATCH;NONE;BB_LOWER_HALF;RSI_WEAK;TECH_TIMING_PULLBACK_WATCH;NONE;BB_LOWER_HALF;RSI_WEAK,FALSE,POSITION_OPERATOR_BLOCKED,BLOCKED,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,FALSE,,OPERATOR_STATE_BLOCKED,"min(tier_max_position_pct, risk_budget_pct_of_account / abs(stop_review_pct) * 100)",2000.00,15.00,8,2,D:\us-tech-quant\outputs\v18\execution\V18_CURRENT_BUYABILITY_GATE.csv,2026-05-24T18:28:40,V18_31B_20260524_182840
CAMT,149,-36.932190,SEMICONDUCTOR_EQUIPMENT,DO_NOT_PRIORITIZE,BLOCKED_BY_OPERATOR_STATE,0,BLOCKED,HIGH_RISK,TECH_TIMING_WATCH_POSITIVE;NONE;BB_BELOW_LOWER;RSI_WEAK;TECH_TIMING_WATCH_POSITIVE;NONE;BB_BELOW_LOWER;RSI_WEAK,FALSE,POSITION_OPERATOR_BLOCKED,BLOCKED,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,FALSE,,HIGH_RISK_CAP_APPLIED;OPERATOR_STATE_BLOCKED,"min(tier_max_position_pct, risk_budget_pct_of_account / abs(stop_review_pct) * 100)",2000.00,15.00,8,2,D:\us-tech-quant\outputs\v18\execution\V18_CURRENT_BUYABILITY_GATE.csv,2026-05-24T18:28:40,V18_31B_20260524_182840
FLR,150,-38.515810,INDUSTRIAL,DO_NOT_PRIORITIZE,BLOCKED_BY_OPERATOR_STATE,0,BLOCKED,HIGH_RISK,TECH_TIMING_PULLBACK_WATCH;NONE;BB_LOWER_HALF;RSI_WEAK;TECH_TIMING_PULLBACK_WATCH;NONE;BB_LOWER_HALF;RSI_WEAK,FALSE,POSITION_OPERATOR_BLOCKED,BLOCKED,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,FALSE,,HIGH_RISK_CAP_APPLIED;OPERATOR_STATE_BLOCKED,"min(tier_max_position_pct, risk_budget_pct_of_account / abs(stop_review_pct) * 100)",2000.00,15.00,8,2,D:\us-tech-quant\outputs\v18\execution\V18_CURRENT_BUYABILITY_GATE.csv,2026-05-24T18:28:40,V18_31B_20260524_182840
NVDA,151,-40.000762,AI_INFRASTRUCTURE,OVERHEATED_WAIT,BLOCKED_BY_OPERATOR_STATE,0,BLOCKED,HIGH_RISK,TECH_TIMING_NEUTRAL;KDJ_HIGH_DEAD_CROSS;BB_UPPER_HALF;RSI_STRONG;TECH_TIMING_NEUTRAL;KDJ_HIGH_DEAD_CROSS;BB_UPPER_HALF;RSI_STRONG,TRUE,POSITION_OPERATOR_BLOCKED,BLOCKED,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,FALSE,,HIGH_RISK_CAP_APPLIED;OPERATOR_STATE_BLOCKED,"min(tier_max_position_pct, risk_budget_pct_of_account / abs(stop_review_pct) * 100)",2000.00,15.00,8,2,D:\us-tech-quant\outputs\v18\execution\V18_CURRENT_BUYABILITY_GATE.csv,2026-05-24T18:28:40,V18_31B_20260524_182840
ANET,152,-41.638476,DATA_INFRASTRUCTURE,DO_NOT_PRIORITIZE,BLOCKED_BY_OPERATOR_STATE,0,BLOCKED,HIGH_RISK,TECH_TIMING_WATCH_POSITIVE;NONE;BB_LOWER_HALF;RSI_WEAK;TECH_TIMING_WATCH_POSITIVE;NONE;BB_LOWER_HALF;RSI_WEAK,FALSE,POSITION_OPERATOR_BLOCKED,BLOCKED,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,FALSE,,HIGH_RISK_CAP_APPLIED;OPERATOR_STATE_BLOCKED,"min(tier_max_position_pct, risk_budget_pct_of_account / abs(stop_review_pct) * 100)",2000.00,15.00,8,2,D:\us-tech-quant\outputs\v18\execution\V18_CURRENT_BUYABILITY_GATE.csv,2026-05-24T18:28:40,V18_31B_20260524_182840
AVGO,153,-42.903429,SEMICONDUCTOR,DO_NOT_PRIORITIZE,BLOCKED_BY_OPERATOR_STATE,10,BLOCKED,MEDIUM_RISK,TECH_TIMING_NEUTRAL;NONE;BB_MID;RSI_NEUTRAL;TECH_TIMING_NEUTRAL;NONE;BB_MID;RSI_NEUTRAL,FALSE,POSITION_OPERATOR_BLOCKED,BLOCKED,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,FALSE,,OPERATOR_STATE_BLOCKED,"min(tier_max_position_pct, risk_budget_pct_of_account / abs(stop_review_pct) * 100)",2000.00,15.00,8,2,D:\us-tech-quant\outputs\v18\execution\V18_CURRENT_BUYABILITY_GATE.csv,2026-05-24T18:28:40,V18_31B_20260524_182840
NRG,154,-43.015077,POWER_INFRASTRUCTURE,DO_NOT_PRIORITIZE,BLOCKED_BY_OPERATOR_STATE,10,BLOCKED,MEDIUM_RISK,TECH_TIMING_WATCH_POSITIVE;NONE;BB_LOWER_HALF;RSI_WEAK;TECH_TIMING_WATCH_POSITIVE;NONE;BB_LOWER_HALF;RSI_WEAK,FALSE,POSITION_OPERATOR_BLOCKED,BLOCKED,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,FALSE,,OPERATOR_STATE_BLOCKED,"min(tier_max_position_pct, risk_budget_pct_of_account / abs(stop_review_pct) * 100)",2000.00,15.00,8,2,D:\us-tech-quant\outputs\v18\execution\V18_CURRENT_BUYABILITY_GATE.csv,2026-05-24T18:28:40,V18_31B_20260524_182840
AEIS,155,-43.063077,SEMICONDUCTOR_EQUIPMENT,DO_NOT_PRIORITIZE,BLOCKED_BY_OPERATOR_STATE,0,BLOCKED,HIGH_RISK,TECH_TIMING_WATCH_POSITIVE;NONE;BB_LOWER_HALF;RSI_WEAK;TECH_TIMING_WATCH_POSITIVE;NONE;BB_LOWER_HALF;RSI_WEAK,FALSE,POSITION_OPERATOR_BLOCKED,BLOCKED,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,FALSE,,HIGH_RISK_CAP_APPLIED;OPERATOR_STATE_BLOCKED,"min(tier_max_position_pct, risk_budget_pct_of_account / abs(stop_review_pct) * 100)",2000.00,15.00,8,2,D:\us-tech-quant\outputs\v18\execution\V18_CURRENT_BUYABILITY_GATE.csv,2026-05-24T18:28:40,V18_31B_20260524_182840
BN,156,-43.076308,FINTECH,DO_NOT_PRIORITIZE,BLOCKED_BY_OPERATOR_STATE,10,BLOCKED,MEDIUM_RISK,TECH_TIMING_NEUTRAL;NONE;BB_MID;RSI_NEUTRAL;TECH_TIMING_NEUTRAL;NONE;BB_MID;RSI_NEUTRAL,FALSE,POSITION_OPERATOR_BLOCKED,BLOCKED,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,FALSE,,OPERATOR_STATE_BLOCKED,"min(tier_max_position_pct, risk_budget_pct_of_account / abs(stop_review_pct) * 100)",2000.00,15.00,8,2,D:\us-tech-quant\outputs\v18\execution\V18_CURRENT_BUYABILITY_GATE.csv,2026-05-24T18:28:40,V18_31B_20260524_182840
CLH,157,-43.105846,INDUSTRIAL,DO_NOT_PRIORITIZE,BLOCKED_BY_OPERATOR_STATE,10,BLOCKED,MEDIUM_RISK,TECH_TIMING_PULLBACK_WATCH;NONE;BB_LOWER_HALF;RSI_WEAK;TECH_TIMING_PULLBACK_WATCH;NONE;BB_LOWER_HALF;RSI_WEAK,FALSE,POSITION_OPERATOR_BLOCKED,BLOCKED,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,FALSE,,OPERATOR_STATE_BLOCKED,"min(tier_max_position_pct, risk_budget_pct_of_account / abs(stop_review_pct) * 100)",2000.00,15.00,8,2,D:\us-tech-quant\outputs\v18\execution\V18_CURRENT_BUYABILITY_GATE.csv,2026-05-24T18:28:40,V18_31B_20260524_182840
SOXX,158,-45.952572,SEMICONDUCTOR,DO_NOT_PRIORITIZE,BLOCKED_BY_OPERATOR_STATE,0,BLOCKED,HIGH_RISK,TECH_TIMING_NEUTRAL;NONE;BB_UPPER_HALF;RSI_NEUTRAL;TECH_TIMING_NEUTRAL;NONE;BB_UPPER_HALF;RSI_NEUTRAL,FALSE,POSITION_OPERATOR_BLOCKED,BLOCKED,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,FALSE,,HIGH_RISK_CAP_APPLIED;OPERATOR_STATE_BLOCKED,"min(tier_max_position_pct, risk_budget_pct_of_account / abs(stop_review_pct) * 100)",2000.00,15.00,8,2,D:\us-tech-quant\outputs\v18\execution\V18_CURRENT_BUYABILITY_GATE.csv,2026-05-24T18:28:40,V18_31B_20260524_182840
GEV,159,-46.599809,POWER_INFRASTRUCTURE,DO_NOT_PRIORITIZE,BLOCKED_BY_OPERATOR_STATE,0,BLOCKED,HIGH_RISK,TECH_TIMING_NEUTRAL;NONE;BB_LOWER_HALF;RSI_NEUTRAL;TECH_TIMING_NEUTRAL;NONE;BB_LOWER_HALF;RSI_NEUTRAL,FALSE,POSITION_OPERATOR_BLOCKED,BLOCKED,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,FALSE,,HIGH_RISK_CAP_APPLIED;OPERATOR_STATE_BLOCKED,"min(tier_max_position_pct, risk_budget_pct_of_account / abs(stop_review_pct) * 100)",2000.00,15.00,8,2,D:\us-tech-quant\outputs\v18\execution\V18_CURRENT_BUYABILITY_GATE.csv,2026-05-24T18:28:40,V18_31B_20260524_182840
CHPT,160,-46.830461,POWER_INFRASTRUCTURE,DO_NOT_PRIORITIZE,BLOCKED_BY_OPERATOR_STATE,0,BLOCKED,EXTREME_RISK,TECH_TIMING_NEUTRAL;NONE;BB_LOWER_HALF;RSI_NEUTRAL;TECH_TIMING_NEUTRAL;NONE;BB_LOWER_HALF;RSI_NEUTRAL,FALSE,POSITION_OPERATOR_BLOCKED,BLOCKED,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,FALSE,,EXTREME_RISK_CAP_APPLIED;OPERATOR_STATE_BLOCKED,"min(tier_max_position_pct, risk_budget_pct_of_account / abs(stop_review_pct) * 100)",2000.00,15.00,8,2,D:\us-tech-quant\outputs\v18\execution\V18_CURRENT_BUYABILITY_GATE.csv,2026-05-24T18:28:40,V18_31B_20260524_182840
LYB,161,-49.524000,INDUSTRIAL,DO_NOT_PRIORITIZE,BLOCKED_BY_OPERATOR_STATE,10,BLOCKED,MEDIUM_RISK,TECH_TIMING_NEUTRAL;NONE;BB_LOWER_HALF;RSI_NEUTRAL;TECH_TIMING_NEUTRAL;NONE;BB_LOWER_HALF;RSI_NEUTRAL,FALSE,POSITION_OPERATOR_BLOCKED,BLOCKED,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,FALSE,,OPERATOR_STATE_BLOCKED,"min(tier_max_position_pct, risk_budget_pct_of_account / abs(stop_review_pct) * 100)",2000.00,15.00,8,2,D:\us-tech-quant\outputs\v18\execution\V18_CURRENT_BUYABILITY_GATE.csv,2026-05-24T18:28:40,V18_31B_20260524_182840
TER,162,-51.275619,SEMICONDUCTOR_EQUIPMENT,DO_NOT_PRIORITIZE,BLOCKED_BY_OPERATOR_STATE,10,BLOCKED,MEDIUM_RISK,TECH_TIMING_PULLBACK_WATCH;NONE;BB_LOWER_HALF;RSI_WEAK;TECH_TIMING_PULLBACK_WATCH;NONE;BB_LOWER_HALF;RSI_WEAK,FALSE,POSITION_OPERATOR_BLOCKED,BLOCKED,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,FALSE,,OPERATOR_STATE_BLOCKED,"min(tier_max_position_pct, risk_budget_pct_of_account / abs(stop_review_pct) * 100)",2000.00,15.00,8,2,D:\us-tech-quant\outputs\v18\execution\V18_CURRENT_BUYABILITY_GATE.csv,2026-05-24T18:28:40,V18_31B_20260524_182840
FORM,163,-51.276190,SEMICONDUCTOR_EQUIPMENT,DO_NOT_PRIORITIZE,BLOCKED_BY_OPERATOR_STATE,0,BLOCKED,HIGH_RISK,TECH_TIMING_PULLBACK_WATCH;NONE;BB_BELOW_LOWER;RSI_WEAK;TECH_TIMING_PULLBACK_WATCH;NONE;BB_BELOW_LOWER;RSI_WEAK,FALSE,POSITION_OPERATOR_BLOCKED,BLOCKED,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,FALSE,,HIGH_RISK_CAP_APPLIED;OPERATOR_STATE_BLOCKED,"min(tier_max_position_pct, risk_budget_pct_of_account / abs(stop_review_pct) * 100)",2000.00,15.00,8,2,D:\us-tech-quant\outputs\v18\execution\V18_CURRENT_BUYABILITY_GATE.csv,2026-05-24T18:28:40,V18_31B_20260524_182840
APO,164,-56.152615,FINTECH,DO_NOT_PRIORITIZE,BLOCKED_BY_OPERATOR_STATE,10,BLOCKED,MEDIUM_RISK,TECH_TIMING_NEUTRAL;NONE;BB_UPPER_HALF;RSI_NEUTRAL;TECH_TIMING_NEUTRAL;NONE;BB_UPPER_HALF;RSI_NEUTRAL,FALSE,POSITION_OPERATOR_BLOCKED,BLOCKED,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,FALSE,,OPERATOR_STATE_BLOCKED,"min(tier_max_position_pct, risk_budget_pct_of_account / abs(stop_review_pct) * 100)",2000.00,15.00,8,2,D:\us-tech-quant\outputs\v18\execution\V18_CURRENT_BUYABILITY_GATE.csv,2026-05-24T18:28:40,V18_31B_20260524_182840
