ticker,rank,composite_candidate_score,primary_theme,theme_rank,role_bucket,volatility_bucket,technical_timing_score,overheat_penalty,recommendation_tier,recommendation_action,risk_label,reason_codes,audit_flag,audit_comment
PDD,60,30.086842,ECOMMERCE,3,TACTICAL_BETA,HIGH,60.0,0,WATCHLIST_STRONG,WATCH_FOR_ENTRY,HIGH_RISK,TOP_75_RANK;TOP_3_THEME_RANK;HIGH_VOLATILITY;HIGH_VOLATILITY_NOT_AUTO_DOWNGRADE;TECHNICAL_CAUTION;CALIBRATED_WATCHLIST_ELIGIBLE,NONE,No calibration issue identified under current audit rules.
PFGC,61,30.020483,CONSUMER,8,NON_CORE,MEDIUM,50.0,0,WATCHLIST_STRONG,WATCH_FOR_ENTRY,MEDIUM_RISK,TOP_75_RANK;TECHNICAL_CAUTION,NONE,No calibration issue identified under current audit rules.
ZG,62,30.005827,INTERNET_PLATFORM,4,TACTICAL_BETA,HIGH,70.0,0,WATCHLIST_STRONG,WATCH_FOR_ENTRY,HIGH_RISK,TOP_75_RANK;HIGH_VOLATILITY;HIGH_VOLATILITY_NOT_AUTO_DOWNGRADE;TECHNICAL_CAUTION;CALIBRATED_WATCHLIST_ELIGIBLE,NONE,No calibration issue identified under current audit rules.
RSP,63,29.841267,OTHER,1,NON_CORE,MEDIUM,50.0,0,ETF_OR_MACRO_EXPOSURE,MACRO_OR_ETF_SEPARATE_REVIEW,MACRO_OR_ETF_REVIEW,TOP_75_RANK;TOP_3_THEME_RANK;ETF_OR_MACRO;TECHNICAL_CAUTION,NONE,No calibration issue identified under current audit rules.
Z,64,29.761568,INTERNET_PLATFORM,5,TACTICAL_BETA,HIGH,70.0,0,WATCHLIST_STRONG,WATCH_FOR_ENTRY,HIGH_RISK,TOP_75_RANK;HIGH_VOLATILITY;HIGH_VOLATILITY_NOT_AUTO_DOWNGRADE;TECHNICAL_CAUTION;CALIBRATED_WATCHLIST_ELIGIBLE,NONE,No calibration issue identified under current audit rules.
FCNCA,65,29.737042,FINTECH,4,TACTICAL_BETA,MEDIUM,50.0,0,WATCHLIST_STRONG,WATCH_FOR_ENTRY,MEDIUM_RISK,TOP_75_RANK;TECHNICAL_CAUTION;CALIBRATED_WATCHLIST_ELIGIBLE,NONE,No calibration issue identified under current audit rules.
AMC,66,29.608772,CONSUMER,9,SPECULATIVE_SATELLITE,EXTREME,50.0,0,SPECULATIVE_SATELLITE,HIGH_RISK_SMALL_SIZE_ONLY,EXTREME_RISK,TOP_75_RANK;SPECULATIVE_ROLE;EXTREME_VOLATILITY;EXTREME_VOLATILITY_LIMIT;TECHNICAL_CAUTION,NONE,No calibration issue identified under current audit rules.
V,67,29.501591,FINTECH,5,CORE_GROWTH,LOW,50.0,0,WATCHLIST_STRONG,WATCH_FOR_ENTRY,LOW_RISK,TOP_75_RANK;CORE_GROWTH_ROLE;TECHNICAL_CAUTION;CALIBRATED_WATCHLIST_ELIGIBLE,NONE,No calibration issue identified under current audit rules.
TIGR,68,29.475559,FINTECH,6,SPECULATIVE_SATELLITE,EXTREME,70.0,0,SPECULATIVE_SATELLITE,HIGH_RISK_SMALL_SIZE_ONLY,EXTREME_RISK,TOP_75_RANK;SPECULATIVE_ROLE;EXTREME_VOLATILITY;EXTREME_VOLATILITY_LIMIT;TECHNICAL_CAUTION,NONE,No calibration issue identified under current audit rules.
XLF,69,29.281688,FINTECH,7,TACTICAL_BETA,MEDIUM,50.0,0,WATCHLIST_STRONG,WATCH_FOR_ENTRY,MEDIUM_RISK,TOP_75_RANK;TECHNICAL_CAUTION;CALIBRATED_WATCHLIST_ELIGIBLE,NONE,No calibration issue identified under current audit rules.
SCCO,70,29.162130,INDUSTRIAL,6,TACTICAL_BETA,HIGH,50.0,0,WATCHLIST_STRONG,WATCH_FOR_ENTRY,HIGH_RISK,TOP_75_RANK;HIGH_VOLATILITY;HIGH_VOLATILITY_NOT_AUTO_DOWNGRADE;TECHNICAL_CAUTION;CALIBRATED_WATCHLIST_ELIGIBLE,NONE,No calibration issue identified under current audit rules.
INSM,71,28.991239,HEALTHCARE,11,SPECULATIVE_SATELLITE,HIGH,70.0,0,SPECULATIVE_SATELLITE,HIGH_RISK_SMALL_SIZE_ONLY,HIGH_RISK,TOP_75_RANK;SPECULATIVE_ROLE;HIGH_VOLATILITY;HIGH_VOLATILITY_NOT_AUTO_DOWNGRADE;TECHNICAL_CAUTION,POSSIBLE_WATCHLIST_REVIEW,"POSSIBLE_WATCHLIST_REVIEW: rank 71, tier SPECULATIVE_SATELLITE, theme HEALTHCARE, volatility HIGH. Top-ranked / top-theme candidate is speculative despite only high volatility and no technical overheat flag."
TTWO,72,28.820733,CONSUMER,10,CORE_GROWTH,MEDIUM,40.0,0,WATCHLIST_STRONG,WATCH_FOR_ENTRY,MEDIUM_RISK,TOP_75_RANK;CORE_GROWTH_ROLE;TECHNICAL_CAUTION;CALIBRATED_WATCHLIST_ELIGIBLE,NONE,No calibration issue identified under current audit rules.
SCHW,73,28.545088,FINTECH,8,TACTICAL_BETA,MEDIUM,50.0,0,WATCHLIST_STRONG,WATCH_FOR_ENTRY,MEDIUM_RISK,TOP_75_RANK;TECHNICAL_CAUTION;CALIBRATED_WATCHLIST_ELIGIBLE,NONE,No calibration issue identified under current audit rules.
SHOP,74,28.523376,ECOMMERCE,4,CORE_GROWTH,HIGH,60.0,0,WATCHLIST_STRONG,WATCH_FOR_ENTRY,HIGH_RISK,TOP_75_RANK;CORE_GROWTH_ROLE;HIGH_VOLATILITY;HIGH_VOLATILITY_NOT_AUTO_DOWNGRADE;TECHNICAL_CAUTION;CALIBRATED_WATCHLIST_ELIGIBLE,NONE,No calibration issue identified under current audit rules.
TLN,75,28.181930,POWER_INFRASTRUCTURE,2,CYCLICAL_GROWTH,HIGH,50.0,0,WATCHLIST_STRONG,WATCH_FOR_ENTRY,HIGH_RISK,TOP_75_RANK;TOP_3_THEME_RANK;CYCLICAL_GROWTH_ROLE;HIGH_VOLATILITY;HIGH_VOLATILITY_NOT_AUTO_DOWNGRADE;TECHNICAL_CAUTION;CALIBRATED_WATCHLIST_ELIGIBLE,NONE,No calibration issue identified under current audit rules.
HUBB,76,28.077904,POWER_INFRASTRUCTURE,3,CORE_GROWTH,MEDIUM,72.0,0,WATCHLIST_STRONG,WATCH_FOR_ENTRY,MEDIUM_RISK,TOP_3_THEME_RANK;CORE_GROWTH_ROLE;CALIBRATED_WATCHLIST_ELIGIBLE,NONE,No calibration issue identified under current audit rules.
RTX,77,28.051253,INDUSTRIAL,7,DEFENSIVE_HEDGE,LOW,50.0,0,DEFENSIVE_HEDGE,DEFENSIVE_HOLD_CANDIDATE,DEFENSIVE_RISK,DEFENSIVE_ROLE;TECHNICAL_CAUTION,NONE,No calibration issue identified under current audit rules.
TEAM,78,27.925391,SOFTWARE,8,CORE_GROWTH,HIGH,50.0,0,TACTICAL_ENTRY,WATCH_FOR_ENTRY,HIGH_RISK,CORE_GROWTH_ROLE;HIGH_VOLATILITY;HIGH_VOLATILITY_NOT_AUTO_DOWNGRADE;TECHNICAL_CAUTION,NONE,No calibration issue identified under current audit rules.
PM,79,27.646466,DEFENSIVE,1,DEFENSIVE_HEDGE,LOW,40.0,0,DEFENSIVE_HEDGE,DEFENSIVE_HOLD_CANDIDATE,DEFENSIVE_RISK,TOP_3_THEME_RANK;DEFENSIVE_ROLE;TECHNICAL_CAUTION,NONE,No calibration issue identified under current audit rules.
WVE,80,27.544222,HEALTHCARE,12,SPECULATIVE_SATELLITE,EXTREME,70.0,0,DO_NOT_PRIORITIZE,LOW_PRIORITY,EXTREME_RISK,SPECULATIVE_ROLE;EXTREME_VOLATILITY;EXTREME_VOLATILITY_LIMIT;TECHNICAL_CAUTION,NONE,No calibration issue identified under current audit rules.
RKT,81,27.347766,FINTECH,9,TACTICAL_BETA,HIGH,60.0,0,TACTICAL_ENTRY,WATCH_FOR_ENTRY,HIGH_RISK,HIGH_VOLATILITY;HIGH_VOLATILITY_NOT_AUTO_DOWNGRADE;TECHNICAL_CAUTION,NONE,No calibration issue identified under current audit rules.
WHR,82,27.321762,CONSUMER,11,TACTICAL_BETA,MEDIUM,70.0,0,TACTICAL_ENTRY,WATCH_FOR_ENTRY,MEDIUM_RISK,TECHNICAL_CAUTION,NONE,No calibration issue identified under current audit rules.
UAL,83,27.184506,TRANSPORTATION,5,TACTICAL_BETA,HIGH,50.0,0,TACTICAL_ENTRY,WATCH_FOR_ENTRY,HIGH_RISK,HIGH_VOLATILITY;HIGH_VOLATILITY_NOT_AUTO_DOWNGRADE;TECHNICAL_CAUTION,NONE,No calibration issue identified under current audit rules.
PSIX,84,26.917594,POWER_INFRASTRUCTURE,4,TACTICAL_BETA,HIGH,70.0,0,TACTICAL_ENTRY,WATCH_FOR_ENTRY,HIGH_RISK,HIGH_VOLATILITY;HIGH_VOLATILITY_NOT_AUTO_DOWNGRADE;TECHNICAL_CAUTION,NONE,No calibration issue identified under current audit rules.
PATH,85,26.690265,SOFTWARE,9,SPECULATIVE_SATELLITE,HIGH,50.0,0,DO_NOT_PRIORITIZE,LOW_PRIORITY,HIGH_RISK,SPECULATIVE_ROLE;HIGH_VOLATILITY;HIGH_VOLATILITY_NOT_AUTO_DOWNGRADE;TECHNICAL_CAUTION,NONE,No calibration issue identified under current audit rules.
HOOD,86,26.689519,FINTECH,10,SPECULATIVE_SATELLITE,HIGH,50.0,0,DO_NOT_PRIORITIZE,LOW_PRIORITY,HIGH_RISK,SPECULATIVE_ROLE;HIGH_VOLATILITY;HIGH_VOLATILITY_NOT_AUTO_DOWNGRADE;TECHNICAL_CAUTION,NONE,No calibration issue identified under current audit rules.
PGNY,87,26.025378,HEALTHCARE,13,SPECULATIVE_SATELLITE,HIGH,40.0,0,DO_NOT_PRIORITIZE,LOW_PRIORITY,HIGH_RISK,SPECULATIVE_ROLE;HIGH_VOLATILITY;HIGH_VOLATILITY_NOT_AUTO_DOWNGRADE;TECHNICAL_CAUTION,NONE,No calibration issue identified under current audit rules.
WDAY,88,25.641569,SOFTWARE,10,CORE_GROWTH,MEDIUM,50.0,0,TACTICAL_ENTRY,WATCH_FOR_ENTRY,MEDIUM_RISK,CORE_GROWTH_ROLE;TECHNICAL_CAUTION,NONE,No calibration issue identified under current audit rules.
SE,89,25.111539,INTERNET_PLATFORM,6,SPECULATIVE_SATELLITE,HIGH,50.0,0,DO_NOT_PRIORITIZE,LOW_PRIORITY,HIGH_RISK,SPECULATIVE_ROLE;HIGH_VOLATILITY;HIGH_VOLATILITY_NOT_AUTO_DOWNGRADE;TECHNICAL_CAUTION,NONE,No calibration issue identified under current audit rules.
OKTA,90,24.779580,CYBERSECURITY,1,CORE_GROWTH,HIGH,30.0,0,WATCHLIST_STRONG,WATCH_FOR_ENTRY,HIGH_RISK,TOP_3_THEME_RANK;CORE_GROWTH_ROLE;HIGH_VOLATILITY;HIGH_VOLATILITY_NOT_AUTO_DOWNGRADE;TECHNICAL_CAUTION;CALIBRATED_WATCHLIST_ELIGIBLE,NONE,No calibration issue identified under current audit rules.
RERE,91,24.683748,ECOMMERCE,5,SPECULATIVE_SATELLITE,HIGH,40.0,0,DO_NOT_PRIORITIZE,LOW_PRIORITY,HIGH_RISK,SPECULATIVE_ROLE;HIGH_VOLATILITY;HIGH_VOLATILITY_NOT_AUTO_DOWNGRADE;TECHNICAL_CAUTION,NONE,No calibration issue identified under current audit rules.
RH,92,24.578681,CONSUMER,12,TACTICAL_BETA,HIGH,50.0,0,TACTICAL_ENTRY,WATCH_FOR_ENTRY,HIGH_RISK,HIGH_VOLATILITY;HIGH_VOLATILITY_NOT_AUTO_DOWNGRADE;TECHNICAL_CAUTION,NONE,No calibration issue identified under current audit rules.
WING,93,22.868124,CONSUMER,13,CORE_GROWTH,MEDIUM,60.0,0,TACTICAL_ENTRY,WATCH_FOR_ENTRY,MEDIUM_RISK,CORE_GROWTH_ROLE;TECHNICAL_CAUTION,NONE,No calibration issue identified under current audit rules.
OPCH,94,22.641466,HEALTHCARE,14,CYCLICAL_GROWTH,MEDIUM,50.0,0,TACTICAL_ENTRY,WATCH_FOR_ENTRY,DEFENSIVE_RISK,CYCLICAL_GROWTH_ROLE;TECHNICAL_CAUTION,NONE,No calibration issue identified under current audit rules.
STG,95,22.577206,CONSUMER,14,SPECULATIVE_SATELLITE,EXTREME,50.0,0,DO_NOT_PRIORITIZE,LOW_PRIORITY,EXTREME_RISK,SPECULATIVE_ROLE;EXTREME_VOLATILITY;EXTREME_VOLATILITY_LIMIT;TECHNICAL_CAUTION,NONE,No calibration issue identified under current audit rules.
RBLX,96,22.031738,INTERNET_PLATFORM,7,SPECULATIVE_SATELLITE,HIGH,50.0,0,DO_NOT_PRIORITIZE,LOW_PRIORITY,HIGH_RISK,SPECULATIVE_ROLE;HIGH_VOLATILITY;HIGH_VOLATILITY_NOT_AUTO_DOWNGRADE;TECHNICAL_CAUTION,NONE,No calibration issue identified under current audit rules.
SPOT,97,21.079522,INTERNET_PLATFORM,8,CORE_GROWTH,HIGH,30.0,0,TACTICAL_ENTRY,WATCH_FOR_ENTRY,HIGH_RISK,CORE_GROWTH_ROLE;HIGH_VOLATILITY;HIGH_VOLATILITY_NOT_AUTO_DOWNGRADE;TECHNICAL_CAUTION,NONE,No calibration issue identified under current audit rules.
OLMA,98,20.556595,HEALTHCARE,15,SPECULATIVE_SATELLITE,EXTREME,50.0,0,DO_NOT_PRIORITIZE,LOW_PRIORITY,EXTREME_RISK,SPECULATIVE_ROLE;EXTREME_VOLATILITY;EXTREME_VOLATILITY_LIMIT;TECHNICAL_CAUTION,NONE,No calibration issue identified under current audit rules.
VST,99,17.980000,POWER_INFRASTRUCTURE,5,CORE_GROWTH,HIGH,72.0,0,TACTICAL_ENTRY,WATCH_FOR_ENTRY,HIGH_RISK,CORE_GROWTH_ROLE;HIGH_VOLATILITY;HIGH_VOLATILITY_NOT_AUTO_DOWNGRADE,NONE,No calibration issue identified under current audit rules.
ETR,100,17.294857,DEFENSIVE,2,DEFENSIVE_HEDGE,LOW,64.0,0,DEFENSIVE_HEDGE,DEFENSIVE_HOLD_CANDIDATE,DEFENSIVE_RISK,TOP_3_THEME_RANK;DEFENSIVE_ROLE,NONE,No calibration issue identified under current audit rules.
APH,101,12.645714,ELECTRONICS_SUPPLY_CHAIN,2,CORE_GROWTH,MEDIUM,72.0,0,WATCHLIST_STRONG,WATCH_FOR_ENTRY,MEDIUM_RISK,TOP_3_THEME_RANK;CORE_GROWTH_ROLE;CALIBRATED_WATCHLIST_ELIGIBLE,NONE,No calibration issue identified under current audit rules.
META,102,7.007619,INTERNET_PLATFORM,9,CORE_GROWTH,MEDIUM,64.0,0,TACTICAL_ENTRY,WATCH_FOR_ENTRY,MEDIUM_RISK,CORE_GROWTH_ROLE,NONE,No calibration issue identified under current audit rules.
ACM,103,6.876190,INDUSTRIAL,8,CYCLICAL_GROWTH,MEDIUM,68.0,0,TACTICAL_ENTRY,WATCH_FOR_ENTRY,MEDIUM_RISK,CYCLICAL_GROWTH_ROLE,NONE,No calibration issue identified under current audit rules.
BALL,104,6.216308,CONSUMER,15,NON_CORE,MEDIUM,72.0,0,TACTICAL_ENTRY,WATCH_FOR_ENTRY,MEDIUM_RISK,,NONE,No calibration issue identified under current audit rules.
SPY,105,5.284000,DEFENSIVE,3,DEFENSIVE_HEDGE,MEDIUM,50.0,0,DEFENSIVE_HEDGE,DEFENSIVE_HOLD_CANDIDATE,DEFENSIVE_RISK,TOP_3_THEME_RANK;DEFENSIVE_ROLE;TECHNICAL_CAUTION,NONE,No calibration issue identified under current audit rules.
NU,106,4.244307,FINTECH,11,SPECULATIVE_SATELLITE,HIGH,68.0,0,DO_NOT_PRIORITIZE,LOW_PRIORITY,HIGH_RISK,SPECULATIVE_ROLE;HIGH_VOLATILITY;HIGH_VOLATILITY_NOT_AUTO_DOWNGRADE,NONE,No calibration issue identified under current audit rules.
MSFT,107,3.381714,SOFTWARE,11,CORE_GROWTH,LOW,50.0,0,TACTICAL_ENTRY,WATCH_FOR_ENTRY,LOW_RISK,CORE_GROWTH_ROLE;TECHNICAL_CAUTION,NONE,No calibration issue identified under current audit rules.
MCK,108,1.508616,HEALTHCARE,16,DEFENSIVE_HEDGE,LOW,64.0,0,DEFENSIVE_HEDGE,DEFENSIVE_HOLD_CANDIDATE,DEFENSIVE_RISK,DEFENSIVE_ROLE,NONE,No calibration issue identified under current audit rules.
ETN,109,1.485143,POWER_INFRASTRUCTURE,6,CORE_GROWTH,MEDIUM,64.0,0,TACTICAL_ENTRY,WATCH_FOR_ENTRY,MEDIUM_RISK,CORE_GROWTH_ROLE,NONE,No calibration issue identified under current audit rules.
TSLA,110,-2.714095,CONSUMER,16,TACTICAL_BETA,HIGH,50.0,0,TACTICAL_ENTRY,WATCH_FOR_ENTRY,HIGH_RISK,HIGH_VOLATILITY;HIGH_VOLATILITY_NOT_AUTO_DOWNGRADE,NONE,No calibration issue identified under current audit rules.
MKSI,111,-5.000953,SEMICONDUCTOR_EQUIPMENT,1,CYCLICAL_GROWTH,MEDIUM,50.0,0,WATCHLIST_STRONG,WATCH_FOR_ENTRY,MEDIUM_RISK,TOP_3_THEME_RANK;CYCLICAL_GROWTH_ROLE;CALIBRATED_WATCHLIST_ELIGIBLE,NONE,No calibration issue identified under current audit rules.
ARGT,112,-5.767693,OTHER,2,TACTICAL_BETA,HIGH,50.0,0,ETF_OR_MACRO_EXPOSURE,MACRO_OR_ETF_SEPARATE_REVIEW,MACRO_OR_ETF_REVIEW,TOP_3_THEME_RANK;HIGH_VOLATILITY;HIGH_VOLATILITY_NOT_AUTO_DOWNGRADE;ETF_OR_MACRO,NONE,No calibration issue identified under current audit rules.
APG,113,-6.092308,INDUSTRIAL,9,CYCLICAL_GROWTH,MEDIUM,72.0,0,TACTICAL_ENTRY,WATCH_FOR_ENTRY,MEDIUM_RISK,CYCLICAL_GROWTH_ROLE,NONE,No calibration issue identified under current audit rules.
QQQ,114,-6.522095,SOFTWARE,12,TACTICAL_BETA,MEDIUM,50.0,0,TACTICAL_ENTRY,WATCH_FOR_ENTRY,MEDIUM_RISK,TECHNICAL_CAUTION,NONE,No calibration issue identified under current audit rules.
ASML,115,-7.094285,SEMICONDUCTOR_EQUIPMENT,2,CORE_GROWTH,MEDIUM,50.0,0,WATCHLIST_STRONG,WATCH_FOR_ENTRY,MEDIUM_RISK,TOP_3_THEME_RANK;CORE_GROWTH_ROLE;CALIBRATED_WATCHLIST_ELIGIBLE,NONE,No calibration issue identified under current audit rules.
BAC,116,-7.552308,FINTECH,12,TACTICAL_BETA,MEDIUM,62.0,0,TACTICAL_ENTRY,WATCH_FOR_ENTRY,MEDIUM_RISK,,NONE,No calibration issue identified under current audit rules.
NI,117,-7.986154,DEFENSIVE,4,DEFENSIVE_HEDGE,LOW,58.0,0,DEFENSIVE_HEDGE,DEFENSIVE_HOLD_CANDIDATE,DEFENSIVE_RISK,DEFENSIVE_ROLE,NONE,No calibration issue identified under current audit rules.
LYFT,118,-9.893230,TRANSPORTATION,6,SPECULATIVE_SATELLITE,HIGH,76.0,0,DO_NOT_PRIORITIZE,LOW_PRIORITY,HIGH_RISK,SPECULATIVE_ROLE;HIGH_VOLATILITY;HIGH_VOLATILITY_NOT_AUTO_DOWNGRADE,NONE,No calibration issue identified under current audit rules.
CEG,119,-10.646667,POWER_INFRASTRUCTURE,7,CORE_GROWTH,MEDIUM,68.0,0,TACTICAL_ENTRY,WATCH_FOR_ENTRY,DEFENSIVE_RISK,CORE_GROWTH_ROLE,NONE,No calibration issue identified under current audit rules.
MPLX,120,-11.152000,ENERGY,7,DEFENSIVE_HEDGE,MEDIUM,50.0,0,DEFENSIVE_HEDGE,DEFENSIVE_HOLD_CANDIDATE,DEFENSIVE_RISK,DEFENSIVE_ROLE,NONE,No calibration issue identified under current audit rules.
IGV,121,-12.571619,SOFTWARE,13,TACTICAL_BETA,MEDIUM,40.0,10,OVERHEATED_WAIT,WAIT_FOR_PULLBACK,MEDIUM_RISK,STRONG_TECHNICAL_OVERHEAT,NONE,No calibration issue identified under current audit rules.
ENTG,122,-12.608000,SEMICONDUCTOR_EQUIPMENT,3,CYCLICAL_GROWTH,MEDIUM,64.0,0,WATCHLIST_STRONG,WATCH_FOR_ENTRY,MEDIUM_RISK,TOP_3_THEME_RANK;CYCLICAL_GROWTH_ROLE;CALIBRATED_WATCHLIST_ELIGIBLE,NONE,No calibration issue identified under current audit rules.
XLK,123,-13.323429,SOFTWARE,14,TACTICAL_BETA,MEDIUM,54.0,0,TACTICAL_ENTRY,WATCH_FOR_ENTRY,MEDIUM_RISK,TECHNICAL_CAUTION,NONE,No calibration issue identified under current audit rules.
BKNG,124,-13.400923,INTERNET_PLATFORM,10,CORE_GROWTH,MEDIUM,72.0,0,TACTICAL_ENTRY,WATCH_FOR_ENTRY,MEDIUM_RISK,CORE_GROWTH_ROLE,NONE,No calibration issue identified under current audit rules.
CRM,125,-13.456762,SOFTWARE,15,CORE_GROWTH,MEDIUM,58.0,0,TACTICAL_ENTRY,WATCH_FOR_ENTRY,MEDIUM_RISK,CORE_GROWTH_ROLE,NONE,No calibration issue identified under current audit rules.
PLTR,126,-14.980761,SOFTWARE,16,CORE_GROWTH,HIGH,58.0,0,DO_NOT_PRIORITIZE,LOW_PRIORITY,HIGH_RISK,CORE_GROWTH_ROLE;HIGH_VOLATILITY;HIGH_VOLATILITY_NOT_AUTO_DOWNGRADE;LOW_PRIORITY_RANK,NONE,No calibration issue identified under current audit rules.
LPLA,127,-15.801231,FINTECH,13,CYCLICAL_GROWTH,MEDIUM,64.0,0,DO_NOT_PRIORITIZE,LOW_PRIORITY,MEDIUM_RISK,CYCLICAL_GROWTH_ROLE;LOW_PRIORITY_RANK,NONE,No calibration issue identified under current audit rules.
IYW,128,-15.858286,SOFTWARE,17,TACTICAL_BETA,MEDIUM,50.0,0,DO_NOT_PRIORITIZE,LOW_PRIORITY,MEDIUM_RISK,TECHNICAL_CAUTION;LOW_PRIORITY_RANK,NONE,No calibration issue identified under current audit rules.
OC,129,-17.245846,INDUSTRIAL,10,TACTICAL_BETA,MEDIUM,72.0,0,DO_NOT_PRIORITIZE,LOW_PRIORITY,MEDIUM_RISK,LOW_PRIORITY_RANK,NONE,No calibration issue identified under current audit rules.
TSM,130,-20.429334,SEMICONDUCTOR,6,CORE_GROWTH,MEDIUM,50.0,0,DO_NOT_PRIORITIZE,LOW_PRIORITY,MEDIUM_RISK,CORE_GROWTH_ROLE;LOW_PRIORITY_RANK,NONE,No calibration issue identified under current audit rules.
AMAT,131,-20.705143,SEMICONDUCTOR_EQUIPMENT,4,CORE_GROWTH,HIGH,44.0,10,OVERHEATED_WAIT,WAIT_FOR_PULLBACK,HIGH_RISK,CORE_GROWTH_ROLE;HIGH_VOLATILITY;HIGH_VOLATILITY_NOT_AUTO_DOWNGRADE;STRONG_TECHNICAL_OVERHEAT;LOW_PRIORITY_RANK,NONE,No calibration issue identified under current audit rules.
D,132,-23.014285,DEFENSIVE,5,DEFENSIVE_HEDGE,LOW,49.0,10,DEFENSIVE_HEDGE,DEFENSIVE_HOLD_CANDIDATE,DEFENSIVE_RISK,DEFENSIVE_ROLE;STRONG_TECHNICAL_OVERHEAT;LOW_PRIORITY_RANK,NONE,No calibration issue identified under current audit rules.
CARR,133,-23.093524,INDUSTRIAL,11,CYCLICAL_GROWTH,MEDIUM,50.0,0,DO_NOT_PRIORITIZE,LOW_PRIORITY,MEDIUM_RISK,CYCLICAL_GROWTH_ROLE;LOW_PRIORITY_RANK,NONE,No calibration issue identified under current audit rules.
KEYS,134,-24.638857,SEMICONDUCTOR_EQUIPMENT,5,CYCLICAL_GROWTH,MEDIUM,62.0,0,DO_NOT_PRIORITIZE,LOW_PRIORITY,MEDIUM_RISK,CYCLICAL_GROWTH_ROLE;LOW_PRIORITY_RANK,NONE,No calibration issue identified under current audit rules.
AMZN,135,-24.999048,ECOMMERCE,6,CORE_GROWTH,MEDIUM,50.0,0,DO_NOT_PRIORITIZE,LOW_PRIORITY,MEDIUM_RISK,CORE_GROWTH_ROLE;LOW_PRIORITY_RANK,NONE,No calibration issue identified under current audit rules.
CMG,136,-25.000000,CONSUMER,17,CORE_GROWTH,MEDIUM,50.0,0,DO_NOT_PRIORITIZE,LOW_PRIORITY,MEDIUM_RISK,CORE_GROWTH_ROLE;LOW_PRIORITY_RANK,NONE,No calibration issue identified under current audit rules.
LRCX,137,-25.763429,SEMICONDUCTOR_EQUIPMENT,6,CORE_GROWTH,MEDIUM,50.0,0,DO_NOT_PRIORITIZE,LOW_PRIORITY,MEDIUM_RISK,CORE_GROWTH_ROLE;LOW_PRIORITY_RANK,NONE,No calibration issue identified under current audit rules.
MA,138,-27.308308,FINTECH,14,CORE_GROWTH,LOW,50.0,0,DO_NOT_PRIORITIZE,LOW_PRIORITY,LOW_RISK,CORE_GROWTH_ROLE;LOW_PRIORITY_RANK,NONE,No calibration issue identified under current audit rules.
MOD,139,-27.552762,POWER_INFRASTRUCTURE,8,CYCLICAL_GROWTH,HIGH,58.0,0,DO_NOT_PRIORITIZE,LOW_PRIORITY,HIGH_RISK,CYCLICAL_GROWTH_ROLE;HIGH_VOLATILITY;HIGH_VOLATILITY_NOT_AUTO_DOWNGRADE;LOW_PRIORITY_RANK,NONE,No calibration issue identified under current audit rules.
BSX,140,-28.460923,HEALTHCARE,17,CORE_GROWTH,MEDIUM,50.0,0,DO_NOT_PRIORITIZE,LOW_PRIORITY,DEFENSIVE_RISK,CORE_GROWTH_ROLE;LOW_PRIORITY_RANK,NONE,No calibration issue identified under current audit rules.
AAPL,141,-28.716000,CONSUMER,18,CORE_GROWTH,MEDIUM,30.0,20,OVERHEATED_WAIT,WAIT_FOR_PULLBACK,MEDIUM_RISK,CORE_GROWTH_ROLE;STRONG_TECHNICAL_OVERHEAT;LOW_PRIORITY_RANK,NONE,No calibration issue identified under current audit rules.
KLAC,142,-28.887047,SEMICONDUCTOR_EQUIPMENT,7,CORE_GROWTH,MEDIUM,58.0,0,DO_NOT_PRIORITIZE,LOW_PRIORITY,MEDIUM_RISK,CORE_GROWTH_ROLE;LOW_PRIORITY_RANK,NONE,No calibration issue identified under current audit rules.
SMH,143,-32.181714,SEMICONDUCTOR,7,TACTICAL_BETA,HIGH,54.0,0,DO_NOT_PRIORITIZE,LOW_PRIORITY,HIGH_RISK,HIGH_VOLATILITY;HIGH_VOLATILITY_NOT_AUTO_DOWNGRADE;TECHNICAL_CAUTION;LOW_PRIORITY_RANK,NONE,No calibration issue identified under current audit rules.
MPWR,144,-32.312381,SEMICONDUCTOR,8,CORE_GROWTH,HIGH,58.0,0,DO_NOT_PRIORITIZE,LOW_PRIORITY,HIGH_RISK,CORE_GROWTH_ROLE;HIGH_VOLATILITY;HIGH_VOLATILITY_NOT_AUTO_DOWNGRADE;LOW_PRIORITY_RANK,NONE,No calibration issue identified under current audit rules.
JBL,145,-34.027238,ELECTRONICS_SUPPLY_CHAIN,3,CYCLICAL_GROWTH,MEDIUM,58.0,0,WATCHLIST_STRONG,WATCH_FOR_ENTRY,MEDIUM_RISK,TOP_3_THEME_RANK;CYCLICAL_GROWTH_ROLE;CALIBRATED_WATCHLIST_ELIGIBLE;LOW_PRIORITY_RANK,NONE,No calibration issue identified under current audit rules.
NTAP,146,-35.893333,DATA_INFRASTRUCTURE,3,CYCLICAL_GROWTH,MEDIUM,34.0,20,OVERHEATED_WAIT,WAIT_FOR_PULLBACK,MEDIUM_RISK,TOP_3_THEME_RANK;CYCLICAL_GROWTH_ROLE;STRONG_TECHNICAL_OVERHEAT;LOW_PRIORITY_RANK,NONE,No calibration issue identified under current audit rules.
