ticker,rank,composite_candidate_score,primary_theme,theme_rank,role_bucket,volatility_bucket,technical_timing_score,overheat_penalty,recommendation_tier,recommendation_action,risk_label,reason_codes,audit_flag,audit_comment
MU,226,-118.524952,SEMICONDUCTOR,15,CYCLICAL_GROWTH,HIGH,50.0,0,DO_NOT_PRIORITIZE,LOW_PRIORITY,HIGH_RISK,CYCLICAL_GROWTH_ROLE;HIGH_VOLATILITY;HIGH_VOLATILITY_NOT_AUTO_DOWNGRADE;TECHNICAL_CAUTION;LOW_PRIORITY_RANK,NONE,No calibration issue identified under current audit rules.
ZS,227,-119.300571,CYBERSECURITY,5,CORE_GROWTH,HIGH,29.0,30,OVERHEATED_WAIT,WAIT_FOR_PULLBACK,HIGH_RISK,CORE_GROWTH_ROLE;HIGH_VOLATILITY;HIGH_VOLATILITY_NOT_AUTO_DOWNGRADE;STRONG_TECHNICAL_OVERHEAT;LOW_PRIORITY_RANK,NONE,No calibration issue identified under current audit rules.
DELL,228,-120.999238,AI_INFRASTRUCTURE,9,CYCLICAL_GROWTH,MEDIUM,50.0,0,DO_NOT_PRIORITIZE,LOW_PRIORITY,MEDIUM_RISK,CYCLICAL_GROWTH_ROLE;TECHNICAL_CAUTION;LOW_PRIORITY_RANK,NONE,No calibration issue identified under current audit rules.
MTSI,229,-122.614769,SEMICONDUCTOR,16,CYCLICAL_GROWTH,HIGH,40.0,10,OVERHEATED_WAIT,WAIT_FOR_PULLBACK,HIGH_RISK,CYCLICAL_GROWTH_ROLE;HIGH_VOLATILITY;HIGH_VOLATILITY_NOT_AUTO_DOWNGRADE;STRONG_TECHNICAL_OVERHEAT;LOW_PRIORITY_RANK,NONE,No calibration issue identified under current audit rules.
ACLS,230,-123.287048,SEMICONDUCTOR_EQUIPMENT,16,CYCLICAL_GROWTH,HIGH,50.0,0,DO_NOT_PRIORITIZE,LOW_PRIORITY,HIGH_RISK,CYCLICAL_GROWTH_ROLE;HIGH_VOLATILITY;HIGH_VOLATILITY_NOT_AUTO_DOWNGRADE;LOW_PRIORITY_RANK,NONE,No calibration issue identified under current audit rules.
SNDK,231,-131.285143,SEMICONDUCTOR,17,CYCLICAL_GROWTH,HIGH,50.0,0,DO_NOT_PRIORITIZE,LOW_PRIORITY,HIGH_RISK,CYCLICAL_GROWTH_ROLE;HIGH_VOLATILITY;HIGH_VOLATILITY_NOT_AUTO_DOWNGRADE;TECHNICAL_CAUTION;LOW_PRIORITY_RANK,NONE,No calibration issue identified under current audit rules.
APP,232,-133.077231,SOFTWARE,27,SPECULATIVE_SATELLITE,HIGH,50.0,0,DO_NOT_PRIORITIZE,LOW_PRIORITY,HIGH_RISK,SPECULATIVE_ROLE;HIGH_VOLATILITY;HIGH_VOLATILITY_NOT_AUTO_DOWNGRADE;TECHNICAL_CAUTION;LOW_PRIORITY_RANK,NONE,No calibration issue identified under current audit rules.
VECO,233,-133.190096,SEMICONDUCTOR_EQUIPMENT,17,CYCLICAL_GROWTH,HIGH,50.0,0,DO_NOT_PRIORITIZE,LOW_PRIORITY,HIGH_RISK,CYCLICAL_GROWTH_ROLE;HIGH_VOLATILITY;HIGH_VOLATILITY_NOT_AUTO_DOWNGRADE;LOW_PRIORITY_RANK,NONE,No calibration issue identified under current audit rules.
BE,234,-135.284762,POWER_INFRASTRUCTURE,19,SPECULATIVE_SATELLITE,EXTREME,50.0,0,DO_NOT_PRIORITIZE,LOW_PRIORITY,EXTREME_RISK,SPECULATIVE_ROLE;EXTREME_VOLATILITY;EXTREME_VOLATILITY_LIMIT;LOW_PRIORITY_RANK,NONE,No calibration issue identified under current audit rules.
TXN,235,-136.522666,SEMICONDUCTOR,18,CORE_GROWTH,MEDIUM,30.0,20,OVERHEATED_WAIT,WAIT_FOR_PULLBACK,MEDIUM_RISK,CORE_GROWTH_ROLE;STRONG_TECHNICAL_OVERHEAT;LOW_PRIORITY_RANK,NONE,No calibration issue identified under current audit rules.
CLF,236,-136.538154,INDUSTRIAL,16,TACTICAL_BETA,HIGH,50.0,0,DO_NOT_PRIORITIZE,LOW_PRIORITY,HIGH_RISK,HIGH_VOLATILITY;HIGH_VOLATILITY_NOT_AUTO_DOWNGRADE;LOW_PRIORITY_RANK,NONE,No calibration issue identified under current audit rules.
ALAB,237,-137.190857,AI_INFRASTRUCTURE,10,SPECULATIVE_SATELLITE,EXTREME,50.0,0,DO_NOT_PRIORITIZE,LOW_PRIORITY,EXTREME_RISK,SPECULATIVE_ROLE;EXTREME_VOLATILITY;EXTREME_VOLATILITY_LIMIT;TECHNICAL_CAUTION;LOW_PRIORITY_RANK,NONE,No calibration issue identified under current audit rules.
QCOM,238,-138.334476,SEMICONDUCTOR,19,CORE_GROWTH,MEDIUM,50.0,0,DO_NOT_PRIORITIZE,LOW_PRIORITY,MEDIUM_RISK,CORE_GROWTH_ROLE;TECHNICAL_CAUTION;LOW_PRIORITY_RANK,NONE,No calibration issue identified under current audit rules.
AEHR,239,-141.217333,SEMICONDUCTOR_EQUIPMENT,18,SPECULATIVE_SATELLITE,EXTREME,48.0,10,OVERHEATED_WAIT,WAIT_FOR_PULLBACK,EXTREME_RISK,SPECULATIVE_ROLE;EXTREME_VOLATILITY;EXTREME_VOLATILITY_LIMIT;STRONG_TECHNICAL_OVERHEAT;LOW_PRIORITY_RANK,NONE,No calibration issue identified under current audit rules.
AMD,240,-142.144762,SEMICONDUCTOR,20,CORE_GROWTH,HIGH,50.0,0,DO_NOT_PRIORITIZE,LOW_PRIORITY,HIGH_RISK,CORE_GROWTH_ROLE;HIGH_VOLATILITY;HIGH_VOLATILITY_NOT_AUTO_DOWNGRADE;TECHNICAL_CAUTION;LOW_PRIORITY_RANK,NONE,No calibration issue identified under current audit rules.
NXPI,241,-143.096762,SEMICONDUCTOR,21,CYCLICAL_GROWTH,MEDIUM,50.0,0,DO_NOT_PRIORITIZE,LOW_PRIORITY,MEDIUM_RISK,CYCLICAL_GROWTH_ROLE;TECHNICAL_CAUTION;LOW_PRIORITY_RANK,NONE,No calibration issue identified under current audit rules.
SOXL,242,-143.666857,SEMICONDUCTOR,22,TACTICAL_BETA,EXTREME,50.0,0,DO_NOT_PRIORITIZE,LOW_PRIORITY,EXTREME_RISK,EXTREME_VOLATILITY;EXTREME_VOLATILITY_LIMIT;LOW_PRIORITY_RANK,NONE,No calibration issue identified under current audit rules.
BTDR,243,-143.801333,CRYPTO_BETA,6,SPECULATIVE_SATELLITE,EXTREME,54.0,0,DO_NOT_PRIORITIZE,LOW_PRIORITY,EXTREME_RISK,SPECULATIVE_ROLE;EXTREME_VOLATILITY;EXTREME_VOLATILITY_LIMIT;TECHNICAL_CAUTION;LOW_PRIORITY_RANK,NONE,No calibration issue identified under current audit rules.
INTC,244,-144.998476,SEMICONDUCTOR,23,TACTICAL_BETA,HIGH,50.0,0,DO_NOT_PRIORITIZE,LOW_PRIORITY,HIGH_RISK,HIGH_VOLATILITY;HIGH_VOLATILITY_NOT_AUTO_DOWNGRADE;TECHNICAL_CAUTION;LOW_PRIORITY_RANK,NONE,No calibration issue identified under current audit rules.
FLEX,245,-146.525714,ELECTRONICS_SUPPLY_CHAIN,6,CYCLICAL_GROWTH,MEDIUM,50.0,0,DO_NOT_PRIORITIZE,LOW_PRIORITY,MEDIUM_RISK,CYCLICAL_GROWTH_ROLE;TECHNICAL_CAUTION;LOW_PRIORITY_RANK,NONE,No calibration issue identified under current audit rules.
LSCC,246,-152.269846,SEMICONDUCTOR,24,CYCLICAL_GROWTH,HIGH,45.0,10,OVERHEATED_WAIT,WAIT_FOR_PULLBACK,HIGH_RISK,CYCLICAL_GROWTH_ROLE;HIGH_VOLATILITY;HIGH_VOLATILITY_NOT_AUTO_DOWNGRADE;STRONG_TECHNICAL_OVERHEAT;LOW_PRIORITY_RANK,NONE,No calibration issue identified under current audit rules.
NAMS,247,-155.000923,HEALTHCARE,22,SPECULATIVE_SATELLITE,HIGH,50.0,0,DO_NOT_PRIORITIZE,LOW_PRIORITY,HIGH_RISK,SPECULATIVE_ROLE;HIGH_VOLATILITY;HIGH_VOLATILITY_NOT_AUTO_DOWNGRADE;TECHNICAL_CAUTION;LOW_PRIORITY_RANK,NONE,No calibration issue identified under current audit rules.
ARM,248,-156.617714,SEMICONDUCTOR,25,CORE_GROWTH,HIGH,50.0,0,DO_NOT_PRIORITIZE,LOW_PRIORITY,HIGH_RISK,CORE_GROWTH_ROLE;HIGH_VOLATILITY;HIGH_VOLATILITY_NOT_AUTO_DOWNGRADE;LOW_PRIORITY_RANK,NONE,No calibration issue identified under current audit rules.
BITF,249,-157.692923,CRYPTO_BETA,7,SPECULATIVE_SATELLITE,EXTREME,50.0,0,DO_NOT_PRIORITIZE,LOW_PRIORITY,EXTREME_RISK,SPECULATIVE_ROLE;EXTREME_VOLATILITY;EXTREME_VOLATILITY_LIMIT;TECHNICAL_CAUTION;LOW_PRIORITY_RANK,NONE,No calibration issue identified under current audit rules.
CLSK,250,-169.537538,CRYPTO_BETA,8,SPECULATIVE_SATELLITE,EXTREME,40.0,10,OVERHEATED_WAIT,WAIT_FOR_PULLBACK,EXTREME_RISK,SPECULATIVE_ROLE;EXTREME_VOLATILITY;EXTREME_VOLATILITY_LIMIT;STRONG_TECHNICAL_OVERHEAT;LOW_PRIORITY_RANK,NONE,No calibration issue identified under current audit rules.
AEVA,251,-174.921846,AI_INFRASTRUCTURE,11,SPECULATIVE_SATELLITE,EXTREME,40.0,10,OVERHEATED_WAIT,WAIT_FOR_PULLBACK,EXTREME_RISK,SPECULATIVE_ROLE;EXTREME_VOLATILITY;EXTREME_VOLATILITY_LIMIT;STRONG_TECHNICAL_OVERHEAT;LOW_PRIORITY_RANK,NONE,No calibration issue identified under current audit rules.
DDOG,252,-185.453333,SOFTWARE,28,CORE_GROWTH,HIGH,25.0,25,OVERHEATED_WAIT,WAIT_FOR_PULLBACK,HIGH_RISK,CORE_GROWTH_ROLE;HIGH_VOLATILITY;HIGH_VOLATILITY_NOT_AUTO_DOWNGRADE;STRONG_TECHNICAL_OVERHEAT;LOW_PRIORITY_RANK,NONE,No calibration issue identified under current audit rules.
