source_path,snapshot_path,exists,required,copied,copy_status,kind,size_bytes,modified_time,sha256,notes
outputs/v18/read_center/V18_38A_FORWARD_EVIDENCE_DASHBOARD_REPORT.md,outputs/v18/read_center/V18_38A_FORWARD_EVIDENCE_DASHBOARD_REPORT.md,TRUE,TRUE,TRUE,COPIED,critical,11659,2026-05-26T22:40:29,dc8b8ec1f460fb96304a26bef6f96b03c6ed35a2041ae321b72741f1be98e3e5,copied
outputs/v18/read_center/V18_CURRENT_FORWARD_EVIDENCE_DASHBOARD.md,outputs/v18/read_center/V18_CURRENT_FORWARD_EVIDENCE_DASHBOARD.md,TRUE,TRUE,TRUE,COPIED,critical,11659,2026-05-26T22:40:29,dc8b8ec1f460fb96304a26bef6f96b03c6ed35a2041ae321b72741f1be98e3e5,copied
outputs/v18/ops/V18_38A_READ_FIRST.txt,outputs/v18/ops/V18_38A_READ_FIRST.txt,TRUE,TRUE,TRUE,COPIED,critical,1393,2026-05-26T22:40:29,e1a20deaeb882c87da8a7b77747979ca6b8fcbef461c0aec9cc17cf24b725f6f,copied
outputs/v18/ops/V18_38B_RESEARCH_EXPERIMENT_REGISTRY.csv,outputs/v18/ops/V18_38B_RESEARCH_EXPERIMENT_REGISTRY.csv,TRUE,TRUE,TRUE,COPIED,critical,15490,2026-05-26T22:40:30,3035488d39567dd8fd9a6d467da9493dcf469637acdd909179a4ae32d234d095,copied
outputs/v18/ops/V18_38B_RESEARCH_EXPERIMENT_SUMMARY.csv,outputs/v18/ops/V18_38B_RESEARCH_EXPERIMENT_SUMMARY.csv,TRUE,TRUE,TRUE,COPIED,critical,533,2026-05-26T22:40:30,f27cbc7ca15dad05b7f98143ce34c941c0d0d38ec319c94a408b3b81a89ecdf9,copied
outputs/v18/ops/V18_38B_RESEARCH_EXPERIMENT_DEPENDENCIES.csv,outputs/v18/ops/V18_38B_RESEARCH_EXPERIMENT_DEPENDENCIES.csv,TRUE,TRUE,TRUE,COPIED,critical,21146,2026-05-26T22:40:30,62278f95773c2c3f377e8f3e29cb4c064754583c4399af44ef29920a4cce126c,copied
outputs/v18/read_center/V18_38B_RESEARCH_EXPERIMENT_REGISTRY_REPORT.md,outputs/v18/read_center/V18_38B_RESEARCH_EXPERIMENT_REGISTRY_REPORT.md,TRUE,TRUE,TRUE,COPIED,critical,13271,2026-05-26T22:40:30,0762a3121f4b106c8fe9e1468e1806863ba6d2715fe43471d5c7334850467cd1,copied
outputs/v18/read_center/V18_CURRENT_RESEARCH_EXPERIMENT_REGISTRY.md,outputs/v18/read_center/V18_CURRENT_RESEARCH_EXPERIMENT_REGISTRY.md,TRUE,TRUE,TRUE,COPIED,critical,13271,2026-05-26T22:40:30,0762a3121f4b106c8fe9e1468e1806863ba6d2715fe43471d5c7334850467cd1,copied
outputs/v18/ops/V18_38B_READ_FIRST.txt,outputs/v18/ops/V18_38B_READ_FIRST.txt,TRUE,TRUE,TRUE,COPIED,critical,1076,2026-05-26T22:40:30,8e804727cbd659f3d0b14786bed7687798e03e0ca32024ff27966b20e5fd4f84,copied
outputs/v18/ops/V18_38C_R1_COMMAND_STATUS_SUMMARY.csv,outputs/v18/ops/V18_38C_R1_COMMAND_STATUS_SUMMARY.csv,TRUE,TRUE,TRUE,COPIED,critical,962,2026-05-26T22:40:31,d2dfa0c920f8fa7a09aca8b4f167104c891cb66c8f37d8741ed7d9cca7c298db,copied
outputs/v18/ops/V18_38C_R1_COMMAND_STATUS_DETAIL.csv,outputs/v18/ops/V18_38C_R1_COMMAND_STATUS_DETAIL.csv,TRUE,TRUE,TRUE,COPIED,critical,91037,2026-05-26T22:40:31,f9d0acfd1576a8820cea507e23290187712ae539dc64c5d2ee8ad5caab5d194b,copied
outputs/v18/ops/V18_38C_R1_COMMAND_STATUS_RULES.csv,outputs/v18/ops/V18_38C_R1_COMMAND_STATUS_RULES.csv,TRUE,TRUE,TRUE,COPIED,critical,1842,2026-05-26T22:40:31,cdec1c510878bf679399c0f8f8fb5ce997ff8bcd0ddf59a7e477dae1af331276,copied
outputs/v18/read_center/V18_38C_R1_COMMAND_STATUS_NORMALIZATION_REPORT.md,outputs/v18/read_center/V18_38C_R1_COMMAND_STATUS_NORMALIZATION_REPORT.md,TRUE,TRUE,TRUE,COPIED,critical,12516,2026-05-26T22:40:31,54e3139e7341c9d68efc58686a36512386d4f4abb3360688aa343cf8ccd15f07,copied
outputs/v18/read_center/V18_CURRENT_COMMAND_STATUS_NORMALIZATION.md,outputs/v18/read_center/V18_CURRENT_COMMAND_STATUS_NORMALIZATION.md,TRUE,TRUE,TRUE,COPIED,critical,12516,2026-05-26T22:40:31,54e3139e7341c9d68efc58686a36512386d4f4abb3360688aa343cf8ccd15f07,copied
outputs/v18/ops/V18_38C_R1_READ_FIRST.txt,outputs/v18/ops/V18_38C_R1_READ_FIRST.txt,TRUE,TRUE,TRUE,COPIED,critical,1377,2026-05-26T22:40:31,4a82943a915434971630433ca34477cdae4ac7cf0aa431b58b5d88bb329330ea,copied
outputs/v18/read_center/V18_CURRENT_DAILY_COMMAND_CENTER.md,outputs/v18/read_center/V18_CURRENT_DAILY_COMMAND_CENTER.md,TRUE,TRUE,TRUE,COPIED,critical,3095,2026-05-26T22:40:27,c13935ce50e225055fe6faad67a7f4b3d36c1bf02781eff4d7a2f465d059cc80,copied
outputs/v18/read_center/V18_CURRENT_CHINESE_DAILY_HOMEPAGE.md,outputs/v18/read_center/V18_CURRENT_CHINESE_DAILY_HOMEPAGE.md,TRUE,TRUE,TRUE,COPIED,critical,10468,2026-05-25T18:48:07,efc98a6c1cf0fb47da7000b597103eba97bffed971fe278820be573eb5711e43,copied
outputs/v18/read_center/V18_CURRENT_DAILY_OUTPUT_FRESHNESS.md,outputs/v18/read_center/V18_CURRENT_DAILY_OUTPUT_FRESHNESS.md,TRUE,TRUE,TRUE,COPIED,critical,2541,2026-05-25T18:48:07,8b7277f8fba5cb43787d912a8f96950ebbf148c6da86f309eeeda2621185493f,copied
outputs/v18/read_center/V18_CURRENT_DAILY_TRADE_READINESS.md,outputs/v18/read_center/V18_CURRENT_DAILY_TRADE_READINESS.md,TRUE,TRUE,TRUE,COPIED,critical,2338,2026-05-25T18:48:06,cbd04089be1c25fb7e82d5c86e82907a7211a8ae8ee2f9543aba936d9fc61ee1,copied
outputs/v18/candidates/V18_CURRENT_FULL_RANKED_CANDIDATES.csv,outputs/v18/candidates/V18_CURRENT_FULL_RANKED_CANDIDATES.csv,TRUE,TRUE,TRUE,COPIED,critical,214380,2026-05-25T18:48:08,a0ca77598497bc8dc1fa639e15d87eedb90fb7dc986113146180c584dabc811e,copied
outputs/v18/candidates/V18_CURRENT_TOP_RANKED_CANDIDATES.csv,outputs/v18/candidates/V18_CURRENT_TOP_RANKED_CANDIDATES.csv,TRUE,TRUE,TRUE,COPIED,critical,17690,2026-05-26T22:40:27,b0d3756326c36372cfdcac0afbdd21ff87f5d9f5defb70ec92a0b6cba4325ea1,copied
state/v18/forward_test/V18_DAILY_SIGNAL_FREEZE_LEDGER.csv,state/v18/forward_test/V18_DAILY_SIGNAL_FREEZE_LEDGER.csv,TRUE,TRUE,TRUE,COPIED,critical,344631,2026-05-25T13:48:02,e325a91ac175253f2a614a6c59efd3ed1934675706b82c5611e643cf5f4e3da4,copied
outputs/v18/ops/V18_37D_READ_FIRST.txt,outputs/v18/ops/V18_37D_READ_FIRST.txt,TRUE,FALSE,TRUE,COPIED,optional,1511,2026-05-25T18:43:55,42a2d5b708eee57504fea6f5733a2a84e77c2ae854efb534b478570d3071b1be,copied
outputs/v18/ops/V18_35H_READ_FIRST.txt,outputs/v18/ops/V18_35H_READ_FIRST.txt,TRUE,FALSE,TRUE,COPIED,optional,1393,2026-05-25T14:43:05,f7e4787795a093cc5f98d160b9d58bb207e0074b8a31cbd505e8eb11039157b3,copied
outputs/v18/ops/V18_38D_STABLE_SNAPSHOT_SUMMARY.csv,outputs/v18/ops/V18_38D_STABLE_SNAPSHOT_SUMMARY.csv,TRUE,TRUE,TRUE,COPIED,generated_output,1103,2026-05-26T22:58:01,358736edd9685a6c4b0a4f044061aa66b4295e9c4e59604ac39c524ce7ed1088,workspace snapshot output
outputs/v18/read_center/V18_38D_STABLE_SNAPSHOT_REPORT.md,outputs/v18/read_center/V18_38D_STABLE_SNAPSHOT_REPORT.md,TRUE,TRUE,TRUE,COPIED,generated_output,3286,2026-05-26T22:58:01,405d055dd4582182c0a7f421f3269a72afda907fcf4b46b9e0da3e8c09b4c141,workspace snapshot output
outputs/v18/ops/V18_38D_READ_FIRST.txt,outputs/v18/ops/V18_38D_READ_FIRST.txt,TRUE,TRUE,TRUE,COPIED,generated_output,1216,2026-05-26T22:58:01,89400c14aed321684a3bc3e6ad0b32085f803a5054c0b7aa97f680fdf6666242,workspace snapshot output
