ticker,in_total_universe,in_current_full_candidates_before,in_current_top_candidates_before,in_latest_signal_freeze,calculation_attempted,price_data_attempted,price_data_available,price_data_source,latest_price_date,history_row_count,history_start_date,history_end_date,factor_calculation_attempted,factor_calculation_success,technical_calculation_attempted,technical_calculation_success,ranking_merge_attempted,ranking_merge_success,factor_score,technical_timing_score,recomputed_composite_score,recomputed_rank,rank_eligible,calculation_status,failure_bucket,failure_reason,evidence_sources,raw_universe_token_count,sanitized_universe_count,invalid_pseudo_ticker_count,invalid_pseudo_tickers,yfinance_failed_ticker_count,yfinance_failed_tickers,yfinance_failed_ticker_count_raw,price_unavailable_excluded_count,price_unavailable_excluded_tickers,current_price_refresh_blocking_failed_ticker_count
LITE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,CURRENT_FACTOR_OR_TECHNICAL,2026-05-26,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,93.33,50.0,52.332,10,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_6A_CURRENT_TECHNICAL_TIMING.csv,,,,,,,,,,
LPLA,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,state/v18/price_cache/LPLA.csv,2026-05-20,1262,2021-05-12,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,30.539233,70.0,33.215693,129,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/LPLA.csv,,,,,,,,,,
LRCX,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,CURRENT_FACTOR_OR_TECHNICAL,2026-05-26,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,32.38,40.0,24.952,266,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_6A_CURRENT_TECHNICAL_TIMING.csv,,,,,,,,,,
LSCC,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,state/v18/price_cache/LSCC.csv,2026-05-20,1262,2021-05-12,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,59.536635,40.0,35.814654,95,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/LSCC.csv,,,,,,,,,,
LYB,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,state/v18/price_cache/LYB.csv,2026-05-20,1262,2021-05-12,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,53.921189,60.0,39.568476,62,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/LYB.csv,,,,,,,,,,
LYFT,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,state/v18/price_cache/LYFT.csv,2026-05-20,1262,2021-05-12,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,30.819431,70.0,33.327772,125,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/LYFT.csv,,,,,,,,,,
MA,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,state/v18/price_cache/MA.csv,2026-05-20,1262,2021-05-12,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,33.796964,50.0,28.518786,216,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/MA.csv,,,,,,,,,,
MCHP,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,CURRENT_FACTOR_OR_TECHNICAL,2026-05-26,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,87.62,58.0,52.448,9,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_6A_CURRENT_TECHNICAL_TIMING.csv,,,,,,,,,,
MCK,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,state/v18/price_cache/MCK.csv,2026-05-20,1262,2021-05-12,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,26.516679,70.0,31.606672,154,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/MCK.csv,,,,,,,,,,
MDB,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,CURRENT_FACTOR_OR_TECHNICAL,2026-05-26,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,30.48,50.0,27.192,242,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_6A_CURRENT_TECHNICAL_TIMING.csv,,,,,,,,,,
MELI,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,state/v18/price_cache/MELI.csv,2026-05-20,1262,2021-05-12,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,28.272327,50.0,26.308931,254,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/MELI.csv,,,,,,,,,,
META,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,CURRENT_FACTOR_OR_TECHNICAL,2026-05-26,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,21.9,50.0,23.76,275,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_6A_CURRENT_TECHNICAL_TIMING.csv,,,,,,,,,,
MKSI,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,CURRENT_FACTOR_OR_TECHNICAL,2026-05-26,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,34.29,40.0,25.716,258,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_6A_CURRENT_TECHNICAL_TIMING.csv,,,,,,,,,,
MNTN,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,state/v18/price_cache/MNTN.csv,2026-05-22,252,2025-05-22,2026-05-22,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,24.321461,60.0,27.728584,232,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/MNTN.csv,,,,,,,,,,
MOD,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,CURRENT_FACTOR_OR_TECHNICAL,2026-05-26,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,55.24,52.0,37.696,75,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_6A_CURRENT_TECHNICAL_TIMING.csv,,,,,,,,,,
MOH,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,state/v18/price_cache/MOH.csv,2026-05-20,1262,2021-05-12,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,51.124112,70.0,41.449645,47,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/MOH.csv,,,,,,,,,,
MPLX,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,state/v18/price_cache/MPLX.csv,2026-05-20,1262,2021-05-12,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,34.683971,50.0,28.873588,211,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/MPLX.csv,,,,,,,,,,
MPW,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,YFINANCE_IN_MEMORY,UNKNOWN,,,,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,,,,,FALSE,CALCULATION_FAILED,UNAVAILABLE_PRICE_DATA_EXCLUDED,yfinance returned empty data,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv,,,,,,,,,,
MPWR,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,CURRENT_FACTOR_OR_TECHNICAL,2026-05-26,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,40.0,50.0,31.0,166,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_6A_CURRENT_TECHNICAL_TIMING.csv,,,,,,,,,,
MRVL,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,CURRENT_FACTOR_OR_TECHNICAL,2026-05-26,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,60.0,25.0,31.5,156,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_6A_CURRENT_TECHNICAL_TIMING.csv,,,,,,,,,,
MSFT,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,CURRENT_FACTOR_OR_TECHNICAL,2026-05-26,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,78.1,40.0,43.24,42,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_6A_CURRENT_TECHNICAL_TIMING.csv,,,,,,,,,,
MTSI,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,state/v18/price_cache/MTSI.csv,2026-05-20,1262,2021-05-12,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,74.18218,40.0,41.672872,46,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/MTSI.csv,,,,,,,,,,
MTZ,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,state/v18/price_cache/MTZ.csv,2026-05-20,1262,2021-05-12,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,67.16892,60.0,44.867568,36,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/MTZ.csv,,,,,,,,,,
MU,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,CURRENT_FACTOR_OR_TECHNICAL,2026-05-26,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,36.19,30.0,23.476,278,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_6A_CURRENT_TECHNICAL_TIMING.csv,,,,,,,,,,
NAMS,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,state/v18/price_cache/NAMS.csv,2026-05-20,1262,2021-05-12,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,34.133527,50.0,28.653411,213,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/NAMS.csv,,,,,,,,,,
NET,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,CURRENT_FACTOR_OR_TECHNICAL,2026-05-26,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,38.1,50.0,30.24,179,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_6A_CURRENT_TECHNICAL_TIMING.csv,,,,,,,,,,
NFLX,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,state/v18/price_cache/NFLX.csv,2026-05-20,1262,2021-05-12,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,37.825156,70.0,36.130062,89,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/NFLX.csv,,,,,,,,,,
NI,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,state/v18/price_cache/NI.csv,2026-05-20,1262,2021-05-12,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,38.006896,70.0,36.202758,88,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/NI.csv,,,,,,,,,,
NOW,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,CURRENT_FACTOR_OR_TECHNICAL,2026-05-26,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,49.52,40.0,31.808,151,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_6A_CURRENT_TECHNICAL_TIMING.csv,,,,,,,,,,
NRG,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,state/v18/price_cache/NRG.csv,2026-05-20,1262,2021-05-12,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,23.962927,70.0,30.585171,172,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/NRG.csv,,,,,,,,,,
NTAP,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,CURRENT_FACTOR_OR_TECHNICAL,2026-05-26,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,74.29,19.0,35.416,101,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_6A_CURRENT_TECHNICAL_TIMING.csv,,,,,,,,,,
NTRA,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,state/v18/price_cache/NTRA.csv,2026-05-20,1262,2021-05-12,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,33.355234,50.0,28.342094,219,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/NTRA.csv,,,,,,,,,,
NU,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,state/v18/price_cache/NU.csv,2026-05-20,1115,2021-12-09,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,24.816642,70.0,30.926657,168,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/NU.csv,,,,,,,,,,
NUVB,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,state/v18/price_cache/NUVB.csv,2026-05-20,1262,2021-05-12,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,22.704961,50.0,24.081984,273,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/NUVB.csv,,,,,,,,,,
NVAX,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,state/v18/price_cache/NVAX.csv,2026-05-21,7665,1995-12-05,2026-05-21,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,38.595301,50.0,30.43812,174,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/NVAX.csv,,,,,,,,,,
NVDA,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,CURRENT_FACTOR_OR_TECHNICAL,2026-05-26,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,99.05,50.0,54.62,4,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_6A_CURRENT_TECHNICAL_TIMING.csv,,,,,,,,,,
NVT,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,CURRENT_FACTOR_OR_TECHNICAL,2026-05-26,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,57.14,50.0,37.856,74,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_6A_CURRENT_TECHNICAL_TIMING.csv,,,,,,,,,,
NXPI,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,CURRENT_FACTOR_OR_TECHNICAL,2026-05-26,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5.71,30.0,11.284,316,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_6A_CURRENT_TECHNICAL_TIMING.csv,,,,,,,,,,
OC,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,state/v18/price_cache/OC.csv,2026-05-20,1262,2021-05-12,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,33.117825,70.0,34.24713,112,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/OC.csv,,,,,,,,,,
OKTA,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,state/v18/price_cache/OKTA.csv,2026-05-21,2293,2017-04-07,2026-05-21,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,39.44895,30.0,24.77958,268,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/OKTA.csv,,,,,,,,,,
OLMA,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,state/v18/price_cache/OLMA.csv,2026-05-21,1381,2020-11-19,2026-05-21,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,13.891487,50.0,20.556595,297,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/OLMA.csv,,,,,,,,,,
OLPX,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,state/v18/price_cache/OLPX.csv,2026-05-21,1165,2021-09-30,2026-05-21,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,56.484429,60.0,40.593772,50,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/OLPX.csv,,,,,,,,,,
ON,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,CURRENT_FACTOR_OR_TECHNICAL,2026-05-26,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,19.05,35.0,18.12,303,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_6A_CURRENT_TECHNICAL_TIMING.csv,,,,,,,,,,
OPCH,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,state/v18/price_cache/OPCH.csv,2026-05-21,7489,1996-08-15,2026-05-21,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,19.103666,50.0,22.641466,286,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/OPCH.csv,,,,,,,,,,
ORCL,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,CURRENT_FACTOR_OR_TECHNICAL,2026-05-26,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,13.33,50.0,20.332,298,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_6A_CURRENT_TECHNICAL_TIMING.csv,,,,,,,,,,
PANW,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,CURRENT_FACTOR_OR_TECHNICAL,2026-05-26,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,71.43,25.0,36.072,90,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_6A_CURRENT_TECHNICAL_TIMING.csv,,,,,,,,,,
PATH,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,state/v18/price_cache/PATH.csv,2026-05-21,1278,2021-04-21,2026-05-21,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,29.225662,50.0,26.690265,251,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/PATH.csv,,,,,,,,,,
PCOR,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,state/v18/price_cache/PCOR.csv,2026-05-21,1257,2021-05-20,2026-05-21,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,25.730134,70.0,31.292054,162,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/PCOR.csv,,,,,,,,,,
PCT,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,state/v18/price_cache/PCT.csv,2026-05-21,1472,2020-07-14,2026-05-21,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,56.502421,40.0,34.600968,107,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/PCT.csv,,,,,,,,,,
PDD,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,state/v18/price_cache/PDD.csv,2026-05-21,1966,2018-07-26,2026-05-21,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,30.217106,60.0,30.086842,183,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/PDD.csv,,,,,,,,,,
PFGC,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,state/v18/price_cache/PFGC.csv,2026-05-21,2676,2015-09-30,2026-05-21,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,37.551207,50.0,30.020483,185,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/PFGC.csv,,,,,,,,,,
PGNY,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,state/v18/price_cache/PGNY.csv,2026-05-21,1651,2019-10-25,2026-05-21,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,35.063445,40.0,26.025378,256,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/PGNY.csv,,,,,,,,,,
PI,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,state/v18/price_cache/PI.csv,2026-05-21,2473,2016-07-21,2026-05-21,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,39.13207,50.0,30.652828,169,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/PI.csv,,,,,,,,,,
PINS,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,state/v18/price_cache/PINS.csv,2026-05-21,1783,2019-04-18,2026-05-21,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,35.367012,60.0,32.146805,144,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/PINS.csv,,,,,,,,,,
PLTR,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,CURRENT_FACTOR_OR_TECHNICAL,2026-05-26,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,18.1,50.0,22.24,290,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_6A_CURRENT_TECHNICAL_TIMING.csv,,,,,,,,,,
PLUG,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,state/v18/price_cache/PLUG.csv,2026-05-21,6680,1999-10-29,2026-05-21,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,77.99902,50.0,46.199608,33,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/PLUG.csv,,,,,,,,,,
