signal_date,ticker,rank,rank_source,score,price_at_signal,price_date,sector,industry,factor_score,technical_score,risk_label,run_mode,full_daily_mode_status,official_daily_status,v18_14b_status,v18_14a_status,top_5_snapshot,forward_1d_price,forward_1d_return,forward_3d_price,forward_3d_return,forward_5d_price,forward_5d_return,forward_10d_price,forward_10d_return,forward_20d_price,forward_20d_return,max_runup_20d,max_drawdown_20d,validation_status,last_updated,notes
2026-05-18,AVGO,11,V18_CURRENT_RANKED_CANDIDATES,3.334286,418.535,2026-05-18,,,,,TECH_TIMING_NEUTRAL,READ_CENTER_REFRESH_ONLY,NOT_FULL_DAILY_REFRESH_ONLY,SKIPPED,OK_V18_14B_CURRENT_DAILY_COMMAND_CENTER_VALIDATE_ONLY_READY,FAIL_V18_14A_FULL_DAILY_MODE_VALIDATION,"APH,ACM,ASML,AMZN,CAMT",426.204987,0.018326,,,,,,,,,0.018326,0.018326,PARTIAL_FORWARD_FILLED,2026-05-27 12:58:59,FORWARD_VALIDATION_RESEARCH_ONLY
2026-05-18,ACMR,12,V18_CURRENT_RANKED_CANDIDATES,-3.099683,65.25,2026-05-18,,,,,TECH_TIMING_NEUTRAL,READ_CENTER_REFRESH_ONLY,NOT_FULL_DAILY_REFRESH_ONLY,SKIPPED,OK_V18_14B_CURRENT_DAILY_COMMAND_CENTER_VALIDATE_ONLY_READY,FAIL_V18_14A_FULL_DAILY_MODE_VALIDATION,"APH,ACM,ASML,AMZN,CAMT",62.660000,-0.039693,,,,,,,,,-0.039693,-0.039693,PARTIAL_FORWARD_FILLED,2026-05-27 12:58:59,FORWARD_VALIDATION_RESEARCH_ONLY
2026-05-18,ACLS,13,V18_CURRENT_RANKED_CANDIDATES,-12.873397,152.25,2026-05-18,,,,,TECH_TIMING_NEUTRAL,READ_CENTER_REFRESH_ONLY,NOT_FULL_DAILY_REFRESH_ONLY,SKIPPED,OK_V18_14B_CURRENT_DAILY_COMMAND_CENTER_VALIDATE_ONLY_READY,FAIL_V18_14A_FULL_DAILY_MODE_VALIDATION,"APH,ACM,ASML,AMZN,CAMT",155.044998,0.018358,,,,,,,,,0.018358,0.018358,PARTIAL_FORWARD_FILLED,2026-05-27 12:58:59,FORWARD_VALIDATION_RESEARCH_ONLY
2026-05-18,AMD,14,V18_CURRENT_RANKED_CANDIDATES,-15.221460,434.4897,2026-05-18,,,,,TECH_TIMING_NEUTRAL,READ_CENTER_REFRESH_ONLY,NOT_FULL_DAILY_REFRESH_ONLY,SKIPPED,OK_V18_14B_CURRENT_DAILY_COMMAND_CENTER_VALIDATE_ONLY_READY,FAIL_V18_14A_FULL_DAILY_MODE_VALIDATION,"APH,ACM,ASML,AMZN,CAMT",433.630005,-0.001979,,,,,,,,,-0.001979,-0.001979,PARTIAL_FORWARD_FILLED,2026-05-27 12:58:59,FORWARD_VALIDATION_RESEARCH_ONLY
2026-05-18,ARM,15,V18_CURRENT_RANKED_CANDIDATES,-16.747936,210.55,2026-05-18,,,,,TECH_TIMING_NEUTRAL,READ_CENTER_REFRESH_ONLY,NOT_FULL_DAILY_REFRESH_ONLY,SKIPPED,OK_V18_14B_CURRENT_DAILY_COMMAND_CENTER_VALIDATE_ONLY_READY,FAIL_V18_14A_FULL_DAILY_MODE_VALIDATION,"APH,ACM,ASML,AMZN,CAMT",212.020004,0.006982,,,,,,,,,0.006982,0.006982,PARTIAL_FORWARD_FILLED,2026-05-27 12:58:59,FORWARD_VALIDATION_RESEARCH_ONLY
2026-05-18,AAPL,16,V18_CURRENT_RANKED_CANDIDATES,-17.072000,298.15,2026-05-18,,,,,TECH_TIMING_OVERHEAT_AVOID_CHASE,READ_CENTER_REFRESH_ONLY,NOT_FULL_DAILY_REFRESH_ONLY,SKIPPED,OK_V18_14B_CURRENT_DAILY_COMMAND_CENTER_VALIDATE_ONLY_READY,FAIL_V18_14A_FULL_DAILY_MODE_VALIDATION,"APH,ACM,ASML,AMZN,CAMT",301.395111,0.010884,,,,,,,,,0.010884,0.010884,PARTIAL_FORWARD_FILLED,2026-05-27 12:58:59,FORWARD_VALIDATION_RESEARCH_ONLY
2026-05-18,BTDR,17,V18_CURRENT_RANKED_CANDIDATES,-20.357270,13.175,2026-05-18,,,,,TECH_TIMING_NEUTRAL,READ_CENTER_REFRESH_ONLY,NOT_FULL_DAILY_REFRESH_ONLY,SKIPPED,OK_V18_14B_CURRENT_DAILY_COMMAND_CENTER_VALIDATE_ONLY_READY,FAIL_V18_14A_FULL_DAILY_MODE_VALIDATION,"APH,ACM,ASML,AMZN,CAMT",13.090000,-0.006452,,,,,,,,,-0.006452,-0.006452,PARTIAL_FORWARD_FILLED,2026-05-27 12:58:59,FORWARD_VALIDATION_RESEARCH_ONLY
2026-05-18,AEHR,18,V18_CURRENT_RANKED_CANDIDATES,-31.793841,95.76,2026-05-18,,,,,TECH_TIMING_NEUTRAL,READ_CENTER_REFRESH_ONLY,NOT_FULL_DAILY_REFRESH_ONLY,SKIPPED,OK_V18_14B_CURRENT_DAILY_COMMAND_CENTER_VALIDATE_ONLY_READY,FAIL_V18_14A_FULL_DAILY_MODE_VALIDATION,"APH,ACM,ASML,AMZN,CAMT",101.184998,0.056652,,,,,,,,,0.056652,0.056652,PARTIAL_FORWARD_FILLED,2026-05-27 12:58:59,FORWARD_VALIDATION_RESEARCH_ONLY
2026-05-18,BE,19,V18_CURRENT_RANKED_CANDIDATES,-32.030413,274.07,2026-05-18,,,,,TECH_TIMING_NEUTRAL,READ_CENTER_REFRESH_ONLY,NOT_FULL_DAILY_REFRESH_ONLY,SKIPPED,OK_V18_14B_CURRENT_DAILY_COMMAND_CENTER_VALIDATE_ONLY_READY,FAIL_V18_14A_FULL_DAILY_MODE_VALIDATION,"APH,ACM,ASML,AMZN,CAMT",281.755005,0.028040,,,,,,,,,0.028040,0.028040,PARTIAL_FORWARD_FILLED,2026-05-27 12:58:59,FORWARD_VALIDATION_RESEARCH_ONLY
2026-05-18,ALAB,20,V18_CURRENT_RANKED_CANDIDATES,-47.976000,231.4,2026-05-18,,,,,TECH_TIMING_NEUTRAL,READ_CENTER_REFRESH_ONLY,NOT_FULL_DAILY_REFRESH_ONLY,SKIPPED,OK_V18_14B_CURRENT_DAILY_COMMAND_CENTER_VALIDATE_ONLY_READY,FAIL_V18_14A_FULL_DAILY_MODE_VALIDATION,"APH,ACM,ASML,AMZN,CAMT",229.505005,-0.008189,,,,,,,,,-0.008189,-0.008189,PARTIAL_FORWARD_FILLED,2026-05-27 12:58:59,FORWARD_VALIDATION_RESEARCH_ONLY
2026-05-25,VIAV,1,V18_CURRENT_RANKED_CANDIDATES,51.800559,,,,,,60.0,,READ_CENTER_REFRESH_ONLY,NOT_FULL_DAILY_REFRESH_ONLY,SKIPPED,OK_V18_14B_CURRENT_DAILY_COMMAND_CENTER_REFRESH_READY,FAIL_V18_14A_FULL_DAILY_MODE_VALIDATION,"APH,ACM,CAMT,ASML,CEG",,,,,,,,,,,,,PENDING_SIGNAL_PRICE,2026-05-27 12:58:59,FORWARD_VALIDATION_RESEARCH_ONLY
2026-05-25,SITM,2,V18_CURRENT_RANKED_CANDIDATES,51.403528,,,,,,50.0,,READ_CENTER_REFRESH_ONLY,NOT_FULL_DAILY_REFRESH_ONLY,SKIPPED,OK_V18_14B_CURRENT_DAILY_COMMAND_CENTER_REFRESH_READY,FAIL_V18_14A_FULL_DAILY_MODE_VALIDATION,"APH,ACM,CAMT,ASML,CEG",,,,,,,,,,,,,PENDING_SIGNAL_PRICE,2026-05-27 12:58:59,FORWARD_VALIDATION_RESEARCH_ONLY
2026-05-25,TSEM,3,V18_CURRENT_RANKED_CANDIDATES,50.428133,,,,,,50.0,,READ_CENTER_REFRESH_ONLY,NOT_FULL_DAILY_REFRESH_ONLY,SKIPPED,OK_V18_14B_CURRENT_DAILY_COMMAND_CENTER_REFRESH_READY,FAIL_V18_14A_FULL_DAILY_MODE_VALIDATION,"APH,ACM,CAMT,ASML,CEG",,,,,,,,,,,,,PENDING_SIGNAL_PRICE,2026-05-27 12:58:59,FORWARD_VALIDATION_RESEARCH_ONLY
2026-05-25,STM,4,V18_CURRENT_RANKED_CANDIDATES,49.556907,,,,,,50.0,,READ_CENTER_REFRESH_ONLY,NOT_FULL_DAILY_REFRESH_ONLY,SKIPPED,OK_V18_14B_CURRENT_DAILY_COMMAND_CENTER_REFRESH_READY,FAIL_V18_14A_FULL_DAILY_MODE_VALIDATION,"APH,ACM,CAMT,ASML,CEG",,,,,,,,,,,,,PENDING_SIGNAL_PRICE,2026-05-27 12:58:59,FORWARD_VALIDATION_RESEARCH_ONLY
2026-05-25,BW,5,V18_CURRENT_RANKED_CANDIDATES,47.521200,,,,,,40.0,,READ_CENTER_REFRESH_ONLY,NOT_FULL_DAILY_REFRESH_ONLY,SKIPPED,OK_V18_14B_CURRENT_DAILY_COMMAND_CENTER_REFRESH_READY,FAIL_V18_14A_FULL_DAILY_MODE_VALIDATION,"APH,ACM,CAMT,ASML,CEG",,,,,,,,,,,,,PENDING_SIGNAL_PRICE,2026-05-27 12:58:59,FORWARD_VALIDATION_RESEARCH_ONLY
2026-05-25,PLUG,6,V18_CURRENT_RANKED_CANDIDATES,46.199608,,,,,,50.0,,READ_CENTER_REFRESH_ONLY,NOT_FULL_DAILY_REFRESH_ONLY,SKIPPED,OK_V18_14B_CURRENT_DAILY_COMMAND_CENTER_REFRESH_READY,FAIL_V18_14A_FULL_DAILY_MODE_VALIDATION,"APH,ACM,CAMT,ASML,CEG",,,,,,,,,,,,,PENDING_SIGNAL_PRICE,2026-05-27 12:58:59,FORWARD_VALIDATION_RESEARCH_ONLY
2026-05-25,TTMI,7,V18_CURRENT_RANKED_CANDIDATES,43.509206,,,,,,40.0,,READ_CENTER_REFRESH_ONLY,NOT_FULL_DAILY_REFRESH_ONLY,SKIPPED,OK_V18_14B_CURRENT_DAILY_COMMAND_CENTER_REFRESH_READY,FAIL_V18_14A_FULL_DAILY_MODE_VALIDATION,"APH,ACM,CAMT,ASML,CEG",,,,,,,,,,,,,PENDING_SIGNAL_PRICE,2026-05-27 12:58:59,FORWARD_VALIDATION_RESEARCH_ONLY
2026-05-25,TWLO,8,V18_CURRENT_RANKED_CANDIDATES,41.763811,,,,,,50.0,,READ_CENTER_REFRESH_ONLY,NOT_FULL_DAILY_REFRESH_ONLY,SKIPPED,OK_V18_14B_CURRENT_DAILY_COMMAND_CENTER_REFRESH_READY,FAIL_V18_14A_FULL_DAILY_MODE_VALIDATION,"APH,ACM,CAMT,ASML,CEG",,,,,,,,,,,,,PENDING_SIGNAL_PRICE,2026-05-27 12:58:59,FORWARD_VALIDATION_RESEARCH_ONLY
2026-05-25,HTZ,9,V18_CURRENT_RANKED_CANDIDATES,40.914843,,,,,,70.0,,READ_CENTER_REFRESH_ONLY,NOT_FULL_DAILY_REFRESH_ONLY,SKIPPED,OK_V18_14B_CURRENT_DAILY_COMMAND_CENTER_REFRESH_READY,FAIL_V18_14A_FULL_DAILY_MODE_VALIDATION,"APH,ACM,CAMT,ASML,CEG",,,,,,,,,,,,,PENDING_SIGNAL_PRICE,2026-05-27 12:58:59,FORWARD_VALIDATION_RESEARCH_ONLY
2026-05-25,PUMP,10,V18_CURRENT_RANKED_CANDIDATES,40.669884,,,,,,50.0,,READ_CENTER_REFRESH_ONLY,NOT_FULL_DAILY_REFRESH_ONLY,SKIPPED,OK_V18_14B_CURRENT_DAILY_COMMAND_CENTER_REFRESH_READY,FAIL_V18_14A_FULL_DAILY_MODE_VALIDATION,"APH,ACM,CAMT,ASML,CEG",,,,,,,,,,,,,PENDING_SIGNAL_PRICE,2026-05-27 12:58:59,FORWARD_VALIDATION_RESEARCH_ONLY
2026-05-25,OLPX,11,V18_CURRENT_RANKED_CANDIDATES,40.593772,,,,,,60.0,,READ_CENTER_REFRESH_ONLY,NOT_FULL_DAILY_REFRESH_ONLY,SKIPPED,OK_V18_14B_CURRENT_DAILY_COMMAND_CENTER_REFRESH_READY,FAIL_V18_14A_FULL_DAILY_MODE_VALIDATION,"APH,ACM,CAMT,ASML,CEG",,,,,,,,,,,,,PENDING_SIGNAL_PRICE,2026-05-27 12:58:59,FORWARD_VALIDATION_RESEARCH_ONLY
2026-05-25,APLD,12,V18_CURRENT_RANKED_CANDIDATES,40.362536,,,,,,40.0,,READ_CENTER_REFRESH_ONLY,NOT_FULL_DAILY_REFRESH_ONLY,SKIPPED,OK_V18_14B_CURRENT_DAILY_COMMAND_CENTER_REFRESH_READY,FAIL_V18_14A_FULL_DAILY_MODE_VALIDATION,"APH,ACM,CAMT,ASML,CEG",,,,,,,,,,,,,PENDING_SIGNAL_PRICE,2026-05-27 12:58:59,FORWARD_VALIDATION_RESEARCH_ONLY
2026-05-25,U,13,V18_CURRENT_RANKED_CANDIDATES,39.897302,,,,,,70.0,,READ_CENTER_REFRESH_ONLY,NOT_FULL_DAILY_REFRESH_ONLY,SKIPPED,OK_V18_14B_CURRENT_DAILY_COMMAND_CENTER_REFRESH_READY,FAIL_V18_14A_FULL_DAILY_MODE_VALIDATION,"APH,ACM,CAMT,ASML,CEG",,,,,,,,,,,,,PENDING_SIGNAL_PRICE,2026-05-27 12:58:59,FORWARD_VALIDATION_RESEARCH_ONLY
2026-05-25,SMTC,14,V18_CURRENT_RANKED_CANDIDATES,39.742207,,,,,,40.0,,READ_CENTER_REFRESH_ONLY,NOT_FULL_DAILY_REFRESH_ONLY,SKIPPED,OK_V18_14B_CURRENT_DAILY_COMMAND_CENTER_REFRESH_READY,FAIL_V18_14A_FULL_DAILY_MODE_VALIDATION,"APH,ACM,CAMT,ASML,CEG",,,,,,,,,,,,,PENDING_SIGNAL_PRICE,2026-05-27 12:58:59,FORWARD_VALIDATION_RESEARCH_ONLY
2026-05-25,SEI,15,V18_CURRENT_RANKED_CANDIDATES,39.144581,,,,,,50.0,,READ_CENTER_REFRESH_ONLY,NOT_FULL_DAILY_REFRESH_ONLY,SKIPPED,OK_V18_14B_CURRENT_DAILY_COMMAND_CENTER_REFRESH_READY,FAIL_V18_14A_FULL_DAILY_MODE_VALIDATION,"APH,ACM,CAMT,ASML,CEG",,,,,,,,,,,,,PENDING_SIGNAL_PRICE,2026-05-27 12:58:59,FORWARD_VALIDATION_RESEARCH_ONLY
2026-05-25,SATS,16,V18_CURRENT_RANKED_CANDIDATES,38.622888,,,,,,50.0,,READ_CENTER_REFRESH_ONLY,NOT_FULL_DAILY_REFRESH_ONLY,SKIPPED,OK_V18_14B_CURRENT_DAILY_COMMAND_CENTER_REFRESH_READY,FAIL_V18_14A_FULL_DAILY_MODE_VALIDATION,"APH,ACM,CAMT,ASML,CEG",,,,,,,,,,,,,PENDING_SIGNAL_PRICE,2026-05-27 12:58:59,FORWARD_VALIDATION_RESEARCH_ONLY
2026-05-25,RVMD,17,V18_CURRENT_RANKED_CANDIDATES,38.438059,,,,,,40.0,,READ_CENTER_REFRESH_ONLY,NOT_FULL_DAILY_REFRESH_ONLY,SKIPPED,OK_V18_14B_CURRENT_DAILY_COMMAND_CENTER_REFRESH_READY,FAIL_V18_14A_FULL_DAILY_MODE_VALIDATION,"APH,ACM,CAMT,ASML,CEG",,,,,,,,,,,,,PENDING_SIGNAL_PRICE,2026-05-27 12:58:59,FORWARD_VALIDATION_RESEARCH_ONLY
2026-05-25,XYZ,18,V18_CURRENT_RANKED_CANDIDATES,38.326374,,,,,,60.0,,READ_CENTER_REFRESH_ONLY,NOT_FULL_DAILY_REFRESH_ONLY,SKIPPED,OK_V18_14B_CURRENT_DAILY_COMMAND_CENTER_REFRESH_READY,FAIL_V18_14A_FULL_DAILY_MODE_VALIDATION,"APH,ACM,CAMT,ASML,CEG",,,,,,,,,,,,,PENDING_SIGNAL_PRICE,2026-05-27 12:58:59,FORWARD_VALIDATION_RESEARCH_ONLY
2026-05-25,WULF,19,V18_CURRENT_RANKED_CANDIDATES,38.015944,,,,,,50.0,,READ_CENTER_REFRESH_ONLY,NOT_FULL_DAILY_REFRESH_ONLY,SKIPPED,OK_V18_14B_CURRENT_DAILY_COMMAND_CENTER_REFRESH_READY,FAIL_V18_14A_FULL_DAILY_MODE_VALIDATION,"APH,ACM,CAMT,ASML,CEG",,,,,,,,,,,,,PENDING_SIGNAL_PRICE,2026-05-27 12:58:59,FORWARD_VALIDATION_RESEARCH_ONLY
2026-05-25,QSR,20,V18_CURRENT_RANKED_CANDIDATES,37.694858,,,,,,70.0,,READ_CENTER_REFRESH_ONLY,NOT_FULL_DAILY_REFRESH_ONLY,SKIPPED,OK_V18_14B_CURRENT_DAILY_COMMAND_CENTER_REFRESH_READY,FAIL_V18_14A_FULL_DAILY_MODE_VALIDATION,"APH,ACM,CAMT,ASML,CEG",,,,,,,,,,,,,PENDING_SIGNAL_PRICE,2026-05-27 12:58:59,FORWARD_VALIDATION_RESEARCH_ONLY
2026-05-18,FORM,1,V18_CURRENT_RANKED_CANDIDATES,59.2,117.419998,2026-05-18,,,,,TECH_TIMING_PULLBACK_WATCH,READ_CENTER_REFRESH_ONLY,NOT_FULL_DAILY_REFRESH_ONLY,SKIPPED,OK_V18_14B_CURRENT_DAILY_COMMAND_CENTER_REFRESH_READY,FAIL_V18_14A_FULL_DAILY_MODE_VALIDATION,"APH,ACM,CAMT,ASML,CEG",126.434998,0.076776,,,,,,,,,0.076776,0.076776,PARTIAL_FORWARD_FILLED,2026-05-27 12:58:59,FORWARD_VALIDATION_RESEARCH_ONLY
2026-05-18,AEIS,2,V18_CURRENT_RANKED_CANDIDATES,58.86,313.049988,2026-05-20,,,,,TECH_TIMING_WATCH_POSITIVE,READ_CENTER_REFRESH_ONLY,NOT_FULL_DAILY_REFRESH_ONLY,SKIPPED,OK_V18_14B_CURRENT_DAILY_COMMAND_CENTER_REFRESH_READY,FAIL_V18_14A_FULL_DAILY_MODE_VALIDATION,"APH,ACM,CAMT,ASML,CEG",313.050000,0.000000,,,,,,,,,0.000000,0.000000,PARTIAL_FORWARD_FILLED,2026-05-27 12:58:59,FORWARD_VALIDATION_RESEARCH_ONLY;SIGNAL_DATE_PRICE_ROW_MISSING_USED_NEXT_AVAILABLE
2026-05-18,AGX,3,V18_CURRENT_RANKED_CANDIDATES,57.4,630.5,2026-05-20,,,,,TECH_TIMING_NEUTRAL,READ_CENTER_REFRESH_ONLY,NOT_FULL_DAILY_REFRESH_ONLY,SKIPPED,OK_V18_14B_CURRENT_DAILY_COMMAND_CENTER_REFRESH_READY,FAIL_V18_14A_FULL_DAILY_MODE_VALIDATION,"APH,ACM,CAMT,ASML,CEG",630.500000,0.000000,,,,,,,,,0.000000,0.000000,PARTIAL_FORWARD_FILLED,2026-05-27 12:58:59,FORWARD_VALIDATION_RESEARCH_ONLY;SIGNAL_DATE_PRICE_ROW_MISSING_USED_NEXT_AVAILABLE
2026-05-18,BLTE,4,V18_CURRENT_RANKED_CANDIDATES,57.324,143.360001,2026-05-20,,,,,TECH_TIMING_WATCH_POSITIVE,READ_CENTER_REFRESH_ONLY,NOT_FULL_DAILY_REFRESH_ONLY,SKIPPED,OK_V18_14B_CURRENT_DAILY_COMMAND_CENTER_REFRESH_READY,FAIL_V18_14A_FULL_DAILY_MODE_VALIDATION,"APH,ACM,CAMT,ASML,CEG",143.360000,-0.000000,,,,,,,,,-0.000000,-0.000000,PARTIAL_FORWARD_FILLED,2026-05-27 12:58:59,FORWARD_VALIDATION_RESEARCH_ONLY;SIGNAL_DATE_PRICE_ROW_MISSING_USED_NEXT_AVAILABLE
2026-05-18,LITE,5,V18_CURRENT_RANKED_CANDIDATES,57.02,884.97998,2026-05-18,,,,,TECH_TIMING_NEUTRAL,READ_CENTER_REFRESH_ONLY,NOT_FULL_DAILY_REFRESH_ONLY,SKIPPED,OK_V18_14B_CURRENT_DAILY_COMMAND_CENTER_REFRESH_READY,FAIL_V18_14A_FULL_DAILY_MODE_VALIDATION,"APH,ACM,CAMT,ASML,CEG",977.669983,0.104737,,,,,,,,,0.104737,0.104737,PARTIAL_FORWARD_FILLED,2026-05-27 12:58:59,FORWARD_VALIDATION_RESEARCH_ONLY
2026-05-18,ALM,6,V18_CURRENT_RANKED_CANDIDATES,56.892,17.639999,2026-05-20,,,,,TECH_TIMING_PULLBACK_WATCH,READ_CENTER_REFRESH_ONLY,NOT_FULL_DAILY_REFRESH_ONLY,SKIPPED,OK_V18_14B_CURRENT_DAILY_COMMAND_CENTER_REFRESH_READY,FAIL_V18_14A_FULL_DAILY_MODE_VALIDATION,"APH,ACM,CAMT,ASML,CEG",17.640000,0.000000,,,,,,,,,0.000000,0.000000,PARTIAL_FORWARD_FILLED,2026-05-27 12:58:59,FORWARD_VALIDATION_RESEARCH_ONLY;SIGNAL_DATE_PRICE_ROW_MISSING_USED_NEXT_AVAILABLE
