ticker,in_total_universe,in_current_full_candidates_before,in_current_top_candidates_before,in_latest_signal_freeze,calculation_attempted,price_data_attempted,price_data_available,price_data_source,latest_price_date,history_row_count,history_start_date,history_end_date,factor_calculation_attempted,factor_calculation_success,technical_calculation_attempted,technical_calculation_success,ranking_merge_attempted,ranking_merge_success,factor_score,technical_timing_score,recomputed_composite_score,recomputed_rank,rank_eligible,calculation_status,failure_bucket,failure_reason,evidence_sources
CART,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,CURRENT_FACTOR_OR_TECHNICAL,2026-05-20,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,34.62,50.0,28.848,219,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_6A_CURRENT_TECHNICAL_TIMING.csv
CDNS,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,CURRENT_FACTOR_OR_TECHNICAL,2026-05-20,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,69.23,50.0,42.692,64,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_6A_CURRENT_TECHNICAL_TIMING.csv
CEG,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,CURRENT_FACTOR_OR_TECHNICAL,2026-05-18,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,39.05,68.0,36.02,120,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_6A_CURRENT_TECHNICAL_TIMING.csv
CHPT,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,CURRENT_FACTOR_OR_TECHNICAL,2026-05-20,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,55.77,58.0,39.708,84,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_6A_CURRENT_TECHNICAL_TIMING.csv
CHRW,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,CURRENT_FACTOR_OR_TECHNICAL,2026-05-20,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,73.08,54.0,45.432,54,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_6A_CURRENT_TECHNICAL_TIMING.csv
CHYM,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,state/v18/price_cache/CHYM.csv,2026-05-22,238,2025-06-12,2026-05-22,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,24.839899,70.0,30.93596,185,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/CHYM.csv
CIEN,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,CURRENT_FACTOR_OR_TECHNICAL,2026-05-18,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,83.81,50.0,48.524,40,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_6A_CURRENT_TECHNICAL_TIMING.csv
CIFR,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,CURRENT_FACTOR_OR_TECHNICAL,2026-05-18,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,46.67,40.0,30.668,186,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_6A_CURRENT_TECHNICAL_TIMING.csv
CLF,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,CURRENT_FACTOR_OR_TECHNICAL,2026-05-20,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5.77,50.0,17.308,307,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_6A_CURRENT_TECHNICAL_TIMING.csv
CLH,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,CURRENT_FACTOR_OR_TECHNICAL,2026-05-20,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,84.62,64.0,53.048,14,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_6A_CURRENT_TECHNICAL_TIMING.csv
CLS,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,CURRENT_FACTOR_OR_TECHNICAL,2026-05-18,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,60.95,64.0,43.58,58,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_6A_CURRENT_TECHNICAL_TIMING.csv
CLSK,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,CURRENT_FACTOR_OR_TECHNICAL,2026-05-20,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,17.31,40.0,18.924,299,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_6A_CURRENT_TECHNICAL_TIMING.csv
CMG,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,CURRENT_FACTOR_OR_TECHNICAL,2026-05-20,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,25.0,50.0,25.0,267,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_6A_CURRENT_TECHNICAL_TIMING.csv
CNM,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,state/v18/price_cache/CNM.csv,2026-05-20,1213,2021-07-22,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,30.763356,70.0,33.305342,152,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/CNM.csv
COF,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,state/v18/price_cache/COF.csv,2026-05-20,1262,2021-05-12,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,32.57369,50.0,28.029476,233,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/COF.csv
COGT,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,CURRENT_FACTOR_OR_TECHNICAL,2026-05-21,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,26.805757,70.0,31.722303,175,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_6A_CURRENT_TECHNICAL_TIMING.csv
COHR,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,CURRENT_FACTOR_OR_TECHNICAL,2026-05-18,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,68.57,40.0,39.428,87,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_6A_CURRENT_TECHNICAL_TIMING.csv
COHU,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,CURRENT_FACTOR_OR_TECHNICAL,2026-05-18,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,85.71,58.0,51.684,20,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_6A_CURRENT_TECHNICAL_TIMING.csv
CORZ,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,CURRENT_FACTOR_OR_TECHNICAL,2026-05-18,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1.9,50.0,15.76,309,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_6A_CURRENT_TECHNICAL_TIMING.csv
CPAY,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,state/v18/price_cache/CPAY.csv,2026-05-20,1262,2021-05-12,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,36.523483,30.0,23.609393,275,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/CPAY.csv
CPNG,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,state/v18/price_cache/CPNG.csv,2026-05-20,1262,2021-05-12,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,23.963145,70.0,30.585258,188,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/CPNG.csv
CRCL,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,state/v18/price_cache/CRCL.csv,2026-05-22,243,2025-06-05,2026-05-22,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,53.265907,50.0,36.306363,117,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/CRCL.csv
CRDO,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,CURRENT_FACTOR_OR_TECHNICAL,2026-05-18,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,80.0,64.0,51.2,24,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_6A_CURRENT_TECHNICAL_TIMING.csv
CRH,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,state/v18/price_cache/CRH.csv,2026-05-20,1262,2021-05-12,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,28.223045,70.0,32.289218,165,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/CRH.csv
CRM,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,CURRENT_FACTOR_OR_TECHNICAL,2026-05-18,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,27.62,58.0,28.448,224,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_6A_CURRENT_TECHNICAL_TIMING.csv
CRS,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,state/v18/price_cache/CRS.csv,2026-05-20,1262,2021-05-12,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,45.617547,50.0,33.247019,153,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/CRS.csv
CRWD,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,CURRENT_FACTOR_OR_TECHNICAL,2026-05-18,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10.48,14.0,8.392,317,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_6A_CURRENT_TECHNICAL_TIMING.csv
CRWV,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,CURRENT_FACTOR_OR_TECHNICAL,2026-05-18,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,75.24,64.0,49.296,37,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_6A_CURRENT_TECHNICAL_TIMING.csv
CSCO,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,CURRENT_FACTOR_OR_TECHNICAL,2026-05-18,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,22.86,19.0,14.844,310,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_6A_CURRENT_TECHNICAL_TIMING.csv
CSGP,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,state/v18/price_cache/CSGP.csv,2026-05-20,1262,2021-05-12,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,17.747014,50.0,22.098806,285,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/CSGP.csv
CVNA,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,CURRENT_FACTOR_OR_TECHNICAL,2026-05-21,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,33.304029,70.0,34.321612,140,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_6A_CURRENT_TECHNICAL_TIMING.csv
D,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,CURRENT_FACTOR_OR_TECHNICAL,2026-05-18,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,20.0,49.0,22.7,280,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_6A_CURRENT_TECHNICAL_TIMING.csv
DAKT,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,state/v18/price_cache/DAKT.csv,2026-05-20,1262,2021-05-12,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,26.705345,50.0,25.682138,260,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/DAKT.csv
DAL,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,state/v18/price_cache/DAL.csv,2026-05-20,1262,2021-05-12,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,38.643549,40.0,27.45742,240,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/DAL.csv
DASH,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,state/v18/price_cache/DASH.csv,2026-05-20,1262,2021-05-12,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,32.673833,50.0,28.069533,231,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/DASH.csv
DB,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,state/v18/price_cache/DB.csv,2026-05-20,1262,2021-05-12,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,32.711306,40.0,25.084522,265,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/DB.csv
DBVT,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,CURRENT_FACTOR_OR_TECHNICAL,2026-05-21,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,37.12921,70.0,35.851684,122,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_6A_CURRENT_TECHNICAL_TIMING.csv
DDOG,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,CURRENT_FACTOR_OR_TECHNICAL,2026-05-18,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.95,25.0,7.88,318,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_6A_CURRENT_TECHNICAL_TIMING.csv
DELL,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,CURRENT_FACTOR_OR_TECHNICAL,2026-05-18,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,55.24,50.0,37.096,109,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_6A_CURRENT_TECHNICAL_TIMING.csv
DIS,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,state/v18/price_cache/DIS.csv,2026-05-20,1262,2021-05-12,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,35.618672,50.0,29.247469,214,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/DIS.csv
DOCU,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,state/v18/price_cache/DOCU.csv,2026-05-20,1262,2021-05-12,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,30.957447,40.0,24.382979,272,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/DOCU.csv
DUOL,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,state/v18/price_cache/DUOL.csv,2026-05-20,1209,2021-07-28,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,29.353806,50.0,26.741522,252,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/DUOL.csv
ECL,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,CURRENT_FACTOR_OR_TECHNICAL,2026-05-18,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,45.71,72.0,39.884,81,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_6A_CURRENT_TECHNICAL_TIMING.csv
EEM,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,state/v18/price_cache/EEM.csv,2026-05-20,1262,2021-05-12,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,42.734905,50.0,32.093962,169,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/EEM.csv
ENPH,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,state/v18/price_cache/ENPH.csv,2026-05-20,1262,2021-05-12,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,45.82548,30.0,27.330192,243,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/ENPH.csv
ENTG,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,CURRENT_FACTOR_OR_TECHNICAL,2026-05-18,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,70.48,64.0,47.392,45,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_6A_CURRENT_TECHNICAL_TIMING.csv
EQIX,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,state/v18/price_cache/EQIX.csv,2026-05-20,1262,2021-05-12,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,47.465445,60.0,36.986178,110,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/EQIX.csv
EQT,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,state/v18/price_cache/EQT.csv,2026-05-20,1262,2021-05-12,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,36.091404,50.0,29.436562,212,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/EQT.csv
ET,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,state/v18/price_cache/ET.csv,2026-05-20,1262,2021-05-12,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,42.091675,50.0,31.83667,174,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/ET.csv
ETN,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,CURRENT_FACTOR_OR_TECHNICAL,2026-05-18,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,48.57,64.0,38.628,92,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_6A_CURRENT_TECHNICAL_TIMING.csv
ETR,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,CURRENT_FACTOR_OR_TECHNICAL,2026-05-18,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,52.38,64.0,40.152,77,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_6A_CURRENT_TECHNICAL_TIMING.csv
EWY,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,state/v18/price_cache/EWY.csv,2026-05-20,1262,2021-05-12,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,62.982249,50.0,40.1929,76,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/EWY.csv
EWZ,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,state/v18/price_cache/EWZ.csv,2026-05-20,1262,2021-05-12,2026-05-20,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,35.726352,70.0,35.290541,129,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/EWZ.csv
FCNCA,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,CURRENT_FACTOR_OR_TECHNICAL,2026-05-21,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,36.842606,50.0,29.737042,204,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_6A_CURRENT_TECHNICAL_TIMING.csv
FIGR,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,state/v18/price_cache/FIGR.csv,2026-05-22,176,2025-09-11,2026-05-22,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,35.095162,60.0,32.038065,170,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/FIGR.csv
FIX,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,CURRENT_FACTOR_OR_TECHNICAL,2026-05-18,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,86.67,50.0,49.668,35,TRUE,OK_COMPUTED,OK_COMPUTED,factor and technical calculations available,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_6A_CURRENT_TECHNICAL_TIMING.csv
