run_id,asof_date,ticker,company_name_or_chinese_name_if_available,candidate_rank,composite_candidate_score,factor_pack_score,technical_timing_score,kdj_k,kdj_d,kdj_j,kdj_signal,kdj_risk_label,macd_dif,macd_dea,macd_histogram,macd_signal,macd_momentum_label,combined_oscillator_label,shadow_confirmation_score,shadow_risk_score,official_decision_impact
V18_40A_20260527_131532,2026-05-27,AA,,26,51.152,,50.0,35.8861,41.3147,25.0287,KDJ_NEUTRAL,KDJ_NEUTRAL,-0.4722,-0.4032,-0.0690,MACD_BELOW_ZERO,MACD_HIST_EXPANDING;MACD_MOMENTUM_IMPROVING,OSCILLATOR_NEUTRAL,0,0,NONE
V18_40A_20260527_131532,2026-05-27,WDC,,27,50.808,,50.0,62.9730,77.3858,34.1472,KDJ_NEUTRAL,KDJ_NEUTRAL,40.2621,39.7048,0.5573,MACD_ABOVE_ZERO,MACD_HIST_CONTRACTING;MACD_MOMENTUM_WEAKENING,OSCILLATOR_NEUTRAL,0,0,NONE
V18_40A_20260527_131532,2026-05-27,LYB,,28,50.476,,58.0,43.6635,49.4427,32.1051,KDJ_DEAD_CROSS,KDJ_NEUTRAL,0.1489,0.3737,-0.2248,MACD_ABOVE_ZERO,MACD_HIST_CONTRACTING;MACD_MOMENTUM_WEAKENING,OSCILLATOR_RISK_WARNING,-2,2,NONE
V18_40A_20260527_131532,2026-05-27,TSEM,,29,50.428133,,50.0,76.9508,75.5626,79.7272,KDJ_GOLDEN_CROSS,KDJ_NEUTRAL,18.8044,16.1283,2.6761,MACD_ABOVE_ZERO,MACD_HIST_EXPANDING;MACD_MOMENTUM_IMPROVING,OSCILLATOR_POSITIVE_CONFIRMATION,2,0,NONE
V18_40A_20260527_131532,2026-05-27,BIDU,,30,50.384,,50.0,30.9456,48.4451,-4.0535,KDJ_NEUTRAL,KDJ_J_EXTREME_LOW,4.5655,5.0225,-0.4570,MACD_ABOVE_ZERO,MACD_HIST_CONTRACTING;MACD_MOMENTUM_WEAKENING,OSCILLATOR_MILD_RISK,0,1,NONE
V18_40A_20260527_131532,2026-05-27,BAC,,31,50.14,,62.0,31.7665,23.6281,48.0434,KDJ_NEUTRAL,KDJ_NEUTRAL,-0.3360,-0.1130,-0.2230,MACD_BELOW_ZERO,MACD_HIST_EXPANDING;MACD_MOMENTUM_IMPROVING,OSCILLATOR_NEUTRAL,0,0,NONE
V18_40A_20260527_131532,2026-05-27,GLW,,32,50.096,,40.0,87.1329,85.2193,90.9601,KDJ_NEUTRAL,KDJ_OVERBOUGHT,12.7222,9.8625,2.8597,MACD_ABOVE_ZERO,MACD_HIST_CONTRACTING;MACD_MOMENTUM_WEAKENING,OSCILLATOR_MILD_RISK,0,1,NONE
V18_40A_20260527_131532,2026-05-27,STX,,33,50.048,,50.0,69.3426,83.5003,41.0273,KDJ_NEUTRAL,KDJ_OVERBOUGHT,83.0151,80.3519,2.6632,MACD_ABOVE_ZERO,MACD_HIST_CONTRACTING;MACD_MOMENTUM_WEAKENING,OSCILLATOR_MILD_RISK,0,1,NONE
V18_40A_20260527_131532,2026-05-27,HUT,,34,49.710963,,50.0,45.2365,58.6026,18.5042,KDJ_NEUTRAL,KDJ_NEUTRAL,8.6466,9.6127,-0.9661,MACD_ABOVE_ZERO,MACD_HIST_CONTRACTING;MACD_MOMENTUM_WEAKENING,OSCILLATOR_MILD_RISK,-1,1,NONE
V18_40A_20260527_131532,2026-05-27,FIX,,35,49.668,,50.0,76.2296,87.4267,53.8354,KDJ_DEAD_CROSS,KDJ_OVERBOUGHT,121.2998,120.0258,1.2739,MACD_ABOVE_ZERO,MACD_HIST_CONTRACTING;MACD_MOMENTUM_WEAKENING,OSCILLATOR_RISK_WARNING,-1,2,NONE
V18_40A_20260527_131532,2026-05-27,STM,,36,49.556907,,50.0,82.7982,79.3703,89.6540,KDJ_GOLDEN_CROSS,KDJ_OVERBOUGHT,5.3498,5.3937,-0.0439,MACD_ABOVE_ZERO,MACD_HIST_CONTRACTING;MACD_MOMENTUM_WEAKENING,OSCILLATOR_RISK_WARNING,0,2,NONE
V18_40A_20260527_131532,2026-05-27,CRWV,,37,49.296,,64.0,17.0376,29.6271,-8.1414,KDJ_NEUTRAL,KDJ_OVERSOLD;KDJ_J_EXTREME_LOW,3.2612,5.7085,-2.4473,MACD_ABOVE_ZERO,MACD_HIST_CONTRACTING;MACD_MOMENTUM_WEAKENING,OSCILLATOR_MIXED,1,1,NONE
V18_40A_20260527_131532,2026-05-27,MPWR,,38,48.64,,58.0,41.5715,58.3901,7.9342,KDJ_NEUTRAL,KDJ_NEUTRAL,75.7795,90.9630,-15.1835,MACD_ABOVE_ZERO,MACD_HIST_CONTRACTING;MACD_MOMENTUM_WEAKENING,OSCILLATOR_MILD_RISK,-1,1,NONE
V18_40A_20260527_131532,2026-05-27,BALL,,39,48.524,,72.0,20.8814,14.1221,34.4001,KDJ_GOLDEN_CROSS,KDJ_OVERSOLD,-1.5290,-1.2411,-0.2879,MACD_BELOW_ZERO,MACD_HIST_EXPANDING;MACD_MOMENTUM_IMPROVING,OSCILLATOR_POSITIVE_CONFIRMATION,2,0,NONE
V18_40A_20260527_131532,2026-05-27,CIEN,,40,48.524,,50.0,81.7173,86.1729,72.8060,KDJ_DEAD_CROSS,KDJ_OVERBOUGHT,34.0587,33.5519,0.5068,MACD_ABOVE_ZERO,MACD_HIST_CONTRACTING;MACD_MOMENTUM_WEAKENING,OSCILLATOR_RISK_WARNING,-1,2,NONE
V18_40A_20260527_131532,2026-05-27,MOH,,41,48.168,,58.0,33.7814,42.2030,16.9383,KDJ_NEUTRAL,KDJ_NEUTRAL,6.7010,9.0521,-2.3510,MACD_ABOVE_ZERO,MACD_HIST_CONTRACTING;MACD_MOMENTUM_WEAKENING,OSCILLATOR_MILD_RISK,-1,1,NONE
V18_40A_20260527_131532,2026-05-27,TER,,42,47.772,,64.0,35.1659,48.5464,8.4050,KDJ_NEUTRAL,KDJ_NEUTRAL,2.8980,6.3265,-3.4285,MACD_ABOVE_ZERO,MACD_HIST_CONTRACTING;MACD_MOMENTUM_WEAKENING,OSCILLATOR_MILD_RISK,-1,1,NONE
V18_40A_20260527_131532,2026-05-27,FLEX,,43,47.76,,50.0,94.2448,96.0130,90.7085,KDJ_NEUTRAL,KDJ_OVERBOUGHT,17.9878,14.7076,3.2802,MACD_ABOVE_ZERO,MACD_HIST_CONTRACTING;MACD_MOMENTUM_WEAKENING,OSCILLATOR_MILD_RISK,0,1,NONE
V18_40A_20260527_131532,2026-05-27,BW,,44,47.5212,,40.0,75.0193,76.8691,71.3198,KDJ_NEUTRAL,KDJ_NEUTRAL,1.3070,1.0166,0.2904,MACD_ABOVE_ZERO,MACD_HIST_CONTRACTING;MACD_MOMENTUM_WEAKENING,OSCILLATOR_NEUTRAL,0,0,NONE
V18_40A_20260527_131532,2026-05-27,ENTG,,45,47.392,,64.0,20.6993,35.9740,-9.8502,KDJ_NEUTRAL,KDJ_J_EXTREME_LOW,2.0959,4.3862,-2.2903,MACD_ABOVE_ZERO,MACD_HIST_CONTRACTING;MACD_MOMENTUM_WEAKENING,OSCILLATOR_MILD_RISK,0,1,NONE
V18_40A_20260527_131532,2026-05-27,MKSI,,46,47.38,,50.0,74.8994,84.7750,55.1483,KDJ_NEUTRAL,KDJ_OVERBOUGHT,14.7366,13.9703,0.7663,MACD_ABOVE_ZERO,MACD_HIST_CONTRACTING;MACD_MOMENTUM_WEAKENING,OSCILLATOR_MILD_RISK,0,1,NONE
V18_40A_20260527_131532,2026-05-27,BE,,47,46.62,,50.0,71.5303,74.3855,65.8199,KDJ_DEAD_CROSS,KDJ_NEUTRAL,26.3494,27.8591,-1.5097,MACD_ABOVE_ZERO,MACD_HIST_CONTRACTING;MACD_MOMENTUM_WEAKENING,OSCILLATOR_RISK_WARNING,-2,2,NONE
V18_40A_20260527_131532,2026-05-27,MTSI,,48,46.616,,40.0,64.9490,74.1515,46.5440,KDJ_NEUTRAL,KDJ_NEUTRAL,29.8154,27.7360,2.0794,MACD_ABOVE_ZERO,MACD_HIST_CONTRACTING;MACD_MOMENTUM_WEAKENING,OSCILLATOR_NEUTRAL,0,0,NONE
V18_40A_20260527_131532,2026-05-27,NU,,49,46.552,,68.0,23.0950,16.7227,35.8396,KDJ_NEUTRAL,KDJ_OVERSOLD,-0.5904,-0.4419,-0.1485,MACD_BELOW_ZERO,MACD_HIST_EXPANDING;MACD_MOMENTUM_IMPROVING,OSCILLATOR_MILD_CONFIRMATION,1,0,NONE
V18_40A_20260527_131532,2026-05-27,PLUG,,50,46.199608,,50.0,48.8899,50.7607,45.1481,KDJ_NEUTRAL,KDJ_NEUTRAL,0.2008,0.2165,-0.0157,MACD_ABOVE_ZERO,MACD_HIST_EXPANDING;MACD_MOMENTUM_IMPROVING,OSCILLATOR_NEUTRAL,0,0,NONE
V18_40A_20260527_131532,2026-05-27,LYFT,,51,45.876,,76.0,23.6014,23.4409,23.9225,KDJ_GOLDEN_CROSS,KDJ_NEUTRAL,-0.2045,-0.0902,-0.1143,MACD_BELOW_ZERO,MACD_HIST_EXPANDING;MACD_MOMENTUM_IMPROVING,OSCILLATOR_MILD_CONFIRMATION,1,0,NONE
V18_40A_20260527_131532,2026-05-27,NI,,52,45.86,,58.0,43.3428,34.2965,61.4354,KDJ_NEUTRAL,KDJ_NEUTRAL,-0.1213,-0.0239,-0.0974,MACD_BELOW_ZERO,MACD_HIST_EXPANDING;MACD_MOMENTUM_IMPROVING,OSCILLATOR_NEUTRAL,0,0,NONE
V18_40A_20260527_131532,2026-05-27,SOXX,,53,45.476,,50.0,82.3045,88.7123,69.4888,KDJ_DEAD_CROSS,KDJ_OVERBOUGHT,36.3642,34.8047,1.5595,MACD_ABOVE_ZERO,MACD_HIST_CONTRACTING;MACD_MOMENTUM_WEAKENING,OSCILLATOR_RISK_WARNING,-1,2,NONE
V18_40A_20260527_131532,2026-05-27,CHRW,,54,45.432,,54.0,75.8509,59.6004,108.3519,KDJ_NEUTRAL,KDJ_J_EXTREME_HIGH,-1.2219,-1.7139,0.4920,MACD_GOLDEN_CROSS;MACD_BELOW_ZERO,MACD_HIST_EXPANDING;MACD_MOMENTUM_IMPROVING,OSCILLATOR_MIXED,2,1,NONE
V18_40A_20260527_131532,2026-05-27,ACLS,,55,44.332,,50.0,65.2472,72.1538,51.4340,KDJ_NEUTRAL,KDJ_NEUTRAL,13.0841,13.4653,-0.3812,MACD_DEAD_CROSS;MACD_ABOVE_ZERO,MACD_HIST_CONTRACTING;MACD_MOMENTUM_WEAKENING,OSCILLATOR_RISK_WARNING,-2,2,NONE
V18_40A_20260527_131532,2026-05-27,JBL,,56,44.068,,58.0,42.1235,55.1097,16.1510,KDJ_NEUTRAL,KDJ_NEUTRAL,14.5608,16.8631,-2.3023,MACD_ABOVE_ZERO,MACD_HIST_CONTRACTING;MACD_MOMENTUM_WEAKENING,OSCILLATOR_MILD_RISK,-1,1,NONE
V18_40A_20260527_131532,2026-05-27,WOLF,,57,44.0,,40.0,69.1604,70.1960,67.0891,KDJ_NEUTRAL,KDJ_NEUTRAL,10.6505,9.3043,1.3461,MACD_ABOVE_ZERO,MACD_HIST_CONTRACTING;MACD_MOMENTUM_WEAKENING,OSCILLATOR_NEUTRAL,0,0,NONE
V18_40A_20260527_131532,2026-05-27,CLS,,58,43.58,,64.0,12.1160,25.1037,-13.8593,KDJ_NEUTRAL,KDJ_OVERSOLD;KDJ_J_EXTREME_LOW,7.8009,15.7223,-7.9214,MACD_ABOVE_ZERO,MACD_HIST_CONTRACTING;MACD_MOMENTUM_WEAKENING,OSCILLATOR_MIXED,1,1,NONE
V18_40A_20260527_131532,2026-05-27,TTMI,,59,43.509206,,40.0,73.0246,66.9278,85.2182,KDJ_NEUTRAL,KDJ_NEUTRAL,11.9435,12.5434,-0.5999,MACD_ABOVE_ZERO,MACD_HIST_EXPANDING;MACD_MOMENTUM_IMPROVING,OSCILLATOR_NEUTRAL,0,0,NONE
V18_40A_20260527_131532,2026-05-27,HUBB,,60,43.316,,72.0,0.6851,3.2845,-4.5135,KDJ_NEUTRAL,KDJ_OVERSOLD;KDJ_J_EXTREME_LOW,-10.0653,-4.4033,-5.6620,MACD_BELOW_ZERO,MACD_HIST_EXPANDING;MACD_MOMENTUM_IMPROVING,OSCILLATOR_POSITIVE_CONFIRMATION,2,0,NONE
V18_40A_20260527_131532,2026-05-27,GEV,,61,42.924,,58.0,32.5110,34.9278,27.6774,KDJ_DEAD_CROSS,KDJ_NEUTRAL,26.6504,36.6316,-9.9811,MACD_ABOVE_ZERO,MACD_HIST_CONTRACTING;MACD_MOMENTUM_WEAKENING,OSCILLATOR_RISK_WARNING,-2,2,NONE
V18_40A_20260527_131532,2026-05-27,VRT,,62,42.856,,40.0,92.0098,90.9220,94.1854,KDJ_NEUTRAL,KDJ_OVERBOUGHT,22.4121,20.0199,2.3921,MACD_ABOVE_ZERO,MACD_HIST_CONTRACTING;MACD_MOMENTUM_WEAKENING,OSCILLATOR_MILD_RISK,0,1,NONE
V18_40A_20260527_131532,2026-05-27,LRCX,,63,42.808,,50.0,76.8697,81.9313,66.7464,KDJ_DEAD_CROSS,KDJ_OVERBOUGHT,13.0004,11.9024,1.0979,MACD_ABOVE_ZERO,MACD_HIST_CONTRACTING;MACD_MOMENTUM_WEAKENING,OSCILLATOR_RISK_WARNING,-1,2,NONE
V18_40A_20260527_131532,2026-05-27,CDNS,,64,42.692,,50.0,37.2983,45.8051,20.2846,KDJ_NEUTRAL,KDJ_NEUTRAL,10.5723,13.2174,-2.6450,MACD_ABOVE_ZERO,MACD_HIST_EXPANDING;MACD_MOMENTUM_IMPROVING,OSCILLATOR_NEUTRAL,0,0,NONE
V18_40A_20260527_131532,2026-05-27,AMAT,,65,42.152,,44.0,86.3955,82.3347,94.5172,KDJ_NEUTRAL,KDJ_OVERBOUGHT,16.3878,14.1598,2.2280,MACD_ABOVE_ZERO,MACD_HIST_CONTRACTING;MACD_MOMENTUM_WEAKENING,OSCILLATOR_MILD_RISK,0,1,NONE
V18_40A_20260527_131532,2026-05-27,SMH,,66,42.104,,54.0,85.6832,90.9492,75.1512,KDJ_DEAD_CROSS,KDJ_OVERBOUGHT,35.1825,33.1456,2.0368,MACD_ABOVE_ZERO,MACD_HIST_CONTRACTING;MACD_MOMENTUM_WEAKENING,OSCILLATOR_RISK_WARNING,-1,2,NONE
V18_40A_20260527_131532,2026-05-27,VECO,,67,42.048,,50.0,42.9356,46.9415,34.9238,KDJ_NEUTRAL,KDJ_NEUTRAL,3.7725,4.5082,-0.7358,MACD_ABOVE_ZERO,MACD_HIST_CONTRACTING;MACD_MOMENTUM_WEAKENING,OSCILLATOR_MILD_RISK,-1,1,NONE
V18_40A_20260527_131532,2026-05-27,TWLO,,68,41.763811,,50.0,34.5539,54.0258,-4.3899,KDJ_NEUTRAL,KDJ_J_EXTREME_LOW,13.3789,15.3354,-1.9565,MACD_ABOVE_ZERO,MACD_HIST_CONTRACTING;MACD_MOMENTUM_WEAKENING,OSCILLATOR_MILD_RISK,0,1,NONE
V18_40A_20260527_131532,2026-05-27,KLIC,,69,41.716,,40.0,86.4743,89.6235,80.1760,KDJ_DEAD_CROSS,KDJ_OVERBOUGHT,7.2296,6.5422,0.6874,MACD_ABOVE_ZERO,MACD_HIST_CONTRACTING;MACD_MOMENTUM_WEAKENING,OSCILLATOR_RISK_WARNING,-1,2,NONE
V18_40A_20260527_131532,2026-05-27,HTZ,,70,40.914843,,70.0,10.3661,13.9115,3.2752,KDJ_NEUTRAL,KDJ_OVERSOLD,-0.1998,-0.0379,-0.1619,MACD_BELOW_ZERO,MACD_HIST_EXPANDING;MACD_MOMENTUM_IMPROVING,OSCILLATOR_MILD_CONFIRMATION,1,0,NONE
V18_40A_20260527_131532,2026-05-27,PUMP,,71,40.669884,,50.0,63.3848,67.4386,55.2770,KDJ_DEAD_CROSS,KDJ_NEUTRAL,0.5909,0.6149,-0.0240,MACD_DEAD_CROSS;MACD_ABOVE_ZERO,MACD_HIST_CONTRACTING;MACD_MOMENTUM_WEAKENING,OSCILLATOR_RISK_WARNING,-3,3,NONE
V18_40A_20260527_131532,2026-05-27,OLPX,,72,40.593772,,60.0,8.1744,23.8148,-23.1064,KDJ_NEUTRAL,KDJ_OVERSOLD;KDJ_J_EXTREME_LOW,0.0286,0.0414,-0.0128,MACD_ABOVE_ZERO,MACD_HIST_EXPANDING;MACD_MOMENTUM_IMPROVING,OSCILLATOR_POSITIVE_CONFIRMATION,2,0,NONE
V18_40A_20260527_131532,2026-05-27,LBRT,,73,40.458386,,60.0,56.8516,62.9476,44.6597,KDJ_NEUTRAL,KDJ_NEUTRAL,0.8752,1.0533,-0.1781,MACD_ABOVE_ZERO,MACD_HIST_CONTRACTING;MACD_MOMENTUM_WEAKENING,OSCILLATOR_MILD_RISK,-1,1,NONE
V18_40A_20260527_131532,2026-05-27,BITF,,74,40.384,,50.0,66.7362,72.8675,54.4735,KDJ_NEUTRAL,KDJ_NEUTRAL,0.4376,0.4273,0.0103,MACD_ABOVE_ZERO,MACD_HIST_CONTRACTING;MACD_MOMENTUM_WEAKENING,OSCILLATOR_NEUTRAL,0,0,NONE
V18_40A_20260527_131532,2026-05-27,APLD,,75,40.362536,,40.0,56.8776,54.7981,61.0365,KDJ_GOLDEN_CROSS,KDJ_NEUTRAL,3.0804,3.2067,-0.1263,MACD_ABOVE_ZERO,MACD_HIST_EXPANDING;MACD_MOMENTUM_IMPROVING,OSCILLATOR_MILD_CONFIRMATION,1,0,NONE
V18_40A_20260527_131532,2026-05-27,EWY,,76,40.1929,,50.0,43.8696,55.1299,21.3491,KDJ_NEUTRAL,KDJ_NEUTRAL,9.4863,10.6813,-1.1950,MACD_ABOVE_ZERO,MACD_HIST_CONTRACTING;MACD_MOMENTUM_WEAKENING,OSCILLATOR_MILD_RISK,-1,1,NONE
V18_40A_20260527_131532,2026-05-27,ETR,,77,40.152,,64.0,13.6871,21.7519,-2.4426,KDJ_NEUTRAL,KDJ_OVERSOLD;KDJ_J_EXTREME_LOW,0.0906,0.7481,-0.6576,MACD_ABOVE_ZERO,MACD_HIST_CONTRACTING;MACD_MOMENTUM_WEAKENING,OSCILLATOR_MIXED,1,1,NONE
V18_40A_20260527_131532,2026-05-27,MCHP,,78,40.144,,50.0,30.8698,54.1125,-15.6156,KDJ_NEUTRAL,KDJ_J_EXTREME_LOW,5.8752,6.5533,-0.6781,MACD_ABOVE_ZERO,MACD_HIST_CONTRACTING;MACD_MOMENTUM_WEAKENING,OSCILLATOR_MILD_RISK,0,1,NONE
