input_source_path,source_name,source_exists,row_count,ticker_column_detected,ticker_count_imported,missing_optional_source_flag,duplicate_ticker_count,final_assigned_tier,final_required_data_depth,final_scan_priority,parse_status
outputs/v18/candidates/V18_25A_R27I_CURRENT_CURRENT_CANDIDATES_PRESENCE_AUDIT.csv,DISCOVERED_V18_25A_R27I_CURRENT_CURRENT_CANDIDATES_,TRUE,2,ticker,2,FALSE,0,MIXED,MIXED,MIXED,OK
outputs/v18/candidates/V18_25A_R27I_CURRENT_RANKED_CANDIDATE_PREVIEW_REFRESH_PLAN.csv,DISCOVERED_V18_25A_R27I_CURRENT_RANKED_CANDIDATE_PR,TRUE,2,ticker,2,FALSE,0,MIXED,MIXED,MIXED,OK
outputs/v18/candidates/V18_25A_R27J_CURRENT_RANKED_CANDIDATES_PREVIEW.csv,DISCOVERED_V18_25A_R27J_CURRENT_RANKED_CANDIDATES_P,TRUE,252,ticker,252,FALSE,0,MIXED,MIXED,MIXED,OK
outputs/v18/candidates/V18_25A_R27J_CURRENT_RANKED_CANDIDATES_PREVIEW_VALIDATION.csv,DISCOVERED_V18_25A_R27J_CURRENT_RANKED_CANDIDATES_P,TRUE,2,ticker,2,FALSE,0,MIXED,MIXED,MIXED,OK
outputs/v18/candidates/V18_25A_R27J_CURRENT_RANKED_CANDIDATE_APPEND_ROWS.csv,DISCOVERED_V18_25A_R27J_CURRENT_RANKED_CANDIDATE_AP,TRUE,2,ticker,2,FALSE,0,MIXED,MIXED,MIXED,OK
outputs/v18/candidates/V18_25A_R27L_CURRENT_FULL_CANDIDATE_JOIN_AUDIT.csv,DISCOVERED_V18_25A_R27L_CURRENT_FULL_CANDIDATE_JOIN,TRUE,252,ticker,252,FALSE,0,MIXED,MIXED,MIXED,OK
outputs/v18/candidates/V18_35D_FULL_UNIVERSE_CANDIDATE_EXPANSION_PREVIEW.csv,DISCOVERED_V18_35D_FULL_UNIVERSE_CANDIDATE_EXPANSIO,TRUE,317,ticker,317,FALSE,0,MIXED,MIXED,MIXED,OK
outputs/v18/candidates/V18_35D_FULL_UNIVERSE_COMPUTATION_STATUS.csv,DISCOVERED_V18_35D_FULL_UNIVERSE_COMPUTATION_STATUS,TRUE,323,ticker,323,FALSE,0,MIXED,MIXED,MIXED,OK
outputs/v18/candidates/V18_35D_FULL_UNIVERSE_RECOMPUTED_RANKED_CANDIDATES.csv,DISCOVERED_V18_35D_FULL_UNIVERSE_RECOMPUTED_RANKED_,TRUE,317,ticker,317,FALSE,0,MIXED,MIXED,MIXED,OK
outputs/v18/candidates/V18_35D_FULL_UNIVERSE_RECOMPUTE_FAILURES.csv,DISCOVERED_V18_35D_FULL_UNIVERSE_RECOMPUTE_FAILURES,TRUE,6,ticker,6,FALSE,0,MIXED,MIXED,MIXED,OK
outputs/v18/candidates/V18_35E_CANDIDATE_ADOPTION_BRIDGE.csv,DISCOVERED_V18_35E_CANDIDATE_ADOPTION_BRIDGE,TRUE,335,ticker,335,FALSE,0,MIXED,MIXED,MIXED,OK
outputs/v18/candidates/V18_35E_NEXT_FREEZE_READINESS_CANDIDATES.csv,DISCOVERED_V18_35E_NEXT_FREEZE_READINESS_CANDIDATES,TRUE,0,ticker,0,FALSE,0,,,,OK
outputs/v18/candidates/V18_35E_RECOMPUTED_AFTER_ONLINE_BACKFILL_CANDIDATES.csv,DISCOVERED_V18_35E_RECOMPUTED_AFTER_ONLINE_BACKFILL,TRUE,317,ticker,317,FALSE,0,MIXED,MIXED,MIXED,OK
outputs/v18/candidates/V18_40A_CANDIDATE_TOP_FULL_CANONICAL_SYNC_DIFF.csv,DISCOVERED_V18_40A_CANDIDATE_TOP_FULL_CANONICAL_SYN,TRUE,26,ticker,26,FALSE,0,MIXED,MIXED,MIXED,OK
outputs/v18/candidates/V18_40A_CANDIDATE_TOP_FULL_CANONICAL_SYNC_PREVIEW.csv,DISCOVERED_V18_40A_CANDIDATE_TOP_FULL_CANONICAL_SYN,TRUE,20,ticker,20,FALSE,0,MIXED,MIXED,MIXED,OK
outputs/v18/candidates/V18_CURRENT_CANDIDATE_SOURCE_MAP.csv,DISCOVERED_V18_CURRENT_CANDIDATE_SOURCE_MAP,TRUE,8,unique_ticker_count,4,FALSE,4,MIXED,MIXED,MIXED,OK
outputs/v18/candidates/V18_CURRENT_CANDIDATE_THEME_CLASSIFICATION.csv,DISCOVERED_V18_CURRENT_CANDIDATE_THEME_CLASSIFICATI,TRUE,252,ticker,252,FALSE,0,MIXED,MIXED,MIXED,OK
outputs/v18/candidates/V18_CURRENT_FULL_RANKED_CANDIDATES.csv,DISCOVERED_V18_CURRENT_FULL_RANKED_CANDIDATES,TRUE,318,ticker,318,FALSE,0,MIXED,MIXED,MIXED,OK
outputs/v18/candidates/V18_CURRENT_TOP_RANKED_CANDIDATES.csv,DISCOVERED_V18_CURRENT_TOP_RANKED_CANDIDATES,TRUE,20,ticker,20,FALSE,0,MIXED,MIXED,MIXED,OK
outputs/v18/candidates/V18_RESTORED_RANKED_CANDIDATES_FROM_R29C_SNAPSHOT.csv,DISCOVERED_V18_RESTORED_RANKED_CANDIDATES_FROM_R29C,TRUE,252,ticker,252,FALSE,0,MIXED,MIXED,MIXED,OK
outputs/v18/coverage_resolution/V18_25A_R27A_CURRENT_PARTIAL_MATURE_REVIEW_CANDIDATES.csv,DISCOVERED_V18_25A_R27A_CURRENT_PARTIAL_MATURE_REVI,TRUE,2,ticker,2,FALSE,0,MIXED,MIXED,MIXED,OK
outputs/v18/coverage_resolution/V18_25A_R27B_CURRENT_R27C_DRYRUN_CANDIDATES.csv,DISCOVERED_V18_25A_R27B_CURRENT_R27C_DRYRUN_CANDIDA,TRUE,2,ticker,2,FALSE,0,MIXED,MIXED,MIXED,OK
outputs/v18/degraded_daily_review/V18_25A_R4_CURRENT_CANDIDATE_REFRESH_SCRIPTS.csv,DISCOVERED_V18_25A_R4_CURRENT_CANDIDATE_REFRESH_SCR,TRUE,176,,0,FALSE,0,,,,OK
outputs/v18/event_risk/V18_21E_CURRENT_EVENT_ADJUSTED_CANDIDATES.csv,DISCOVERED_V18_21E_CURRENT_EVENT_ADJUSTED_CANDIDATE,TRUE,325,ticker,325,FALSE,0,MIXED,MIXED,MIXED,OK
outputs/v18/event_risk/V18_21E_R1_CURRENT_EVENT_ADJUSTED_CANDIDATES.csv,DISCOVERED_V18_21E_R1_CURRENT_EVENT_ADJUSTED_CANDID,TRUE,325,ticker,325,FALSE,0,MIXED,MIXED,MIXED,OK
outputs/v18/factor_pack/V18_35D_FULL_UNIVERSE_FACTOR_PACK_RANKING.csv,DISCOVERED_V18_35D_FULL_UNIVERSE_FACTOR_PACK_RANKIN,TRUE,317,ticker,317,FALSE,0,MIXED,MIXED,MIXED,OK
outputs/v18/factor_validation/V18_25A_R26A_CURRENT_RANKED_CANDIDATE_JOIN_AUDIT.csv,DISCOVERED_V18_25A_R26A_CURRENT_RANKED_CANDIDATE_JO,TRUE,250,ticker,250,FALSE,0,MIXED,MIXED,MIXED,OK
outputs/v18/forward_test/V18_25A_R26B_CURRENT_FULL_CANDIDATE_JOIN_AUDIT.csv,DISCOVERED_V18_25A_R26B_CURRENT_FULL_CANDIDATE_JOIN,TRUE,252,ticker,252,FALSE,0,MIXED,MIXED,MIXED,OK
outputs/v18/ops/V18_14C_CURRENT_RANKED_CANDIDATE_FORWARD_TRACKER_INPUT_AUDIT.csv,DISCOVERED_V18_14C_CURRENT_RANKED_CANDIDATE_FORWARD,TRUE,20,,0,FALSE,0,,,,OK
outputs/v18/ops/V18_14C_CURRENT_RANKED_CANDIDATE_FORWARD_TRACKER_SUMMARY.csv,DISCOVERED_V18_14C_CURRENT_RANKED_CANDIDATE_FORWARD,TRUE,1,top_5_tickers,0,FALSE,0,,,,OK
outputs/v18/ops/V18_14D_CURRENT_RANKED_CANDIDATE_FORWARD_PRICE_FILLER_INPUT_AUDIT.csv,DISCOVERED_V18_14D_CURRENT_RANKED_CANDIDATE_FORWARD,TRUE,108,,0,FALSE,0,,,,OK
outputs/v18/ops/V18_14D_CURRENT_RANKED_CANDIDATE_FORWARD_PRICE_FILLER_SUMMARY.csv,DISCOVERED_V18_14D_CURRENT_RANKED_CANDIDATE_FORWARD,TRUE,1,top_5_tickers,0,FALSE,0,,,,OK
outputs/v18/ops/V18_16F_CURRENT_DAILY_WITH_ROLLING_UNIVERSE_SCAN_INPUT_AUDIT.csv,DISCOVERED_V18_16F_CURRENT_DAILY_WITH_ROLLING_UNIVE,TRUE,6,,0,FALSE,0,,,,OK
outputs/v18/ops/V18_16F_CURRENT_DAILY_WITH_ROLLING_UNIVERSE_SCAN_SUMMARY.csv,DISCOVERED_V18_16F_CURRENT_DAILY_WITH_ROLLING_UNIVE,TRUE,57,,0,FALSE,0,,,,OK
outputs/v18/ops/V18_18B_CURRENT_COMPRESSION_CANDIDATES.csv,DISCOVERED_V18_18B_CURRENT_COMPRESSION_CANDIDATES,TRUE,39,,0,FALSE,0,,,,OK
outputs/v18/ops/V18_20A_CURRENT_DEEP_CLEANUP_CANDIDATES.csv,DISCOVERED_V18_20A_CURRENT_DEEP_CLEANUP_CANDIDATES,TRUE,2234,,0,FALSE,0,,,,OK
outputs/v18/ops/V18_20E_CURRENT_POSSIBLE_RULE_UPGRADE_CANDIDATES.csv,DISCOVERED_V18_20E_CURRENT_POSSIBLE_RULE_UPGRADE_CA,TRUE,0,,0,FALSE,0,,,,OK
outputs/v18/ops/V18_20H_CURRENT_ARCHIVED_ORIGINAL_DELETE_CANDIDATES.csv,DISCOVERED_V18_20H_CURRENT_ARCHIVED_ORIGINAL_DELETE,TRUE,272,,0,FALSE,0,,,,OK
outputs/v18/ops/V18_34A_STORAGE_DELETE_CANDIDATES.csv,DISCOVERED_V18_34A_STORAGE_DELETE_CANDIDATES,TRUE,63,,0,FALSE,0,,,,OK
outputs/v18/ops/V18_35A_UNIVERSE_TO_CANDIDATE_DIFF_DETAIL.csv,DISCOVERED_V18_35A_UNIVERSE_TO_CANDIDATE_DIFF_DETAI,TRUE,334,ticker,334,FALSE,0,MIXED,MIXED,MIXED,OK
outputs/v18/ops/V18_35A_UNIVERSE_TO_CANDIDATE_DIFF_SUMMARY.csv,DISCOVERED_V18_35A_UNIVERSE_TO_CANDIDATE_DIFF_SUMMA,TRUE,1,,0,FALSE,0,,,,OK
outputs/v18/ops/V18_35B_CANDIDATE_SOURCE_DEPENDENCIES.csv,DISCOVERED_V18_35B_CANDIDATE_SOURCE_DEPENDENCIES,TRUE,63,,0,FALSE,0,,,,OK
outputs/v18/ops/V18_35B_CANDIDATE_SOURCE_NORMALIZATION_SUMMARY.csv,DISCOVERED_V18_35B_CANDIDATE_SOURCE_NORMALIZATION_S,TRUE,1,,0,FALSE,0,,,,OK
outputs/v18/ops/V18_35C_CANDIDATE_SOURCE_DEPENDENCY_PATCH_SUMMARY.csv,DISCOVERED_V18_35C_CANDIDATE_SOURCE_DEPENDENCY_PATC,TRUE,1,,0,FALSE,0,,,,OK
outputs/v18/ops/V18_35C_CANDIDATE_SOURCE_DEPENDENCY_REVIEW.csv,DISCOVERED_V18_35C_CANDIDATE_SOURCE_DEPENDENCY_REVI,TRUE,78,,0,FALSE,0,,,,OK
outputs/v18/ops/V18_35D_FULL_UNIVERSE_RECOMPUTE_SUMMARY.csv,DISCOVERED_V18_35D_FULL_UNIVERSE_RECOMPUTE_SUMMARY,TRUE,1,invalid_pseudo_ticker_count,1,FALSE,0,MIXED,MIXED,MIXED,OK
outputs/v18/ops/V18_35E_ONLINE_BACKFILL_CANDIDATE_BRIDGE_SUMMARY.csv,DISCOVERED_V18_35E_ONLINE_BACKFILL_CANDIDATE_BRIDGE,TRUE,1,duplicate_ticker_count,1,FALSE,0,MIXED,MIXED,MIXED,OK
outputs/v18/ops/V18_35G_UNIVERSE_INVALID_TICKER_PRUNE_DETAIL.csv,DISCOVERED_V18_35G_UNIVERSE_INVALID_TICKER_PRUNE_DE,TRUE,15,ticker,15,FALSE,0,MIXED,MIXED,MIXED,OK
outputs/v18/ops/V18_35G_UNIVERSE_INVALID_TICKER_PRUNE_PREVIEW.csv,DISCOVERED_V18_35G_UNIVERSE_INVALID_TICKER_PRUNE_PR,TRUE,1,apply_universe_invalid_ticker_prune,1,FALSE,0,MIXED,MIXED,MIXED,OK
outputs/v18/ops/V18_35G_UNIVERSE_INVALID_TICKER_PRUNE_SUMMARY.csv,DISCOVERED_V18_35G_UNIVERSE_INVALID_TICKER_PRUNE_SU,TRUE,1,apply_universe_invalid_ticker_prune,1,FALSE,0,MIXED,MIXED,MIXED,OK
outputs/v18/ops/V18_37A_SHADOW_STRATEGY_CANDIDATES.csv,DISCOVERED_V18_37A_SHADOW_STRATEGY_CANDIDATES,TRUE,100,ticker,18,FALSE,82,MIXED,MIXED,MIXED,OK
outputs/v18/ops/V18_40A_CANDIDATE_TOP_FULL_CANONICAL_SYNC_SUMMARY.csv,DISCOVERED_V18_40A_CANDIDATE_TOP_FULL_CANONICAL_SYN,TRUE,1,,0,FALSE,0,,,,OK
outputs/v18/ops/V18_46A_UNIVERSE_SOURCE_AUDIT.csv,DISCOVERED_V18_46A_UNIVERSE_SOURCE_AUDIT,TRUE,1,accepted_ticker_count,1,FALSE,0,MIXED,MIXED,MIXED,OK
outputs/v18/ops/V18_5B_CURRENT_DELETE_CANDIDATE_RUNTIME_AUDIT.csv,DISCOVERED_V18_5B_CURRENT_DELETE_CANDIDATE_RUNTIME_,TRUE,12,,0,FALSE,0,,,,OK
outputs/v18/ops/V18_5C_CURRENT_ARCHIVE_ZERO_RUNTIME_CANDIDATES.csv,DISCOVERED_V18_5C_CURRENT_ARCHIVE_ZERO_RUNTIME_CAND,TRUE,1,,0,FALSE,0,,,,OK
outputs/v18/ops/V18_CURRENT_COMPRESSION_CANDIDATES.csv,DISCOVERED_V18_CURRENT_COMPRESSION_CANDIDATES,TRUE,39,,0,FALSE,0,,,,OK
outputs/v18/ops/V18_CURRENT_DAILY_WITH_ROLLING_UNIVERSE_SCAN_SUMMARY.csv,DISCOVERED_V18_CURRENT_DAILY_WITH_ROLLING_UNIVERSE_,TRUE,57,,0,FALSE,0,,,,OK
outputs/v18/ops/V18_CURRENT_DELETE_CANDIDATES.csv,DISCOVERED_V18_CURRENT_DELETE_CANDIDATES,TRUE,180,,0,FALSE,0,,,,OK
outputs/v18/ops/V18_CURRENT_RANKED_CANDIDATE_FRESHNESS_AUDIT.csv,DISCOVERED_V18_CURRENT_RANKED_CANDIDATE_FRESHNESS_A,TRUE,1,stale_topn_tickers,0,FALSE,0,,,,OK
outputs/v18/post_merge_validation/V18_25A_R25E_CURRENT_RANKED_CANDIDATE_IMPACT.csv,DISCOVERED_V18_25A_R25E_CURRENT_RANKED_CANDIDATE_IM,TRUE,93,ticker,93,FALSE,0,MIXED,MIXED,MIXED,OK
outputs/v18/post_merge_validation/V18_25A_R25F_CURRENT_RANKED_CANDIDATE_TARGET_IMPACT.csv,DISCOVERED_V18_25A_R25F_CURRENT_RANKED_CANDIDATE_TA,TRUE,93,ticker,93,FALSE,0,MIXED,MIXED,MIXED,OK
outputs/v18/price_factors/V18_21A_R3_CURRENT_UNIVERSE_SOURCE_AUDIT.csv,DISCOVERED_V18_21A_R3_CURRENT_UNIVERSE_SOURCE_AUDIT,TRUE,3,parsed_ticker_count,2,FALSE,1,MIXED,MIXED,MIXED,OK
outputs/v18/price_factors/V18_21A_R4_CURRENT_MISSING_HISTORY_BACKFILL_UNIVERSE.csv,DISCOVERED_V18_21A_R4_CURRENT_MISSING_HISTORY_BACKF,TRUE,221,ticker,221,FALSE,0,MIXED,MIXED,MIXED,OK
outputs/v18/ranking/V18_17A_CURRENT_RANKED_CANDIDATE_SCORE_EXPLANATION.csv,DISCOVERED_V18_17A_CURRENT_RANKED_CANDIDATE_SCORE_E,TRUE,20,ticker,20,FALSE,0,MIXED,MIXED,MIXED,OK
outputs/v18/ranking/V18_CURRENT_RANKED_CANDIDATE_SCORE_EXPLANATION.csv,DISCOVERED_V18_CURRENT_RANKED_CANDIDATE_SCORE_EXPLA,TRUE,20,ticker,20,FALSE,0,MIXED,MIXED,MIXED,OK
outputs/v18/read_center/V18_13B_CURRENT_RANKED_CANDIDATE_SUMMARY.csv,DISCOVERED_V18_13B_CURRENT_RANKED_CANDIDATE_SUMMARY,TRUE,16,,0,FALSE,0,,,,OK
outputs/v18/read_center/V18_13C_CURRENT_UNIFIED_DAILY_WITH_RANKED_CANDIDATES_INPUT_AUDIT.csv,DISCOVERED_V18_13C_CURRENT_UNIFIED_DAILY_WITH_RANKE,TRUE,14,,0,FALSE,0,,,,OK
outputs/v18/read_center/V18_13C_CURRENT_UNIFIED_DAILY_WITH_RANKED_CANDIDATES_SUMMARY.csv,DISCOVERED_V18_13C_CURRENT_UNIFIED_DAILY_WITH_RANKE,TRUE,18,,0,FALSE,0,,,,OK
outputs/v18/rolling_coverage/V18_23A_R1_CURRENT_UNIVERSE_SOURCE_COMPARISON.csv,DISCOVERED_V18_23A_R1_CURRENT_UNIVERSE_SOURCE_COMPA,TRUE,13,,0,FALSE,0,,,,OK
outputs/v18/simulation/V18_CURRENT_SIM_CANDIDATE_TRACKER.csv,DISCOVERED_V18_CURRENT_SIM_CANDIDATE_TRACKER,TRUE,93,ticker,31,FALSE,62,MIXED,MIXED,MIXED,OK
outputs/v18/simulation/V18_CURRENT_SIM_CANDIDATE_TRACKER_TODAY.csv,DISCOVERED_V18_CURRENT_SIM_CANDIDATE_TRACKER_TODAY,TRUE,31,ticker,31,FALSE,0,MIXED,MIXED,MIXED,OK
outputs/v18/staged_backfill/V18_23C_R1_CURRENT_MERGE_CANDIDATES.csv,DISCOVERED_V18_23C_R1_CURRENT_MERGE_CANDIDATES,TRUE,56,ticker,56,FALSE,0,MIXED,MIXED,MIXED,OK
outputs/v18/staged_backfill/V18_23C_R2_CURRENT_FULL_HISTORY_INTEGRATION_CANDIDATES.csv,DISCOVERED_V18_23C_R2_CURRENT_FULL_HISTORY_INTEGRAT,TRUE,51,ticker,51,FALSE,0,MIXED,MIXED,MIXED,OK
outputs/v18/staged_backfill/V18_23C_R5_CURRENT_BATCH2_MERGE_CANDIDATES.csv,DISCOVERED_V18_23C_R5_CURRENT_BATCH2_MERGE_CANDIDAT,TRUE,52,ticker,52,FALSE,0,MIXED,MIXED,MIXED,OK
outputs/v18/staged_backfill/V18_23C_R6_CURRENT_BATCH2_FULL_HISTORY_INTEGRATION_CANDIDATES.csv,DISCOVERED_V18_23C_R6_CURRENT_BATCH2_FULL_HISTORY_I,TRUE,52,ticker,52,FALSE,0,MIXED,MIXED,MIXED,OK
outputs/v18/staged_backfill/V18_25A_R16_CURRENT_BATCH3_CANDIDATE_PLAN.csv,DISCOVERED_V18_25A_R16_CURRENT_BATCH3_CANDIDATE_PLA,TRUE,65,ticker,65,FALSE,0,MIXED,MIXED,MIXED,OK
outputs/v18/staged_backfill/V18_25A_R18_CURRENT_BATCH3_FULL_HISTORY_CANDIDATES.csv,DISCOVERED_V18_25A_R18_CURRENT_BATCH3_FULL_HISTORY_,TRUE,59,ticker,59,FALSE,0,MIXED,MIXED,MIXED,OK
outputs/v18/staged_backfill/V18_25A_R23C_CURRENT_OFFICIAL_INTEGRATION_CANDIDATES.csv,DISCOVERED_V18_25A_R23C_CURRENT_OFFICIAL_INTEGRATIO,TRUE,0,ticker,0,FALSE,0,,,,OK
outputs/v18/staged_backfill/V18_25A_R23_CURRENT_MISSING_CACHE_CANDIDATES.csv,DISCOVERED_V18_25A_R23_CURRENT_MISSING_CACHE_CANDID,TRUE,58,ticker,58,FALSE,0,MIXED,MIXED,MIXED,OK
outputs/v18/staged_backfill/V18_25A_R27A_MANUAL_PARTIAL_MATURITY_REVIEW_CANDIDATES.csv,DISCOVERED_V18_25A_R27A_MANUAL_PARTIAL_MATURITY_REV,TRUE,4,ticker,4,FALSE,0,MIXED,MIXED,MIXED,OK
outputs/v18/technical_timing/V18_35D_FULL_UNIVERSE_TECHNICAL_TIMING.csv,DISCOVERED_V18_35D_FULL_UNIVERSE_TECHNICAL_TIMING,TRUE,317,ticker,317,FALSE,0,MIXED,MIXED,MIXED,OK
outputs/v18/tier_migration/V18_24B_CURRENT_OPERATOR_TOP_TIER_CANDIDATES.csv,DISCOVERED_V18_24B_CURRENT_OPERATOR_TOP_TIER_CANDID,TRUE,27,ticker,27,FALSE,0,MIXED,MIXED,MIXED,OK
outputs/v18/universe/V18_16A_CURRENT_UNIVERSE_ROLLING_STATE_AUDIT.csv,DISCOVERED_V18_16A_CURRENT_UNIVERSE_ROLLING_STATE_A,TRUE,113,ticker_column_detected,1,FALSE,70,MIXED,MIXED,MIXED,OK
outputs/v18/universe/V18_16A_P1_CURRENT_MANUAL_UNIVERSE_ADDITION_AUDIT.csv,DISCOVERED_V18_16A_P1_CURRENT_MANUAL_UNIVERSE_ADDIT,TRUE,275,ticker,275,FALSE,0,MIXED,MIXED,MIXED,OK
outputs/v18/universe/V18_16K_R1_CURRENT_UNIVERSE_COUNT_RECONCILIATION.csv,DISCOVERED_V18_16K_R1_CURRENT_UNIVERSE_COUNT_RECONC,TRUE,10,,0,FALSE,0,,,,OK
outputs/v18/universe/V18_16K_R2_CURRENT_UNIVERSE_COUNT_RECONCILIATION.csv,DISCOVERED_V18_16K_R2_CURRENT_UNIVERSE_COUNT_RECONC,TRUE,10,,0,FALSE,0,,,,OK
outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv,DISCOVERED_V18_CURRENT_UNIVERSE_ROLLING_STATE,TRUE,335,ticker,335,FALSE,0,MIXED,MIXED,MIXED,OK
outputs/v18/weight_research/V18_10C_CURRENT_WEIGHT_CANDIDATES.csv,DISCOVERED_V18_10C_CURRENT_WEIGHT_CANDIDATES,TRUE,7,,0,FALSE,0,,,,OK
state/v18/raw105_universe_for_factor_lab.csv,DISCOVERED_RAW105_UNIVERSE_FOR_FACTOR_LAB,TRUE,105,ticker,105,FALSE,0,MIXED,MIXED,MIXED,OK
state/v18/simulation/V18_CURRENT_SIM_CANDIDATE_TRACKER.csv,DISCOVERED_V18_CURRENT_SIM_CANDIDATE_TRACKER,TRUE,93,ticker,31,FALSE,62,MIXED,MIXED,MIXED,OK
state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv,DISCOVERED_V18_UNIVERSE_ROLLING_STATE,TRUE,335,ticker,335,FALSE,0,MIXED,MIXED,MIXED,OK
FINAL_UNIVERSE,TIER_SUMMARY_POSITION,TRUE,0,ticker,0,FALSE,0,POSITION,FULL_POSITION_DATA,1000,OK
FINAL_UNIVERSE,TIER_SUMMARY_CORE_DAILY,TRUE,45,ticker,45,FALSE,0,CORE_DAILY,FULL_FACTOR_DATA,800,OK
FINAL_UNIVERSE,TIER_SUMMARY_CANDIDATE,TRUE,273,ticker,273,FALSE,0,CANDIDATE,MEDIUM_TREND_DATA,600,OK
FINAL_UNIVERSE,TIER_SUMMARY_STRONG_WATCH,TRUE,0,ticker,0,FALSE,0,STRONG_WATCH,LIGHT_PLUS_DATA,400,OK
FINAL_UNIVERSE,TIER_SUMMARY_WATCHLIST,TRUE,0,ticker,0,FALSE,0,WATCHLIST,LIGHT_DATA,250,OK
FINAL_UNIVERSE,TIER_SUMMARY_RESEARCH,TRUE,18,ticker,18,FALSE,0,RESEARCH,LIGHT_DATA,100,OK
