ticker,in_universe,covered_in_true_5day_window,scan_count_in_window,duplicate_scan_count,latest_scan_date,oldest_scan_date,scan_dates_in_window,evidence_sources,coverage_status
IREN,TRUE,TRUE,2,1,2026-05-20,2026-05-19,2026-05-20;2026-05-19,D:\us-tech-quant\archive\stable\V18_16G_R1_stable_run_triggered_rolling_universe_scan_20260519_122357\outputs\v18\universe\V18_16B_CURRENT_ROLLING_SCAN_PLAN.csv;D:\us-tech-quant\archive\stable\V18_16G_R1_stable_run_triggered_rolling_universe_scan_20260519_122357\outputs\v18\universe\V18_CURRENT_ROLLING_SCAN_PLAN.csv;D:\us-tech-quant\outputs\v18\universe\V18_16B_CURRENT_ROLLING_SCAN_PLAN.csv;D:\us-tech-quant\outputs\v18\universe\V18_CURRENT_ROLLING_SCAN_PLAN.csv;D:\us-tech-quant\outputs\v18\universe\V18_CURRENT_UNIVERSE_ROLLING_STATE.csv;D:\us-tech-quant\state\v18\universe\V18_UNIVERSE_ROLLING_STATE.csv,COVERED
ISRG,TRUE,FALSE,0,0,,,,,UNCOVERED
IWM,TRUE,FALSE,0,0,,,,,UNCOVERED
IYW,TRUE,TRUE,1,0,2026-05-19,2026-05-19,2026-05-19,D:\us-tech-quant\outputs\v18\universe\V18_CURRENT_UNIVERSE_ROLLING_STATE.csv;D:\us-tech-quant\state\v18\universe\V18_UNIVERSE_ROLLING_STATE.csv,COVERED
JBL,TRUE,TRUE,2,1,2026-05-20,2026-05-19,2026-05-20;2026-05-19,D:\us-tech-quant\archive\stable\V18_16G_R1_stable_run_triggered_rolling_universe_scan_20260519_122357\outputs\v18\universe\V18_16B_CURRENT_ROLLING_SCAN_PLAN.csv;D:\us-tech-quant\archive\stable\V18_16G_R1_stable_run_triggered_rolling_universe_scan_20260519_122357\outputs\v18\universe\V18_CURRENT_ROLLING_SCAN_PLAN.csv;D:\us-tech-quant\outputs\v18\universe\V18_16B_CURRENT_ROLLING_SCAN_PLAN.csv;D:\us-tech-quant\outputs\v18\universe\V18_CURRENT_ROLLING_SCAN_PLAN.csv;D:\us-tech-quant\outputs\v18\universe\V18_CURRENT_UNIVERSE_ROLLING_STATE.csv;D:\us-tech-quant\state\v18\universe\V18_UNIVERSE_ROLLING_STATE.csv,COVERED
JBS,TRUE,FALSE,0,0,,,,,UNCOVERED
JCI,TRUE,FALSE,0,0,,,,,UNCOVERED
JD,TRUE,FALSE,0,0,,,,,UNCOVERED
JFROG,TRUE,FALSE,0,0,,,,,UNCOVERED
JHX,TRUE,FALSE,0,0,,,,,UNCOVERED
KEYS,TRUE,TRUE,1,0,2026-05-19,2026-05-19,2026-05-19,D:\us-tech-quant\outputs\v18\universe\V18_CURRENT_UNIVERSE_ROLLING_STATE.csv;D:\us-tech-quant\state\v18\universe\V18_UNIVERSE_ROLLING_STATE.csv,COVERED
KKR,TRUE,FALSE,0,0,,,,,UNCOVERED
KLAC,TRUE,TRUE,2,1,2026-05-20,2026-05-19,2026-05-20;2026-05-19,D:\us-tech-quant\archive\stable\V18_16G_R1_stable_run_triggered_rolling_universe_scan_20260519_122357\outputs\v18\universe\V18_16B_CURRENT_ROLLING_SCAN_PLAN.csv;D:\us-tech-quant\archive\stable\V18_16G_R1_stable_run_triggered_rolling_universe_scan_20260519_122357\outputs\v18\universe\V18_CURRENT_ROLLING_SCAN_PLAN.csv;D:\us-tech-quant\outputs\v18\universe\V18_16B_CURRENT_ROLLING_SCAN_PLAN.csv;D:\us-tech-quant\outputs\v18\universe\V18_CURRENT_ROLLING_SCAN_PLAN.csv;D:\us-tech-quant\outputs\v18\universe\V18_CURRENT_UNIVERSE_ROLLING_STATE.csv;D:\us-tech-quant\state\v18\universe\V18_UNIVERSE_ROLLING_STATE.csv,COVERED
KLAR,TRUE,FALSE,0,0,,,,,UNCOVERED
KLIC,TRUE,TRUE,1,0,2026-05-19,2026-05-19,2026-05-19,D:\us-tech-quant\outputs\v18\universe\V18_CURRENT_UNIVERSE_ROLLING_STATE.csv;D:\us-tech-quant\state\v18\universe\V18_UNIVERSE_ROLLING_STATE.csv,COVERED
KNX,TRUE,FALSE,0,0,,,,,UNCOVERED
KRC,TRUE,FALSE,0,0,,,,,UNCOVERED
KVYO,TRUE,FALSE,0,0,,,,,UNCOVERED
KWEB,TRUE,FALSE,0,0,,,,,UNCOVERED
LBRT,TRUE,FALSE,0,0,,,,,UNCOVERED
LCID,TRUE,FALSE,0,0,,,,,UNCOVERED
LHX,TRUE,FALSE,0,0,,,,,UNCOVERED
LIN,TRUE,FALSE,0,0,,,,,UNCOVERED
LINE,TRUE,FALSE,0,0,,,,,UNCOVERED
LITE,TRUE,TRUE,2,1,2026-05-20,2026-05-19,2026-05-20;2026-05-19,D:\us-tech-quant\archive\stable\V18_16G_R1_stable_run_triggered_rolling_universe_scan_20260519_122357\outputs\v18\universe\V18_16B_CURRENT_ROLLING_SCAN_PLAN.csv;D:\us-tech-quant\archive\stable\V18_16G_R1_stable_run_triggered_rolling_universe_scan_20260519_122357\outputs\v18\universe\V18_CURRENT_ROLLING_SCAN_PLAN.csv;D:\us-tech-quant\outputs\v18\universe\V18_16B_CURRENT_ROLLING_SCAN_PLAN.csv;D:\us-tech-quant\outputs\v18\universe\V18_CURRENT_ROLLING_SCAN_PLAN.csv;D:\us-tech-quant\outputs\v18\universe\V18_CURRENT_UNIVERSE_ROLLING_STATE.csv;D:\us-tech-quant\state\v18\universe\V18_UNIVERSE_ROLLING_STATE.csv,COVERED
LPLA,TRUE,FALSE,0,0,,,,,UNCOVERED
LRCX,TRUE,TRUE,2,1,2026-05-20,2026-05-19,2026-05-20;2026-05-19,D:\us-tech-quant\archive\stable\V18_16G_R1_stable_run_triggered_rolling_universe_scan_20260519_122357\outputs\v18\universe\V18_16B_CURRENT_ROLLING_SCAN_PLAN.csv;D:\us-tech-quant\archive\stable\V18_16G_R1_stable_run_triggered_rolling_universe_scan_20260519_122357\outputs\v18\universe\V18_CURRENT_ROLLING_SCAN_PLAN.csv;D:\us-tech-quant\outputs\v18\universe\V18_16B_CURRENT_ROLLING_SCAN_PLAN.csv;D:\us-tech-quant\outputs\v18\universe\V18_CURRENT_ROLLING_SCAN_PLAN.csv;D:\us-tech-quant\outputs\v18\universe\V18_CURRENT_UNIVERSE_ROLLING_STATE.csv;D:\us-tech-quant\state\v18\universe\V18_UNIVERSE_ROLLING_STATE.csv,COVERED
LSCC,TRUE,FALSE,0,0,,,,,UNCOVERED
LYB,TRUE,FALSE,0,0,,,,,UNCOVERED
LYFT,TRUE,FALSE,0,0,,,,,UNCOVERED
MA,TRUE,FALSE,0,0,,,,,UNCOVERED
MCHP,TRUE,TRUE,1,0,2026-05-19,2026-05-19,2026-05-19,D:\us-tech-quant\outputs\v18\universe\V18_CURRENT_UNIVERSE_ROLLING_STATE.csv;D:\us-tech-quant\state\v18\universe\V18_UNIVERSE_ROLLING_STATE.csv,COVERED
MCK,TRUE,FALSE,0,0,,,,,UNCOVERED
MDB,TRUE,TRUE,2,1,2026-05-20,2026-05-19,2026-05-20;2026-05-19,D:\us-tech-quant\archive\stable\V18_16G_R1_stable_run_triggered_rolling_universe_scan_20260519_122357\outputs\v18\universe\V18_16B_CURRENT_ROLLING_SCAN_PLAN.csv;D:\us-tech-quant\archive\stable\V18_16G_R1_stable_run_triggered_rolling_universe_scan_20260519_122357\outputs\v18\universe\V18_CURRENT_ROLLING_SCAN_PLAN.csv;D:\us-tech-quant\outputs\v18\universe\V18_16B_CURRENT_ROLLING_SCAN_PLAN.csv;D:\us-tech-quant\outputs\v18\universe\V18_CURRENT_ROLLING_SCAN_PLAN.csv;D:\us-tech-quant\outputs\v18\universe\V18_CURRENT_UNIVERSE_ROLLING_STATE.csv;D:\us-tech-quant\state\v18\universe\V18_UNIVERSE_ROLLING_STATE.csv,COVERED
MELI,TRUE,FALSE,0,0,,,,,UNCOVERED
META,TRUE,TRUE,1,0,2026-05-19,2026-05-19,2026-05-19,D:\us-tech-quant\outputs\v18\universe\V18_CURRENT_UNIVERSE_ROLLING_STATE.csv;D:\us-tech-quant\state\v18\universe\V18_UNIVERSE_ROLLING_STATE.csv,COVERED
MKSI,TRUE,TRUE,2,1,2026-05-20,2026-05-19,2026-05-20;2026-05-19,D:\us-tech-quant\archive\stable\V18_16G_R1_stable_run_triggered_rolling_universe_scan_20260519_122357\outputs\v18\universe\V18_16B_CURRENT_ROLLING_SCAN_PLAN.csv;D:\us-tech-quant\archive\stable\V18_16G_R1_stable_run_triggered_rolling_universe_scan_20260519_122357\outputs\v18\universe\V18_CURRENT_ROLLING_SCAN_PLAN.csv;D:\us-tech-quant\outputs\v18\universe\V18_16B_CURRENT_ROLLING_SCAN_PLAN.csv;D:\us-tech-quant\outputs\v18\universe\V18_CURRENT_ROLLING_SCAN_PLAN.csv;D:\us-tech-quant\outputs\v18\universe\V18_CURRENT_UNIVERSE_ROLLING_STATE.csv;D:\us-tech-quant\state\v18\universe\V18_UNIVERSE_ROLLING_STATE.csv,COVERED
MNTN,TRUE,FALSE,0,0,,,,,UNCOVERED
MOD,TRUE,TRUE,1,0,2026-05-19,2026-05-19,2026-05-19,D:\us-tech-quant\outputs\v18\universe\V18_CURRENT_UNIVERSE_ROLLING_STATE.csv;D:\us-tech-quant\state\v18\universe\V18_UNIVERSE_ROLLING_STATE.csv,COVERED
MOH,TRUE,FALSE,0,0,,,,,UNCOVERED
MPLX,TRUE,FALSE,0,0,,,,,UNCOVERED
MPW,TRUE,FALSE,0,0,,,,,UNCOVERED
MPWR,TRUE,TRUE,1,0,2026-05-19,2026-05-19,2026-05-19,D:\us-tech-quant\outputs\v18\universe\V18_CURRENT_UNIVERSE_ROLLING_STATE.csv;D:\us-tech-quant\state\v18\universe\V18_UNIVERSE_ROLLING_STATE.csv,COVERED
MRVL,TRUE,TRUE,1,0,2026-05-19,2026-05-19,2026-05-19,D:\us-tech-quant\outputs\v18\universe\V18_CURRENT_UNIVERSE_ROLLING_STATE.csv;D:\us-tech-quant\state\v18\universe\V18_UNIVERSE_ROLLING_STATE.csv,COVERED
MSFT,TRUE,TRUE,2,1,2026-05-20,2026-05-19,2026-05-20;2026-05-19,D:\us-tech-quant\archive\stable\V18_16G_R1_stable_run_triggered_rolling_universe_scan_20260519_122357\outputs\v18\universe\V18_16B_CURRENT_ROLLING_SCAN_PLAN.csv;D:\us-tech-quant\archive\stable\V18_16G_R1_stable_run_triggered_rolling_universe_scan_20260519_122357\outputs\v18\universe\V18_CURRENT_ROLLING_SCAN_PLAN.csv;D:\us-tech-quant\outputs\v18\universe\V18_16B_CURRENT_ROLLING_SCAN_PLAN.csv;D:\us-tech-quant\outputs\v18\universe\V18_CURRENT_ROLLING_SCAN_PLAN.csv;D:\us-tech-quant\outputs\v18\universe\V18_CURRENT_UNIVERSE_ROLLING_STATE.csv;D:\us-tech-quant\state\v18\universe\V18_UNIVERSE_ROLLING_STATE.csv,COVERED
MTSI,TRUE,FALSE,0,0,,,,,UNCOVERED
MTZ,TRUE,FALSE,0,0,,,,,UNCOVERED
MU,TRUE,TRUE,2,1,2026-05-20,2026-05-19,2026-05-20;2026-05-19,D:\us-tech-quant\archive\stable\V18_16G_R1_stable_run_triggered_rolling_universe_scan_20260519_122357\outputs\v18\universe\V18_16B_CURRENT_ROLLING_SCAN_PLAN.csv;D:\us-tech-quant\archive\stable\V18_16G_R1_stable_run_triggered_rolling_universe_scan_20260519_122357\outputs\v18\universe\V18_CURRENT_ROLLING_SCAN_PLAN.csv;D:\us-tech-quant\outputs\v18\universe\V18_16B_CURRENT_ROLLING_SCAN_PLAN.csv;D:\us-tech-quant\outputs\v18\universe\V18_CURRENT_ROLLING_SCAN_PLAN.csv;D:\us-tech-quant\outputs\v18\universe\V18_CURRENT_UNIVERSE_ROLLING_STATE.csv;D:\us-tech-quant\state\v18\universe\V18_UNIVERSE_ROLLING_STATE.csv,COVERED
NAMS,TRUE,FALSE,0,0,,,,,UNCOVERED
NET,TRUE,TRUE,1,0,2026-05-19,2026-05-19,2026-05-19,D:\us-tech-quant\outputs\v18\universe\V18_CURRENT_UNIVERSE_ROLLING_STATE.csv;D:\us-tech-quant\state\v18\universe\V18_UNIVERSE_ROLLING_STATE.csv,COVERED
NFLX,TRUE,FALSE,0,0,,,,,UNCOVERED
NI,TRUE,FALSE,0,0,,,,,UNCOVERED
NOW,TRUE,TRUE,1,0,2026-05-19,2026-05-19,2026-05-19,D:\us-tech-quant\outputs\v18\universe\V18_CURRENT_UNIVERSE_ROLLING_STATE.csv;D:\us-tech-quant\state\v18\universe\V18_UNIVERSE_ROLLING_STATE.csv,COVERED
NRG,TRUE,FALSE,0,0,,,,,UNCOVERED
NTAP,TRUE,TRUE,2,1,2026-05-20,2026-05-19,2026-05-20;2026-05-19,D:\us-tech-quant\archive\stable\V18_16G_R1_stable_run_triggered_rolling_universe_scan_20260519_122357\outputs\v18\universe\V18_16B_CURRENT_ROLLING_SCAN_PLAN.csv;D:\us-tech-quant\archive\stable\V18_16G_R1_stable_run_triggered_rolling_universe_scan_20260519_122357\outputs\v18\universe\V18_CURRENT_ROLLING_SCAN_PLAN.csv;D:\us-tech-quant\outputs\v18\universe\V18_16B_CURRENT_ROLLING_SCAN_PLAN.csv;D:\us-tech-quant\outputs\v18\universe\V18_CURRENT_ROLLING_SCAN_PLAN.csv;D:\us-tech-quant\outputs\v18\universe\V18_CURRENT_UNIVERSE_ROLLING_STATE.csv;D:\us-tech-quant\state\v18\universe\V18_UNIVERSE_ROLLING_STATE.csv,COVERED
NTRA,TRUE,FALSE,0,0,,,,,UNCOVERED
NU,TRUE,FALSE,0,0,,,,,UNCOVERED
NUVB,TRUE,FALSE,0,0,,,,,UNCOVERED
NVAX,TRUE,FALSE,0,0,,,,,UNCOVERED
NVDA,TRUE,TRUE,2,1,2026-05-20,2026-05-19,2026-05-20;2026-05-19,D:\us-tech-quant\archive\stable\V18_16G_R1_stable_run_triggered_rolling_universe_scan_20260519_122357\outputs\v18\universe\V18_16B_CURRENT_ROLLING_SCAN_PLAN.csv;D:\us-tech-quant\archive\stable\V18_16G_R1_stable_run_triggered_rolling_universe_scan_20260519_122357\outputs\v18\universe\V18_CURRENT_ROLLING_SCAN_PLAN.csv;D:\us-tech-quant\outputs\v18\universe\V18_16B_CURRENT_ROLLING_SCAN_PLAN.csv;D:\us-tech-quant\outputs\v18\universe\V18_CURRENT_ROLLING_SCAN_PLAN.csv;D:\us-tech-quant\outputs\v18\universe\V18_CURRENT_UNIVERSE_ROLLING_STATE.csv;D:\us-tech-quant\state\v18\universe\V18_UNIVERSE_ROLLING_STATE.csv,COVERED
NVT,TRUE,TRUE,1,0,2026-05-19,2026-05-19,2026-05-19,D:\us-tech-quant\outputs\v18\universe\V18_CURRENT_UNIVERSE_ROLLING_STATE.csv;D:\us-tech-quant\state\v18\universe\V18_UNIVERSE_ROLLING_STATE.csv,COVERED
NXPI,TRUE,TRUE,1,0,2026-05-19,2026-05-19,2026-05-19,D:\us-tech-quant\outputs\v18\universe\V18_CURRENT_UNIVERSE_ROLLING_STATE.csv;D:\us-tech-quant\state\v18\universe\V18_UNIVERSE_ROLLING_STATE.csv,COVERED
OC,TRUE,FALSE,0,0,,,,,UNCOVERED
OKTA,TRUE,FALSE,0,0,,,,,UNCOVERED
OLMA,TRUE,FALSE,0,0,,,,,UNCOVERED
OLPX,TRUE,FALSE,0,0,,,,,UNCOVERED
ON,TRUE,TRUE,2,1,2026-05-20,2026-05-19,2026-05-20;2026-05-19,D:\us-tech-quant\archive\stable\V18_16G_R1_stable_run_triggered_rolling_universe_scan_20260519_122357\outputs\v18\universe\V18_16B_CURRENT_ROLLING_SCAN_PLAN.csv;D:\us-tech-quant\archive\stable\V18_16G_R1_stable_run_triggered_rolling_universe_scan_20260519_122357\outputs\v18\universe\V18_CURRENT_ROLLING_SCAN_PLAN.csv;D:\us-tech-quant\outputs\v18\universe\V18_16B_CURRENT_ROLLING_SCAN_PLAN.csv;D:\us-tech-quant\outputs\v18\universe\V18_CURRENT_ROLLING_SCAN_PLAN.csv;D:\us-tech-quant\outputs\v18\universe\V18_CURRENT_UNIVERSE_ROLLING_STATE.csv;D:\us-tech-quant\state\v18\universe\V18_UNIVERSE_ROLLING_STATE.csv,COVERED
OPCH,TRUE,FALSE,0,0,,,,,UNCOVERED
ORCL,TRUE,TRUE,2,1,2026-05-20,2026-05-19,2026-05-20;2026-05-19,D:\us-tech-quant\archive\stable\V18_16G_R1_stable_run_triggered_rolling_universe_scan_20260519_122357\outputs\v18\universe\V18_16B_CURRENT_ROLLING_SCAN_PLAN.csv;D:\us-tech-quant\archive\stable\V18_16G_R1_stable_run_triggered_rolling_universe_scan_20260519_122357\outputs\v18\universe\V18_CURRENT_ROLLING_SCAN_PLAN.csv;D:\us-tech-quant\outputs\v18\universe\V18_16B_CURRENT_ROLLING_SCAN_PLAN.csv;D:\us-tech-quant\outputs\v18\universe\V18_CURRENT_ROLLING_SCAN_PLAN.csv;D:\us-tech-quant\outputs\v18\universe\V18_CURRENT_UNIVERSE_ROLLING_STATE.csv;D:\us-tech-quant\state\v18\universe\V18_UNIVERSE_ROLLING_STATE.csv,COVERED
PANW,TRUE,TRUE,2,1,2026-05-20,2026-05-19,2026-05-20;2026-05-19,D:\us-tech-quant\archive\stable\V18_16G_R1_stable_run_triggered_rolling_universe_scan_20260519_122357\outputs\v18\universe\V18_16B_CURRENT_ROLLING_SCAN_PLAN.csv;D:\us-tech-quant\archive\stable\V18_16G_R1_stable_run_triggered_rolling_universe_scan_20260519_122357\outputs\v18\universe\V18_CURRENT_ROLLING_SCAN_PLAN.csv;D:\us-tech-quant\outputs\v18\universe\V18_16B_CURRENT_ROLLING_SCAN_PLAN.csv;D:\us-tech-quant\outputs\v18\universe\V18_CURRENT_ROLLING_SCAN_PLAN.csv;D:\us-tech-quant\outputs\v18\universe\V18_CURRENT_UNIVERSE_ROLLING_STATE.csv;D:\us-tech-quant\state\v18\universe\V18_UNIVERSE_ROLLING_STATE.csv,COVERED
PATH,TRUE,FALSE,0,0,,,,,UNCOVERED
PCOR,TRUE,FALSE,0,0,,,,,UNCOVERED
PCT,TRUE,FALSE,0,0,,,,,UNCOVERED
PDD,TRUE,FALSE,0,0,,,,,UNCOVERED
PFGC,TRUE,FALSE,0,0,,,,,UNCOVERED
PGNY,TRUE,FALSE,0,0,,,,,UNCOVERED
PI,TRUE,FALSE,0,0,,,,,UNCOVERED
PINS,TRUE,FALSE,0,0,,,,,UNCOVERED
PLTR,TRUE,TRUE,1,0,2026-05-19,2026-05-19,2026-05-19,D:\us-tech-quant\outputs\v18\universe\V18_CURRENT_UNIVERSE_ROLLING_STATE.csv;D:\us-tech-quant\state\v18\universe\V18_UNIVERSE_ROLLING_STATE.csv,COVERED
PLUG,TRUE,FALSE,0,0,,,,,UNCOVERED
PM,TRUE,FALSE,0,0,,,,,UNCOVERED
PONY,TRUE,FALSE,0,0,,,,,UNCOVERED
POWL,TRUE,TRUE,1,0,2026-05-19,2026-05-19,2026-05-19,D:\us-tech-quant\outputs\v18\universe\V18_CURRENT_UNIVERSE_ROLLING_STATE.csv;D:\us-tech-quant\state\v18\universe\V18_UNIVERSE_ROLLING_STATE.csv,COVERED
PSIX,TRUE,FALSE,0,0,,,,,UNCOVERED
PSTG,TRUE,TRUE,1,0,2026-05-19,2026-05-19,2026-05-19,D:\us-tech-quant\outputs\v18\universe\V18_CURRENT_UNIVERSE_ROLLING_STATE.csv;D:\us-tech-quant\state\v18\universe\V18_UNIVERSE_ROLLING_STATE.csv,COVERED
PTGX,TRUE,FALSE,0,0,,,,,UNCOVERED
PTON,TRUE,FALSE,0,0,,,,,UNCOVERED
PUMP,TRUE,FALSE,0,0,,,,,UNCOVERED
PWR,TRUE,TRUE,1,0,2026-05-19,2026-05-19,2026-05-19,D:\us-tech-quant\outputs\v18\universe\V18_CURRENT_UNIVERSE_ROLLING_STATE.csv;D:\us-tech-quant\state\v18\universe\V18_UNIVERSE_ROLLING_STATE.csv,COVERED
PYPL,TRUE,FALSE,0,0,,,,,UNCOVERED
QCOM,TRUE,TRUE,2,1,2026-05-20,2026-05-19,2026-05-20;2026-05-19,D:\us-tech-quant\archive\stable\V18_16G_R1_stable_run_triggered_rolling_universe_scan_20260519_122357\outputs\v18\universe\V18_16B_CURRENT_ROLLING_SCAN_PLAN.csv;D:\us-tech-quant\archive\stable\V18_16G_R1_stable_run_triggered_rolling_universe_scan_20260519_122357\outputs\v18\universe\V18_CURRENT_ROLLING_SCAN_PLAN.csv;D:\us-tech-quant\outputs\v18\universe\V18_16B_CURRENT_ROLLING_SCAN_PLAN.csv;D:\us-tech-quant\outputs\v18\universe\V18_CURRENT_ROLLING_SCAN_PLAN.csv;D:\us-tech-quant\outputs\v18\universe\V18_CURRENT_UNIVERSE_ROLLING_STATE.csv;D:\us-tech-quant\state\v18\universe\V18_UNIVERSE_ROLLING_STATE.csv,COVERED
QQQ,TRUE,TRUE,2,1,2026-05-20,2026-05-19,2026-05-20;2026-05-19,D:\us-tech-quant\archive\stable\V18_16G_R1_stable_run_triggered_rolling_universe_scan_20260519_122357\outputs\v18\universe\V18_16B_CURRENT_ROLLING_SCAN_PLAN.csv;D:\us-tech-quant\archive\stable\V18_16G_R1_stable_run_triggered_rolling_universe_scan_20260519_122357\outputs\v18\universe\V18_CURRENT_ROLLING_SCAN_PLAN.csv;D:\us-tech-quant\outputs\v18\universe\V18_16B_CURRENT_ROLLING_SCAN_PLAN.csv;D:\us-tech-quant\outputs\v18\universe\V18_CURRENT_ROLLING_SCAN_PLAN.csv;D:\us-tech-quant\outputs\v18\universe\V18_CURRENT_UNIVERSE_ROLLING_STATE.csv;D:\us-tech-quant\state\v18\universe\V18_UNIVERSE_ROLLING_STATE.csv,COVERED
QS,TRUE,FALSE,0,0,,,,,UNCOVERED
QSR,TRUE,FALSE,0,0,,,,,UNCOVERED
RBLX,TRUE,FALSE,0,0,,,,,UNCOVERED
RDDT,TRUE,FALSE,0,0,,,,,UNCOVERED
RERE,TRUE,FALSE,0,0,,,,,UNCOVERED
RH,TRUE,FALSE,0,0,,,,,UNCOVERED
RIOT,TRUE,FALSE,0,0,,,,,UNCOVERED
RKT,TRUE,FALSE,0,0,,,,,UNCOVERED
RNG,TRUE,FALSE,0,0,,,,,UNCOVERED
ROKU,TRUE,FALSE,0,0,,,,,UNCOVERED
RSP,TRUE,FALSE,0,0,,,,,UNCOVERED
RTX,TRUE,FALSE,0,0,,,,,UNCOVERED
RVMD,TRUE,FALSE,0,0,,,,,UNCOVERED
SANM,TRUE,TRUE,1,0,2026-05-19,2026-05-19,2026-05-19,D:\us-tech-quant\outputs\v18\universe\V18_CURRENT_UNIVERSE_ROLLING_STATE.csv;D:\us-tech-quant\state\v18\universe\V18_UNIVERSE_ROLLING_STATE.csv,COVERED
SATS,TRUE,FALSE,0,0,,,,,UNCOVERED
SCCO,TRUE,FALSE,0,0,,,,,UNCOVERED
SCHW,TRUE,FALSE,0,0,,,,,UNCOVERED
SE,TRUE,FALSE,0,0,,,,,UNCOVERED
SEI,TRUE,FALSE,0,0,,,,,UNCOVERED
SFIX,TRUE,FALSE,0,0,,,,,UNCOVERED
SFM,TRUE,FALSE,0,0,,,,,UNCOVERED
SHOP,TRUE,FALSE,0,0,,,,,UNCOVERED
SHW,TRUE,FALSE,0,0,,,,,UNCOVERED
SITM,TRUE,FALSE,0,0,,,,,UNCOVERED
SMCI,TRUE,TRUE,1,0,2026-05-19,2026-05-19,2026-05-19,D:\us-tech-quant\outputs\v18\universe\V18_CURRENT_UNIVERSE_ROLLING_STATE.csv;D:\us-tech-quant\state\v18\universe\V18_UNIVERSE_ROLLING_STATE.csv,COVERED
SMH,TRUE,TRUE,2,1,2026-05-20,2026-05-19,2026-05-20;2026-05-19,D:\us-tech-quant\archive\stable\V18_16G_R1_stable_run_triggered_rolling_universe_scan_20260519_122357\outputs\v18\universe\V18_16B_CURRENT_ROLLING_SCAN_PLAN.csv;D:\us-tech-quant\archive\stable\V18_16G_R1_stable_run_triggered_rolling_universe_scan_20260519_122357\outputs\v18\universe\V18_CURRENT_ROLLING_SCAN_PLAN.csv;D:\us-tech-quant\outputs\v18\universe\V18_16B_CURRENT_ROLLING_SCAN_PLAN.csv;D:\us-tech-quant\outputs\v18\universe\V18_CURRENT_ROLLING_SCAN_PLAN.csv;D:\us-tech-quant\outputs\v18\universe\V18_CURRENT_UNIVERSE_ROLLING_STATE.csv;D:\us-tech-quant\state\v18\universe\V18_UNIVERSE_ROLLING_STATE.csv,COVERED
SMTC,TRUE,FALSE,0,0,,,,,UNCOVERED
SNDK,TRUE,TRUE,2,1,2026-05-20,2026-05-19,2026-05-20;2026-05-19,D:\us-tech-quant\archive\stable\V18_16G_R1_stable_run_triggered_rolling_universe_scan_20260519_122357\outputs\v18\universe\V18_16B_CURRENT_ROLLING_SCAN_PLAN.csv;D:\us-tech-quant\archive\stable\V18_16G_R1_stable_run_triggered_rolling_universe_scan_20260519_122357\outputs\v18\universe\V18_CURRENT_ROLLING_SCAN_PLAN.csv;D:\us-tech-quant\outputs\v18\universe\V18_16B_CURRENT_ROLLING_SCAN_PLAN.csv;D:\us-tech-quant\outputs\v18\universe\V18_CURRENT_ROLLING_SCAN_PLAN.csv;D:\us-tech-quant\outputs\v18\universe\V18_CURRENT_UNIVERSE_ROLLING_STATE.csv;D:\us-tech-quant\state\v18\universe\V18_UNIVERSE_ROLLING_STATE.csv,COVERED
SNOW,TRUE,TRUE,2,1,2026-05-20,2026-05-19,2026-05-20;2026-05-19,D:\us-tech-quant\archive\stable\V18_16G_R1_stable_run_triggered_rolling_universe_scan_20260519_122357\outputs\v18\universe\V18_16B_CURRENT_ROLLING_SCAN_PLAN.csv;D:\us-tech-quant\archive\stable\V18_16G_R1_stable_run_triggered_rolling_universe_scan_20260519_122357\outputs\v18\universe\V18_CURRENT_ROLLING_SCAN_PLAN.csv;D:\us-tech-quant\outputs\v18\universe\V18_16B_CURRENT_ROLLING_SCAN_PLAN.csv;D:\us-tech-quant\outputs\v18\universe\V18_CURRENT_ROLLING_SCAN_PLAN.csv;D:\us-tech-quant\outputs\v18\universe\V18_CURRENT_UNIVERSE_ROLLING_STATE.csv;D:\us-tech-quant\state\v18\universe\V18_UNIVERSE_ROLLING_STATE.csv,COVERED
SNPS,TRUE,FALSE,0,0,,,,,UNCOVERED
SOLS,TRUE,FALSE,0,0,,,,,UNCOVERED
SOXL,TRUE,TRUE,1,0,2026-05-19,2026-05-19,2026-05-19,D:\us-tech-quant\outputs\v18\universe\V18_CURRENT_UNIVERSE_ROLLING_STATE.csv;D:\us-tech-quant\state\v18\universe\V18_UNIVERSE_ROLLING_STATE.csv,COVERED
SOXX,TRUE,TRUE,1,0,2026-05-19,2026-05-19,2026-05-19,D:\us-tech-quant\outputs\v18\universe\V18_CURRENT_UNIVERSE_ROLLING_STATE.csv;D:\us-tech-quant\state\v18\universe\V18_UNIVERSE_ROLLING_STATE.csv,COVERED
SPOT,TRUE,FALSE,0,0,,,,,UNCOVERED
SPY,TRUE,TRUE,1,0,2026-05-20,2026-05-20,2026-05-20,D:\us-tech-quant\outputs\v18\universe\V18_16B_CURRENT_ROLLING_SCAN_PLAN.csv;D:\us-tech-quant\outputs\v18\universe\V18_CURRENT_ROLLING_SCAN_PLAN.csv;D:\us-tech-quant\outputs\v18\universe\V18_CURRENT_UNIVERSE_ROLLING_STATE.csv;D:\us-tech-quant\state\v18\universe\V18_UNIVERSE_ROLLING_STATE.csv,COVERED
STG,TRUE,FALSE,0,0,,,,,UNCOVERED
STM,TRUE,FALSE,0,0,,,,,UNCOVERED
STUB,TRUE,FALSE,0,0,,,,,UNCOVERED
