ticker,merge_action,current_row_exists,staged_row_present,schema_compatible,eligible,reason,source_staged_file,target_official_file
PCT,APPEND_NEW_ROW,FALSE,TRUE,TRUE,TRUE,validated for R25D official merge,outputs/v18/staged_factor_technical/V18_25A_R25B_CURRENT_STAGED_FACTOR_ROWS.csv,outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv
PDD,APPEND_NEW_ROW,FALSE,TRUE,TRUE,TRUE,validated for R25D official merge,outputs/v18/staged_factor_technical/V18_25A_R25B_CURRENT_STAGED_FACTOR_ROWS.csv,outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv
PFGC,APPEND_NEW_ROW,FALSE,TRUE,TRUE,TRUE,validated for R25D official merge,outputs/v18/staged_factor_technical/V18_25A_R25B_CURRENT_STAGED_FACTOR_ROWS.csv,outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv
PGNY,APPEND_NEW_ROW,FALSE,TRUE,TRUE,TRUE,validated for R25D official merge,outputs/v18/staged_factor_technical/V18_25A_R25B_CURRENT_STAGED_FACTOR_ROWS.csv,outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv
PI,APPEND_NEW_ROW,FALSE,TRUE,TRUE,TRUE,validated for R25D official merge,outputs/v18/staged_factor_technical/V18_25A_R25B_CURRENT_STAGED_FACTOR_ROWS.csv,outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv
PINS,APPEND_NEW_ROW,FALSE,TRUE,TRUE,TRUE,validated for R25D official merge,outputs/v18/staged_factor_technical/V18_25A_R25B_CURRENT_STAGED_FACTOR_ROWS.csv,outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv
PLUG,APPEND_NEW_ROW,FALSE,TRUE,TRUE,TRUE,validated for R25D official merge,outputs/v18/staged_factor_technical/V18_25A_R25B_CURRENT_STAGED_FACTOR_ROWS.csv,outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv
PM,APPEND_NEW_ROW,FALSE,TRUE,TRUE,TRUE,validated for R25D official merge,outputs/v18/staged_factor_technical/V18_25A_R25B_CURRENT_STAGED_FACTOR_ROWS.csv,outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv
PSIX,APPEND_NEW_ROW,FALSE,TRUE,TRUE,TRUE,validated for R25D official merge,outputs/v18/staged_factor_technical/V18_25A_R25B_CURRENT_STAGED_FACTOR_ROWS.csv,outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv
PTGX,APPEND_NEW_ROW,FALSE,TRUE,TRUE,TRUE,validated for R25D official merge,outputs/v18/staged_factor_technical/V18_25A_R25B_CURRENT_STAGED_FACTOR_ROWS.csv,outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv
PTON,APPEND_NEW_ROW,FALSE,TRUE,TRUE,TRUE,validated for R25D official merge,outputs/v18/staged_factor_technical/V18_25A_R25B_CURRENT_STAGED_FACTOR_ROWS.csv,outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv
PUMP,APPEND_NEW_ROW,FALSE,TRUE,TRUE,TRUE,validated for R25D official merge,outputs/v18/staged_factor_technical/V18_25A_R25B_CURRENT_STAGED_FACTOR_ROWS.csv,outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv
PYPL,APPEND_NEW_ROW,FALSE,TRUE,TRUE,TRUE,validated for R25D official merge,outputs/v18/staged_factor_technical/V18_25A_R25B_CURRENT_STAGED_FACTOR_ROWS.csv,outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv
QS,APPEND_NEW_ROW,FALSE,TRUE,TRUE,TRUE,validated for R25D official merge,outputs/v18/staged_factor_technical/V18_25A_R25B_CURRENT_STAGED_FACTOR_ROWS.csv,outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv
QSR,APPEND_NEW_ROW,FALSE,TRUE,TRUE,TRUE,validated for R25D official merge,outputs/v18/staged_factor_technical/V18_25A_R25B_CURRENT_STAGED_FACTOR_ROWS.csv,outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv
RBLX,APPEND_NEW_ROW,FALSE,TRUE,TRUE,TRUE,validated for R25D official merge,outputs/v18/staged_factor_technical/V18_25A_R25B_CURRENT_STAGED_FACTOR_ROWS.csv,outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv
RERE,APPEND_NEW_ROW,FALSE,TRUE,TRUE,TRUE,validated for R25D official merge,outputs/v18/staged_factor_technical/V18_25A_R25B_CURRENT_STAGED_FACTOR_ROWS.csv,outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv
RH,APPEND_NEW_ROW,FALSE,TRUE,TRUE,TRUE,validated for R25D official merge,outputs/v18/staged_factor_technical/V18_25A_R25B_CURRENT_STAGED_FACTOR_ROWS.csv,outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv
RIOT,APPEND_NEW_ROW,FALSE,TRUE,TRUE,TRUE,validated for R25D official merge,outputs/v18/staged_factor_technical/V18_25A_R25B_CURRENT_STAGED_FACTOR_ROWS.csv,outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv
RKT,APPEND_NEW_ROW,FALSE,TRUE,TRUE,TRUE,validated for R25D official merge,outputs/v18/staged_factor_technical/V18_25A_R25B_CURRENT_STAGED_FACTOR_ROWS.csv,outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv
RNG,APPEND_NEW_ROW,FALSE,TRUE,TRUE,TRUE,validated for R25D official merge,outputs/v18/staged_factor_technical/V18_25A_R25B_CURRENT_STAGED_FACTOR_ROWS.csv,outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv
ROKU,APPEND_NEW_ROW,FALSE,TRUE,TRUE,TRUE,validated for R25D official merge,outputs/v18/staged_factor_technical/V18_25A_R25B_CURRENT_STAGED_FACTOR_ROWS.csv,outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv
RSP,APPEND_NEW_ROW,FALSE,TRUE,TRUE,TRUE,validated for R25D official merge,outputs/v18/staged_factor_technical/V18_25A_R25B_CURRENT_STAGED_FACTOR_ROWS.csv,outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv
RTX,APPEND_NEW_ROW,FALSE,TRUE,TRUE,TRUE,validated for R25D official merge,outputs/v18/staged_factor_technical/V18_25A_R25B_CURRENT_STAGED_FACTOR_ROWS.csv,outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv
RVMD,APPEND_NEW_ROW,FALSE,TRUE,TRUE,TRUE,validated for R25D official merge,outputs/v18/staged_factor_technical/V18_25A_R25B_CURRENT_STAGED_FACTOR_ROWS.csv,outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv
SATS,APPEND_NEW_ROW,FALSE,TRUE,TRUE,TRUE,validated for R25D official merge,outputs/v18/staged_factor_technical/V18_25A_R25B_CURRENT_STAGED_FACTOR_ROWS.csv,outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv
SCCO,APPEND_NEW_ROW,FALSE,TRUE,TRUE,TRUE,validated for R25D official merge,outputs/v18/staged_factor_technical/V18_25A_R25B_CURRENT_STAGED_FACTOR_ROWS.csv,outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv
SCHW,APPEND_NEW_ROW,FALSE,TRUE,TRUE,TRUE,validated for R25D official merge,outputs/v18/staged_factor_technical/V18_25A_R25B_CURRENT_STAGED_FACTOR_ROWS.csv,outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv
SE,APPEND_NEW_ROW,FALSE,TRUE,TRUE,TRUE,validated for R25D official merge,outputs/v18/staged_factor_technical/V18_25A_R25B_CURRENT_STAGED_FACTOR_ROWS.csv,outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv
SEI,APPEND_NEW_ROW,FALSE,TRUE,TRUE,TRUE,validated for R25D official merge,outputs/v18/staged_factor_technical/V18_25A_R25B_CURRENT_STAGED_FACTOR_ROWS.csv,outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv
SFIX,APPEND_NEW_ROW,FALSE,TRUE,TRUE,TRUE,validated for R25D official merge,outputs/v18/staged_factor_technical/V18_25A_R25B_CURRENT_STAGED_FACTOR_ROWS.csv,outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv
SFM,APPEND_NEW_ROW,FALSE,TRUE,TRUE,TRUE,validated for R25D official merge,outputs/v18/staged_factor_technical/V18_25A_R25B_CURRENT_STAGED_FACTOR_ROWS.csv,outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv
SHOP,APPEND_NEW_ROW,FALSE,TRUE,TRUE,TRUE,validated for R25D official merge,outputs/v18/staged_factor_technical/V18_25A_R25B_CURRENT_STAGED_FACTOR_ROWS.csv,outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv
SHW,APPEND_NEW_ROW,FALSE,TRUE,TRUE,TRUE,validated for R25D official merge,outputs/v18/staged_factor_technical/V18_25A_R25B_CURRENT_STAGED_FACTOR_ROWS.csv,outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv
SITM,APPEND_NEW_ROW,FALSE,TRUE,TRUE,TRUE,validated for R25D official merge,outputs/v18/staged_factor_technical/V18_25A_R25B_CURRENT_STAGED_FACTOR_ROWS.csv,outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv
SMTC,APPEND_NEW_ROW,FALSE,TRUE,TRUE,TRUE,validated for R25D official merge,outputs/v18/staged_factor_technical/V18_25A_R25B_CURRENT_STAGED_FACTOR_ROWS.csv,outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv
SNPS,APPEND_NEW_ROW,FALSE,TRUE,TRUE,TRUE,validated for R25D official merge,outputs/v18/staged_factor_technical/V18_25A_R25B_CURRENT_STAGED_FACTOR_ROWS.csv,outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv
SPOT,APPEND_NEW_ROW,FALSE,TRUE,TRUE,TRUE,validated for R25D official merge,outputs/v18/staged_factor_technical/V18_25A_R25B_CURRENT_STAGED_FACTOR_ROWS.csv,outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv
STG,APPEND_NEW_ROW,FALSE,TRUE,TRUE,TRUE,validated for R25D official merge,outputs/v18/staged_factor_technical/V18_25A_R25B_CURRENT_STAGED_FACTOR_ROWS.csv,outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv
STM,APPEND_NEW_ROW,FALSE,TRUE,TRUE,TRUE,validated for R25D official merge,outputs/v18/staged_factor_technical/V18_25A_R25B_CURRENT_STAGED_FACTOR_ROWS.csv,outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv
TEAM,APPEND_NEW_ROW,FALSE,TRUE,TRUE,TRUE,validated for R25D official merge,outputs/v18/staged_factor_technical/V18_25A_R25B_CURRENT_STAGED_FACTOR_ROWS.csv,outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv
TEVA,APPEND_NEW_ROW,FALSE,TRUE,TRUE,TRUE,validated for R25D official merge,outputs/v18/staged_factor_technical/V18_25A_R25B_CURRENT_STAGED_FACTOR_ROWS.csv,outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv
TIGR,APPEND_NEW_ROW,FALSE,TRUE,TRUE,TRUE,validated for R25D official merge,outputs/v18/staged_factor_technical/V18_25A_R25B_CURRENT_STAGED_FACTOR_ROWS.csv,outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv
TSEM,APPEND_NEW_ROW,FALSE,TRUE,TRUE,TRUE,validated for R25D official merge,outputs/v18/staged_factor_technical/V18_25A_R25B_CURRENT_STAGED_FACTOR_ROWS.csv,outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv
TTD,APPEND_NEW_ROW,FALSE,TRUE,TRUE,TRUE,validated for R25D official merge,outputs/v18/staged_factor_technical/V18_25A_R25B_CURRENT_STAGED_FACTOR_ROWS.csv,outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv
TTMI,APPEND_NEW_ROW,FALSE,TRUE,TRUE,TRUE,validated for R25D official merge,outputs/v18/staged_factor_technical/V18_25A_R25B_CURRENT_STAGED_FACTOR_ROWS.csv,outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv
TTWO,APPEND_NEW_ROW,FALSE,TRUE,TRUE,TRUE,validated for R25D official merge,outputs/v18/staged_factor_technical/V18_25A_R25B_CURRENT_STAGED_FACTOR_ROWS.csv,outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv
TWLO,APPEND_NEW_ROW,FALSE,TRUE,TRUE,TRUE,validated for R25D official merge,outputs/v18/staged_factor_technical/V18_25A_R25B_CURRENT_STAGED_FACTOR_ROWS.csv,outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv
TWST,APPEND_NEW_ROW,FALSE,TRUE,TRUE,TRUE,validated for R25D official merge,outputs/v18/staged_factor_technical/V18_25A_R25B_CURRENT_STAGED_FACTOR_ROWS.csv,outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv
U,APPEND_NEW_ROW,FALSE,TRUE,TRUE,TRUE,validated for R25D official merge,outputs/v18/staged_factor_technical/V18_25A_R25B_CURRENT_STAGED_FACTOR_ROWS.csv,outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv
UAL,APPEND_NEW_ROW,FALSE,TRUE,TRUE,TRUE,validated for R25D official merge,outputs/v18/staged_factor_technical/V18_25A_R25B_CURRENT_STAGED_FACTOR_ROWS.csv,outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv
UBER,APPEND_NEW_ROW,FALSE,TRUE,TRUE,TRUE,validated for R25D official merge,outputs/v18/staged_factor_technical/V18_25A_R25B_CURRENT_STAGED_FACTOR_ROWS.csv,outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv
UNH,APPEND_NEW_ROW,FALSE,TRUE,TRUE,TRUE,validated for R25D official merge,outputs/v18/staged_factor_technical/V18_25A_R25B_CURRENT_STAGED_FACTOR_ROWS.csv,outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv
UPST,APPEND_NEW_ROW,FALSE,TRUE,TRUE,TRUE,validated for R25D official merge,outputs/v18/staged_factor_technical/V18_25A_R25B_CURRENT_STAGED_FACTOR_ROWS.csv,outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv
USFD,APPEND_NEW_ROW,FALSE,TRUE,TRUE,TRUE,validated for R25D official merge,outputs/v18/staged_factor_technical/V18_25A_R25B_CURRENT_STAGED_FACTOR_ROWS.csv,outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv
V,APPEND_NEW_ROW,FALSE,TRUE,TRUE,TRUE,validated for R25D official merge,outputs/v18/staged_factor_technical/V18_25A_R25B_CURRENT_STAGED_FACTOR_ROWS.csv,outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv
VEEV,APPEND_NEW_ROW,FALSE,TRUE,TRUE,TRUE,validated for R25D official merge,outputs/v18/staged_factor_technical/V18_25A_R25B_CURRENT_STAGED_FACTOR_ROWS.csv,outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv
VIAV,APPEND_NEW_ROW,FALSE,TRUE,TRUE,TRUE,validated for R25D official merge,outputs/v18/staged_factor_technical/V18_25A_R25B_CURRENT_STAGED_FACTOR_ROWS.csv,outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv
VIST,APPEND_NEW_ROW,FALSE,TRUE,TRUE,TRUE,validated for R25D official merge,outputs/v18/staged_factor_technical/V18_25A_R25B_CURRENT_STAGED_FACTOR_ROWS.csv,outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv
VMC,APPEND_NEW_ROW,FALSE,TRUE,TRUE,TRUE,validated for R25D official merge,outputs/v18/staged_factor_technical/V18_25A_R25B_CURRENT_STAGED_FACTOR_ROWS.csv,outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv
WAB,APPEND_NEW_ROW,FALSE,TRUE,TRUE,TRUE,validated for R25D official merge,outputs/v18/staged_factor_technical/V18_25A_R25B_CURRENT_STAGED_FACTOR_ROWS.csv,outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv
WDAY,APPEND_NEW_ROW,FALSE,TRUE,TRUE,TRUE,validated for R25D official merge,outputs/v18/staged_factor_technical/V18_25A_R25B_CURRENT_STAGED_FACTOR_ROWS.csv,outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv
WHR,APPEND_NEW_ROW,FALSE,TRUE,TRUE,TRUE,validated for R25D official merge,outputs/v18/staged_factor_technical/V18_25A_R25B_CURRENT_STAGED_FACTOR_ROWS.csv,outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv
WING,APPEND_NEW_ROW,FALSE,TRUE,TRUE,TRUE,validated for R25D official merge,outputs/v18/staged_factor_technical/V18_25A_R25B_CURRENT_STAGED_FACTOR_ROWS.csv,outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv
WLK,APPEND_NEW_ROW,FALSE,TRUE,TRUE,TRUE,validated for R25D official merge,outputs/v18/staged_factor_technical/V18_25A_R25B_CURRENT_STAGED_FACTOR_ROWS.csv,outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv
WULF,APPEND_NEW_ROW,FALSE,TRUE,TRUE,TRUE,validated for R25D official merge,outputs/v18/staged_factor_technical/V18_25A_R25B_CURRENT_STAGED_FACTOR_ROWS.csv,outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv
WVE,APPEND_NEW_ROW,FALSE,TRUE,TRUE,TRUE,validated for R25D official merge,outputs/v18/staged_factor_technical/V18_25A_R25B_CURRENT_STAGED_FACTOR_ROWS.csv,outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv
WWD,APPEND_NEW_ROW,FALSE,TRUE,TRUE,TRUE,validated for R25D official merge,outputs/v18/staged_factor_technical/V18_25A_R25B_CURRENT_STAGED_FACTOR_ROWS.csv,outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv
XENE,APPEND_NEW_ROW,FALSE,TRUE,TRUE,TRUE,validated for R25D official merge,outputs/v18/staged_factor_technical/V18_25A_R25B_CURRENT_STAGED_FACTOR_ROWS.csv,outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv
XLF,APPEND_NEW_ROW,FALSE,TRUE,TRUE,TRUE,validated for R25D official merge,outputs/v18/staged_factor_technical/V18_25A_R25B_CURRENT_STAGED_FACTOR_ROWS.csv,outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv
XPO,APPEND_NEW_ROW,FALSE,TRUE,TRUE,TRUE,validated for R25D official merge,outputs/v18/staged_factor_technical/V18_25A_R25B_CURRENT_STAGED_FACTOR_ROWS.csv,outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv
XYZ,APPEND_NEW_ROW,FALSE,TRUE,TRUE,TRUE,validated for R25D official merge,outputs/v18/staged_factor_technical/V18_25A_R25B_CURRENT_STAGED_FACTOR_ROWS.csv,outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv
YPF,APPEND_NEW_ROW,FALSE,TRUE,TRUE,TRUE,validated for R25D official merge,outputs/v18/staged_factor_technical/V18_25A_R25B_CURRENT_STAGED_FACTOR_ROWS.csv,outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv
Z,APPEND_NEW_ROW,FALSE,TRUE,TRUE,TRUE,validated for R25D official merge,outputs/v18/staged_factor_technical/V18_25A_R25B_CURRENT_STAGED_FACTOR_ROWS.csv,outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv
ZG,APPEND_NEW_ROW,FALSE,TRUE,TRUE,TRUE,validated for R25D official merge,outputs/v18/staged_factor_technical/V18_25A_R25B_CURRENT_STAGED_FACTOR_ROWS.csv,outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv
