ticker,force_eligible,classification,selection_reason,selected,last_success_scan_date,last_scan_status,last_scan_run_id,attempt_scan_count,success_scan_count
AEHR,FALSE,CURRENT_SUCCESS_IN_WINDOW,CURRENT_SUCCESS_IN_WINDOW,FALSE,2026-05-21,SUCCESS_LOCAL_SCAN,V18_23B_20260521_140930,1,1
AEIS,FALSE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,FALSE,,SKIPPED_NO_LOCAL_DATA,V18_23B_R1_20260521_141659,2,0
AEVA,FALSE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,FALSE,,SKIPPED_NO_LOCAL_DATA,V18_23B_R1_20260521_141659,2,0
AFRM,FALSE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,FALSE,,SKIPPED_NO_LOCAL_DATA,V18_23B_R1_20260521_141659,2,0
AGX,FALSE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,FALSE,,SKIPPED_NO_LOCAL_DATA,V18_23B_R1_20260521_141659,2,0
ALAB,FALSE,CURRENT_SUCCESS_IN_WINDOW,CURRENT_SUCCESS_IN_WINDOW,FALSE,2026-05-21,SUCCESS_LOCAL_SCAN,V18_23B_20260521_140930,1,1
ALM,FALSE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,FALSE,,SKIPPED_NO_LOCAL_DATA,V18_23B_R1_20260521_141659,2,0
AMAT,FALSE,CURRENT_SUCCESS_IN_WINDOW,CURRENT_SUCCESS_IN_WINDOW,FALSE,2026-05-21,SUCCESS_LOCAL_SCAN,V18_23B_20260521_140930,1,1
AMC,FALSE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,FALSE,,SKIPPED_NO_LOCAL_DATA,V18_23B_R1_20260521_141659,2,0
AMD,FALSE,CURRENT_SUCCESS_IN_WINDOW,CURRENT_SUCCESS_IN_WINDOW,FALSE,2026-05-21,SUCCESS_LOCAL_SCAN,V18_23B_20260521_140930,1,1
AMKR,FALSE,CURRENT_SUCCESS_IN_WINDOW,CURRENT_SUCCESS_IN_WINDOW,FALSE,2026-05-21,SUCCESS_LOCAL_SCAN,V18_23B_20260521_140930,1,1
AMZN,FALSE,CURRENT_SUCCESS_IN_WINDOW,CURRENT_SUCCESS_IN_WINDOW,FALSE,2026-05-21,SUCCESS_LOCAL_SCAN,V18_23B_20260521_140930,1,1
ANET,FALSE,CURRENT_SUCCESS_IN_WINDOW,CURRENT_SUCCESS_IN_WINDOW,FALSE,2026-05-21,SUCCESS_LOCAL_SCAN,V18_23B_20260521_140930,1,1
APG,FALSE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,FALSE,,SKIPPED_NO_LOCAL_DATA,V18_23B_R1_20260521_141659,2,0
APH,FALSE,CURRENT_SUCCESS_IN_WINDOW,CURRENT_SUCCESS_IN_WINDOW,FALSE,2026-05-21,SUCCESS_LOCAL_SCAN,V18_23B_20260521_140930,1,1
APLD,FALSE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,FALSE,,SKIPPED_NO_LOCAL_DATA,V18_23B_R1_20260521_141659,2,0
APO,FALSE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,FALSE,,SKIPPED_NO_LOCAL_DATA,V18_23B_R1_20260521_141659,2,0
APP,FALSE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,FALSE,,SKIPPED_NO_LOCAL_DATA,V18_23B_R1_20260521_141659,2,0
ARGT,FALSE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,FALSE,,SKIPPED_NO_LOCAL_DATA,V18_23B_R1_20260521_141659,2,0
ARM,FALSE,CURRENT_SUCCESS_IN_WINDOW,CURRENT_SUCCESS_IN_WINDOW,FALSE,2026-05-21,SUCCESS_LOCAL_SCAN,V18_23B_20260521_140930,1,1
ASML,FALSE,CURRENT_SUCCESS_IN_WINDOW,CURRENT_SUCCESS_IN_WINDOW,FALSE,2026-05-21,SUCCESS_LOCAL_SCAN,V18_23B_20260521_140930,1,1
AVGO,FALSE,CURRENT_SUCCESS_IN_WINDOW,CURRENT_SUCCESS_IN_WINDOW,FALSE,2026-05-21,SUCCESS_LOCAL_SCAN,V18_23B_20260521_140930,1,1
AXON,FALSE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,FALSE,,SKIPPED_NO_LOCAL_DATA,V18_23B_R1_20260521_141659,2,0
BABA,FALSE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,FALSE,,SKIPPED_NO_LOCAL_DATA,V18_23B_R1_20260521_141659,2,0
BAC,FALSE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,FALSE,,SKIPPED_NO_LOCAL_DATA,V18_23B_R1_20260521_141659,2,0
BALL,FALSE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,FALSE,,SKIPPED_NO_LOCAL_DATA,V18_23B_R1_20260521_141659,2,0
BE,FALSE,CURRENT_SUCCESS_IN_WINDOW,CURRENT_SUCCESS_IN_WINDOW,FALSE,2026-05-21,SUCCESS_LOCAL_SCAN,V18_23B_20260521_140930,1,1
BIDU,FALSE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,FALSE,,SKIPPED_NO_LOCAL_DATA,V18_23B_R1_20260521_141659,2,0
BITF,FALSE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,FALSE,,SKIPPED_NO_LOCAL_DATA,V18_23B_R1_20260521_141659,2,0
BKNG,FALSE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,FALSE,,SKIPPED_NO_LOCAL_DATA,V18_23B_R1_20260521_141659,2,0
BLSH,FALSE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,FALSE,,SKIPPED_NO_LOCAL_DATA,V18_23B_R1_20260521_141659,2,0
BLTE,FALSE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,FALSE,,SKIPPED_NO_LOCAL_DATA,V18_23B_R1_20260521_141659,2,0
BN,FALSE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,FALSE,,SKIPPED_NO_LOCAL_DATA,V18_23B_R1_20260521_141659,2,0
BSX,FALSE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,FALSE,,SKIPPED_NO_LOCAL_DATA,V18_23B_R1_20260521_141659,2,0
BTDR,FALSE,CURRENT_SUCCESS_IN_WINDOW,CURRENT_SUCCESS_IN_WINDOW,FALSE,2026-05-21,SUCCESS_LOCAL_SCAN,V18_23B_20260521_140930,1,1
BW,FALSE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,FALSE,,SKIPPED_NO_LOCAL_DATA,V18_23B_R1_20260521_141659,2,0
BYND,FALSE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,FALSE,,SKIPPED_NO_LOCAL_DATA,V18_23B_R1_20260521_141659,2,0
CAI,FALSE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,FALSE,,SKIPPED_NO_LOCAL_DATA,V18_23B_R1_20260521_141659,2,0
CAMT,FALSE,CURRENT_SUCCESS_IN_WINDOW,CURRENT_SUCCESS_IN_WINDOW,FALSE,2026-05-21,SUCCESS_LOCAL_SCAN,V18_23B_20260521_140930,1,1
CARR,FALSE,CURRENT_SUCCESS_IN_WINDOW,CURRENT_SUCCESS_IN_WINDOW,FALSE,2026-05-21,SUCCESS_LOCAL_SCAN,V18_23B_20260521_140930,1,1
CART,FALSE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,FALSE,,SKIPPED_NO_LOCAL_DATA,V18_23B_R1_20260521_141659,2,0
CDNS,FALSE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,FALSE,,SKIPPED_NO_LOCAL_DATA,V18_23B_R1_20260521_141659,2,0
CDTX,FALSE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,FALSE,,SKIPPED_NO_LOCAL_DATA,V18_23B_R1_20260521_141659,2,0
CEG,FALSE,CURRENT_SUCCESS_IN_WINDOW,CURRENT_SUCCESS_IN_WINDOW,FALSE,2026-05-21,SUCCESS_LOCAL_SCAN,V18_23B_20260521_140930,1,1
CFLT,FALSE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,FALSE,,SKIPPED_NO_LOCAL_DATA,V18_23B_R1_20260521_141659,2,0
CHPT,FALSE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,FALSE,,SKIPPED_NO_LOCAL_DATA,V18_23B_R1_20260521_141659,2,0
CHRW,FALSE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,FALSE,,SKIPPED_NO_LOCAL_DATA,V18_23B_R1_20260521_141659,2,0
CHYM,FALSE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,FALSE,,SKIPPED_NO_LOCAL_DATA,V18_23B_R1_20260521_141659,2,0
CIEN,FALSE,CURRENT_SUCCESS_IN_WINDOW,CURRENT_SUCCESS_IN_WINDOW,FALSE,2026-05-21,SUCCESS_LOCAL_SCAN,V18_23B_20260521_140930,1,1
CIFR,FALSE,CURRENT_SUCCESS_IN_WINDOW,CURRENT_SUCCESS_IN_WINDOW,FALSE,2026-05-21,SUCCESS_LOCAL_SCAN,V18_23B_20260521_140930,1,1
CLF,FALSE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,FALSE,,SKIPPED_NO_LOCAL_DATA,V18_23B_R1_20260521_141659,2,0
CLH,FALSE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,FALSE,,SKIPPED_NO_LOCAL_DATA,V18_23B_R1_20260521_141659,2,0
CLS,FALSE,CURRENT_SUCCESS_IN_WINDOW,CURRENT_SUCCESS_IN_WINDOW,FALSE,2026-05-21,SUCCESS_LOCAL_SCAN,V18_23B_20260521_140930,1,1
CLSK,FALSE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,FALSE,,SKIPPED_NO_LOCAL_DATA,V18_23B_R1_20260521_141659,2,0
CMG,FALSE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,FALSE,,SKIPPED_NO_LOCAL_DATA,V18_23B_R1_20260521_141659,2,0
CNM,FALSE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,TRUE,,SKIPPED_NO_LOCAL_DATA,V18_23B_R1_20260521_141659,1,0
COF,FALSE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,TRUE,,SKIPPED_NO_LOCAL_DATA,V18_23B_R1_20260521_141659,1,0
COG,FALSE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,TRUE,,SKIPPED_NO_LOCAL_DATA,V18_23B_R1_20260521_141659,1,0
COGT,FALSE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,TRUE,,SKIPPED_NO_LOCAL_DATA,V18_23B_R1_20260521_141659,1,0
COHR,FALSE,CURRENT_SUCCESS_IN_WINDOW,CURRENT_SUCCESS_IN_WINDOW,FALSE,2026-05-21,SUCCESS_LOCAL_SCAN,V18_23B_R1_20260521_141659,1,1
COHU,FALSE,CURRENT_SUCCESS_IN_WINDOW,CURRENT_SUCCESS_IN_WINDOW,FALSE,2026-05-21,SUCCESS_LOCAL_SCAN,V18_23B_R1_20260521_141659,1,1
CORZ,FALSE,CURRENT_SUCCESS_IN_WINDOW,CURRENT_SUCCESS_IN_WINDOW,FALSE,2026-05-21,SUCCESS_LOCAL_SCAN,V18_23B_R1_20260521_141659,1,1
CPAY,FALSE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,TRUE,,SKIPPED_NO_LOCAL_DATA,V18_23B_R1_20260521_141659,1,0
CPNG,FALSE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,TRUE,,SKIPPED_NO_LOCAL_DATA,V18_23B_R1_20260521_141659,1,0
CRCL,FALSE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,TRUE,,SKIPPED_NO_LOCAL_DATA,V18_23B_R1_20260521_141659,1,0
CRDO,FALSE,CURRENT_SUCCESS_IN_WINDOW,CURRENT_SUCCESS_IN_WINDOW,FALSE,2026-05-21,SUCCESS_LOCAL_SCAN,V18_23B_R1_20260521_141659,1,1
CRH,FALSE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,TRUE,,SKIPPED_NO_LOCAL_DATA,V18_23B_R1_20260521_141659,1,0
CRM,FALSE,CURRENT_SUCCESS_IN_WINDOW,CURRENT_SUCCESS_IN_WINDOW,FALSE,2026-05-21,SUCCESS_LOCAL_SCAN,V18_23B_R1_20260521_141659,1,1
CRS,FALSE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,TRUE,,SKIPPED_NO_LOCAL_DATA,V18_23B_R1_20260521_141659,1,0
CRWD,FALSE,CURRENT_SUCCESS_IN_WINDOW,CURRENT_SUCCESS_IN_WINDOW,FALSE,2026-05-21,SUCCESS_LOCAL_SCAN,V18_23B_R1_20260521_141659,1,1
CRWV,FALSE,CURRENT_SUCCESS_IN_WINDOW,CURRENT_SUCCESS_IN_WINDOW,FALSE,2026-05-21,SUCCESS_LOCAL_SCAN,V18_23B_R1_20260521_141659,1,1
CSCO,FALSE,CURRENT_SUCCESS_IN_WINDOW,CURRENT_SUCCESS_IN_WINDOW,FALSE,2026-05-21,SUCCESS_LOCAL_SCAN,V18_23B_R1_20260521_141659,1,1
CSGP,FALSE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,TRUE,,SKIPPED_NO_LOCAL_DATA,V18_23B_R1_20260521_141659,1,0
CVNA,FALSE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,TRUE,,SKIPPED_NO_LOCAL_DATA,V18_23B_R1_20260521_141659,1,0
D,FALSE,CURRENT_SUCCESS_IN_WINDOW,CURRENT_SUCCESS_IN_WINDOW,FALSE,2026-05-21,SUCCESS_LOCAL_SCAN,V18_23B_R1_20260521_141659,1,1
DAKT,FALSE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,TRUE,,SKIPPED_NO_LOCAL_DATA,V18_23B_R1_20260521_141659,1,0
DAL,FALSE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,TRUE,,SKIPPED_NO_LOCAL_DATA,V18_23B_R1_20260521_141659,1,0
DASH,FALSE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,TRUE,,SKIPPED_NO_LOCAL_DATA,V18_23B_R1_20260521_141659,1,0
DB,FALSE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,TRUE,,SKIPPED_NO_LOCAL_DATA,V18_23B_R1_20260521_141659,1,0
DBVT,FALSE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,TRUE,,SKIPPED_NO_LOCAL_DATA,V18_23B_R1_20260521_141659,1,0
DDOG,FALSE,CURRENT_SUCCESS_IN_WINDOW,CURRENT_SUCCESS_IN_WINDOW,FALSE,2026-05-21,SUCCESS_LOCAL_SCAN,V18_23B_R1_20260521_141659,1,1
DELL,FALSE,CURRENT_SUCCESS_IN_WINDOW,CURRENT_SUCCESS_IN_WINDOW,FALSE,2026-05-21,SUCCESS_LOCAL_SCAN,V18_23B_R1_20260521_141659,1,1
DIS,FALSE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,TRUE,,SKIPPED_NO_LOCAL_DATA,V18_23B_R1_20260521_141659,1,0
DOCU,FALSE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,TRUE,,SKIPPED_NO_LOCAL_DATA,V18_23B_R1_20260521_141659,1,0
DUOL,FALSE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,TRUE,,SKIPPED_NO_LOCAL_DATA,V18_23B_R1_20260521_141659,1,0
ECL,FALSE,CURRENT_SUCCESS_IN_WINDOW,CURRENT_SUCCESS_IN_WINDOW,FALSE,2026-05-21,SUCCESS_LOCAL_SCAN,V18_23B_R1_20260521_141659,1,1
EEM,FALSE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,TRUE,,SKIPPED_NO_LOCAL_DATA,V18_23B_R1_20260521_141659,1,0
ENPH,FALSE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,TRUE,,SKIPPED_NO_LOCAL_DATA,V18_23B_R1_20260521_141659,1,0
ENTG,FALSE,CURRENT_SUCCESS_IN_WINDOW,CURRENT_SUCCESS_IN_WINDOW,FALSE,2026-05-21,SUCCESS_LOCAL_SCAN,V18_23B_R1_20260521_141659,1,1
EQIX,FALSE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,TRUE,,SKIPPED_NO_LOCAL_DATA,V18_23B_R1_20260521_141659,1,0
EQT,FALSE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,TRUE,,SKIPPED_NO_LOCAL_DATA,V18_23B_R1_20260521_141659,1,0
ET,FALSE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,TRUE,,SKIPPED_NO_LOCAL_DATA,V18_23B_R1_20260521_141659,1,0
ETN,FALSE,CURRENT_SUCCESS_IN_WINDOW,CURRENT_SUCCESS_IN_WINDOW,FALSE,2026-05-21,SUCCESS_LOCAL_SCAN,V18_23B_R1_20260521_141659,1,1
ETR,FALSE,CURRENT_SUCCESS_IN_WINDOW,CURRENT_SUCCESS_IN_WINDOW,FALSE,2026-05-21,SUCCESS_LOCAL_SCAN,V18_23B_R1_20260521_141659,1,1
EWY,FALSE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,TRUE,,SKIPPED_NO_LOCAL_DATA,V18_23B_R1_20260521_141659,1,0
EWZ,FALSE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,TRUE,,SKIPPED_NO_LOCAL_DATA,V18_23B_R1_20260521_141659,1,0
FCNCA,FALSE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,TRUE,,SKIPPED_NO_LOCAL_DATA,V18_23B_R1_20260521_141659,1,0
FIGR,FALSE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,TRUE,,SKIPPED_NO_LOCAL_DATA,V18_23B_R1_20260521_141659,1,0
FIX,FALSE,CURRENT_SUCCESS_IN_WINDOW,CURRENT_SUCCESS_IN_WINDOW,FALSE,2026-05-21,SUCCESS_LOCAL_SCAN,V18_23B_R1_20260521_141659,1,1
FLEX,FALSE,CURRENT_SUCCESS_IN_WINDOW,CURRENT_SUCCESS_IN_WINDOW,FALSE,2026-05-21,SUCCESS_LOCAL_SCAN,V18_23B_R1_20260521_141659,1,1
FLR,FALSE,CURRENT_SUCCESS_IN_WINDOW,CURRENT_SUCCESS_IN_WINDOW,FALSE,2026-05-21,SUCCESS_LOCAL_SCAN,V18_23B_R1_20260521_141659,1,1
FLS,FALSE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,BOOTSTRAP_NEVER_SUCCESS_NOT_FORCE_ELIGIBLE,TRUE,,SKIPPED_NO_LOCAL_DATA,V18_23B_R1_20260521_141659,1,0
