ticker,bucket,bucket_index,planned_today,last_scan_date,last_scan_status,days_since_last_scan,overdue_for_5day_window,source
CSGP,bucket_3,3,TRUE,,UNKNOWN,,UNKNOWN,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
DASH,bucket_3,3,TRUE,,UNKNOWN,,UNKNOWN,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
DIS,bucket_3,3,TRUE,,UNKNOWN,,UNKNOWN,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
ENPH,bucket_3,3,TRUE,,UNKNOWN,,UNKNOWN,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
ETN,bucket_3,3,TRUE,2026-05-19,KNOWN,2,FALSE,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
FIGR,bucket_3,3,TRUE,,UNKNOWN,,UNKNOWN,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
FLUT,bucket_3,3,TRUE,,UNKNOWN,,UNKNOWN,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
GEMI,bucket_3,3,TRUE,,UNKNOWN,,UNKNOWN,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
GOOGL,bucket_3,3,TRUE,2026-05-21,KNOWN,0,FALSE,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
HIVE,bucket_3,3,TRUE,,UNKNOWN,,UNKNOWN,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
HUBB,bucket_3,3,TRUE,2026-05-19,KNOWN,2,FALSE,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
ICHR,bucket_3,3,TRUE,2026-05-21,KNOWN,0,FALSE,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
IRDM,bucket_3,3,TRUE,2026-05-19,KNOWN,2,FALSE,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
JBL,bucket_3,3,TRUE,2026-05-21,KNOWN,0,FALSE,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
JHX,bucket_3,3,TRUE,,UNKNOWN,,UNKNOWN,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
KLIC,bucket_3,3,TRUE,2026-05-19,KNOWN,2,FALSE,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
LBRT,bucket_3,3,TRUE,,UNKNOWN,,UNKNOWN,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
LITE,bucket_3,3,TRUE,2026-05-21,KNOWN,0,FALSE,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
LYFT,bucket_3,3,TRUE,,UNKNOWN,,UNKNOWN,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
MELI,bucket_3,3,TRUE,,UNKNOWN,,UNKNOWN,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
MOH,bucket_3,3,TRUE,,UNKNOWN,,UNKNOWN,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
MSFT,bucket_3,3,TRUE,2026-05-21,KNOWN,0,FALSE,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
NET,bucket_3,3,TRUE,2026-05-19,KNOWN,2,FALSE,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
NTAP,bucket_3,3,TRUE,2026-05-21,KNOWN,0,FALSE,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
NVDA,bucket_3,3,TRUE,2026-05-21,KNOWN,0,FALSE,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
OLMA,bucket_3,3,TRUE,,UNKNOWN,,UNKNOWN,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
PANW,bucket_3,3,TRUE,2026-05-21,KNOWN,0,FALSE,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
PFGC,bucket_3,3,TRUE,,UNKNOWN,,UNKNOWN,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
PLUG,bucket_3,3,TRUE,,UNKNOWN,,UNKNOWN,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
PSTG,bucket_3,3,TRUE,2026-05-19,KNOWN,2,FALSE,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
PYPL,bucket_3,3,TRUE,,UNKNOWN,,UNKNOWN,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
RBLX,bucket_3,3,TRUE,,UNKNOWN,,UNKNOWN,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
RKT,bucket_3,3,TRUE,,UNKNOWN,,UNKNOWN,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
RVMD,bucket_3,3,TRUE,,UNKNOWN,,UNKNOWN,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
SE,bucket_3,3,TRUE,,UNKNOWN,,UNKNOWN,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
SHW,bucket_3,3,TRUE,,UNKNOWN,,UNKNOWN,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
SNDK,bucket_3,3,TRUE,2026-05-21,KNOWN,0,FALSE,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
SOXX,bucket_3,3,TRUE,2026-05-19,KNOWN,2,FALSE,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
STUB,bucket_3,3,TRUE,,UNKNOWN,,UNKNOWN,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
TICKERS,bucket_3,3,TRUE,2026-05-19,KNOWN,2,FALSE,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
TSLA,bucket_3,3,TRUE,2026-05-21,KNOWN,0,FALSE,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
TWLO,bucket_3,3,TRUE,,UNKNOWN,,UNKNOWN,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
UBER,bucket_3,3,TRUE,,UNKNOWN,,UNKNOWN,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
VECO,bucket_3,3,TRUE,,UNKNOWN,,UNKNOWN,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
VRT,bucket_3,3,TRUE,2026-05-21,KNOWN,0,FALSE,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
WHR,bucket_3,3,TRUE,,UNKNOWN,,UNKNOWN,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
WVE,bucket_3,3,TRUE,,UNKNOWN,,UNKNOWN,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
XLK,bucket_3,3,TRUE,,UNKNOWN,,UNKNOWN,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
ZG,bucket_3,3,TRUE,,UNKNOWN,,UNKNOWN,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv
