ticker,selection_reason,last_success_scan_date,last_scan_status,attempt_scan_count,success_scan_count
BSX,FORCE_NEVER_SUCCESS,,SKIPPED_NO_LOCAL_DATA,1,0
BW,FORCE_NEVER_SUCCESS,,SKIPPED_NO_LOCAL_DATA,1,0
BYND,FORCE_NEVER_SUCCESS,,SKIPPED_NO_LOCAL_DATA,1,0
CAI,FORCE_NEVER_SUCCESS,,SKIPPED_NO_LOCAL_DATA,1,0
CART,FORCE_NEVER_SUCCESS,,SKIPPED_NO_LOCAL_DATA,1,0
CDNS,FORCE_NEVER_SUCCESS,,SKIPPED_NO_LOCAL_DATA,1,0
CDTX,FORCE_NEVER_SUCCESS,,SKIPPED_NO_LOCAL_DATA,1,0
CFLT,FORCE_NEVER_SUCCESS,,SKIPPED_NO_LOCAL_DATA,1,0
CHPT,FORCE_NEVER_SUCCESS,,SKIPPED_NO_LOCAL_DATA,1,0
CHRW,FORCE_NEVER_SUCCESS,,SKIPPED_NO_LOCAL_DATA,1,0
CHYM,FORCE_NEVER_SUCCESS,,SKIPPED_NO_LOCAL_DATA,1,0
CLF,FORCE_NEVER_SUCCESS,,SKIPPED_NO_LOCAL_DATA,1,0
CLH,FORCE_NEVER_SUCCESS,,SKIPPED_NO_LOCAL_DATA,1,0
CLSK,FORCE_NEVER_SUCCESS,,SKIPPED_NO_LOCAL_DATA,1,0
CMG,FORCE_NEVER_SUCCESS,,SKIPPED_NO_LOCAL_DATA,1,0
CNM,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
COF,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
COG,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
COGT,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
COHR,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
COHU,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
CORZ,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
CPAY,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
CPNG,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
CRCL,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
CRDO,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
CRH,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
CRM,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
CRS,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
CRWD,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
CRWV,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
CSCO,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
CSGP,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
CVNA,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
D,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
DAKT,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
DAL,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
DASH,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
DB,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
DBVT,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
DDOG,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
DELL,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
DIS,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
DOCU,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
DUOL,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
ECL,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
EEM,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
ENPH,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
ENTG,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
EQIX,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
EQT,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
ET,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
ETN,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
ETR,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
EWY,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
EWZ,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
FCNCA,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
FIGR,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
FIX,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
FLEX,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
FLR,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
FLS,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
FLUT,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
FN,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
FORM,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
FWONK,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
GEHC,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
GEMI,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
GEV,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
GLW,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
GNRC,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
GOOG,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
GOOGL,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
GRAB,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
GS,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
GSG,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
GT,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
HIVE,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
HLT,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
HOOD,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
HPE,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
HTZ,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
HUBB,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
HUBS,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
HUM,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
HUT,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
IBIT,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
ICHR,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
IGV,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
INFY,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
INSM,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
INTC,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
IRDM,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
IREN,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
ISRG,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
IWM,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
IYW,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
JBL,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
JBS,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
JCI,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
JD,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
JFROG,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
JHX,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
KEYS,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
KKR,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
KLAC,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
KLAR,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
KLIC,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
KNX,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
KRC,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
KVYO,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
KWEB,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
LBRT,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
LCID,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
LHX,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
LIN,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
LINE,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
LITE,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
LPLA,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
LRCX,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
LSCC,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
LYB,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
LYFT,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
MA,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
MCHP,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
MCK,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
MDB,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
MELI,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
META,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
MKSI,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
MNTN,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
MOD,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
MOH,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
MPLX,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
MPW,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
MPWR,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
MRVL,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
MSFT,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
MTSI,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
MTZ,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
MU,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
NAMS,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
NET,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
NFLX,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
NI,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
NOW,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
NRG,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
NTAP,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
NTRA,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
NU,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
NUVB,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
NVAX,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
NVDA,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
NVT,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
NXPI,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
OC,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
OKTA,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
OLMA,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
OLPX,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
ON,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
OPCH,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
ORCL,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
PANW,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
PATH,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
PCOR,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
PCT,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
PDD,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
PFGC,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
PGNY,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
PI,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
PINS,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
PLTR,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
PLUG,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
PM,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
PONY,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
POWL,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
PSIX,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
PSTG,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
PTGX,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
PTON,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
PUMP,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
PWR,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
PYPL,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
QCOM,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
QQQ,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
QS,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
QSR,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
RBLX,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
RDDT,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
RERE,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
RH,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
RIOT,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
RKT,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
RNG,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
ROKU,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
RSP,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
RTX,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
RVMD,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
SANM,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
SATS,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
SCCO,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
SCHW,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
SE,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
SEI,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
SFIX,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
SFM,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
SHOP,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
SHW,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
SITM,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
SMCI,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
SMH,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
SMTC,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
SNDK,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
SNOW,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
SNPS,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
SOLS,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
SOXL,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
SOXX,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
SPOT,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
SPY,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
STG,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
STM,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
STUB,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
STX,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
TEAM,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
TER,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
TEVA,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
TICKERS,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
TIGR,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
TLN,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
TQQQ,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
TSEM,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
TSLA,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
TSM,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
TTD,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
TTMI,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
TTWO,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
TWLO,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
TWST,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
TXN,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
U,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
UAL,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
UBER,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
UNH,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
UPST,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
USFD,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
V,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
VECO,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
VEEV,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
VIAV,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
VIST,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
VMC,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
VRT,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
VST,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
WAB,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
WDAY,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
WDC,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
WHR,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
WING,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
WLK,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
WOLF,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
WULF,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
WVE,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
WWD,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
WYFI,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
XENE,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
XLF,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
XLK,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
XPO,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
XYZ,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
YPF,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
Z,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
ZG,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
ZS,FORCE_NEVER_SUCCESS,,NEVER_SCANNED,0,0
