ticker,current_score,current_score_source,current_rank,factor_pack_score,technical_timing_score,overheat_penalty,event_risk_status,local_price_available,full_history_ready,latest_success_scan_date,data_readiness_status,held_out_status,current_tier,current_tier_reason,review_required
SMCI,4.760000,factor_pack_score,101,4.76,50.0,0.0,NONE,TRUE,TRUE,2026-05-21,PRICE_AND_FULL_HISTORY_READY,,TIER_5_WEAK_OR_BLOCKED,SCORE_THRESHOLD_POLICY,FALSE
SMH,64.760000,factor_pack_score,38,64.76,54.0,0.0,NONE,TRUE,TRUE,2026-05-21,PRICE_AND_FULL_HISTORY_READY,,TIER_4_REVIEW_ONLY,SCORE_THRESHOLD_POLICY,FALSE
SMTC,,factor_pack_score,,,,,,FALSE,FALSE,,DATA_NOT_READY,,TIER_0_DATA_NOT_READY,NO_USABLE_SCORE;LOCAL_PRICE_NOT_AVAILABLE,FALSE
SNDK,91.430000,factor_pack_score,10,91.43,50.0,0.0,NONE,TRUE,TRUE,2026-05-21,PRICE_AND_FULL_HISTORY_READY,,TIER_1_CORE_CANDIDATE,SCORE_THRESHOLD_POLICY,FALSE
SNOW,11.430000,factor_pack_score,94,11.43,45.0,10.0,NONE,TRUE,TRUE,2026-05-21,PRICE_AND_FULL_HISTORY_READY,,TIER_5_WEAK_OR_BLOCKED,SCORE_THRESHOLD_POLICY,FALSE
SNPS,,factor_pack_score,,,,,,FALSE,FALSE,,DATA_NOT_READY,,TIER_0_DATA_NOT_READY,NO_USABLE_SCORE;LOCAL_PRICE_NOT_AVAILABLE,FALSE
SOLS,,factor_pack_score,,,,,,FALSE,FALSE,,DATA_NOT_READY,,TIER_0_DATA_NOT_READY,NO_USABLE_SCORE;LOCAL_PRICE_NOT_AVAILABLE,FALSE
SOXL,96.190000,factor_pack_score,5,96.19,50.0,0.0,NONE,TRUE,TRUE,2026-05-21,PRICE_AND_FULL_HISTORY_READY,,TIER_1_CORE_CANDIDATE,SCORE_THRESHOLD_POLICY,FALSE
SOXX,76.190000,factor_pack_score,26,76.19,50.0,0.0,NONE,TRUE,TRUE,2026-05-21,PRICE_AND_FULL_HISTORY_READY,,TIER_2_STRONG_WATCHLIST,SCORE_THRESHOLD_POLICY,FALSE
SPOT,,factor_pack_score,,,,,,FALSE,FALSE,,DATA_NOT_READY,,TIER_0_DATA_NOT_READY,NO_USABLE_SCORE;LOCAL_PRICE_NOT_AVAILABLE,FALSE
SPY,25.710000,factor_pack_score,79,25.71,50.0,0.0,NONE,TRUE,TRUE,2026-05-21,PRICE_AND_FULL_HISTORY_READY,,TIER_5_WEAK_OR_BLOCKED,SCORE_THRESHOLD_POLICY,FALSE
STG,,factor_pack_score,,,,,,FALSE,FALSE,,DATA_NOT_READY,,TIER_0_DATA_NOT_READY,NO_USABLE_SCORE;LOCAL_PRICE_NOT_AVAILABLE,FALSE
STM,,factor_pack_score,,,,,,FALSE,FALSE,,DATA_NOT_READY,,TIER_0_DATA_NOT_READY,NO_USABLE_SCORE;LOCAL_PRICE_NOT_AVAILABLE,FALSE
STUB,,factor_pack_score,,,,,,FALSE,FALSE,,DATA_NOT_READY,,TIER_0_DATA_NOT_READY,NO_USABLE_SCORE;LOCAL_PRICE_NOT_AVAILABLE,FALSE
STX,87.620000,factor_pack_score,14,87.62,50.0,0.0,NONE,TRUE,TRUE,2026-05-21,PRICE_AND_FULL_HISTORY_READY,,TIER_1_CORE_CANDIDATE,SCORE_THRESHOLD_POLICY,FALSE
TEAM,,factor_pack_score,,,,,,FALSE,FALSE,,DATA_NOT_READY,,TIER_0_DATA_NOT_READY,NO_USABLE_SCORE;LOCAL_PRICE_NOT_AVAILABLE,FALSE
TER,71.430000,factor_pack_score,31,71.43,64.0,0.0,NONE,TRUE,TRUE,2026-05-21,PRICE_AND_FULL_HISTORY_READY,,TIER_3_WATCHLIST,SCORE_THRESHOLD_POLICY,FALSE
TEVA,,factor_pack_score,,,,,,FALSE,FALSE,,DATA_NOT_READY,,TIER_0_DATA_NOT_READY,NO_USABLE_SCORE;LOCAL_PRICE_NOT_AVAILABLE,FALSE
TICKERS,,factor_pack_score,,,,,,FALSE,FALSE,,DATA_NOT_READY,,TIER_0_DATA_NOT_READY,NO_USABLE_SCORE;LOCAL_PRICE_NOT_AVAILABLE,FALSE
TIGR,,factor_pack_score,,,,,,FALSE,FALSE,,DATA_NOT_READY,,TIER_0_DATA_NOT_READY,NO_USABLE_SCORE;LOCAL_PRICE_NOT_AVAILABLE,FALSE
TLN,,factor_pack_score,,,,,,FALSE,FALSE,,DATA_NOT_READY,,TIER_0_DATA_NOT_READY,NO_USABLE_SCORE;LOCAL_PRICE_NOT_AVAILABLE,FALSE
TQQQ,49.520000,factor_pack_score,54,49.52,50.0,0.0,NONE,TRUE,TRUE,2026-05-21,PRICE_AND_FULL_HISTORY_READY,,TIER_5_WEAK_OR_BLOCKED,SCORE_THRESHOLD_POLICY,FALSE
TSEM,,factor_pack_score,,,,,,FALSE,FALSE,,DATA_NOT_READY,,TIER_0_DATA_NOT_READY,NO_USABLE_SCORE;LOCAL_PRICE_NOT_AVAILABLE,FALSE
TSLA,43.810000,factor_pack_score,60,43.81,50.0,0.0,NONE,TRUE,TRUE,2026-05-21,PRICE_AND_FULL_HISTORY_READY,,TIER_5_WEAK_OR_BLOCKED,SCORE_THRESHOLD_POLICY,FALSE
TSM,44.760000,factor_pack_score,59,44.76,50.0,0.0,NONE,TRUE,TRUE,2026-05-21,PRICE_AND_FULL_HISTORY_READY,,TIER_5_WEAK_OR_BLOCKED,SCORE_THRESHOLD_POLICY,FALSE
TTD,,factor_pack_score,,,,,,FALSE,FALSE,,DATA_NOT_READY,,TIER_0_DATA_NOT_READY,NO_USABLE_SCORE;LOCAL_PRICE_NOT_AVAILABLE,FALSE
TTMI,,factor_pack_score,,,,,,FALSE,FALSE,,DATA_NOT_READY,,TIER_0_DATA_NOT_READY,NO_USABLE_SCORE;LOCAL_PRICE_NOT_AVAILABLE,FALSE
TTWO,,factor_pack_score,,,,,,FALSE,FALSE,,DATA_NOT_READY,,TIER_0_DATA_NOT_READY,NO_USABLE_SCORE;LOCAL_PRICE_NOT_AVAILABLE,FALSE
TWLO,,factor_pack_score,,,,,,FALSE,FALSE,,DATA_NOT_READY,,TIER_0_DATA_NOT_READY,NO_USABLE_SCORE;LOCAL_PRICE_NOT_AVAILABLE,FALSE
TWST,,factor_pack_score,,,,,,FALSE,FALSE,,DATA_NOT_READY,,TIER_0_DATA_NOT_READY,NO_USABLE_SCORE;LOCAL_PRICE_NOT_AVAILABLE,FALSE
TXN,2.860000,factor_pack_score,103,2.86,30.0,20.0,NONE,TRUE,TRUE,2026-05-21,PRICE_AND_FULL_HISTORY_READY,,TIER_5_WEAK_OR_BLOCKED,SCORE_THRESHOLD_POLICY,FALSE
U,,factor_pack_score,,,,,,FALSE,FALSE,,DATA_NOT_READY,,TIER_0_DATA_NOT_READY,NO_USABLE_SCORE;LOCAL_PRICE_NOT_AVAILABLE,FALSE
UAL,,factor_pack_score,,,,,,FALSE,FALSE,,DATA_NOT_READY,,TIER_0_DATA_NOT_READY,NO_USABLE_SCORE;LOCAL_PRICE_NOT_AVAILABLE,FALSE
UBER,,factor_pack_score,,,,,,FALSE,FALSE,,DATA_NOT_READY,,TIER_0_DATA_NOT_READY,NO_USABLE_SCORE;LOCAL_PRICE_NOT_AVAILABLE,FALSE
UNH,,factor_pack_score,,,,,,FALSE,FALSE,,DATA_NOT_READY,,TIER_0_DATA_NOT_READY,NO_USABLE_SCORE;LOCAL_PRICE_NOT_AVAILABLE,FALSE
UPST,,factor_pack_score,,,,,,FALSE,FALSE,,DATA_NOT_READY,,TIER_0_DATA_NOT_READY,NO_USABLE_SCORE;LOCAL_PRICE_NOT_AVAILABLE,FALSE
USFD,,factor_pack_score,,,,,,FALSE,FALSE,,DATA_NOT_READY,,TIER_0_DATA_NOT_READY,NO_USABLE_SCORE;LOCAL_PRICE_NOT_AVAILABLE,FALSE
V,,factor_pack_score,,,,,,FALSE,FALSE,,DATA_NOT_READY,,TIER_0_DATA_NOT_READY,NO_USABLE_SCORE;LOCAL_PRICE_NOT_AVAILABLE,FALSE
VECO,67.620000,factor_pack_score,35,67.62,50.0,0.0,NONE,FALSE,TRUE,,DATA_NOT_READY,,TIER_0_DATA_NOT_READY,SCORE_THRESHOLD_POLICY;LOCAL_PRICE_NOT_AVAILABLE,FALSE
VEEV,,factor_pack_score,,,,,,FALSE,FALSE,,DATA_NOT_READY,,TIER_0_DATA_NOT_READY,NO_USABLE_SCORE;LOCAL_PRICE_NOT_AVAILABLE,FALSE
VIAV,,factor_pack_score,,,,,,FALSE,FALSE,,DATA_NOT_READY,,TIER_0_DATA_NOT_READY,NO_USABLE_SCORE;LOCAL_PRICE_NOT_AVAILABLE,FALSE
VIST,,factor_pack_score,,,,,,FALSE,FALSE,,DATA_NOT_READY,,TIER_0_DATA_NOT_READY,NO_USABLE_SCORE;LOCAL_PRICE_NOT_AVAILABLE,FALSE
VMC,,factor_pack_score,,,,,,FALSE,FALSE,,DATA_NOT_READY,,TIER_0_DATA_NOT_READY,NO_USABLE_SCORE;LOCAL_PRICE_NOT_AVAILABLE,FALSE
VRT,77.140000,factor_pack_score,25,77.14,40.0,10.0,NONE,TRUE,TRUE,2026-05-21,PRICE_AND_FULL_HISTORY_READY,,TIER_2_STRONG_WATCHLIST,SCORE_THRESHOLD_POLICY,FALSE
VST,40.950000,factor_pack_score,63,40.95,72.0,0.0,NONE,TRUE,TRUE,2026-05-21,PRICE_AND_FULL_HISTORY_READY,,TIER_5_WEAK_OR_BLOCKED,SCORE_THRESHOLD_POLICY,FALSE
WAB,,factor_pack_score,,,,,,FALSE,FALSE,,DATA_NOT_READY,,TIER_0_DATA_NOT_READY,NO_USABLE_SCORE;LOCAL_PRICE_NOT_AVAILABLE,FALSE
WDAY,,factor_pack_score,,,,,,FALSE,FALSE,,DATA_NOT_READY,,TIER_0_DATA_NOT_READY,NO_USABLE_SCORE;LOCAL_PRICE_NOT_AVAILABLE,FALSE
WDC,89.520000,factor_pack_score,12,89.52,50.0,0.0,NONE,TRUE,TRUE,2026-05-21,PRICE_AND_FULL_HISTORY_READY,,TIER_1_CORE_CANDIDATE,SCORE_THRESHOLD_POLICY,FALSE
WHR,,factor_pack_score,,,,,,FALSE,FALSE,,DATA_NOT_READY,,TIER_0_DATA_NOT_READY,NO_USABLE_SCORE;LOCAL_PRICE_NOT_AVAILABLE,FALSE
WING,,factor_pack_score,,,,,,FALSE,FALSE,,DATA_NOT_READY,,TIER_0_DATA_NOT_READY,NO_USABLE_SCORE;LOCAL_PRICE_NOT_AVAILABLE,FALSE
WLK,,factor_pack_score,,,,,,FALSE,FALSE,,DATA_NOT_READY,,TIER_0_DATA_NOT_READY,NO_USABLE_SCORE;LOCAL_PRICE_NOT_AVAILABLE,FALSE
WOLF,,factor_pack_score,,,,,,FALSE,FALSE,,DATA_NOT_READY,,TIER_0_DATA_NOT_READY,NO_USABLE_SCORE;LOCAL_PRICE_NOT_AVAILABLE,FALSE
WULF,,factor_pack_score,,,,,,FALSE,FALSE,,DATA_NOT_READY,,TIER_0_DATA_NOT_READY,NO_USABLE_SCORE;LOCAL_PRICE_NOT_AVAILABLE,FALSE
WVE,,factor_pack_score,,,,,,FALSE,FALSE,,DATA_NOT_READY,,TIER_0_DATA_NOT_READY,NO_USABLE_SCORE;LOCAL_PRICE_NOT_AVAILABLE,FALSE
WWD,,factor_pack_score,,,,,,FALSE,FALSE,,DATA_NOT_READY,,TIER_0_DATA_NOT_READY,NO_USABLE_SCORE;LOCAL_PRICE_NOT_AVAILABLE,FALSE
WYFI,,factor_pack_score,,,,,,FALSE,FALSE,,DATA_NOT_READY,,TIER_0_DATA_NOT_READY,NO_USABLE_SCORE;LOCAL_PRICE_NOT_AVAILABLE,FALSE
XENE,,factor_pack_score,,,,,,FALSE,FALSE,,DATA_NOT_READY,,TIER_0_DATA_NOT_READY,NO_USABLE_SCORE;LOCAL_PRICE_NOT_AVAILABLE,FALSE
XLF,,factor_pack_score,,,,,,FALSE,FALSE,,DATA_NOT_READY,,TIER_0_DATA_NOT_READY,NO_USABLE_SCORE;LOCAL_PRICE_NOT_AVAILABLE,FALSE
XLK,47.620000,factor_pack_score,56,47.62,54.0,0.0,NONE,FALSE,TRUE,,DATA_NOT_READY,,TIER_0_DATA_NOT_READY,SCORE_THRESHOLD_POLICY;LOCAL_PRICE_NOT_AVAILABLE,FALSE
XPO,,factor_pack_score,,,,,,FALSE,FALSE,,DATA_NOT_READY,,TIER_0_DATA_NOT_READY,NO_USABLE_SCORE;LOCAL_PRICE_NOT_AVAILABLE,FALSE
XYZ,,factor_pack_score,,,,,,FALSE,FALSE,,DATA_NOT_READY,,TIER_0_DATA_NOT_READY,NO_USABLE_SCORE;LOCAL_PRICE_NOT_AVAILABLE,FALSE
YPF,,factor_pack_score,,,,,,FALSE,FALSE,,DATA_NOT_READY,,TIER_0_DATA_NOT_READY,NO_USABLE_SCORE;LOCAL_PRICE_NOT_AVAILABLE,FALSE
Z,,factor_pack_score,,,,,,FALSE,FALSE,,DATA_NOT_READY,,TIER_0_DATA_NOT_READY,NO_USABLE_SCORE;LOCAL_PRICE_NOT_AVAILABLE,FALSE
ZG,,factor_pack_score,,,,,,FALSE,FALSE,,DATA_NOT_READY,,TIER_0_DATA_NOT_READY,NO_USABLE_SCORE;LOCAL_PRICE_NOT_AVAILABLE,FALSE
ZS,8.570000,factor_pack_score,97,8.57,29.0,30.0,NONE,TRUE,TRUE,2026-05-21,PRICE_AND_FULL_HISTORY_READY,,TIER_5_WEAK_OR_BLOCKED,SCORE_THRESHOLD_POLICY,FALSE
