ticker,has_price_derived_row,factor_scope_class,score_scope,full_factor_score_ready,light_factor_score_ready,score_ready,price_derived_total_score_available,buy_zone_label_available,market_regime_available,price_derived_readiness_status,degradation_reason
TEAM,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
TER,TRUE,FULL_HISTORY_FACTOR_READY,FULL_PRICE_DERIVED_SCORE,TRUE,FALSE,,TRUE,TRUE,TRUE,FULL_SCORE_READY,
TEVA,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
TICKER,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
TICKERS,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
TIGR,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
TLN,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
TQQQ,TRUE,LATEST_ONLY_NOT_FACTOR_READY,LATEST_ONLY_REFERENCE,FALSE,FALSE,,TRUE,TRUE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
TSEM,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
TSLA,TRUE,FULL_HISTORY_FACTOR_READY,FULL_PRICE_DERIVED_SCORE,TRUE,FALSE,,TRUE,TRUE,TRUE,FULL_SCORE_READY,
TSM,TRUE,FULL_HISTORY_FACTOR_READY,FULL_PRICE_DERIVED_SCORE,TRUE,FALSE,,TRUE,TRUE,TRUE,FULL_SCORE_READY,
TTD,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
TTMI,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
TTWO,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
TWLO,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
TWST,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
TXN,TRUE,FULL_HISTORY_FACTOR_READY,FULL_PRICE_DERIVED_SCORE,TRUE,FALSE,,TRUE,TRUE,TRUE,FULL_SCORE_READY,
U,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
UAL,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
UBER,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
UNH,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
UPST,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
USFD,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
V,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
VECO,TRUE,FULL_HISTORY_FACTOR_READY,FULL_PRICE_DERIVED_SCORE,TRUE,FALSE,,TRUE,TRUE,TRUE,FULL_SCORE_READY,
VEEV,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
VIAV,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
VIST,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
VMC,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
VRT,TRUE,FULL_HISTORY_FACTOR_READY,FULL_PRICE_DERIVED_SCORE,TRUE,FALSE,,TRUE,TRUE,TRUE,FULL_SCORE_READY,
VST,TRUE,FULL_HISTORY_FACTOR_READY,FULL_PRICE_DERIVED_SCORE,TRUE,FALSE,,TRUE,TRUE,TRUE,FULL_SCORE_READY,
WAB,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
WDAY,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
WDC,TRUE,FULL_HISTORY_FACTOR_READY,FULL_PRICE_DERIVED_SCORE,TRUE,FALSE,,TRUE,TRUE,TRUE,FULL_SCORE_READY,
WHR,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
WING,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
WLK,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
WOLF,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
WULF,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
WVE,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
WWD,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
WYFI,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
XENE,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
XLF,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
XLK,TRUE,FULL_HISTORY_FACTOR_READY,FULL_PRICE_DERIVED_SCORE,TRUE,FALSE,,TRUE,TRUE,TRUE,FULL_SCORE_READY,
XPO,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
XYZ,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
YPF,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
Z,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
ZG,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
ZS,TRUE,FULL_HISTORY_FACTOR_READY,FULL_PRICE_DERIVED_SCORE,TRUE,FALSE,,TRUE,TRUE,TRUE,FULL_SCORE_READY,
