ticker,has_price_derived_row,factor_scope_class,score_scope,full_factor_score_ready,light_factor_score_ready,score_ready,price_derived_total_score_available,buy_zone_label_available,market_regime_available,price_derived_readiness_status,degradation_reason
AGX,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
ALAB,TRUE,FULL_HISTORY_FACTOR_READY,FULL_PRICE_DERIVED_SCORE,TRUE,FALSE,,TRUE,TRUE,TRUE,FULL_SCORE_READY,
ALM,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
AMAT,TRUE,FULL_HISTORY_FACTOR_READY,FULL_PRICE_DERIVED_SCORE,TRUE,FALSE,,TRUE,TRUE,TRUE,FULL_SCORE_READY,
AMC,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
AMD,TRUE,FULL_HISTORY_FACTOR_READY,FULL_PRICE_DERIVED_SCORE,TRUE,FALSE,,TRUE,TRUE,TRUE,FULL_SCORE_READY,
AMKR,TRUE,FULL_HISTORY_FACTOR_READY,FULL_PRICE_DERIVED_SCORE,TRUE,FALSE,,TRUE,TRUE,TRUE,FULL_SCORE_READY,
AMZN,TRUE,FULL_HISTORY_FACTOR_READY,FULL_PRICE_DERIVED_SCORE,TRUE,FALSE,,TRUE,TRUE,TRUE,FULL_SCORE_READY,
ANET,TRUE,FULL_HISTORY_FACTOR_READY,FULL_PRICE_DERIVED_SCORE,TRUE,FALSE,,TRUE,TRUE,TRUE,FULL_SCORE_READY,
APG,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
APH,TRUE,FULL_HISTORY_FACTOR_READY,FULL_PRICE_DERIVED_SCORE,TRUE,FALSE,,TRUE,TRUE,TRUE,FULL_SCORE_READY,
APLD,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
APO,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
APP,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
ARGT,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
ARM,TRUE,FULL_HISTORY_FACTOR_READY,FULL_PRICE_DERIVED_SCORE,TRUE,FALSE,,TRUE,TRUE,TRUE,FULL_SCORE_READY,
ASML,TRUE,FULL_HISTORY_FACTOR_READY,FULL_PRICE_DERIVED_SCORE,TRUE,FALSE,,TRUE,TRUE,TRUE,FULL_SCORE_READY,
AVGO,TRUE,FULL_HISTORY_FACTOR_READY,FULL_PRICE_DERIVED_SCORE,TRUE,FALSE,,TRUE,TRUE,TRUE,FULL_SCORE_READY,
AXON,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
BABA,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
BAC,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
BALL,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
BE,TRUE,FULL_HISTORY_FACTOR_READY,FULL_PRICE_DERIVED_SCORE,TRUE,FALSE,,TRUE,TRUE,TRUE,FULL_SCORE_READY,
BIDU,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
BITF,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
BKNG,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
BLSH,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
BLTE,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
BN,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
BSX,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
BTDR,TRUE,FULL_HISTORY_FACTOR_READY,FULL_PRICE_DERIVED_SCORE,TRUE,FALSE,,TRUE,TRUE,TRUE,FULL_SCORE_READY,
BW,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
BYND,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
CAI,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
CAMT,TRUE,FULL_HISTORY_FACTOR_READY,FULL_PRICE_DERIVED_SCORE,TRUE,FALSE,,TRUE,TRUE,TRUE,FULL_SCORE_READY,
CARR,TRUE,FULL_HISTORY_FACTOR_READY,FULL_PRICE_DERIVED_SCORE,TRUE,FALSE,,TRUE,TRUE,TRUE,FULL_SCORE_READY,
CART,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
CDNS,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
CDTX,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
CEG,TRUE,FULL_HISTORY_FACTOR_READY,FULL_PRICE_DERIVED_SCORE,TRUE,FALSE,,TRUE,TRUE,TRUE,FULL_SCORE_READY,
CFLT,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
CHPT,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
CHRW,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
CHYM,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
CIEN,TRUE,FULL_HISTORY_FACTOR_READY,FULL_PRICE_DERIVED_SCORE,TRUE,FALSE,,TRUE,TRUE,TRUE,FULL_SCORE_READY,
CIFR,TRUE,FULL_HISTORY_FACTOR_READY,FULL_PRICE_DERIVED_SCORE,TRUE,FALSE,,TRUE,TRUE,TRUE,FULL_SCORE_READY,
CLF,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
CLH,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
CLS,TRUE,FULL_HISTORY_FACTOR_READY,FULL_PRICE_DERIVED_SCORE,TRUE,FALSE,,TRUE,TRUE,TRUE,FULL_SCORE_READY,
CLSK,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
CMG,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
CNM,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
COF,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
COG,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
COGT,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
COHR,TRUE,FULL_HISTORY_FACTOR_READY,FULL_PRICE_DERIVED_SCORE,TRUE,FALSE,,TRUE,TRUE,TRUE,FULL_SCORE_READY,
COHU,TRUE,FULL_HISTORY_FACTOR_READY,FULL_PRICE_DERIVED_SCORE,TRUE,FALSE,,TRUE,TRUE,TRUE,FULL_SCORE_READY,
CORZ,TRUE,FULL_HISTORY_FACTOR_READY,FULL_PRICE_DERIVED_SCORE,TRUE,FALSE,,TRUE,TRUE,TRUE,FULL_SCORE_READY,
CPAY,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
CPNG,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
CRCL,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
CRDO,TRUE,FULL_HISTORY_FACTOR_READY,FULL_PRICE_DERIVED_SCORE,TRUE,FALSE,,TRUE,TRUE,TRUE,FULL_SCORE_READY,
CRH,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
CRM,TRUE,FULL_HISTORY_FACTOR_READY,FULL_PRICE_DERIVED_SCORE,TRUE,FALSE,,TRUE,TRUE,TRUE,FULL_SCORE_READY,
CRS,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
CRWD,TRUE,FULL_HISTORY_FACTOR_READY,FULL_PRICE_DERIVED_SCORE,TRUE,FALSE,,TRUE,TRUE,TRUE,FULL_SCORE_READY,
CRWV,TRUE,FULL_HISTORY_FACTOR_READY,FULL_PRICE_DERIVED_SCORE,TRUE,FALSE,,TRUE,TRUE,TRUE,FULL_SCORE_READY,
CSCO,TRUE,FULL_HISTORY_FACTOR_READY,FULL_PRICE_DERIVED_SCORE,TRUE,FALSE,,TRUE,TRUE,TRUE,FULL_SCORE_READY,
CSGP,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
CVNA,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
D,TRUE,FULL_HISTORY_FACTOR_READY,FULL_PRICE_DERIVED_SCORE,TRUE,FALSE,,TRUE,TRUE,TRUE,FULL_SCORE_READY,
DAKT,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
DAL,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
DASH,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
DB,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
DBVT,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
DDOG,TRUE,FULL_HISTORY_FACTOR_READY,FULL_PRICE_DERIVED_SCORE,TRUE,FALSE,,TRUE,TRUE,TRUE,FULL_SCORE_READY,
DELL,TRUE,FULL_HISTORY_FACTOR_READY,FULL_PRICE_DERIVED_SCORE,TRUE,FALSE,,TRUE,TRUE,TRUE,FULL_SCORE_READY,
DIS,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
DOCU,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
DUOL,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
ECL,TRUE,FULL_HISTORY_FACTOR_READY,FULL_PRICE_DERIVED_SCORE,TRUE,FALSE,,TRUE,TRUE,TRUE,FULL_SCORE_READY,
EEM,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
ENPH,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
ENTG,TRUE,FULL_HISTORY_FACTOR_READY,FULL_PRICE_DERIVED_SCORE,TRUE,FALSE,,TRUE,TRUE,TRUE,FULL_SCORE_READY,
EQIX,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
EQT,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
ET,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
ETN,TRUE,FULL_HISTORY_FACTOR_READY,FULL_PRICE_DERIVED_SCORE,TRUE,FALSE,,TRUE,TRUE,TRUE,FULL_SCORE_READY,
ETR,TRUE,FULL_HISTORY_FACTOR_READY,FULL_PRICE_DERIVED_SCORE,TRUE,FALSE,,TRUE,TRUE,TRUE,FULL_SCORE_READY,
EWY,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
EWZ,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
FCNCA,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
FIGR,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
FIX,TRUE,FULL_HISTORY_FACTOR_READY,FULL_PRICE_DERIVED_SCORE,TRUE,FALSE,,TRUE,TRUE,TRUE,FULL_SCORE_READY,
FLEX,TRUE,FULL_HISTORY_FACTOR_READY,FULL_PRICE_DERIVED_SCORE,TRUE,FALSE,,TRUE,TRUE,TRUE,FULL_SCORE_READY,
FLR,TRUE,FULL_HISTORY_FACTOR_READY,FULL_PRICE_DERIVED_SCORE,TRUE,FALSE,,TRUE,TRUE,TRUE,FULL_SCORE_READY,
FLS,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
FLUT,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
FN,TRUE,FULL_HISTORY_FACTOR_READY,FULL_PRICE_DERIVED_SCORE,TRUE,FALSE,,TRUE,TRUE,TRUE,FULL_SCORE_READY,
FORM,TRUE,FULL_HISTORY_FACTOR_READY,FULL_PRICE_DERIVED_SCORE,TRUE,FALSE,,TRUE,TRUE,TRUE,FULL_SCORE_READY,
FWONK,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
GEHC,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
GEMI,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
GEV,TRUE,FULL_HISTORY_FACTOR_READY,FULL_PRICE_DERIVED_SCORE,TRUE,FALSE,,TRUE,TRUE,TRUE,FULL_SCORE_READY,
GLW,TRUE,FULL_HISTORY_FACTOR_READY,FULL_PRICE_DERIVED_SCORE,TRUE,FALSE,,TRUE,TRUE,TRUE,FULL_SCORE_READY,
GNRC,TRUE,FULL_HISTORY_FACTOR_READY,FULL_PRICE_DERIVED_SCORE,TRUE,FALSE,,TRUE,TRUE,TRUE,FULL_SCORE_READY,
GOOG,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
GOOGL,TRUE,FULL_HISTORY_FACTOR_READY,FULL_PRICE_DERIVED_SCORE,TRUE,FALSE,,TRUE,TRUE,TRUE,FULL_SCORE_READY,
GRAB,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
GS,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
GSG,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
GT,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
HIVE,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
HLT,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
HOOD,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
HPE,TRUE,FULL_HISTORY_FACTOR_READY,FULL_PRICE_DERIVED_SCORE,TRUE,FALSE,,TRUE,TRUE,TRUE,FULL_SCORE_READY,
HTZ,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
HUBB,TRUE,FULL_HISTORY_FACTOR_READY,FULL_PRICE_DERIVED_SCORE,TRUE,FALSE,,TRUE,TRUE,TRUE,FULL_SCORE_READY,
HUBS,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
HUM,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
HUT,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
IBIT,TRUE,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,,FALSE,FALSE,TRUE,ROW_ONLY_NOT_SCORE_READY,Price-derived row exists but full/light score fields are not ready.
