run_time_jst,ticker,yf_ticker,price_source,fetch_status,latest_price_date,latest_close,freshness_status,in_second_stage,universe_source,error
2026-05-30 22:35:00,SOXL,SOXL,yfinance,OK,2026-05-29,224.34,OK_LATEST_AVAILABLE,NO,us_full_screened_generated.yaml,
2026-05-30 22:35:00,SOXX,SOXX,yfinance,OK,2026-05-29,569.08,OK_LATEST_AVAILABLE,NO,us_full_screened_generated.yaml,
2026-05-30 22:35:00,SPY,SPY,yfinance,OK,2026-05-29,756.48,OK_LATEST_AVAILABLE,NO,us_full_screened_generated.yaml,
2026-05-30 22:35:00,STX,STX,yfinance,OK,2026-05-29,879.8,OK_LATEST_AVAILABLE,NO,us_full_screened_generated.yaml,
2026-05-30 22:35:00,TER,TER,yfinance,OK,2026-05-29,374.31,OK_LATEST_AVAILABLE,NO,us_full_screened_generated.yaml,
2026-05-30 22:35:00,TQQQ,TQQQ,yfinance,OK,2026-05-29,84.56,OK_LATEST_AVAILABLE,NO,us_full_screened_generated.yaml,
2026-05-30 22:35:00,TSLA,TSLA,yfinance,OK,2026-05-29,435.79,OK_LATEST_AVAILABLE,NO,us_full_screened_generated.yaml,
2026-05-30 22:35:00,TSM,TSM,yfinance,OK,2026-05-29,418.45,OK_LATEST_AVAILABLE,NO,us_full_screened_generated.yaml,
2026-05-30 22:35:00,TXN,TXN,yfinance,OK,2026-05-29,305.68,OK_LATEST_AVAILABLE,NO,us_full_screened_generated.yaml,
2026-05-30 22:35:00,VECO,VECO,yfinance,OK,2026-05-29,57.64,OK_LATEST_AVAILABLE,NO,us_full_screened_generated.yaml,
2026-05-30 22:35:00,VRT,VRT,yfinance,OK,2026-05-29,315.71,OK_LATEST_AVAILABLE,NO,us_full_screened_generated.yaml,
2026-05-30 22:35:00,VST,VST,yfinance,OK,2026-05-29,160.23,OK_LATEST_AVAILABLE,NO,us_full_screened_generated.yaml,
2026-05-30 22:35:00,WDC,WDC,yfinance,OK,2026-05-29,531.21,OK_LATEST_AVAILABLE,NO,us_full_screened_generated.yaml,
2026-05-30 22:35:00,XLK,XLK,yfinance,OK,2026-05-29,191.02,OK_LATEST_AVAILABLE,NO,us_full_screened_generated.yaml,
2026-05-30 22:35:00,ZS,ZS,yfinance,OK,2026-05-29,139.73,OK_LATEST_AVAILABLE,NO,us_full_screened_generated.yaml,
