"rank","ticker","symbol","name","bucket","decision","action","restriction","source","source_file","run_time_jst","compat_status"
"11","ANET","ANET","ANET","V18_RAW105_COMPAT","REVIEW_ONLY","REVIEW_ONLY","COMPAT_NO_DIRECT_TRADE","V18_RAW105_COMPAT","D:\us-tech-quant\state\v18\raw105_universe_for_factor_lab.csv","2026-05-30 22:35:32","OK_NON_RECURSIVE_EXACT_V17_6E_YAML"
"12","APH","APH","APH","V18_RAW105_COMPAT","REVIEW_ONLY","REVIEW_ONLY","COMPAT_NO_DIRECT_TRADE","V18_RAW105_COMPAT","D:\us-tech-quant\state\v18\raw105_universe_for_factor_lab.csv","2026-05-30 22:35:32","OK_NON_RECURSIVE_EXACT_V17_6E_YAML"
"13","ARM","ARM","ARM","V18_RAW105_COMPAT","REVIEW_ONLY","REVIEW_ONLY","COMPAT_NO_DIRECT_TRADE","V18_RAW105_COMPAT","D:\us-tech-quant\state\v18\raw105_universe_for_factor_lab.csv","2026-05-30 22:35:32","OK_NON_RECURSIVE_EXACT_V17_6E_YAML"
"14","ASML","ASML","ASML","V18_RAW105_COMPAT","REVIEW_ONLY","REVIEW_ONLY","COMPAT_NO_DIRECT_TRADE","V18_RAW105_COMPAT","D:\us-tech-quant\state\v18\raw105_universe_for_factor_lab.csv","2026-05-30 22:35:32","OK_NON_RECURSIVE_EXACT_V17_6E_YAML"
"15","AVGO","AVGO","AVGO","V18_RAW105_COMPAT","REVIEW_ONLY","REVIEW_ONLY","COMPAT_NO_DIRECT_TRADE","V18_RAW105_COMPAT","D:\us-tech-quant\state\v18\raw105_universe_for_factor_lab.csv","2026-05-30 22:35:32","OK_NON_RECURSIVE_EXACT_V17_6E_YAML"
"16","BE","BE","BE","V18_RAW105_COMPAT","REVIEW_ONLY","REVIEW_ONLY","COMPAT_NO_DIRECT_TRADE","V18_RAW105_COMPAT","D:\us-tech-quant\state\v18\raw105_universe_for_factor_lab.csv","2026-05-30 22:35:32","OK_NON_RECURSIVE_EXACT_V17_6E_YAML"
"17","BTDR","BTDR","BTDR","V18_RAW105_COMPAT","REVIEW_ONLY","REVIEW_ONLY","COMPAT_NO_DIRECT_TRADE","V18_RAW105_COMPAT","D:\us-tech-quant\state\v18\raw105_universe_for_factor_lab.csv","2026-05-30 22:35:32","OK_NON_RECURSIVE_EXACT_V17_6E_YAML"
"18","CAMT","CAMT","CAMT","V18_RAW105_COMPAT","REVIEW_ONLY","REVIEW_ONLY","COMPAT_NO_DIRECT_TRADE","V18_RAW105_COMPAT","D:\us-tech-quant\state\v18\raw105_universe_for_factor_lab.csv","2026-05-30 22:35:32","OK_NON_RECURSIVE_EXACT_V17_6E_YAML"
"19","CARR","CARR","CARR","V18_RAW105_COMPAT","REVIEW_ONLY","REVIEW_ONLY","COMPAT_NO_DIRECT_TRADE","V18_RAW105_COMPAT","D:\us-tech-quant\state\v18\raw105_universe_for_factor_lab.csv","2026-05-30 22:35:32","OK_NON_RECURSIVE_EXACT_V17_6E_YAML"
"20","CEG","CEG","CEG","V18_RAW105_COMPAT","REVIEW_ONLY","REVIEW_ONLY","COMPAT_NO_DIRECT_TRADE","V18_RAW105_COMPAT","D:\us-tech-quant\state\v18\raw105_universe_for_factor_lab.csv","2026-05-30 22:35:32","OK_NON_RECURSIVE_EXACT_V17_6E_YAML"
"21","CIEN","CIEN","CIEN","V18_RAW105_COMPAT","REVIEW_ONLY","REVIEW_ONLY","COMPAT_NO_DIRECT_TRADE","V18_RAW105_COMPAT","D:\us-tech-quant\state\v18\raw105_universe_for_factor_lab.csv","2026-05-30 22:35:32","OK_NON_RECURSIVE_EXACT_V17_6E_YAML"
"22","CIFR","CIFR","CIFR","V18_RAW105_COMPAT","REVIEW_ONLY","REVIEW_ONLY","COMPAT_NO_DIRECT_TRADE","V18_RAW105_COMPAT","D:\us-tech-quant\state\v18\raw105_universe_for_factor_lab.csv","2026-05-30 22:35:32","OK_NON_RECURSIVE_EXACT_V17_6E_YAML"
"23","CLS","CLS","CLS","V18_RAW105_COMPAT","REVIEW_ONLY","REVIEW_ONLY","COMPAT_NO_DIRECT_TRADE","V18_RAW105_COMPAT","D:\us-tech-quant\state\v18\raw105_universe_for_factor_lab.csv","2026-05-30 22:35:32","OK_NON_RECURSIVE_EXACT_V17_6E_YAML"
"24","COHR","COHR","COHR","V18_RAW105_COMPAT","REVIEW_ONLY","REVIEW_ONLY","COMPAT_NO_DIRECT_TRADE","V18_RAW105_COMPAT","D:\us-tech-quant\state\v18\raw105_universe_for_factor_lab.csv","2026-05-30 22:35:32","OK_NON_RECURSIVE_EXACT_V17_6E_YAML"
"25","COHU","COHU","COHU","V18_RAW105_COMPAT","REVIEW_ONLY","REVIEW_ONLY","COMPAT_NO_DIRECT_TRADE","V18_RAW105_COMPAT","D:\us-tech-quant\state\v18\raw105_universe_for_factor_lab.csv","2026-05-30 22:35:32","OK_NON_RECURSIVE_EXACT_V17_6E_YAML"
"26","CORZ","CORZ","CORZ","V18_RAW105_COMPAT","REVIEW_ONLY","REVIEW_ONLY","COMPAT_NO_DIRECT_TRADE","V18_RAW105_COMPAT","D:\us-tech-quant\state\v18\raw105_universe_for_factor_lab.csv","2026-05-30 22:35:32","OK_NON_RECURSIVE_EXACT_V17_6E_YAML"
"27","CRDO","CRDO","CRDO","V18_RAW105_COMPAT","REVIEW_ONLY","REVIEW_ONLY","COMPAT_NO_DIRECT_TRADE","V18_RAW105_COMPAT","D:\us-tech-quant\state\v18\raw105_universe_for_factor_lab.csv","2026-05-30 22:35:32","OK_NON_RECURSIVE_EXACT_V17_6E_YAML"
"28","CRM","CRM","CRM","V18_RAW105_COMPAT","REVIEW_ONLY","REVIEW_ONLY","COMPAT_NO_DIRECT_TRADE","V18_RAW105_COMPAT","D:\us-tech-quant\state\v18\raw105_universe_for_factor_lab.csv","2026-05-30 22:35:32","OK_NON_RECURSIVE_EXACT_V17_6E_YAML"
"29","CRWD","CRWD","CRWD","V18_RAW105_COMPAT","REVIEW_ONLY","REVIEW_ONLY","COMPAT_NO_DIRECT_TRADE","V18_RAW105_COMPAT","D:\us-tech-quant\state\v18\raw105_universe_for_factor_lab.csv","2026-05-30 22:35:32","OK_NON_RECURSIVE_EXACT_V17_6E_YAML"
"30","CRWV","CRWV","CRWV","V18_RAW105_COMPAT","REVIEW_ONLY","REVIEW_ONLY","COMPAT_NO_DIRECT_TRADE","V18_RAW105_COMPAT","D:\us-tech-quant\state\v18\raw105_universe_for_factor_lab.csv","2026-05-30 22:35:32","OK_NON_RECURSIVE_EXACT_V17_6E_YAML"
"31","CSCO","CSCO","CSCO","V18_RAW105_COMPAT","REVIEW_ONLY","REVIEW_ONLY","COMPAT_NO_DIRECT_TRADE","V18_RAW105_COMPAT","D:\us-tech-quant\state\v18\raw105_universe_for_factor_lab.csv","2026-05-30 22:35:32","OK_NON_RECURSIVE_EXACT_V17_6E_YAML"
"32","D","D","D","V18_RAW105_COMPAT","REVIEW_ONLY","REVIEW_ONLY","COMPAT_NO_DIRECT_TRADE","V18_RAW105_COMPAT","D:\us-tech-quant\state\v18\raw105_universe_for_factor_lab.csv","2026-05-30 22:35:32","OK_NON_RECURSIVE_EXACT_V17_6E_YAML"
"33","DDOG","DDOG","DDOG","V18_RAW105_COMPAT","REVIEW_ONLY","REVIEW_ONLY","COMPAT_NO_DIRECT_TRADE","V18_RAW105_COMPAT","D:\us-tech-quant\state\v18\raw105_universe_for_factor_lab.csv","2026-05-30 22:35:32","OK_NON_RECURSIVE_EXACT_V17_6E_YAML"
"34","DELL","DELL","DELL","V18_RAW105_COMPAT","REVIEW_ONLY","REVIEW_ONLY","COMPAT_NO_DIRECT_TRADE","V18_RAW105_COMPAT","D:\us-tech-quant\state\v18\raw105_universe_for_factor_lab.csv","2026-05-30 22:35:32","OK_NON_RECURSIVE_EXACT_V17_6E_YAML"
"35","ECL","ECL","ECL","V18_RAW105_COMPAT","REVIEW_ONLY","REVIEW_ONLY","COMPAT_NO_DIRECT_TRADE","V18_RAW105_COMPAT","D:\us-tech-quant\state\v18\raw105_universe_for_factor_lab.csv","2026-05-30 22:35:32","OK_NON_RECURSIVE_EXACT_V17_6E_YAML"
"36","ENTG","ENTG","ENTG","V18_RAW105_COMPAT","REVIEW_ONLY","REVIEW_ONLY","COMPAT_NO_DIRECT_TRADE","V18_RAW105_COMPAT","D:\us-tech-quant\state\v18\raw105_universe_for_factor_lab.csv","2026-05-30 22:35:32","OK_NON_RECURSIVE_EXACT_V17_6E_YAML"
"37","ETN","ETN","ETN","V18_RAW105_COMPAT","REVIEW_ONLY","REVIEW_ONLY","COMPAT_NO_DIRECT_TRADE","V18_RAW105_COMPAT","D:\us-tech-quant\state\v18\raw105_universe_for_factor_lab.csv","2026-05-30 22:35:32","OK_NON_RECURSIVE_EXACT_V17_6E_YAML"
"38","ETR","ETR","ETR","V18_RAW105_COMPAT","REVIEW_ONLY","REVIEW_ONLY","COMPAT_NO_DIRECT_TRADE","V18_RAW105_COMPAT","D:\us-tech-quant\state\v18\raw105_universe_for_factor_lab.csv","2026-05-30 22:35:32","OK_NON_RECURSIVE_EXACT_V17_6E_YAML"
"39","FIX","FIX","FIX","V18_RAW105_COMPAT","REVIEW_ONLY","REVIEW_ONLY","COMPAT_NO_DIRECT_TRADE","V18_RAW105_COMPAT","D:\us-tech-quant\state\v18\raw105_universe_for_factor_lab.csv","2026-05-30 22:35:32","OK_NON_RECURSIVE_EXACT_V17_6E_YAML"
"40","FLEX","FLEX","FLEX","V18_RAW105_COMPAT","REVIEW_ONLY","REVIEW_ONLY","COMPAT_NO_DIRECT_TRADE","V18_RAW105_COMPAT","D:\us-tech-quant\state\v18\raw105_universe_for_factor_lab.csv","2026-05-30 22:35:32","OK_NON_RECURSIVE_EXACT_V17_6E_YAML"
"41","FLR","FLR","FLR","V18_RAW105_COMPAT","REVIEW_ONLY","REVIEW_ONLY","COMPAT_NO_DIRECT_TRADE","V18_RAW105_COMPAT","D:\us-tech-quant\state\v18\raw105_universe_for_factor_lab.csv","2026-05-30 22:35:32","OK_NON_RECURSIVE_EXACT_V17_6E_YAML"
"42","FN","FN","FN","V18_RAW105_COMPAT","REVIEW_ONLY","REVIEW_ONLY","COMPAT_NO_DIRECT_TRADE","V18_RAW105_COMPAT","D:\us-tech-quant\state\v18\raw105_universe_for_factor_lab.csv","2026-05-30 22:35:32","OK_NON_RECURSIVE_EXACT_V17_6E_YAML"
"43","FORM","FORM","FORM","V18_RAW105_COMPAT","REVIEW_ONLY","REVIEW_ONLY","COMPAT_NO_DIRECT_TRADE","V18_RAW105_COMPAT","D:\us-tech-quant\state\v18\raw105_universe_for_factor_lab.csv","2026-05-30 22:35:32","OK_NON_RECURSIVE_EXACT_V17_6E_YAML"
"44","GEV","GEV","GEV","V18_RAW105_COMPAT","REVIEW_ONLY","REVIEW_ONLY","COMPAT_NO_DIRECT_TRADE","V18_RAW105_COMPAT","D:\us-tech-quant\state\v18\raw105_universe_for_factor_lab.csv","2026-05-30 22:35:32","OK_NON_RECURSIVE_EXACT_V17_6E_YAML"
"45","GLW","GLW","GLW","V18_RAW105_COMPAT","REVIEW_ONLY","REVIEW_ONLY","COMPAT_NO_DIRECT_TRADE","V18_RAW105_COMPAT","D:\us-tech-quant\state\v18\raw105_universe_for_factor_lab.csv","2026-05-30 22:35:32","OK_NON_RECURSIVE_EXACT_V17_6E_YAML"
"46","GNRC","GNRC","GNRC","V18_RAW105_COMPAT","REVIEW_ONLY","REVIEW_ONLY","COMPAT_NO_DIRECT_TRADE","V18_RAW105_COMPAT","D:\us-tech-quant\state\v18\raw105_universe_for_factor_lab.csv","2026-05-30 22:35:32","OK_NON_RECURSIVE_EXACT_V17_6E_YAML"
"47","GOOGL","GOOGL","GOOGL","V18_RAW105_COMPAT","REVIEW_ONLY","REVIEW_ONLY","COMPAT_NO_DIRECT_TRADE","V18_RAW105_COMPAT","D:\us-tech-quant\state\v18\raw105_universe_for_factor_lab.csv","2026-05-30 22:35:32","OK_NON_RECURSIVE_EXACT_V17_6E_YAML"
"48","HPE","HPE","HPE","V18_RAW105_COMPAT","REVIEW_ONLY","REVIEW_ONLY","COMPAT_NO_DIRECT_TRADE","V18_RAW105_COMPAT","D:\us-tech-quant\state\v18\raw105_universe_for_factor_lab.csv","2026-05-30 22:35:32","OK_NON_RECURSIVE_EXACT_V17_6E_YAML"
"49","HUBB","HUBB","HUBB","V18_RAW105_COMPAT","REVIEW_ONLY","REVIEW_ONLY","COMPAT_NO_DIRECT_TRADE","V18_RAW105_COMPAT","D:\us-tech-quant\state\v18\raw105_universe_for_factor_lab.csv","2026-05-30 22:35:32","OK_NON_RECURSIVE_EXACT_V17_6E_YAML"
"50","ICHR","ICHR","ICHR","V18_RAW105_COMPAT","REVIEW_ONLY","REVIEW_ONLY","COMPAT_NO_DIRECT_TRADE","V18_RAW105_COMPAT","D:\us-tech-quant\state\v18\raw105_universe_for_factor_lab.csv","2026-05-30 22:35:32","OK_NON_RECURSIVE_EXACT_V17_6E_YAML"
"51","IGV","IGV","IGV","V18_RAW105_COMPAT","REVIEW_ONLY","REVIEW_ONLY","COMPAT_NO_DIRECT_TRADE","V18_RAW105_COMPAT","D:\us-tech-quant\state\v18\raw105_universe_for_factor_lab.csv","2026-05-30 22:35:32","OK_NON_RECURSIVE_EXACT_V17_6E_YAML"
"52","INTC","INTC","INTC","V18_RAW105_COMPAT","REVIEW_ONLY","REVIEW_ONLY","COMPAT_NO_DIRECT_TRADE","V18_RAW105_COMPAT","D:\us-tech-quant\state\v18\raw105_universe_for_factor_lab.csv","2026-05-30 22:35:32","OK_NON_RECURSIVE_EXACT_V17_6E_YAML"
"53","IRDM","IRDM","IRDM","V18_RAW105_COMPAT","REVIEW_ONLY","REVIEW_ONLY","COMPAT_NO_DIRECT_TRADE","V18_RAW105_COMPAT","D:\us-tech-quant\state\v18\raw105_universe_for_factor_lab.csv","2026-05-30 22:35:32","OK_NON_RECURSIVE_EXACT_V17_6E_YAML"
"54","IREN","IREN","IREN","V18_RAW105_COMPAT","REVIEW_ONLY","REVIEW_ONLY","COMPAT_NO_DIRECT_TRADE","V18_RAW105_COMPAT","D:\us-tech-quant\state\v18\raw105_universe_for_factor_lab.csv","2026-05-30 22:35:32","OK_NON_RECURSIVE_EXACT_V17_6E_YAML"
"55","IYW","IYW","IYW","V18_RAW105_COMPAT","REVIEW_ONLY","REVIEW_ONLY","COMPAT_NO_DIRECT_TRADE","V18_RAW105_COMPAT","D:\us-tech-quant\state\v18\raw105_universe_for_factor_lab.csv","2026-05-30 22:35:32","OK_NON_RECURSIVE_EXACT_V17_6E_YAML"
"56","JBL","JBL","JBL","V18_RAW105_COMPAT","REVIEW_ONLY","REVIEW_ONLY","COMPAT_NO_DIRECT_TRADE","V18_RAW105_COMPAT","D:\us-tech-quant\state\v18\raw105_universe_for_factor_lab.csv","2026-05-30 22:35:32","OK_NON_RECURSIVE_EXACT_V17_6E_YAML"
"57","KEYS","KEYS","KEYS","V18_RAW105_COMPAT","REVIEW_ONLY","REVIEW_ONLY","COMPAT_NO_DIRECT_TRADE","V18_RAW105_COMPAT","D:\us-tech-quant\state\v18\raw105_universe_for_factor_lab.csv","2026-05-30 22:35:32","OK_NON_RECURSIVE_EXACT_V17_6E_YAML"
"58","KLAC","KLAC","KLAC","V18_RAW105_COMPAT","REVIEW_ONLY","REVIEW_ONLY","COMPAT_NO_DIRECT_TRADE","V18_RAW105_COMPAT","D:\us-tech-quant\state\v18\raw105_universe_for_factor_lab.csv","2026-05-30 22:35:32","OK_NON_RECURSIVE_EXACT_V17_6E_YAML"
"59","KLIC","KLIC","KLIC","V18_RAW105_COMPAT","REVIEW_ONLY","REVIEW_ONLY","COMPAT_NO_DIRECT_TRADE","V18_RAW105_COMPAT","D:\us-tech-quant\state\v18\raw105_universe_for_factor_lab.csv","2026-05-30 22:35:32","OK_NON_RECURSIVE_EXACT_V17_6E_YAML"
"60","LITE","LITE","LITE","V18_RAW105_COMPAT","REVIEW_ONLY","REVIEW_ONLY","COMPAT_NO_DIRECT_TRADE","V18_RAW105_COMPAT","D:\us-tech-quant\state\v18\raw105_universe_for_factor_lab.csv","2026-05-30 22:35:32","OK_NON_RECURSIVE_EXACT_V17_6E_YAML"
"61","LRCX","LRCX","LRCX","V18_RAW105_COMPAT","REVIEW_ONLY","REVIEW_ONLY","COMPAT_NO_DIRECT_TRADE","V18_RAW105_COMPAT","D:\us-tech-quant\state\v18\raw105_universe_for_factor_lab.csv","2026-05-30 22:35:32","OK_NON_RECURSIVE_EXACT_V17_6E_YAML"
"62","MCHP","MCHP","MCHP","V18_RAW105_COMPAT","REVIEW_ONLY","REVIEW_ONLY","COMPAT_NO_DIRECT_TRADE","V18_RAW105_COMPAT","D:\us-tech-quant\state\v18\raw105_universe_for_factor_lab.csv","2026-05-30 22:35:32","OK_NON_RECURSIVE_EXACT_V17_6E_YAML"
"63","MDB","MDB","MDB","V18_RAW105_COMPAT","REVIEW_ONLY","REVIEW_ONLY","COMPAT_NO_DIRECT_TRADE","V18_RAW105_COMPAT","D:\us-tech-quant\state\v18\raw105_universe_for_factor_lab.csv","2026-05-30 22:35:32","OK_NON_RECURSIVE_EXACT_V17_6E_YAML"
"64","META","META","META","V18_RAW105_COMPAT","REVIEW_ONLY","REVIEW_ONLY","COMPAT_NO_DIRECT_TRADE","V18_RAW105_COMPAT","D:\us-tech-quant\state\v18\raw105_universe_for_factor_lab.csv","2026-05-30 22:35:32","OK_NON_RECURSIVE_EXACT_V17_6E_YAML"
"65","MKSI","MKSI","MKSI","V18_RAW105_COMPAT","REVIEW_ONLY","REVIEW_ONLY","COMPAT_NO_DIRECT_TRADE","V18_RAW105_COMPAT","D:\us-tech-quant\state\v18\raw105_universe_for_factor_lab.csv","2026-05-30 22:35:32","OK_NON_RECURSIVE_EXACT_V17_6E_YAML"
"66","MOD","MOD","MOD","V18_RAW105_COMPAT","REVIEW_ONLY","REVIEW_ONLY","COMPAT_NO_DIRECT_TRADE","V18_RAW105_COMPAT","D:\us-tech-quant\state\v18\raw105_universe_for_factor_lab.csv","2026-05-30 22:35:32","OK_NON_RECURSIVE_EXACT_V17_6E_YAML"
"67","MPWR","MPWR","MPWR","V18_RAW105_COMPAT","REVIEW_ONLY","REVIEW_ONLY","COMPAT_NO_DIRECT_TRADE","V18_RAW105_COMPAT","D:\us-tech-quant\state\v18\raw105_universe_for_factor_lab.csv","2026-05-30 22:35:32","OK_NON_RECURSIVE_EXACT_V17_6E_YAML"
"68","MRVL","MRVL","MRVL","V18_RAW105_COMPAT","REVIEW_ONLY","REVIEW_ONLY","COMPAT_NO_DIRECT_TRADE","V18_RAW105_COMPAT","D:\us-tech-quant\state\v18\raw105_universe_for_factor_lab.csv","2026-05-30 22:35:32","OK_NON_RECURSIVE_EXACT_V17_6E_YAML"
"69","MSFT","MSFT","MSFT","V18_RAW105_COMPAT","REVIEW_ONLY","REVIEW_ONLY","COMPAT_NO_DIRECT_TRADE","V18_RAW105_COMPAT","D:\us-tech-quant\state\v18\raw105_universe_for_factor_lab.csv","2026-05-30 22:35:32","OK_NON_RECURSIVE_EXACT_V17_6E_YAML"
"70","MU","MU","MU","V18_RAW105_COMPAT","REVIEW_ONLY","REVIEW_ONLY","COMPAT_NO_DIRECT_TRADE","V18_RAW105_COMPAT","D:\us-tech-quant\state\v18\raw105_universe_for_factor_lab.csv","2026-05-30 22:35:32","OK_NON_RECURSIVE_EXACT_V17_6E_YAML"
"71","NET","NET","NET","V18_RAW105_COMPAT","REVIEW_ONLY","REVIEW_ONLY","COMPAT_NO_DIRECT_TRADE","V18_RAW105_COMPAT","D:\us-tech-quant\state\v18\raw105_universe_for_factor_lab.csv","2026-05-30 22:35:32","OK_NON_RECURSIVE_EXACT_V17_6E_YAML"
"72","NOW","NOW","NOW","V18_RAW105_COMPAT","REVIEW_ONLY","REVIEW_ONLY","COMPAT_NO_DIRECT_TRADE","V18_RAW105_COMPAT","D:\us-tech-quant\state\v18\raw105_universe_for_factor_lab.csv","2026-05-30 22:35:32","OK_NON_RECURSIVE_EXACT_V17_6E_YAML"
"73","NTAP","NTAP","NTAP","V18_RAW105_COMPAT","REVIEW_ONLY","REVIEW_ONLY","COMPAT_NO_DIRECT_TRADE","V18_RAW105_COMPAT","D:\us-tech-quant\state\v18\raw105_universe_for_factor_lab.csv","2026-05-30 22:35:32","OK_NON_RECURSIVE_EXACT_V17_6E_YAML"
"74","NVDA","NVDA","NVDA","V18_RAW105_COMPAT","REVIEW_ONLY","REVIEW_ONLY","COMPAT_NO_DIRECT_TRADE","V18_RAW105_COMPAT","D:\us-tech-quant\state\v18\raw105_universe_for_factor_lab.csv","2026-05-30 22:35:32","OK_NON_RECURSIVE_EXACT_V17_6E_YAML"
"75","NVT","NVT","NVT","V18_RAW105_COMPAT","REVIEW_ONLY","REVIEW_ONLY","COMPAT_NO_DIRECT_TRADE","V18_RAW105_COMPAT","D:\us-tech-quant\state\v18\raw105_universe_for_factor_lab.csv","2026-05-30 22:35:32","OK_NON_RECURSIVE_EXACT_V17_6E_YAML"
"76","NXPI","NXPI","NXPI","V18_RAW105_COMPAT","REVIEW_ONLY","REVIEW_ONLY","COMPAT_NO_DIRECT_TRADE","V18_RAW105_COMPAT","D:\us-tech-quant\state\v18\raw105_universe_for_factor_lab.csv","2026-05-30 22:35:32","OK_NON_RECURSIVE_EXACT_V17_6E_YAML"
"77","ON","ON","ON","V18_RAW105_COMPAT","REVIEW_ONLY","REVIEW_ONLY","COMPAT_NO_DIRECT_TRADE","V18_RAW105_COMPAT","D:\us-tech-quant\state\v18\raw105_universe_for_factor_lab.csv","2026-05-30 22:35:32","OK_NON_RECURSIVE_EXACT_V17_6E_YAML"
"78","ORCL","ORCL","ORCL","V18_RAW105_COMPAT","REVIEW_ONLY","REVIEW_ONLY","COMPAT_NO_DIRECT_TRADE","V18_RAW105_COMPAT","D:\us-tech-quant\state\v18\raw105_universe_for_factor_lab.csv","2026-05-30 22:35:32","OK_NON_RECURSIVE_EXACT_V17_6E_YAML"
"79","PANW","PANW","PANW","V18_RAW105_COMPAT","REVIEW_ONLY","REVIEW_ONLY","COMPAT_NO_DIRECT_TRADE","V18_RAW105_COMPAT","D:\us-tech-quant\state\v18\raw105_universe_for_factor_lab.csv","2026-05-30 22:35:32","OK_NON_RECURSIVE_EXACT_V17_6E_YAML"
"80","PLTR","PLTR","PLTR","V18_RAW105_COMPAT","REVIEW_ONLY","REVIEW_ONLY","COMPAT_NO_DIRECT_TRADE","V18_RAW105_COMPAT","D:\us-tech-quant\state\v18\raw105_universe_for_factor_lab.csv","2026-05-30 22:35:32","OK_NON_RECURSIVE_EXACT_V17_6E_YAML"
"81","POWL","POWL","POWL","V18_RAW105_COMPAT","REVIEW_ONLY","REVIEW_ONLY","COMPAT_NO_DIRECT_TRADE","V18_RAW105_COMPAT","D:\us-tech-quant\state\v18\raw105_universe_for_factor_lab.csv","2026-05-30 22:35:32","OK_NON_RECURSIVE_EXACT_V17_6E_YAML"
"82","PSTG","PSTG","PSTG","V18_RAW105_COMPAT","REVIEW_ONLY","REVIEW_ONLY","COMPAT_NO_DIRECT_TRADE","V18_RAW105_COMPAT","D:\us-tech-quant\state\v18\raw105_universe_for_factor_lab.csv","2026-05-30 22:35:32","OK_NON_RECURSIVE_EXACT_V17_6E_YAML"
"83","PWR","PWR","PWR","V18_RAW105_COMPAT","REVIEW_ONLY","REVIEW_ONLY","COMPAT_NO_DIRECT_TRADE","V18_RAW105_COMPAT","D:\us-tech-quant\state\v18\raw105_universe_for_factor_lab.csv","2026-05-30 22:35:32","OK_NON_RECURSIVE_EXACT_V17_6E_YAML"
"84","QCOM","QCOM","QCOM","V18_RAW105_COMPAT","REVIEW_ONLY","REVIEW_ONLY","COMPAT_NO_DIRECT_TRADE","V18_RAW105_COMPAT","D:\us-tech-quant\state\v18\raw105_universe_for_factor_lab.csv","2026-05-30 22:35:32","OK_NON_RECURSIVE_EXACT_V17_6E_YAML"
"85","QQQ","QQQ","QQQ","V18_RAW105_COMPAT","REVIEW_ONLY","REVIEW_ONLY","COMPAT_NO_DIRECT_TRADE","V18_RAW105_COMPAT","D:\us-tech-quant\state\v18\raw105_universe_for_factor_lab.csv","2026-05-30 22:35:32","OK_NON_RECURSIVE_EXACT_V17_6E_YAML"
