ticker,canonical_universe_present,first_seen_date,last_attempt_scan_timestamp,last_success_scan_timestamp,last_success_scan_date,last_scan_status,last_scan_run_id,success_scan_count,attempt_scan_count,local_price_available,factor_pack_available,technical_timing_available,full_history_ready,failure_reason,source_notes,last_attempt_scan_date,last_scan_source,last_scan_mode,last_scan_note
PLUG,TRUE,2026-05-21,2026-05-22T01:52:15,2026-05-22T01:52:15,2026-05-22,SUCCESS_LOCAL_PRICE_FULL_HISTORY,V18_25A_R20_20260522_015215,1,2,TRUE,FALSE,FALSE,TRUE,,local_price=available;source=V18_25A_R20,2026-05-22,V18_25A_R20_BATCH3_LOCAL_ONLY_LEDGER_RETEST,LOCAL_ONLY_BATCH3_ROLLING_COVERAGE_LEDGER_UPDATE,R20 local-only official price cache validation; no external fetch.
PM,TRUE,2026-05-21,2026-05-22T01:52:15,2026-05-22T01:52:15,2026-05-22,SUCCESS_LOCAL_PRICE_FULL_HISTORY,V18_25A_R20_20260522_015215,1,2,TRUE,FALSE,FALSE,TRUE,,local_price=available;source=V18_25A_R20,2026-05-22,V18_25A_R20_BATCH3_LOCAL_ONLY_LEDGER_RETEST,LOCAL_ONLY_BATCH3_ROLLING_COVERAGE_LEDGER_UPDATE,R20 local-only official price cache validation; no external fetch.
PONY,TRUE,2026-05-21,2026-05-21T14:16:59,,,SKIPPED_NO_LOCAL_DATA,V18_23B_R1_20260521_141659,0,1,FALSE,FALSE,FALSE,FALSE,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,local_price=missing;factor_pack=missing;technical_timing=missing,,,,
POWL,TRUE,2026-05-21,2026-05-21T14:16:59,2026-05-21T14:16:59,2026-05-21,SUCCESS_LOCAL_SCAN,V18_23B_R1_20260521_141659,1,1,TRUE,TRUE,TRUE,TRUE,,local_price=available;factor_pack=available;technical_timing=available,,,,
PSIX,TRUE,2026-05-21,2026-05-22T01:52:15,2026-05-22T01:52:15,2026-05-22,SUCCESS_LOCAL_PRICE_FULL_HISTORY,V18_25A_R20_20260522_015215,1,2,TRUE,FALSE,FALSE,TRUE,,local_price=available;source=V18_25A_R20,2026-05-22,V18_25A_R20_BATCH3_LOCAL_ONLY_LEDGER_RETEST,LOCAL_ONLY_BATCH3_ROLLING_COVERAGE_LEDGER_UPDATE,R20 local-only official price cache validation; no external fetch.
PSTG,TRUE,2026-05-21,2026-05-21T14:16:59,2026-05-21T14:16:59,2026-05-21,SUCCESS_LOCAL_SCAN,V18_23B_R1_20260521_141659,1,1,TRUE,TRUE,TRUE,TRUE,,local_price=available;factor_pack=available;technical_timing=available,,,,
PTGX,TRUE,2026-05-21,2026-05-22T01:52:15,2026-05-22T01:52:15,2026-05-22,SUCCESS_LOCAL_PRICE_FULL_HISTORY,V18_25A_R20_20260522_015215,1,2,TRUE,FALSE,FALSE,TRUE,,local_price=available;source=V18_25A_R20,2026-05-22,V18_25A_R20_BATCH3_LOCAL_ONLY_LEDGER_RETEST,LOCAL_ONLY_BATCH3_ROLLING_COVERAGE_LEDGER_UPDATE,R20 local-only official price cache validation; no external fetch.
PTON,TRUE,2026-05-21,2026-05-22T01:52:15,2026-05-22T01:52:15,2026-05-22,SUCCESS_LOCAL_PRICE_FULL_HISTORY,V18_25A_R20_20260522_015215,1,2,TRUE,FALSE,FALSE,TRUE,,local_price=available;source=V18_25A_R20,2026-05-22,V18_25A_R20_BATCH3_LOCAL_ONLY_LEDGER_RETEST,LOCAL_ONLY_BATCH3_ROLLING_COVERAGE_LEDGER_UPDATE,R20 local-only official price cache validation; no external fetch.
PUMP,TRUE,2026-05-21,2026-05-22T01:52:15,2026-05-22T01:52:15,2026-05-22,SUCCESS_LOCAL_PRICE_FULL_HISTORY,V18_25A_R20_20260522_015215,1,2,TRUE,FALSE,FALSE,TRUE,,local_price=available;source=V18_25A_R20,2026-05-22,V18_25A_R20_BATCH3_LOCAL_ONLY_LEDGER_RETEST,LOCAL_ONLY_BATCH3_ROLLING_COVERAGE_LEDGER_UPDATE,R20 local-only official price cache validation; no external fetch.
PWR,TRUE,2026-05-21,2026-05-21T14:16:59,2026-05-21T14:16:59,2026-05-21,SUCCESS_LOCAL_SCAN,V18_23B_R1_20260521_141659,1,1,TRUE,TRUE,TRUE,TRUE,,local_price=available;factor_pack=available;technical_timing=available,,,,
PYPL,TRUE,2026-05-21,2026-05-22T01:52:15,2026-05-22T01:52:15,2026-05-22,SUCCESS_LOCAL_PRICE_FULL_HISTORY,V18_25A_R20_20260522_015215,1,2,TRUE,FALSE,FALSE,TRUE,,local_price=available;source=V18_25A_R20,2026-05-22,V18_25A_R20_BATCH3_LOCAL_ONLY_LEDGER_RETEST,LOCAL_ONLY_BATCH3_ROLLING_COVERAGE_LEDGER_UPDATE,R20 local-only official price cache validation; no external fetch.
QCOM,TRUE,2026-05-21,2026-05-21T14:16:59,2026-05-21T14:16:59,2026-05-21,SUCCESS_LOCAL_SCAN,V18_23B_R1_20260521_141659,1,1,TRUE,TRUE,TRUE,TRUE,,local_price=available;factor_pack=available;technical_timing=available,,,,
QQQ,TRUE,2026-05-21,2026-05-21T14:16:59,2026-05-21T14:16:59,2026-05-21,SUCCESS_LOCAL_SCAN,V18_23B_R1_20260521_141659,1,1,TRUE,TRUE,TRUE,TRUE,,local_price=available;factor_pack=available;technical_timing=available,,,,
QS,TRUE,2026-05-21,2026-05-22T01:52:15,2026-05-22T01:52:15,2026-05-22,SUCCESS_LOCAL_PRICE_FULL_HISTORY,V18_25A_R20_20260522_015215,1,2,TRUE,FALSE,FALSE,TRUE,,local_price=available;source=V18_25A_R20,2026-05-22,V18_25A_R20_BATCH3_LOCAL_ONLY_LEDGER_RETEST,LOCAL_ONLY_BATCH3_ROLLING_COVERAGE_LEDGER_UPDATE,R20 local-only official price cache validation; no external fetch.
QSR,TRUE,2026-05-21,2026-05-22T01:52:15,2026-05-22T01:52:15,2026-05-22,SUCCESS_LOCAL_PRICE_FULL_HISTORY,V18_25A_R20_20260522_015215,1,2,TRUE,FALSE,FALSE,TRUE,,local_price=available;source=V18_25A_R20,2026-05-22,V18_25A_R20_BATCH3_LOCAL_ONLY_LEDGER_RETEST,LOCAL_ONLY_BATCH3_ROLLING_COVERAGE_LEDGER_UPDATE,R20 local-only official price cache validation; no external fetch.
RBLX,TRUE,2026-05-21,2026-05-22T01:52:15,2026-05-22T01:52:15,2026-05-22,SUCCESS_LOCAL_PRICE_FULL_HISTORY,V18_25A_R20_20260522_015215,1,2,TRUE,FALSE,FALSE,TRUE,,local_price=available;source=V18_25A_R20,2026-05-22,V18_25A_R20_BATCH3_LOCAL_ONLY_LEDGER_RETEST,LOCAL_ONLY_BATCH3_ROLLING_COVERAGE_LEDGER_UPDATE,R20 local-only official price cache validation; no external fetch.
RDDT,TRUE,2026-05-21,2026-05-23T01:01:08,2026-05-23T01:01:08,2026-05-23,SUCCESS_LOCAL_PRICE_FULL_HISTORY,V18_25A_R27D_20260523_010108,1,2,TRUE,FALSE,FALSE,TRUE,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,local_price=missing;factor_pack=missing;technical_timing=missing,2026-05-23,V18_25A_R27D_PARTIAL_MATURE_INTEGRATION,APPLY_PARTIAL_MATURE_PRICE_CACHE_LEDGER_INTEGRATION_WITH_BACKUP,R27D partial-mature staged price cache integration applied; no external fetch.
RERE,TRUE,2026-05-21,2026-05-22T01:52:15,2026-05-22T01:52:15,2026-05-22,SUCCESS_LOCAL_PRICE_FULL_HISTORY,V18_25A_R20_20260522_015215,1,2,TRUE,FALSE,FALSE,TRUE,,local_price=available;source=V18_25A_R20,2026-05-22,V18_25A_R20_BATCH3_LOCAL_ONLY_LEDGER_RETEST,LOCAL_ONLY_BATCH3_ROLLING_COVERAGE_LEDGER_UPDATE,R20 local-only official price cache validation; no external fetch.
RH,TRUE,2026-05-21,2026-05-22T01:52:15,2026-05-22T01:52:15,2026-05-22,SUCCESS_LOCAL_PRICE_FULL_HISTORY,V18_25A_R20_20260522_015215,1,2,TRUE,FALSE,FALSE,TRUE,,local_price=available;source=V18_25A_R20,2026-05-22,V18_25A_R20_BATCH3_LOCAL_ONLY_LEDGER_RETEST,LOCAL_ONLY_BATCH3_ROLLING_COVERAGE_LEDGER_UPDATE,R20 local-only official price cache validation; no external fetch.
RIOT,TRUE,2026-05-21,2026-05-22T01:52:15,2026-05-22T01:52:15,2026-05-22,SUCCESS_LOCAL_PRICE_FULL_HISTORY,V18_25A_R20_20260522_015215,1,2,TRUE,FALSE,FALSE,TRUE,,local_price=available;source=V18_25A_R20,2026-05-22,V18_25A_R20_BATCH3_LOCAL_ONLY_LEDGER_RETEST,LOCAL_ONLY_BATCH3_ROLLING_COVERAGE_LEDGER_UPDATE,R20 local-only official price cache validation; no external fetch.
RKT,TRUE,2026-05-21,2026-05-22T01:52:15,2026-05-22T01:52:15,2026-05-22,SUCCESS_LOCAL_PRICE_FULL_HISTORY,V18_25A_R20_20260522_015215,1,2,TRUE,FALSE,FALSE,TRUE,,local_price=available;source=V18_25A_R20,2026-05-22,V18_25A_R20_BATCH3_LOCAL_ONLY_LEDGER_RETEST,LOCAL_ONLY_BATCH3_ROLLING_COVERAGE_LEDGER_UPDATE,R20 local-only official price cache validation; no external fetch.
RNG,TRUE,2026-05-21,2026-05-22T01:52:15,2026-05-22T01:52:15,2026-05-22,SUCCESS_LOCAL_PRICE_FULL_HISTORY,V18_25A_R20_20260522_015215,1,2,TRUE,FALSE,FALSE,TRUE,,local_price=available;source=V18_25A_R20,2026-05-22,V18_25A_R20_BATCH3_LOCAL_ONLY_LEDGER_RETEST,LOCAL_ONLY_BATCH3_ROLLING_COVERAGE_LEDGER_UPDATE,R20 local-only official price cache validation; no external fetch.
ROKU,TRUE,2026-05-21,2026-05-22T01:52:15,2026-05-22T01:52:15,2026-05-22,SUCCESS_LOCAL_PRICE_FULL_HISTORY,V18_25A_R20_20260522_015215,1,2,TRUE,FALSE,FALSE,TRUE,,local_price=available;source=V18_25A_R20,2026-05-22,V18_25A_R20_BATCH3_LOCAL_ONLY_LEDGER_RETEST,LOCAL_ONLY_BATCH3_ROLLING_COVERAGE_LEDGER_UPDATE,R20 local-only official price cache validation; no external fetch.
RSP,TRUE,2026-05-21,2026-05-22T01:52:15,2026-05-22T01:52:15,2026-05-22,SUCCESS_LOCAL_PRICE_FULL_HISTORY,V18_25A_R20_20260522_015215,1,2,TRUE,FALSE,FALSE,TRUE,,local_price=available;source=V18_25A_R20,2026-05-22,V18_25A_R20_BATCH3_LOCAL_ONLY_LEDGER_RETEST,LOCAL_ONLY_BATCH3_ROLLING_COVERAGE_LEDGER_UPDATE,R20 local-only official price cache validation; no external fetch.
RTX,TRUE,2026-05-21,2026-05-22T01:52:15,2026-05-22T01:52:15,2026-05-22,SUCCESS_LOCAL_PRICE_FULL_HISTORY,V18_25A_R20_20260522_015215,1,2,TRUE,FALSE,FALSE,TRUE,,local_price=available;source=V18_25A_R20,2026-05-22,V18_25A_R20_BATCH3_LOCAL_ONLY_LEDGER_RETEST,LOCAL_ONLY_BATCH3_ROLLING_COVERAGE_LEDGER_UPDATE,R20 local-only official price cache validation; no external fetch.
RVMD,TRUE,2026-05-21,2026-05-22T01:52:15,2026-05-22T01:52:15,2026-05-22,SUCCESS_LOCAL_PRICE_FULL_HISTORY,V18_25A_R20_20260522_015215,1,2,TRUE,FALSE,FALSE,TRUE,,local_price=available;source=V18_25A_R20,2026-05-22,V18_25A_R20_BATCH3_LOCAL_ONLY_LEDGER_RETEST,LOCAL_ONLY_BATCH3_ROLLING_COVERAGE_LEDGER_UPDATE,R20 local-only official price cache validation; no external fetch.
SANM,TRUE,2026-05-21,2026-05-21T14:16:59,2026-05-21T14:16:59,2026-05-21,SUCCESS_LOCAL_SCAN,V18_23B_R1_20260521_141659,1,1,TRUE,TRUE,TRUE,TRUE,,local_price=available;factor_pack=available;technical_timing=available,,,,
SATS,TRUE,2026-05-21,2026-05-22T01:52:15,2026-05-22T01:52:15,2026-05-22,SUCCESS_LOCAL_PRICE_FULL_HISTORY,V18_25A_R20_20260522_015215,1,2,TRUE,FALSE,FALSE,TRUE,,local_price=available;source=V18_25A_R20,2026-05-22,V18_25A_R20_BATCH3_LOCAL_ONLY_LEDGER_RETEST,LOCAL_ONLY_BATCH3_ROLLING_COVERAGE_LEDGER_UPDATE,R20 local-only official price cache validation; no external fetch.
SCCO,TRUE,2026-05-21,2026-05-22T01:52:15,2026-05-22T01:52:15,2026-05-22,SUCCESS_LOCAL_PRICE_FULL_HISTORY,V18_25A_R20_20260522_015215,1,2,TRUE,FALSE,FALSE,TRUE,,local_price=available;source=V18_25A_R20,2026-05-22,V18_25A_R20_BATCH3_LOCAL_ONLY_LEDGER_RETEST,LOCAL_ONLY_BATCH3_ROLLING_COVERAGE_LEDGER_UPDATE,R20 local-only official price cache validation; no external fetch.
SCHW,TRUE,2026-05-21,2026-05-22T01:52:15,2026-05-22T01:52:15,2026-05-22,SUCCESS_LOCAL_PRICE_FULL_HISTORY,V18_25A_R20_20260522_015215,1,2,TRUE,FALSE,FALSE,TRUE,,local_price=available;source=V18_25A_R20,2026-05-22,V18_25A_R20_BATCH3_LOCAL_ONLY_LEDGER_RETEST,LOCAL_ONLY_BATCH3_ROLLING_COVERAGE_LEDGER_UPDATE,R20 local-only official price cache validation; no external fetch.
SE,TRUE,2026-05-21,2026-05-22T01:52:15,2026-05-22T01:52:15,2026-05-22,SUCCESS_LOCAL_PRICE_FULL_HISTORY,V18_25A_R20_20260522_015215,1,2,TRUE,FALSE,FALSE,TRUE,,local_price=available;source=V18_25A_R20,2026-05-22,V18_25A_R20_BATCH3_LOCAL_ONLY_LEDGER_RETEST,LOCAL_ONLY_BATCH3_ROLLING_COVERAGE_LEDGER_UPDATE,R20 local-only official price cache validation; no external fetch.
SEI,TRUE,2026-05-21,2026-05-22T01:52:15,2026-05-22T01:52:15,2026-05-22,SUCCESS_LOCAL_PRICE_FULL_HISTORY,V18_25A_R20_20260522_015215,1,2,TRUE,FALSE,FALSE,TRUE,,local_price=available;source=V18_25A_R20,2026-05-22,V18_25A_R20_BATCH3_LOCAL_ONLY_LEDGER_RETEST,LOCAL_ONLY_BATCH3_ROLLING_COVERAGE_LEDGER_UPDATE,R20 local-only official price cache validation; no external fetch.
SFIX,TRUE,2026-05-21,2026-05-22T01:52:15,2026-05-22T01:52:15,2026-05-22,SUCCESS_LOCAL_PRICE_FULL_HISTORY,V18_25A_R20_20260522_015215,1,2,TRUE,FALSE,FALSE,TRUE,,local_price=available;source=V18_25A_R20,2026-05-22,V18_25A_R20_BATCH3_LOCAL_ONLY_LEDGER_RETEST,LOCAL_ONLY_BATCH3_ROLLING_COVERAGE_LEDGER_UPDATE,R20 local-only official price cache validation; no external fetch.
SFM,TRUE,2026-05-21,2026-05-22T01:52:15,2026-05-22T01:52:15,2026-05-22,SUCCESS_LOCAL_PRICE_FULL_HISTORY,V18_25A_R20_20260522_015215,1,2,TRUE,FALSE,FALSE,TRUE,,local_price=available;source=V18_25A_R20,2026-05-22,V18_25A_R20_BATCH3_LOCAL_ONLY_LEDGER_RETEST,LOCAL_ONLY_BATCH3_ROLLING_COVERAGE_LEDGER_UPDATE,R20 local-only official price cache validation; no external fetch.
SHOP,TRUE,2026-05-21,2026-05-22T01:52:15,2026-05-22T01:52:15,2026-05-22,SUCCESS_LOCAL_PRICE_FULL_HISTORY,V18_25A_R20_20260522_015215,1,2,TRUE,FALSE,FALSE,TRUE,,local_price=available;source=V18_25A_R20,2026-05-22,V18_25A_R20_BATCH3_LOCAL_ONLY_LEDGER_RETEST,LOCAL_ONLY_BATCH3_ROLLING_COVERAGE_LEDGER_UPDATE,R20 local-only official price cache validation; no external fetch.
SHW,TRUE,2026-05-21,2026-05-22T01:52:15,2026-05-22T01:52:15,2026-05-22,SUCCESS_LOCAL_PRICE_FULL_HISTORY,V18_25A_R20_20260522_015215,1,2,TRUE,FALSE,FALSE,TRUE,,local_price=available;source=V18_25A_R20,2026-05-22,V18_25A_R20_BATCH3_LOCAL_ONLY_LEDGER_RETEST,LOCAL_ONLY_BATCH3_ROLLING_COVERAGE_LEDGER_UPDATE,R20 local-only official price cache validation; no external fetch.
SITM,TRUE,2026-05-21,2026-05-22T01:52:15,2026-05-22T01:52:15,2026-05-22,SUCCESS_LOCAL_PRICE_FULL_HISTORY,V18_25A_R20_20260522_015215,1,2,TRUE,FALSE,FALSE,TRUE,,local_price=available;source=V18_25A_R20,2026-05-22,V18_25A_R20_BATCH3_LOCAL_ONLY_LEDGER_RETEST,LOCAL_ONLY_BATCH3_ROLLING_COVERAGE_LEDGER_UPDATE,R20 local-only official price cache validation; no external fetch.
SMCI,TRUE,2026-05-21,2026-05-21T14:16:59,2026-05-21T14:16:59,2026-05-21,SUCCESS_LOCAL_SCAN,V18_23B_R1_20260521_141659,1,1,TRUE,TRUE,TRUE,TRUE,,local_price=available;factor_pack=available;technical_timing=available,,,,
SMH,TRUE,2026-05-21,2026-05-21T14:16:59,2026-05-21T14:16:59,2026-05-21,SUCCESS_LOCAL_SCAN,V18_23B_R1_20260521_141659,1,1,TRUE,TRUE,TRUE,TRUE,,local_price=available;factor_pack=available;technical_timing=available,,,,
SMTC,TRUE,2026-05-21,2026-05-22T01:52:15,2026-05-22T01:52:15,2026-05-22,SUCCESS_LOCAL_PRICE_FULL_HISTORY,V18_25A_R20_20260522_015215,1,2,TRUE,FALSE,FALSE,TRUE,,local_price=available;source=V18_25A_R20,2026-05-22,V18_25A_R20_BATCH3_LOCAL_ONLY_LEDGER_RETEST,LOCAL_ONLY_BATCH3_ROLLING_COVERAGE_LEDGER_UPDATE,R20 local-only official price cache validation; no external fetch.
SNDK,TRUE,2026-05-21,2026-05-21T14:16:59,2026-05-21T14:16:59,2026-05-21,SUCCESS_LOCAL_SCAN,V18_23B_R1_20260521_141659,1,1,TRUE,TRUE,TRUE,TRUE,,local_price=available;factor_pack=available;technical_timing=available,,,,
SNOW,TRUE,2026-05-21,2026-05-21T14:16:59,2026-05-21T14:16:59,2026-05-21,SUCCESS_LOCAL_SCAN,V18_23B_R1_20260521_141659,1,1,TRUE,TRUE,TRUE,TRUE,,local_price=available;factor_pack=available;technical_timing=available,,,,
SNPS,TRUE,2026-05-21,2026-05-22T01:52:15,2026-05-22T01:52:15,2026-05-22,SUCCESS_LOCAL_PRICE_FULL_HISTORY,V18_25A_R20_20260522_015215,1,2,TRUE,FALSE,FALSE,TRUE,,local_price=available;source=V18_25A_R20,2026-05-22,V18_25A_R20_BATCH3_LOCAL_ONLY_LEDGER_RETEST,LOCAL_ONLY_BATCH3_ROLLING_COVERAGE_LEDGER_UPDATE,R20 local-only official price cache validation; no external fetch.
SOLS,TRUE,2026-05-21,2026-05-21T14:16:59,,,SKIPPED_NO_LOCAL_DATA,V18_23B_R1_20260521_141659,0,1,FALSE,FALSE,FALSE,FALSE,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,local_price=missing;factor_pack=missing;technical_timing=missing,,,,
SOXL,TRUE,2026-05-21,2026-05-21T14:16:59,2026-05-21T14:16:59,2026-05-21,SUCCESS_LOCAL_SCAN,V18_23B_R1_20260521_141659,1,1,TRUE,TRUE,TRUE,TRUE,,local_price=available;factor_pack=available;technical_timing=available,,,,
SOXX,TRUE,2026-05-21,2026-05-21T14:16:59,2026-05-21T14:16:59,2026-05-21,SUCCESS_LOCAL_SCAN,V18_23B_R1_20260521_141659,1,1,TRUE,TRUE,TRUE,TRUE,,local_price=available;factor_pack=available;technical_timing=available,,,,
SPOT,TRUE,2026-05-21,2026-05-22T01:52:15,2026-05-22T01:52:15,2026-05-22,SUCCESS_LOCAL_PRICE_FULL_HISTORY,V18_25A_R20_20260522_015215,1,2,TRUE,FALSE,FALSE,TRUE,,local_price=available;source=V18_25A_R20,2026-05-22,V18_25A_R20_BATCH3_LOCAL_ONLY_LEDGER_RETEST,LOCAL_ONLY_BATCH3_ROLLING_COVERAGE_LEDGER_UPDATE,R20 local-only official price cache validation; no external fetch.
SPY,TRUE,2026-05-21,2026-05-21T14:16:59,2026-05-21T14:16:59,2026-05-21,SUCCESS_LOCAL_SCAN,V18_23B_R1_20260521_141659,1,1,TRUE,TRUE,TRUE,TRUE,,local_price=available;factor_pack=available;technical_timing=available,,,,
STG,TRUE,2026-05-21,2026-05-22T01:52:15,2026-05-22T01:52:15,2026-05-22,SUCCESS_LOCAL_PRICE_FULL_HISTORY,V18_25A_R20_20260522_015215,1,2,TRUE,FALSE,FALSE,TRUE,,local_price=available;source=V18_25A_R20,2026-05-22,V18_25A_R20_BATCH3_LOCAL_ONLY_LEDGER_RETEST,LOCAL_ONLY_BATCH3_ROLLING_COVERAGE_LEDGER_UPDATE,R20 local-only official price cache validation; no external fetch.
STM,TRUE,2026-05-21,2026-05-22T01:52:15,2026-05-22T01:52:15,2026-05-22,SUCCESS_LOCAL_PRICE_FULL_HISTORY,V18_25A_R20_20260522_015215,1,2,TRUE,FALSE,FALSE,TRUE,,local_price=available;source=V18_25A_R20,2026-05-22,V18_25A_R20_BATCH3_LOCAL_ONLY_LEDGER_RETEST,LOCAL_ONLY_BATCH3_ROLLING_COVERAGE_LEDGER_UPDATE,R20 local-only official price cache validation; no external fetch.
STUB,TRUE,2026-05-21,2026-05-21T14:16:59,,,SKIPPED_NO_LOCAL_DATA,V18_23B_R1_20260521_141659,0,1,FALSE,FALSE,FALSE,FALSE,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,local_price=missing;factor_pack=missing;technical_timing=missing,,,,
STX,TRUE,2026-05-21,2026-05-21T14:16:59,2026-05-21T14:16:59,2026-05-21,SUCCESS_LOCAL_SCAN,V18_23B_R1_20260521_141659,1,1,TRUE,TRUE,TRUE,TRUE,,local_price=available;factor_pack=available;technical_timing=available,,,,
TEAM,TRUE,2026-05-21,2026-05-22T01:52:15,2026-05-22T01:52:15,2026-05-22,SUCCESS_LOCAL_PRICE_FULL_HISTORY,V18_25A_R20_20260522_015215,1,2,TRUE,FALSE,FALSE,TRUE,,local_price=available;source=V18_25A_R20,2026-05-22,V18_25A_R20_BATCH3_LOCAL_ONLY_LEDGER_RETEST,LOCAL_ONLY_BATCH3_ROLLING_COVERAGE_LEDGER_UPDATE,R20 local-only official price cache validation; no external fetch.
TER,TRUE,2026-05-21,2026-05-21T14:16:59,2026-05-21T14:16:59,2026-05-21,SUCCESS_LOCAL_SCAN,V18_23B_R1_20260521_141659,1,1,TRUE,TRUE,TRUE,TRUE,,local_price=available;factor_pack=available;technical_timing=available,,,,
TEVA,TRUE,2026-05-21,2026-05-22T01:52:15,2026-05-22T01:52:15,2026-05-22,SUCCESS_LOCAL_PRICE_FULL_HISTORY,V18_25A_R20_20260522_015215,1,2,TRUE,FALSE,FALSE,TRUE,,local_price=available;source=V18_25A_R20,2026-05-22,V18_25A_R20_BATCH3_LOCAL_ONLY_LEDGER_RETEST,LOCAL_ONLY_BATCH3_ROLLING_COVERAGE_LEDGER_UPDATE,R20 local-only official price cache validation; no external fetch.
TIGR,TRUE,2026-05-21,2026-05-22T01:52:15,2026-05-22T01:52:15,2026-05-22,SUCCESS_LOCAL_PRICE_FULL_HISTORY,V18_25A_R20_20260522_015215,1,2,TRUE,FALSE,FALSE,TRUE,,local_price=available;source=V18_25A_R20,2026-05-22,V18_25A_R20_BATCH3_LOCAL_ONLY_LEDGER_RETEST,LOCAL_ONLY_BATCH3_ROLLING_COVERAGE_LEDGER_UPDATE,R20 local-only official price cache validation; no external fetch.
TLN,TRUE,2026-05-21,2026-05-23T01:01:08,2026-05-23T01:01:08,2026-05-23,SUCCESS_LOCAL_PRICE_FULL_HISTORY,V18_25A_R27D_20260523_010108,1,2,TRUE,FALSE,FALSE,TRUE,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,local_price=missing;factor_pack=missing;technical_timing=missing,2026-05-23,V18_25A_R27D_PARTIAL_MATURE_INTEGRATION,APPLY_PARTIAL_MATURE_PRICE_CACHE_LEDGER_INTEGRATION_WITH_BACKUP,R27D partial-mature staged price cache integration applied; no external fetch.
TQQQ,TRUE,2026-05-21,2026-05-21T14:16:59,2026-05-21T14:16:59,2026-05-21,SUCCESS_LOCAL_SCAN,V18_23B_R1_20260521_141659,1,1,TRUE,TRUE,TRUE,TRUE,,local_price=available;factor_pack=available;technical_timing=available,,,,
TSEM,TRUE,2026-05-21,2026-05-22T01:52:15,2026-05-22T01:52:15,2026-05-22,SUCCESS_LOCAL_PRICE_FULL_HISTORY,V18_25A_R20_20260522_015215,1,2,TRUE,FALSE,FALSE,TRUE,,local_price=available;source=V18_25A_R20,2026-05-22,V18_25A_R20_BATCH3_LOCAL_ONLY_LEDGER_RETEST,LOCAL_ONLY_BATCH3_ROLLING_COVERAGE_LEDGER_UPDATE,R20 local-only official price cache validation; no external fetch.
TSLA,TRUE,2026-05-21,2026-05-21T14:16:59,2026-05-21T14:16:59,2026-05-21,SUCCESS_LOCAL_SCAN,V18_23B_R1_20260521_141659,1,1,TRUE,TRUE,TRUE,TRUE,,local_price=available;factor_pack=available;technical_timing=available,,,,
TSM,TRUE,2026-05-21,2026-05-21T14:16:59,2026-05-21T14:16:59,2026-05-21,SUCCESS_LOCAL_SCAN,V18_23B_R1_20260521_141659,1,1,TRUE,TRUE,TRUE,TRUE,,local_price=available;factor_pack=available;technical_timing=available,,,,
TTD,TRUE,2026-05-21,2026-05-22T01:52:15,2026-05-22T01:52:15,2026-05-22,SUCCESS_LOCAL_PRICE_FULL_HISTORY,V18_25A_R20_20260522_015215,1,2,TRUE,FALSE,FALSE,TRUE,,local_price=available;source=V18_25A_R20,2026-05-22,V18_25A_R20_BATCH3_LOCAL_ONLY_LEDGER_RETEST,LOCAL_ONLY_BATCH3_ROLLING_COVERAGE_LEDGER_UPDATE,R20 local-only official price cache validation; no external fetch.
TTMI,TRUE,2026-05-21,2026-05-22T01:52:15,2026-05-22T01:52:15,2026-05-22,SUCCESS_LOCAL_PRICE_FULL_HISTORY,V18_25A_R20_20260522_015215,1,2,TRUE,FALSE,FALSE,TRUE,,local_price=available;source=V18_25A_R20,2026-05-22,V18_25A_R20_BATCH3_LOCAL_ONLY_LEDGER_RETEST,LOCAL_ONLY_BATCH3_ROLLING_COVERAGE_LEDGER_UPDATE,R20 local-only official price cache validation; no external fetch.
TTWO,TRUE,2026-05-21,2026-05-22T01:52:15,2026-05-22T01:52:15,2026-05-22,SUCCESS_LOCAL_PRICE_FULL_HISTORY,V18_25A_R20_20260522_015215,1,2,TRUE,FALSE,FALSE,TRUE,,local_price=available;source=V18_25A_R20,2026-05-22,V18_25A_R20_BATCH3_LOCAL_ONLY_LEDGER_RETEST,LOCAL_ONLY_BATCH3_ROLLING_COVERAGE_LEDGER_UPDATE,R20 local-only official price cache validation; no external fetch.
TWLO,TRUE,2026-05-21,2026-05-22T01:52:15,2026-05-22T01:52:15,2026-05-22,SUCCESS_LOCAL_PRICE_FULL_HISTORY,V18_25A_R20_20260522_015215,1,2,TRUE,FALSE,FALSE,TRUE,,local_price=available;source=V18_25A_R20,2026-05-22,V18_25A_R20_BATCH3_LOCAL_ONLY_LEDGER_RETEST,LOCAL_ONLY_BATCH3_ROLLING_COVERAGE_LEDGER_UPDATE,R20 local-only official price cache validation; no external fetch.
TWST,TRUE,2026-05-21,2026-05-22T01:52:15,2026-05-22T01:52:15,2026-05-22,SUCCESS_LOCAL_PRICE_FULL_HISTORY,V18_25A_R20_20260522_015215,1,2,TRUE,FALSE,FALSE,TRUE,,local_price=available;source=V18_25A_R20,2026-05-22,V18_25A_R20_BATCH3_LOCAL_ONLY_LEDGER_RETEST,LOCAL_ONLY_BATCH3_ROLLING_COVERAGE_LEDGER_UPDATE,R20 local-only official price cache validation; no external fetch.
