source_path,exists,readable,row_count,ticker_count,modified_time,detected_rank_column,detected_score_columns,detected_factor_columns,source_quality_status,notes
outputs/v18/candidates/V18_CURRENT_RANKED_CANDIDATE_FORWARD_TRACKER.csv,TRUE,TRUE,20,20,2026-05-19T12:28:51,rank,score;factor_score;technical_score,rank;rank_source;score;factor_score;technical_score;risk_label,TICKER_SCORE_SOURCE,OK
outputs/v18/candidates/V18_CURRENT_RANKED_CANDIDATES.csv,TRUE,TRUE,20,20,2026-05-19T12:28:28,rank,composite_candidate_score;primary_score_source_files;score_source_status;score_source_files;score_source_columns,rank;composite_candidate_score;ranking_source_policy;primary_score_source_files;score_source_status;score_source_files;score_source_columns;technical_status;event_risk_status;overheat_status;pullback_status;execution_status,TICKER_SCORE_SOURCE,OK
outputs/v18/factor_audit/V18_4D_CURRENT_FACTOR_PACK_AUDIT.csv,TRUE,TRUE,8,0,2026-05-19T10:56:10,,,,NO_TICKER_LINK,OK
outputs/v18/factor_audit/V18_4D_FACTOR_PACK_AUDIT_20260518_130616.csv,TRUE,TRUE,8,0,2026-05-18T13:08:25,,,,NO_TICKER_LINK,OK
outputs/v18/factor_audit/V18_4D_FACTOR_PACK_AUDIT_20260518_131117.csv,TRUE,TRUE,8,0,2026-05-18T13:12:54,,,,NO_TICKER_LINK,OK
outputs/v18/factor_audit/V18_4D_FACTOR_PACK_AUDIT_20260518_164556.csv,TRUE,TRUE,8,0,2026-05-18T16:47:54,,,,NO_TICKER_LINK,OK
outputs/v18/factor_audit/V18_4D_FACTOR_PACK_AUDIT_20260518_212255.csv,TRUE,TRUE,8,0,2026-05-18T21:25:18,,,,NO_TICKER_LINK,OK
outputs/v18/factor_audit/V18_4D_FACTOR_PACK_AUDIT_20260518_213632.csv,TRUE,TRUE,8,0,2026-05-18T21:38:54,,,,NO_TICKER_LINK,OK
outputs/v18/factor_audit/V18_4D_FACTOR_PACK_AUDIT_20260519_105352.csv,TRUE,TRUE,8,0,2026-05-19T10:56:10,,,,NO_TICKER_LINK,OK
outputs/v18/factor_audit/V18_4E_CURRENT_FACTOR_OUTPUT_FORWARD_AUDIT.csv,TRUE,TRUE,6,0,2026-05-19T10:56:24,,,output_value_status;top_rank_output_status;output_non_null_value_count;output_numeric_value_count;top_rank_hit_file_count;top_rank_hit_files,NO_TICKER_LINK,OK
outputs/v18/factor_audit/V18_4E_FACTOR_OUTPUT_FORWARD_AUDIT_20260518_130825.csv,TRUE,TRUE,6,0,2026-05-18T13:08:34,,,output_value_status;top_rank_output_status;output_non_null_value_count;output_numeric_value_count;top_rank_hit_file_count;top_rank_hit_files,NO_TICKER_LINK,OK
outputs/v18/factor_audit/V18_4E_FACTOR_OUTPUT_FORWARD_AUDIT_20260518_131254.csv,TRUE,TRUE,6,0,2026-05-18T13:13:02,,,output_value_status;top_rank_output_status;output_non_null_value_count;output_numeric_value_count;top_rank_hit_file_count;top_rank_hit_files,NO_TICKER_LINK,OK
outputs/v18/factor_audit/V18_4E_FACTOR_OUTPUT_FORWARD_AUDIT_20260518_164754.csv,TRUE,TRUE,6,0,2026-05-18T16:48:05,,,output_value_status;top_rank_output_status;output_non_null_value_count;output_numeric_value_count;top_rank_hit_file_count;top_rank_hit_files,NO_TICKER_LINK,OK
outputs/v18/factor_audit/V18_4E_FACTOR_OUTPUT_FORWARD_AUDIT_20260518_212518.csv,TRUE,TRUE,6,0,2026-05-18T21:25:28,,,output_value_status;top_rank_output_status;output_non_null_value_count;output_numeric_value_count;top_rank_hit_file_count;top_rank_hit_files,NO_TICKER_LINK,OK
outputs/v18/factor_audit/V18_4E_FACTOR_OUTPUT_FORWARD_AUDIT_20260518_213854.csv,TRUE,TRUE,6,0,2026-05-18T21:39:06,,,output_value_status;top_rank_output_status;output_non_null_value_count;output_numeric_value_count;top_rank_hit_file_count;top_rank_hit_files,NO_TICKER_LINK,OK
outputs/v18/factor_audit/V18_4E_FACTOR_OUTPUT_FORWARD_AUDIT_20260519_105611.csv,TRUE,TRUE,6,0,2026-05-19T10:56:24,,,output_value_status;top_rank_output_status;output_non_null_value_count;output_numeric_value_count;top_rank_hit_file_count;top_rank_hit_files,NO_TICKER_LINK,OK
outputs/v18/factor_audit/V18_4F_CURRENT_FORWARD_FACTOR_COVERAGE.csv,TRUE,TRUE,6,0,2026-05-19T10:56:30,,,,NO_TICKER_LINK,OK
outputs/v18/factor_audit/V18_4F_FORWARD_FACTOR_COVERAGE_20260518_130834.csv,TRUE,TRUE,6,0,2026-05-18T13:08:38,,,,NO_TICKER_LINK,OK
outputs/v18/factor_audit/V18_4F_FORWARD_FACTOR_COVERAGE_20260518_131302.csv,TRUE,TRUE,6,0,2026-05-18T13:13:07,,,,NO_TICKER_LINK,OK
outputs/v18/factor_audit/V18_4F_FORWARD_FACTOR_COVERAGE_20260518_164805.csv,TRUE,TRUE,6,0,2026-05-18T16:48:11,,,,NO_TICKER_LINK,OK
outputs/v18/factor_audit/V18_4F_FORWARD_FACTOR_COVERAGE_20260518_212528.csv,TRUE,TRUE,6,0,2026-05-18T21:25:33,,,,NO_TICKER_LINK,OK
outputs/v18/factor_audit/V18_4F_FORWARD_FACTOR_COVERAGE_20260518_213906.csv,TRUE,TRUE,6,0,2026-05-18T21:39:12,,,,NO_TICKER_LINK,OK
outputs/v18/factor_audit/V18_4F_FORWARD_FACTOR_COVERAGE_20260519_105624.csv,TRUE,TRUE,6,0,2026-05-19T10:56:30,,,,NO_TICKER_LINK,OK
outputs/v18/factor_pack/V18_3D_R1_SHADOW_TOP30_OFFICIAL_OVERLAP.csv,TRUE,TRUE,39,39,2026-05-19T10:53:51,,,shadow_rank,TICKER_CONTEXT_SOURCE,OK
outputs/v18/factor_pack/V18_3D_R2_CURRENT_RAW105_FACTOR_PACK_RANKING.csv,TRUE,TRUE,105,105,2026-05-19T10:53:51,,factor_pack_rank;factor_pack_score;volatility_penalty;overheat_penalty,factor_pack_rank;factor_pack_score;ret_5d;ret_20d;ret_60d;ret_120d;F007_PULLBACK_IN_UPTREND;F010_XSEC_COMPOSITE_RANK;F011_TS_MOMENTUM_60_120;F012_TS_PULLBACK_REVERSAL;volatility_penalty;overheat_penalty,TICKER_SCORE_SOURCE,OK
outputs/v18/factor_pack/V18_3D_R2_CURRENT_RAW105_FACTOR_PACK_VALUES.csv,TRUE,TRUE,105,105,2026-05-19T10:53:51,,volatility_penalty;overheat_penalty;factor_pack_score;factor_pack_rank,ret_5d;ret_20d;ret_60d;ret_120d;ma20;ma60;ann_volatility_20d;trend_ok_60_120;ts_momentum_raw;pullback_uptrend_raw;ts_pullback_reversal_raw;F007_PULLBACK_IN_UPTREND;F011_TS_MOMENTUM_60_120;F012_TS_PULLBACK_REVERSAL;volatility_penalty;overheat_penalty;F010_XSEC_COMPOSITE_RANK_RAW;F010_XSEC_COMPOSITE_RANK;factor_pack_score;factor_pack_rank,TICKER_SCORE_SOURCE,OK
outputs/v18/factor_pack/V18_3D_R2_CURRENT_SHADOW_TOP30_OFFICIAL_OVERLAP.csv,TRUE,TRUE,39,39,2026-05-19T10:53:51,,,shadow_rank,TICKER_CONTEXT_SOURCE,OK
outputs/v18/factor_pack/V18_3D_RAW105_FACTOR_PACK_RANKING.csv,TRUE,TRUE,105,105,2026-05-19T10:53:51,,factor_pack_rank;factor_pack_score;volatility_penalty;overheat_penalty,factor_pack_rank;factor_pack_score;ret_5d;ret_20d;ret_60d;ret_120d;F007_PULLBACK_IN_UPTREND;F010_XSEC_COMPOSITE_RANK;F011_TS_MOMENTUM_60_120;F012_TS_PULLBACK_REVERSAL;volatility_penalty;overheat_penalty,TICKER_SCORE_SOURCE,OK
outputs/v18/factor_pack/V18_3D_RAW105_FACTOR_PACK_VALUES.csv,TRUE,TRUE,105,105,2026-05-19T10:53:51,,volatility_penalty;overheat_penalty;factor_pack_score;factor_pack_rank,ret_5d;ret_20d;ret_60d;ret_120d;ma20;ma60;ann_volatility_20d;trend_ok_60_120;ts_momentum_raw;pullback_uptrend_raw;ts_pullback_reversal_raw;F007_PULLBACK_IN_UPTREND;F011_TS_MOMENTUM_60_120;F012_TS_PULLBACK_REVERSAL;volatility_penalty;overheat_penalty;F010_XSEC_COMPOSITE_RANK_RAW;F010_XSEC_COMPOSITE_RANK;factor_pack_score;factor_pack_rank,TICKER_SCORE_SOURCE,OK
outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv,TRUE,TRUE,105,105,2026-05-19T10:53:51,,factor_pack_rank;factor_pack_score;volatility_penalty;overheat_penalty,factor_pack_rank;factor_pack_score;ret_5d;ret_20d;ret_60d;ret_120d;F007_PULLBACK_IN_UPTREND;F010_XSEC_COMPOSITE_RANK;F011_TS_MOMENTUM_60_120;F012_TS_PULLBACK_REVERSAL;volatility_penalty;overheat_penalty,TICKER_SCORE_SOURCE,OK
outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_VALUES.csv,TRUE,TRUE,105,105,2026-05-19T10:53:51,,volatility_penalty;overheat_penalty;factor_pack_score;factor_pack_rank,ret_5d;ret_20d;ret_60d;ret_120d;ma20;ma60;ann_volatility_20d;trend_ok_60_120;ts_momentum_raw;pullback_uptrend_raw;ts_pullback_reversal_raw;F007_PULLBACK_IN_UPTREND;F011_TS_MOMENTUM_60_120;F012_TS_PULLBACK_REVERSAL;volatility_penalty;overheat_penalty;F010_XSEC_COMPOSITE_RANK_RAW;F010_XSEC_COMPOSITE_RANK;factor_pack_score;factor_pack_rank,TICKER_SCORE_SOURCE,OK
outputs/v18/factor_pack/V18_CURRENT_SHADOW_TOP30_OFFICIAL_OVERLAP.csv,TRUE,TRUE,39,39,2026-05-19T10:53:51,,,shadow_rank,TICKER_CONTEXT_SOURCE,OK
outputs/v18/ops/V18_10D_CURRENT_OFFICIAL_DAILY_WITH_FACTOR_WEIGHT_RESEARCH_PROFILE.csv,TRUE,TRUE,13,0,2026-05-18T13:14:34,,,value,NO_TICKER_LINK,OK
outputs/v18/ops/V18_10D_CURRENT_OFFICIAL_DAILY_WITH_FACTOR_WEIGHT_RESEARCH_STEPS.csv,TRUE,TRUE,2,0,2026-05-18T13:14:34,,,,NO_TICKER_LINK,OK
outputs/v18/ops/V18_11D_CURRENT_SHADOW_FACTOR_DAILY_STEPS.csv,TRUE,TRUE,1,0,2026-05-18T13:14:37,,,,NO_TICKER_LINK,OK
outputs/v18/ops/V18_11F_CURRENT_SHADOW_FACTOR_RESEARCH_CHAIN_STEPS.csv,TRUE,TRUE,2,0,2026-05-18T13:14:38,,,,NO_TICKER_LINK,OK
outputs/v18/ops/V18_12G_CURRENT_SELL_TIMING_CLEANUP_AUDIT.csv,TRUE,TRUE,87,0,2026-05-18T16:17:21,,,,NO_TICKER_LINK,OK
outputs/v18/ops/V18_13D_CURRENT_DAILY_COMMAND_CENTER_RUN_LOG.csv,TRUE,TRUE,4,0,2026-05-19T12:28:28,,,,NO_TICKER_LINK,OK
outputs/v18/ops/V18_14A_CRITICAL_FILE_HASHES_BEFORE.csv,TRUE,TRUE,11,0,2026-05-18T22:28:21,,,,NO_TICKER_LINK,OK
outputs/v18/ops/V18_14A_CURRENT_FULL_DAILY_MODE_VALIDATION.csv,TRUE,TRUE,22,0,2026-05-19T12:28:29,,,value,NO_TICKER_LINK,OK
outputs/v18/ops/V18_14A_CURRENT_FULL_DAILY_MODE_VALIDATION_INPUT_AUDIT.csv,TRUE,TRUE,5,0,2026-05-19T12:28:29,,,status_value,NO_TICKER_LINK,OK
outputs/v18/ops/V18_14A_CURRENT_FULL_DAILY_MODE_VALIDATION_RUN_META.csv,TRUE,TRUE,1,0,2026-05-18T22:31:24,,,,NO_TICKER_LINK,OK
outputs/v18/ops/V18_14B_CURRENT_DAILY_COMMAND_CENTER_INPUT_AUDIT.csv,TRUE,TRUE,5,0,2026-05-19T12:28:29,,,status_value,NO_TICKER_LINK,OK
outputs/v18/ops/V18_14B_CURRENT_DAILY_COMMAND_CENTER_SUMMARY.csv,TRUE,TRUE,25,0,2026-05-19T12:28:29,,,value,NO_TICKER_LINK,OK
outputs/v18/ops/V18_14C_CURRENT_RANKED_CANDIDATE_FORWARD_TRACKER_INPUT_AUDIT.csv,TRUE,TRUE,21,0,2026-05-19T12:28:37,,,,NO_TICKER_LINK,OK
outputs/v18/ops/V18_14C_CURRENT_RANKED_CANDIDATE_FORWARD_TRACKER_SUMMARY.csv,TRUE,TRUE,1,0,2026-05-19T12:28:37,,,rank_source,NO_TICKER_LINK,OK
outputs/v18/ops/V18_14D_CURRENT_RANKED_CANDIDATE_FORWARD_PRICE_FILLER_INPUT_AUDIT.csv,TRUE,TRUE,50,0,2026-05-19T12:28:51,,,,NO_TICKER_LINK,OK
outputs/v18/ops/V18_14D_CURRENT_RANKED_CANDIDATE_FORWARD_PRICE_FILLER_SUMMARY.csv,TRUE,TRUE,1,0,2026-05-19T12:28:51,,,,NO_TICKER_LINK,OK
outputs/v18/ops/V18_14E_CURRENT_DAILY_WITH_FORWARD_TRACKER_INPUT_AUDIT.csv,TRUE,TRUE,3,0,2026-05-19T12:28:52,,,status_value,NO_TICKER_LINK,OK
outputs/v18/ops/V18_14E_CURRENT_DAILY_WITH_FORWARD_TRACKER_SUMMARY.csv,TRUE,TRUE,27,0,2026-05-19T12:28:52,,,value,NO_TICKER_LINK,OK
outputs/v18/ops/V18_15A_CURRENT_MANUAL_POSITION_TRADE_FEEDBACK_INPUT_AUDIT.csv,TRUE,TRUE,4,0,2026-05-19T12:28:52,,,,NO_TICKER_LINK,OK
outputs/v18/ops/V18_15A_CURRENT_MANUAL_POSITION_TRADE_FEEDBACK_SUMMARY.csv,TRUE,TRUE,1,0,2026-05-19T12:28:52,,,,NO_TICKER_LINK,OK
outputs/v18/ops/V18_15B_CURRENT_DAILY_WITH_MANUAL_FEEDBACK_INPUT_AUDIT.csv,TRUE,TRUE,4,0,2026-05-19T12:28:52,,,status_value,NO_TICKER_LINK,OK
outputs/v18/ops/V18_15B_CURRENT_DAILY_WITH_MANUAL_FEEDBACK_SUMMARY.csv,TRUE,TRUE,24,0,2026-05-19T12:28:52,,,value,NO_TICKER_LINK,OK
outputs/v18/ops/V18_15C_CURRENT_CURRENT_ALIAS_AUDIT.csv,TRUE,TRUE,8,0,2026-05-19T10:59:07,,,,NO_TICKER_LINK,OK
outputs/v18/ops/V18_15C_CURRENT_DANGEROUS_TOKEN_SCAN.csv,TRUE,TRUE,0,0,2026-05-19T10:59:08,,,,NO_TICKER_LINK,OK
outputs/v18/ops/V18_15C_CURRENT_OUTPUT_INVENTORY.csv,TRUE,TRUE,480,0,2026-05-19T10:59:07,,,,NO_TICKER_LINK,OK
outputs/v18/ops/V18_15C_CURRENT_PREDEVELOPMENT_RECOMMENDATIONS.csv,TRUE,TRUE,2,0,2026-05-19T10:59:08,,,,NO_TICKER_LINK,OK
outputs/v18/ops/V18_15C_CURRENT_RANKING_FACTOR_LINEAGE_AUDIT.csv,TRUE,TRUE,28,0,2026-05-19T10:59:07,,score_columns_present;all_ranked_candidates_have_scores;ranking_appears_score_based_or_file_order;fast_mode_prior_score_read_risk,current_ranked_candidate_source_file;ranking_source_status;score_columns_present;all_ranked_candidates_have_scores;ranking_appears_score_based_or_file_order;fast_mode_prior_score_read_risk,NO_TICKER_LINK,OK
outputs/v18/ops/V18_15C_CURRENT_RUNTIME_VALIDATION_AUDIT.csv,TRUE,TRUE,2,0,2026-05-19T10:59:07,,,,NO_TICKER_LINK,OK
outputs/v18/ops/V18_15C_CURRENT_SCRIPT_INVENTORY.csv,TRUE,TRUE,216,0,2026-05-19T10:59:07,,,appears_obsolete_duplicate_or_orphaned,NO_TICKER_LINK,OK
outputs/v18/ops/V18_15C_CURRENT_STABLE_SNAPSHOT_AUDIT.csv,TRUE,TRUE,39,0,2026-05-19T10:59:07,,,,NO_TICKER_LINK,OK
outputs/v18/ops/V18_16F_CURRENT_DAILY_WITH_ROLLING_UNIVERSE_SCAN_INPUT_AUDIT.csv,TRUE,TRUE,6,0,2026-05-19T12:28:53,,,,NO_TICKER_LINK,OK
outputs/v18/ops/V18_16F_CURRENT_DAILY_WITH_ROLLING_UNIVERSE_SCAN_SUMMARY.csv,TRUE,TRUE,50,0,2026-05-19T12:28:53,,,value,NO_TICKER_LINK,OK
outputs/v18/ops/V18_4C_CURRENT_RUNTIME_DEPENDENCY_GRAPH.csv,TRUE,TRUE,43,0,2026-05-19T10:52:37,,,,NO_TICKER_LINK,OK
outputs/v18/ops/V18_4C_runtime_dependency_graph_20260518_130451.csv,TRUE,TRUE,43,0,2026-05-18T13:04:52,,,,NO_TICKER_LINK,OK
outputs/v18/ops/V18_4C_runtime_dependency_graph_20260518_131001.csv,TRUE,TRUE,43,0,2026-05-18T13:10:02,,,,NO_TICKER_LINK,OK
outputs/v18/ops/V18_4C_runtime_dependency_graph_20260518_152550.csv,TRUE,TRUE,43,0,2026-05-18T15:25:51,,,,NO_TICKER_LINK,OK
outputs/v18/ops/V18_4C_runtime_dependency_graph_20260518_153716.csv,TRUE,TRUE,43,0,2026-05-18T15:37:17,,,,NO_TICKER_LINK,OK
outputs/v18/ops/V18_4C_runtime_dependency_graph_20260518_164438.csv,TRUE,TRUE,43,0,2026-05-18T16:44:39,,,,NO_TICKER_LINK,OK
outputs/v18/ops/V18_4C_runtime_dependency_graph_20260518_205503.csv,TRUE,TRUE,43,0,2026-05-18T20:55:04,,,,NO_TICKER_LINK,OK
outputs/v18/ops/V18_4C_runtime_dependency_graph_20260518_210017.csv,TRUE,TRUE,43,0,2026-05-18T21:00:18,,,,NO_TICKER_LINK,OK
outputs/v18/ops/V18_4C_runtime_dependency_graph_20260518_212140.csv,TRUE,TRUE,43,0,2026-05-18T21:21:41,,,,NO_TICKER_LINK,OK
outputs/v18/ops/V18_4C_runtime_dependency_graph_20260518_213518.csv,TRUE,TRUE,43,0,2026-05-18T21:35:19,,,,NO_TICKER_LINK,OK
outputs/v18/ops/V18_4C_runtime_dependency_graph_20260518_214407.csv,TRUE,TRUE,43,0,2026-05-18T21:44:07,,,,NO_TICKER_LINK,OK
outputs/v18/ops/V18_4C_runtime_dependency_graph_20260518_221751.csv,TRUE,TRUE,43,0,2026-05-18T22:17:52,,,,NO_TICKER_LINK,OK
outputs/v18/ops/V18_4C_runtime_dependency_graph_20260518_222823.csv,TRUE,TRUE,43,0,2026-05-18T22:28:24,,,,NO_TICKER_LINK,OK
outputs/v18/ops/V18_4C_runtime_dependency_graph_20260518_223227.csv,TRUE,TRUE,43,0,2026-05-18T22:32:27,,,,NO_TICKER_LINK,OK
outputs/v18/ops/V18_4C_runtime_dependency_graph_20260519_105235.csv,TRUE,TRUE,43,0,2026-05-19T10:52:37,,,,NO_TICKER_LINK,OK
outputs/v18/ops/V18_5A_CURRENT_RUNTIME_DECOUPLING_AUDIT.csv,TRUE,TRUE,1328,0,2026-05-15T18:48:03,,,,NO_TICKER_LINK,OK
outputs/v18/ops/V18_5A_R1_CURRENT_RUNTIME_DECOUPLING_PLAN.csv,TRUE,TRUE,1328,0,2026-05-15T19:05:15,,,Risk,NO_TICKER_LINK,OK
outputs/v18/ops/V18_5A_R2_CURRENT_RUNTIME_DECOUPLING_CLASSIFIER.csv,TRUE,TRUE,1328,0,2026-05-15T19:08:07,,,,NO_TICKER_LINK,OK
outputs/v18/ops/V18_5B_CURRENT_DELETE_CANDIDATE_RUNTIME_AUDIT.csv,TRUE,TRUE,12,0,2026-05-15T19:15:26,,,Risk,NO_TICKER_LINK,OK
outputs/v18/ops/V18_5B_R1_CURRENT_VALIDATION_AWARE_DELETE_AUDIT.csv,TRUE,TRUE,12,0,2026-05-15T23:44:56,,,Risk,NO_TICKER_LINK,OK
outputs/v18/ops/V18_5C_CURRENT_ARCHIVE_ZERO_RUNTIME_CANDIDATES.csv,TRUE,TRUE,1,0,2026-05-15T19:17:05,,,,NO_TICKER_LINK,OK
outputs/v18/ops/V18_5D_CURRENT_GENERATED_OUTPUT_RETENTION_CLEANUP.csv,TRUE,TRUE,190,0,2026-05-15T23:58:04,,,RankNewestFirst,NO_TICKER_LINK,OK
outputs/v18/ops/V18_7A_CURRENT_FULL_SPEED_PROFILE.csv,TRUE,TRUE,3,0,2026-05-16T14:37:25,,,,NO_TICKER_LINK,OK
outputs/v18/ops/V18_7B_CURRENT_MAIN_CHAIN_LINEAR_PROFILE.csv,TRUE,TRUE,9,0,2026-05-19T10:56:32,,,,NO_TICKER_LINK,OK
outputs/v18/ops/V18_7D_CURRENT_OFFICIAL_DAILY_FAST_MAIN_WITH_TECHNICAL_PROFILE.csv,TRUE,TRUE,3,0,2026-05-19T10:57:08,,,,NO_TICKER_LINK,OK
outputs/v18/ops/V18_8A_CURRENT_LEGACY_V15_V16_PURGE_AUDIT.csv,TRUE,TRUE,15,0,2026-05-16T18:54:05,,,,NO_TICKER_LINK,OK
outputs/v18/ops/V18_8C_CURRENT_OFFICIAL_DAILY_FAST_WITH_SIMULATION_PROFILE.csv,TRUE,TRUE,1,0,2026-05-18T21:39:51,,,,NO_TICKER_LINK,OK
outputs/v18/ops/V18_8C_CURRENT_OFFICIAL_DAILY_FAST_WITH_SIMULATION_STEPS.csv,TRUE,TRUE,2,0,2026-05-18T21:39:51,,,,NO_TICKER_LINK,OK
outputs/v18/ops/V18_9C_CURRENT_OFFICIAL_DAILY_WITH_SIM_VALIDATION_PROFILE.csv,TRUE,TRUE,1,0,2026-05-18T21:39:51,,,,NO_TICKER_LINK,OK
outputs/v18/ops/V18_9C_CURRENT_OFFICIAL_DAILY_WITH_SIM_VALIDATION_STEPS.csv,TRUE,TRUE,3,0,2026-05-18T21:39:51,,,,NO_TICKER_LINK,OK
outputs/v18/ops/V18_CLEANUP_AUDIT_CURRENT.csv,TRUE,TRUE,5000,0,2026-05-18T13:14:39,,,risk_level,NO_TICKER_LINK,OK
outputs/v18/ops/V18_CLEANUP_DELETE_PLAN_CURRENT.csv,TRUE,TRUE,5000,0,2026-05-17T22:56:27,,,risk_level,NO_TICKER_LINK,OK
outputs/v18/ops/V18_CLEANUP_QUARANTINE_PLAN_CURRENT.csv,TRUE,TRUE,5000,0,2026-05-17T22:54:17,,,risk_level,NO_TICKER_LINK,OK
outputs/v18/ops/V18_CURRENT_DAILY_WITH_ROLLING_UNIVERSE_SCAN_SUMMARY.csv,TRUE,TRUE,50,0,2026-05-19T12:28:53,,,value,NO_TICKER_LINK,OK
outputs/v18/ops/V18_CURRENT_RANKING_FACTOR_LINEAGE_AUDIT.csv,TRUE,TRUE,28,0,2026-05-19T10:59:08,,score_columns_present;all_ranked_candidates_have_scores;ranking_appears_score_based_or_file_order;fast_mode_prior_score_read_risk,current_ranked_candidate_source_file;ranking_source_status;score_columns_present;all_ranked_candidates_have_scores;ranking_appears_score_based_or_file_order;fast_mode_prior_score_read_risk,NO_TICKER_LINK,OK
outputs/v18/ops/V18_STABLE_DIRECT_DELETE_MANIFEST_CURRENT.csv,TRUE,TRUE,7,0,2026-05-17T23:08:13,,,,NO_TICKER_LINK,OK
outputs/v18/promotion_merge/V18_4I_CURRENT_BACKTEST_FORWARD_PROMOTION_MERGE.csv,TRUE,TRUE,6,0,2026-05-19T10:56:32,,alpha_score;drawdown_penalty;historical_net_evidence_score,drawdown_risk;avg_rank;alpha_score;drawdown_penalty;historical_net_evidence_score,NO_TICKER_LINK,OK
outputs/v18/promotion_merge/V18_4I_CURRENT_PROMOTION_CLUSTER.csv,TRUE,TRUE,6,0,2026-05-19T10:56:32,,alpha_score;drawdown_penalty;historical_net_evidence_score,drawdown_risk;avg_rank;alpha_score;drawdown_penalty;historical_net_evidence_score,NO_TICKER_LINK,OK
outputs/v18/read_center/V18_12H_CURRENT_SELL_TIMING_READ_LINK_INPUT_AUDIT.csv,TRUE,TRUE,5,0,2026-05-18T16:27:58,,,status_value,NO_TICKER_LINK,OK
outputs/v18/read_center/V18_12H_CURRENT_SELL_TIMING_READ_LINK_SUMMARY.csv,TRUE,TRUE,15,0,2026-05-18T16:27:58,,,value,NO_TICKER_LINK,OK
outputs/v18/read_center/V18_13A_CURRENT_UNIFIED_DAILY_INPUT_AUDIT.csv,TRUE,TRUE,113,0,2026-05-19T12:28:23,,,status_value,NO_TICKER_LINK,OK
