source_path,column_name,inferred_factor_family,numeric_like,non_null_count,matched_ranked_candidate_count,verification_status
outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv,ret_20d,MOMENTUM,TRUE,102,20,PRESENT_IN_UPSTREAM_FILE_MATCHED_BY_TICKER
outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv,ret_60d,MOMENTUM,TRUE,102,20,PRESENT_IN_UPSTREAM_FILE_MATCHED_BY_TICKER
outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv,ret_120d,MOMENTUM,TRUE,102,20,PRESENT_IN_UPSTREAM_FILE_MATCHED_BY_TICKER
outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv,above_ma20,TREND,FALSE,102,20,PRESENT_IN_UPSTREAM_FILE_MATCHED_BY_TICKER
outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv,above_ma60,TREND,FALSE,102,20,PRESENT_IN_UPSTREAM_FILE_MATCHED_BY_TICKER
outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv,above_ma120,TREND,FALSE,102,20,PRESENT_IN_UPSTREAM_FILE_MATCHED_BY_TICKER
outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv,relative_strength_vs_qqq,RELATIVE_STRENGTH,TRUE,102,20,PRESENT_IN_UPSTREAM_FILE_MATCHED_BY_TICKER
outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv,relative_strength_vs_smh,RELATIVE_STRENGTH,TRUE,102,20,PRESENT_IN_UPSTREAM_FILE_MATCHED_BY_TICKER
outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv,volume_surge_score,UNKNOWN_SCORE_FIELD,FALSE,0,20,PRESENT_IN_UPSTREAM_FILE_MATCHED_BY_TICKER
outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv,light_trend_status,TREND,FALSE,103,20,PRESENT_IN_UPSTREAM_FILE_MATCHED_BY_TICKER
outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv,promotion_score,UNKNOWN_SCORE_FIELD,TRUE,325,20,PRESENT_IN_UPSTREAM_FILE_MATCHED_BY_TICKER
outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv,demotion_score,UNKNOWN_SCORE_FIELD,TRUE,325,20,PRESENT_IN_UPSTREAM_FILE_MATCHED_BY_TICKER
outputs/v18/universe/V18_CURRENT_PRIORITY_LIGHT_SCAN_RESULT.csv,ret_5d,MOMENTUM,TRUE,45,20,PRESENT_IN_UPSTREAM_FILE_MATCHED_BY_TICKER
outputs/v18/universe/V18_CURRENT_PRIORITY_LIGHT_SCAN_RESULT.csv,ret_20d,MOMENTUM,TRUE,45,20,PRESENT_IN_UPSTREAM_FILE_MATCHED_BY_TICKER
outputs/v18/universe/V18_CURRENT_PRIORITY_LIGHT_SCAN_RESULT.csv,ret_60d,MOMENTUM,TRUE,45,20,PRESENT_IN_UPSTREAM_FILE_MATCHED_BY_TICKER
outputs/v18/universe/V18_CURRENT_PRIORITY_LIGHT_SCAN_RESULT.csv,ret_120d,MOMENTUM,TRUE,45,20,PRESENT_IN_UPSTREAM_FILE_MATCHED_BY_TICKER
outputs/v18/universe/V18_CURRENT_PRIORITY_LIGHT_SCAN_RESULT.csv,ma20,TREND,TRUE,45,20,PRESENT_IN_UPSTREAM_FILE_MATCHED_BY_TICKER
outputs/v18/universe/V18_CURRENT_PRIORITY_LIGHT_SCAN_RESULT.csv,ma60,TREND,TRUE,45,20,PRESENT_IN_UPSTREAM_FILE_MATCHED_BY_TICKER
outputs/v18/universe/V18_CURRENT_PRIORITY_LIGHT_SCAN_RESULT.csv,ma120,TREND,TRUE,45,20,PRESENT_IN_UPSTREAM_FILE_MATCHED_BY_TICKER
outputs/v18/universe/V18_CURRENT_PRIORITY_LIGHT_SCAN_RESULT.csv,above_ma20,TREND,FALSE,45,20,PRESENT_IN_UPSTREAM_FILE_MATCHED_BY_TICKER
outputs/v18/universe/V18_CURRENT_PRIORITY_LIGHT_SCAN_RESULT.csv,above_ma60,TREND,FALSE,45,20,PRESENT_IN_UPSTREAM_FILE_MATCHED_BY_TICKER
outputs/v18/universe/V18_CURRENT_PRIORITY_LIGHT_SCAN_RESULT.csv,above_ma120,TREND,FALSE,45,20,PRESENT_IN_UPSTREAM_FILE_MATCHED_BY_TICKER
outputs/v18/universe/V18_CURRENT_PRIORITY_LIGHT_SCAN_RESULT.csv,simple_volatility_20d,VOLATILITY,TRUE,45,20,PRESENT_IN_UPSTREAM_FILE_MATCHED_BY_TICKER
outputs/v18/universe/V18_CURRENT_PRIORITY_LIGHT_SCAN_RESULT.csv,relative_strength_vs_qqq,RELATIVE_STRENGTH,TRUE,45,20,PRESENT_IN_UPSTREAM_FILE_MATCHED_BY_TICKER
outputs/v18/universe/V18_CURRENT_PRIORITY_LIGHT_SCAN_RESULT.csv,relative_strength_vs_smh,RELATIVE_STRENGTH,TRUE,45,20,PRESENT_IN_UPSTREAM_FILE_MATCHED_BY_TICKER
outputs/v18/universe/V18_CURRENT_PRIORITY_LIGHT_SCAN_RESULT.csv,relative_strength_vs_xlk,RELATIVE_STRENGTH,FALSE,0,20,PRESENT_IN_UPSTREAM_FILE_MATCHED_BY_TICKER
outputs/v18/universe/V18_CURRENT_PRIORITY_LIGHT_SCAN_RESULT.csv,volume_surge_score,UNKNOWN_SCORE_FIELD,FALSE,0,20,PRESENT_IN_UPSTREAM_FILE_MATCHED_BY_TICKER
outputs/v18/universe/V18_CURRENT_PRIORITY_LIGHT_SCAN_RESULT.csv,volatility_status,VOLATILITY,FALSE,45,20,PRESENT_IN_UPSTREAM_FILE_MATCHED_BY_TICKER
outputs/v18/universe/V18_CURRENT_PRIORITY_LIGHT_SCAN_RESULT.csv,overheat_status,OVERHEAT,FALSE,45,20,PRESENT_IN_UPSTREAM_FILE_MATCHED_BY_TICKER
outputs/v18/universe/V18_CURRENT_PRIORITY_LIGHT_SCAN_RESULT.csv,light_trend_status,TREND,FALSE,45,20,PRESENT_IN_UPSTREAM_FILE_MATCHED_BY_TICKER
outputs/v18/universe/V18_CURRENT_PRIORITY_LIGHT_SCAN_RESULT.csv,trend_improvement_flag,TREND,FALSE,45,20,PRESENT_IN_UPSTREAM_FILE_MATCHED_BY_TICKER
outputs/v18/universe/V18_CURRENT_PRIORITY_LIGHT_SCAN_RESULT.csv,scan_quality_status,QUALITY,FALSE,45,20,PRESENT_IN_UPSTREAM_FILE_MATCHED_BY_TICKER
outputs/v18/universe/V18_CURRENT_PRIORITY_LIGHT_SCAN_RESULT.csv,promotion_score_prelim,UNKNOWN_SCORE_FIELD,TRUE,45,20,PRESENT_IN_UPSTREAM_FILE_MATCHED_BY_TICKER
outputs/v18/universe/V18_CURRENT_PRIORITY_LIGHT_SCAN_RESULT.csv,demotion_score_prelim,UNKNOWN_SCORE_FIELD,TRUE,45,20,PRESENT_IN_UPSTREAM_FILE_MATCHED_BY_TICKER
outputs/v18/universe/V18_CURRENT_PROMOTION_DEMOTION_AUDIT.csv,promotion_score,UNKNOWN_SCORE_FIELD,TRUE,45,20,PRESENT_IN_UPSTREAM_FILE_MATCHED_BY_TICKER
outputs/v18/universe/V18_CURRENT_PROMOTION_DEMOTION_AUDIT.csv,demotion_score,UNKNOWN_SCORE_FIELD,TRUE,45,20,PRESENT_IN_UPSTREAM_FILE_MATCHED_BY_TICKER
outputs/v18/candidates/V18_13B_CURRENT_RANKED_CANDIDATES.csv,rank,UNKNOWN_SCORE_FIELD,TRUE,20,20,PRESENT_IN_UPSTREAM_FILE_MATCHED_BY_TICKER
outputs/v18/candidates/V18_13B_CURRENT_RANKED_CANDIDATES.csv,composite_candidate_score,UNKNOWN_SCORE_FIELD,TRUE,20,20,PRESENT_IN_UPSTREAM_FILE_MATCHED_BY_TICKER
outputs/v18/candidates/V18_13B_CURRENT_RANKED_CANDIDATES.csv,ranking_source_policy,UNKNOWN_SCORE_FIELD,FALSE,20,20,PRESENT_IN_UPSTREAM_FILE_MATCHED_BY_TICKER
outputs/v18/candidates/V18_13B_CURRENT_RANKED_CANDIDATES.csv,primary_score_source_files,UNKNOWN_SCORE_FIELD,FALSE,20,20,PRESENT_IN_UPSTREAM_FILE_MATCHED_BY_TICKER
outputs/v18/candidates/V18_13B_CURRENT_RANKED_CANDIDATES.csv,score_source_status,UNKNOWN_SCORE_FIELD,FALSE,20,20,PRESENT_IN_UPSTREAM_FILE_MATCHED_BY_TICKER
outputs/v18/candidates/V18_13B_CURRENT_RANKED_CANDIDATES.csv,score_source_files,UNKNOWN_SCORE_FIELD,FALSE,20,20,PRESENT_IN_UPSTREAM_FILE_MATCHED_BY_TICKER
outputs/v18/candidates/V18_13B_CURRENT_RANKED_CANDIDATES.csv,score_source_columns,UNKNOWN_SCORE_FIELD,FALSE,20,20,PRESENT_IN_UPSTREAM_FILE_MATCHED_BY_TICKER
outputs/v18/candidates/V18_13B_CURRENT_RANKED_CANDIDATES.csv,technical_status,TECHNICAL_LIFECYCLE,FALSE,20,20,PRESENT_IN_UPSTREAM_FILE_MATCHED_BY_TICKER
outputs/v18/candidates/V18_13B_CURRENT_RANKED_CANDIDATES.csv,event_risk_status,RISK,FALSE,0,20,PRESENT_IN_UPSTREAM_FILE_MATCHED_BY_TICKER
outputs/v18/candidates/V18_13B_CURRENT_RANKED_CANDIDATES.csv,overheat_status,OVERHEAT,FALSE,20,20,PRESENT_IN_UPSTREAM_FILE_MATCHED_BY_TICKER
outputs/v18/candidates/V18_13B_CURRENT_RANKED_CANDIDATES.csv,pullback_status,PULLBACK,FALSE,20,20,PRESENT_IN_UPSTREAM_FILE_MATCHED_BY_TICKER
outputs/v18/candidates/V18_13B_CURRENT_RANKED_CANDIDATES.csv,execution_status,EXECUTION,FALSE,0,20,PRESENT_IN_UPSTREAM_FILE_MATCHED_BY_TICKER
outputs/v18/candidates/V18_13B_CURRENT_RANKED_CANDIDATES_INPUT_AUDIT.csv,score_columns_found,UNKNOWN_SCORE_FIELD,FALSE,7,0,PRESENT_UPSTREAM_BUT_NOT_LINKED
outputs/v18/candidates/V18_13B_CURRENT_RANKED_CANDIDATES_INPUT_AUDIT.csv,selected_for_ranking,UNKNOWN_SCORE_FIELD,FALSE,90,0,PRESENT_UPSTREAM_BUT_NOT_LINKED
outputs/v18/candidates/V18_14C_CURRENT_RANKED_CANDIDATE_FORWARD_TRACKER.csv,rank,UNKNOWN_SCORE_FIELD,TRUE,20,20,PRESENT_IN_UPSTREAM_FILE_MATCHED_BY_TICKER
outputs/v18/candidates/V18_14C_CURRENT_RANKED_CANDIDATE_FORWARD_TRACKER.csv,rank_source,UNKNOWN_SCORE_FIELD,FALSE,20,20,PRESENT_IN_UPSTREAM_FILE_MATCHED_BY_TICKER
outputs/v18/candidates/V18_14C_CURRENT_RANKED_CANDIDATE_FORWARD_TRACKER.csv,score,UNKNOWN_SCORE_FIELD,TRUE,20,20,PRESENT_IN_UPSTREAM_FILE_MATCHED_BY_TICKER
outputs/v18/candidates/V18_14C_CURRENT_RANKED_CANDIDATE_FORWARD_TRACKER.csv,factor_score,UNKNOWN_SCORE_FIELD,FALSE,0,20,PRESENT_IN_UPSTREAM_FILE_MATCHED_BY_TICKER
outputs/v18/candidates/V18_14C_CURRENT_RANKED_CANDIDATE_FORWARD_TRACKER.csv,technical_score,TECHNICAL_LIFECYCLE,FALSE,0,20,PRESENT_IN_UPSTREAM_FILE_MATCHED_BY_TICKER
outputs/v18/candidates/V18_14C_CURRENT_RANKED_CANDIDATE_FORWARD_TRACKER.csv,risk_label,RISK,FALSE,20,20,PRESENT_IN_UPSTREAM_FILE_MATCHED_BY_TICKER
outputs/v18/candidates/V18_14C_CURRENT_RANKED_CANDIDATE_FORWARD_TRACKER_AUDIT.csv,value,VALUATION,FALSE,6,0,PRESENT_UPSTREAM_BUT_NOT_LINKED
outputs/v18/candidates/V18_14D_CURRENT_RANKED_CANDIDATE_FORWARD_PRICE_FILLER.csv,rank,UNKNOWN_SCORE_FIELD,TRUE,20,20,PRESENT_IN_UPSTREAM_FILE_MATCHED_BY_TICKER
outputs/v18/candidates/V18_14D_CURRENT_RANKED_CANDIDATE_FORWARD_PRICE_FILLER.csv,rank_source,UNKNOWN_SCORE_FIELD,FALSE,20,20,PRESENT_IN_UPSTREAM_FILE_MATCHED_BY_TICKER
outputs/v18/candidates/V18_14D_CURRENT_RANKED_CANDIDATE_FORWARD_PRICE_FILLER.csv,score,UNKNOWN_SCORE_FIELD,TRUE,20,20,PRESENT_IN_UPSTREAM_FILE_MATCHED_BY_TICKER
outputs/v18/candidates/V18_14D_CURRENT_RANKED_CANDIDATE_FORWARD_PRICE_FILLER.csv,factor_score,UNKNOWN_SCORE_FIELD,FALSE,0,20,PRESENT_IN_UPSTREAM_FILE_MATCHED_BY_TICKER
outputs/v18/candidates/V18_14D_CURRENT_RANKED_CANDIDATE_FORWARD_PRICE_FILLER.csv,technical_score,TECHNICAL_LIFECYCLE,FALSE,0,20,PRESENT_IN_UPSTREAM_FILE_MATCHED_BY_TICKER
outputs/v18/candidates/V18_14D_CURRENT_RANKED_CANDIDATE_FORWARD_PRICE_FILLER.csv,risk_label,RISK,FALSE,20,20,PRESENT_IN_UPSTREAM_FILE_MATCHED_BY_TICKER
outputs/v18/candidates/V18_14D_CURRENT_RANKED_CANDIDATE_FORWARD_PRICE_FILLER_AUDIT.csv,value,VALUATION,TRUE,6,0,PRESENT_UPSTREAM_BUT_NOT_LINKED
outputs/v18/candidates/V18_CURRENT_RANKED_CANDIDATE_FORWARD_TRACKER.csv,rank,UNKNOWN_SCORE_FIELD,TRUE,20,20,PRESENT_IN_UPSTREAM_FILE_MATCHED_BY_TICKER
outputs/v18/candidates/V18_CURRENT_RANKED_CANDIDATE_FORWARD_TRACKER.csv,rank_source,UNKNOWN_SCORE_FIELD,FALSE,20,20,PRESENT_IN_UPSTREAM_FILE_MATCHED_BY_TICKER
outputs/v18/candidates/V18_CURRENT_RANKED_CANDIDATE_FORWARD_TRACKER.csv,score,UNKNOWN_SCORE_FIELD,TRUE,20,20,PRESENT_IN_UPSTREAM_FILE_MATCHED_BY_TICKER
outputs/v18/candidates/V18_CURRENT_RANKED_CANDIDATE_FORWARD_TRACKER.csv,factor_score,UNKNOWN_SCORE_FIELD,FALSE,0,20,PRESENT_IN_UPSTREAM_FILE_MATCHED_BY_TICKER
outputs/v18/candidates/V18_CURRENT_RANKED_CANDIDATE_FORWARD_TRACKER.csv,technical_score,TECHNICAL_LIFECYCLE,FALSE,0,20,PRESENT_IN_UPSTREAM_FILE_MATCHED_BY_TICKER
outputs/v18/candidates/V18_CURRENT_RANKED_CANDIDATE_FORWARD_TRACKER.csv,risk_label,RISK,FALSE,20,20,PRESENT_IN_UPSTREAM_FILE_MATCHED_BY_TICKER
outputs/v18/candidates/V18_CURRENT_RANKED_CANDIDATES.csv,rank,UNKNOWN_SCORE_FIELD,TRUE,20,20,VERIFIED_USED_IN_RANKING_FILE
outputs/v18/candidates/V18_CURRENT_RANKED_CANDIDATES.csv,composite_candidate_score,UNKNOWN_SCORE_FIELD,TRUE,20,20,VERIFIED_USED_IN_RANKING_FILE
outputs/v18/candidates/V18_CURRENT_RANKED_CANDIDATES.csv,ranking_source_policy,UNKNOWN_SCORE_FIELD,FALSE,20,20,VERIFIED_USED_IN_RANKING_FILE
outputs/v18/candidates/V18_CURRENT_RANKED_CANDIDATES.csv,primary_score_source_files,UNKNOWN_SCORE_FIELD,FALSE,20,20,VERIFIED_USED_IN_RANKING_FILE
outputs/v18/candidates/V18_CURRENT_RANKED_CANDIDATES.csv,score_source_status,UNKNOWN_SCORE_FIELD,FALSE,20,20,VERIFIED_USED_IN_RANKING_FILE
outputs/v18/candidates/V18_CURRENT_RANKED_CANDIDATES.csv,score_source_files,UNKNOWN_SCORE_FIELD,FALSE,20,20,VERIFIED_USED_IN_RANKING_FILE
outputs/v18/candidates/V18_CURRENT_RANKED_CANDIDATES.csv,score_source_columns,UNKNOWN_SCORE_FIELD,FALSE,20,20,VERIFIED_USED_IN_RANKING_FILE
outputs/v18/candidates/V18_CURRENT_RANKED_CANDIDATES.csv,technical_status,TECHNICAL_LIFECYCLE,FALSE,20,20,VERIFIED_USED_IN_RANKING_FILE
outputs/v18/candidates/V18_CURRENT_RANKED_CANDIDATES.csv,event_risk_status,RISK,FALSE,0,20,VERIFIED_USED_IN_RANKING_FILE
outputs/v18/candidates/V18_CURRENT_RANKED_CANDIDATES.csv,overheat_status,OVERHEAT,FALSE,20,20,VERIFIED_USED_IN_RANKING_FILE
outputs/v18/candidates/V18_CURRENT_RANKED_CANDIDATES.csv,pullback_status,PULLBACK,FALSE,20,20,VERIFIED_USED_IN_RANKING_FILE
outputs/v18/candidates/V18_CURRENT_RANKED_CANDIDATES.csv,execution_status,EXECUTION,FALSE,0,20,VERIFIED_USED_IN_RANKING_FILE
outputs/v18/factor_audit/V18_4E_CURRENT_FACTOR_OUTPUT_FORWARD_AUDIT.csv,output_value_status,VALUATION,FALSE,6,0,PRESENT_UPSTREAM_BUT_NOT_LINKED
outputs/v18/factor_audit/V18_4E_CURRENT_FACTOR_OUTPUT_FORWARD_AUDIT.csv,top_rank_output_status,UNKNOWN_SCORE_FIELD,FALSE,6,0,PRESENT_UPSTREAM_BUT_NOT_LINKED
outputs/v18/factor_audit/V18_4E_CURRENT_FACTOR_OUTPUT_FORWARD_AUDIT.csv,output_non_null_value_count,VALUATION,TRUE,6,0,PRESENT_UPSTREAM_BUT_NOT_LINKED
outputs/v18/factor_audit/V18_4E_CURRENT_FACTOR_OUTPUT_FORWARD_AUDIT.csv,output_numeric_value_count,VALUATION,TRUE,6,0,PRESENT_UPSTREAM_BUT_NOT_LINKED
outputs/v18/factor_audit/V18_4E_CURRENT_FACTOR_OUTPUT_FORWARD_AUDIT.csv,top_rank_hit_file_count,UNKNOWN_SCORE_FIELD,TRUE,6,0,PRESENT_UPSTREAM_BUT_NOT_LINKED
outputs/v18/factor_audit/V18_4E_CURRENT_FACTOR_OUTPUT_FORWARD_AUDIT.csv,top_rank_hit_files,UNKNOWN_SCORE_FIELD,FALSE,6,0,PRESENT_UPSTREAM_BUT_NOT_LINKED
outputs/v18/factor_audit/V18_4E_FACTOR_OUTPUT_FORWARD_AUDIT_20260518_130825.csv,output_value_status,VALUATION,FALSE,6,0,PRESENT_UPSTREAM_BUT_NOT_LINKED
outputs/v18/factor_audit/V18_4E_FACTOR_OUTPUT_FORWARD_AUDIT_20260518_130825.csv,top_rank_output_status,UNKNOWN_SCORE_FIELD,FALSE,6,0,PRESENT_UPSTREAM_BUT_NOT_LINKED
outputs/v18/factor_audit/V18_4E_FACTOR_OUTPUT_FORWARD_AUDIT_20260518_130825.csv,output_non_null_value_count,VALUATION,TRUE,6,0,PRESENT_UPSTREAM_BUT_NOT_LINKED
outputs/v18/factor_audit/V18_4E_FACTOR_OUTPUT_FORWARD_AUDIT_20260518_130825.csv,output_numeric_value_count,VALUATION,TRUE,6,0,PRESENT_UPSTREAM_BUT_NOT_LINKED
outputs/v18/factor_audit/V18_4E_FACTOR_OUTPUT_FORWARD_AUDIT_20260518_130825.csv,top_rank_hit_file_count,UNKNOWN_SCORE_FIELD,TRUE,6,0,PRESENT_UPSTREAM_BUT_NOT_LINKED
outputs/v18/factor_audit/V18_4E_FACTOR_OUTPUT_FORWARD_AUDIT_20260518_130825.csv,top_rank_hit_files,UNKNOWN_SCORE_FIELD,FALSE,6,0,PRESENT_UPSTREAM_BUT_NOT_LINKED
outputs/v18/factor_audit/V18_4E_FACTOR_OUTPUT_FORWARD_AUDIT_20260518_131254.csv,output_value_status,VALUATION,FALSE,6,0,PRESENT_UPSTREAM_BUT_NOT_LINKED
outputs/v18/factor_audit/V18_4E_FACTOR_OUTPUT_FORWARD_AUDIT_20260518_131254.csv,top_rank_output_status,UNKNOWN_SCORE_FIELD,FALSE,6,0,PRESENT_UPSTREAM_BUT_NOT_LINKED
outputs/v18/factor_audit/V18_4E_FACTOR_OUTPUT_FORWARD_AUDIT_20260518_131254.csv,output_non_null_value_count,VALUATION,TRUE,6,0,PRESENT_UPSTREAM_BUT_NOT_LINKED
outputs/v18/factor_audit/V18_4E_FACTOR_OUTPUT_FORWARD_AUDIT_20260518_131254.csv,output_numeric_value_count,VALUATION,TRUE,6,0,PRESENT_UPSTREAM_BUT_NOT_LINKED
outputs/v18/factor_audit/V18_4E_FACTOR_OUTPUT_FORWARD_AUDIT_20260518_131254.csv,top_rank_hit_file_count,UNKNOWN_SCORE_FIELD,TRUE,6,0,PRESENT_UPSTREAM_BUT_NOT_LINKED
outputs/v18/factor_audit/V18_4E_FACTOR_OUTPUT_FORWARD_AUDIT_20260518_131254.csv,top_rank_hit_files,UNKNOWN_SCORE_FIELD,FALSE,6,0,PRESENT_UPSTREAM_BUT_NOT_LINKED
outputs/v18/factor_audit/V18_4E_FACTOR_OUTPUT_FORWARD_AUDIT_20260518_164754.csv,output_value_status,VALUATION,FALSE,6,0,PRESENT_UPSTREAM_BUT_NOT_LINKED
outputs/v18/factor_audit/V18_4E_FACTOR_OUTPUT_FORWARD_AUDIT_20260518_164754.csv,top_rank_output_status,UNKNOWN_SCORE_FIELD,FALSE,6,0,PRESENT_UPSTREAM_BUT_NOT_LINKED
outputs/v18/factor_audit/V18_4E_FACTOR_OUTPUT_FORWARD_AUDIT_20260518_164754.csv,output_non_null_value_count,VALUATION,TRUE,6,0,PRESENT_UPSTREAM_BUT_NOT_LINKED
outputs/v18/factor_audit/V18_4E_FACTOR_OUTPUT_FORWARD_AUDIT_20260518_164754.csv,output_numeric_value_count,VALUATION,TRUE,6,0,PRESENT_UPSTREAM_BUT_NOT_LINKED
outputs/v18/factor_audit/V18_4E_FACTOR_OUTPUT_FORWARD_AUDIT_20260518_164754.csv,top_rank_hit_file_count,UNKNOWN_SCORE_FIELD,TRUE,6,0,PRESENT_UPSTREAM_BUT_NOT_LINKED
outputs/v18/factor_audit/V18_4E_FACTOR_OUTPUT_FORWARD_AUDIT_20260518_164754.csv,top_rank_hit_files,UNKNOWN_SCORE_FIELD,FALSE,6,0,PRESENT_UPSTREAM_BUT_NOT_LINKED
outputs/v18/factor_audit/V18_4E_FACTOR_OUTPUT_FORWARD_AUDIT_20260518_212518.csv,output_value_status,VALUATION,FALSE,6,0,PRESENT_UPSTREAM_BUT_NOT_LINKED
outputs/v18/factor_audit/V18_4E_FACTOR_OUTPUT_FORWARD_AUDIT_20260518_212518.csv,top_rank_output_status,UNKNOWN_SCORE_FIELD,FALSE,6,0,PRESENT_UPSTREAM_BUT_NOT_LINKED
outputs/v18/factor_audit/V18_4E_FACTOR_OUTPUT_FORWARD_AUDIT_20260518_212518.csv,output_non_null_value_count,VALUATION,TRUE,6,0,PRESENT_UPSTREAM_BUT_NOT_LINKED
outputs/v18/factor_audit/V18_4E_FACTOR_OUTPUT_FORWARD_AUDIT_20260518_212518.csv,output_numeric_value_count,VALUATION,TRUE,6,0,PRESENT_UPSTREAM_BUT_NOT_LINKED
outputs/v18/factor_audit/V18_4E_FACTOR_OUTPUT_FORWARD_AUDIT_20260518_212518.csv,top_rank_hit_file_count,UNKNOWN_SCORE_FIELD,TRUE,6,0,PRESENT_UPSTREAM_BUT_NOT_LINKED
outputs/v18/factor_audit/V18_4E_FACTOR_OUTPUT_FORWARD_AUDIT_20260518_212518.csv,top_rank_hit_files,UNKNOWN_SCORE_FIELD,FALSE,6,0,PRESENT_UPSTREAM_BUT_NOT_LINKED
outputs/v18/factor_audit/V18_4E_FACTOR_OUTPUT_FORWARD_AUDIT_20260518_213854.csv,output_value_status,VALUATION,FALSE,6,0,PRESENT_UPSTREAM_BUT_NOT_LINKED
outputs/v18/factor_audit/V18_4E_FACTOR_OUTPUT_FORWARD_AUDIT_20260518_213854.csv,top_rank_output_status,UNKNOWN_SCORE_FIELD,FALSE,6,0,PRESENT_UPSTREAM_BUT_NOT_LINKED
outputs/v18/factor_audit/V18_4E_FACTOR_OUTPUT_FORWARD_AUDIT_20260518_213854.csv,output_non_null_value_count,VALUATION,TRUE,6,0,PRESENT_UPSTREAM_BUT_NOT_LINKED
outputs/v18/factor_audit/V18_4E_FACTOR_OUTPUT_FORWARD_AUDIT_20260518_213854.csv,output_numeric_value_count,VALUATION,TRUE,6,0,PRESENT_UPSTREAM_BUT_NOT_LINKED
outputs/v18/factor_audit/V18_4E_FACTOR_OUTPUT_FORWARD_AUDIT_20260518_213854.csv,top_rank_hit_file_count,UNKNOWN_SCORE_FIELD,TRUE,6,0,PRESENT_UPSTREAM_BUT_NOT_LINKED
