ticker,latest_price_date,latest_close,ret_1d,ret_5d,ret_20d,ret_60d,ret_120d,ma20,ma60,drawdown_20d_high,drawdown_60d_high,volume_avg_5d,volume_avg_20d,volume_ratio_5_20,ann_volatility_20d,trend_ok_60_120,short_rev_raw,ts_momentum_raw,volume_price_confirm_raw,pullback_uptrend_raw,ts_pullback_reversal_raw,F006_SHORT_REV_5D,F007_PULLBACK_IN_UPTREND,F008_VOLUME_ABNORMAL_5_20,F009_VOLUME_PRICE_CONFIRM,F011_TS_MOMENTUM_60_120,F012_TS_PULLBACK_REVERSAL,volatility_penalty,overheat_penalty,F010_XSEC_COMPOSITE_RANK_RAW,F010_XSEC_COMPOSITE_RANK,factor_pack_score,factor_pack_rank,shadow_side_hint
INTC,2026-05-18,108.169998,-0.005516,-0.164323,0.646423,1.452278,2.135362,99.695,66.5165,-0.164323,-0.164323,137103132.2,159473038.05,0.859726,1.214836,True,0.164323,1.79382,-0.141273,0.328647,0.294766,94.285714,93.506494,22.857143,12.380952,96.190476,97.142857,97.142857,99.047619,55.238095,90.47619,90.48,11,PULLBACK_IN_UPTREND
WDC,2026-05-18,458.679993,-0.048421,-0.110792,0.226057,0.607241,2.29958,445.686998,347.163237,-0.110792,-0.110792,6519148.8,8112162.2,0.803627,0.576667,True,0.110792,1.453411,-0.089036,0.221585,0.161027,79.047619,72.727273,19.047619,26.666667,94.285714,90.47619,50.47619,78.095238,54.666667,89.52381,89.52,12,NEUTRAL_SHADOW
AMKR,2026-05-18,66.040001,-0.061265,-0.138871,-0.048963,0.380195,1.068754,72.945,57.147095,-0.154417,-0.154417,3758752.8,5266703.2,0.713682,0.658678,True,0.138871,0.724475,-0.09911,0.293288,0.100608,88.571429,88.311688,3.809524,22.857143,76.190476,85.714286,57.142857,60.952381,54.133333,88.571429,88.57,13,PULLBACK_IN_UPTREND
STX,2026-05-18,740.840027,-0.068676,-0.111713,0.372561,0.805192,2.133098,708.9345,520.48295,-0.111713,-0.111713,3240461.0,4824135.25,0.671719,0.663512,True,0.111713,1.469145,-0.07504,0.223427,0.164123,80.0,74.025974,1.904762,35.238095,95.238095,92.380952,58.095238,84.761905,53.314286,87.619048,87.62,14,NEUTRAL_SHADOW
FIX,2026-05-18,1854.430054,-0.069407,-0.087469,0.104201,0.269377,1.076012,1878.432281,1592.849593,-0.09166,-0.09166,412924.8,438621.2,0.941416,0.523358,True,0.087469,0.672694,-0.082345,0.179129,0.05884,68.571429,64.935065,44.761905,29.52381,72.380952,79.047619,36.190476,49.52381,52.914286,86.666667,86.67,15,NEUTRAL_SHADOW
COHU,2026-05-18,44.200001,-0.062367,-0.138065,-0.001581,0.400507,0.997289,47.101,36.998667,-0.138065,-0.138065,1141756.4,1568114.1,0.728108,0.551304,True,0.138065,0.698898,-0.100527,0.276131,0.096494,86.666667,80.519481,7.619048,21.904762,75.238095,83.809524,45.714286,65.714286,52.304762,85.714286,85.71,16,PULLBACK_IN_UPTREND
KEYS,2026-05-18,340.480011,-0.024441,-0.070641,0.015934,0.398046,0.971397,350.601997,315.102998,-0.071452,-0.071452,1585437.4,1249014.35,1.269351,0.328308,True,0.070641,0.684721,-0.089668,0.142093,0.048369,58.095238,49.350649,88.571429,25.714286,74.285714,73.333333,12.380952,64.761905,52.228571,84.761905,84.76,17,NEUTRAL_SHADOW
CIEN,2026-05-18,524.530029,-0.05398,-0.097924,0.042244,0.565995,1.9425,535.692001,443.722335,-0.113326,-0.113326,1748003.4,2027295.85,0.862234,0.70926,True,0.097924,1.254247,-0.084434,0.21125,0.122821,73.333333,70.12987,23.809524,28.571429,89.52381,89.52381,66.666667,73.333333,52.114286,83.809524,83.81,18,NEUTRAL_SHADOW
CAMT,2026-05-18,155.740005,-0.074903,-0.249301,-0.156475,0.051587,0.649788,186.889001,172.267834,-0.249301,-0.249301,889860.0,512910.0,1.734924,0.885888,False,0.249301,0.350687,-0.432518,,0.070137,99.047619,,99.047619,0.952381,43.809524,80.952381,76.190476,14.285714,52.028571,82.857143,82.86,19,NEUTRAL_SHADOW
FLEX,2026-05-18,129.729996,-0.058973,-0.105742,0.539274,0.975183,1.346355,111.8955,82.456666,-0.105742,-0.105742,6812573.8,6557653.45,1.038874,1.483813,True,0.105742,1.160769,-0.109853,0.211484,0.122742,78.095238,71.428571,65.714286,20.0,88.571429,88.571429,100.0,94.285714,51.466667,81.904762,81.9,20,NEUTRAL_SHADOW
MKSI,2026-05-18,295.700012,-0.02464,-0.075099,0.056336,0.141611,1.058599,291.848,257.868,-0.075099,-0.075099,1210055.4,1371543.85,0.882258,0.450066,True,0.075099,0.600105,-0.066257,0.150198,0.045067,61.904762,53.246753,32.380952,40.0,69.52381,71.428571,26.666667,25.714286,51.180952,80.952381,80.95,21,NEUTRAL_SHADOW
CRDO,2026-05-18,156.270004,-0.092351,-0.256636,-0.104624,0.259632,0.170649,184.69075,138.626084,-0.256636,-0.256636,6387917.8,6112009.45,1.045142,0.943863,True,0.256636,0.215141,-0.268221,0.4,0.043028,100.0,98.051948,68.571429,1.904762,31.428571,69.52381,80.952381,43.809524,50.980952,80.0,80.0,22,NEUTRAL_SHADOW
BE,2026-05-18,258.709991,-0.062475,-0.088793,0.185275,0.753372,1.874875,266.188502,195.151501,-0.147325,-0.147325,9031815.2,10346518.8,0.872933,1.215327,True,0.088793,1.314123,-0.07751,0.236118,0.116685,70.47619,75.324675,27.619048,33.333333,90.47619,87.619048,98.095238,83.809524,50.095238,79.047619,79.05,23,PULLBACK_IN_UPTREND
MPWR,2026-05-18,1486.329956,-0.04109,-0.105213,-0.003039,0.236859,0.710117,1582.122992,1303.043295,-0.105213,-0.105213,644769.4,671127.35,0.960726,0.545955,True,0.105213,0.473488,-0.101081,0.210427,0.049817,77.142857,68.831169,50.47619,20.952381,49.52381,75.238095,42.857143,38.095238,49.904762,78.095238,78.1,24,NEUTRAL_SHADOW
VRT,2026-05-18,339.730011,-0.084138,-0.07662,0.080532,0.394096,1.12687,337.803001,290.818363,-0.097015,-0.097015,5511541.4,5934315.35,0.928758,0.654398,True,0.07662,0.760483,-0.071161,0.173635,0.058268,62.857143,61.038961,40.952381,38.095238,77.142857,78.095238,55.238095,63.809524,49.561905,77.142857,77.14,25,NEUTRAL_SHADOW
SOXX,2026-05-18,495.869995,-0.024876,-0.069243,0.18757,0.380451,0.83474,480.107498,395.119036,-0.069243,-0.069243,9301043.0,7961395.75,1.168268,0.484191,True,0.069243,0.607595,-0.080895,0.138486,0.042072,57.142857,46.753247,82.857143,31.428571,70.47619,67.619048,29.52381,61.904762,48.952381,76.190476,76.19,26,NEUTRAL_SHADOW
CRWV,2026-05-18,103.769997,-0.032898,-0.095292,-0.116325,0.162689,0.44829,116.049249,97.247583,-0.247934,-0.247934,28628001.8,29240215.45,0.979063,0.907742,True,0.095292,0.30549,-0.093297,0.295292,0.029111,72.380952,90.909091,54.285714,24.761905,40.0,59.047619,79.047619,29.52381,48.761905,75.238095,75.24,27,NEUTRAL_SHADOW
KLIC,2026-05-18,99.360001,-0.026264,-0.047181,0.191081,0.406787,1.449104,92.6165,76.948689,-0.047181,-0.047181,916320.4,877095.1,1.044722,0.492728,True,0.047181,0.927946,-0.049291,0.094361,0.043781,47.619048,37.662338,67.619048,51.428571,80.952381,70.47619,31.428571,66.666667,48.380952,74.285714,74.29,28,NEUTRAL_SHADOW
ACLS,2026-05-18,146.240005,-0.05761,-0.114126,0.116165,0.824351,0.902185,148.3245,112.1765,-0.144795,-0.144795,576551.2,801837.8,0.719037,0.952661,True,0.114126,0.863268,-0.082061,0.258922,0.098522,80.952381,76.623377,5.714286,30.47619,80.0,84.761905,81.904762,85.714286,47.390476,73.333333,73.33,29,PULLBACK_IN_UPTREND
AMAT,2026-05-18,413.570007,-0.052792,-0.067738,0.056049,0.101737,0.848515,412.498499,379.601332,-0.067738,-0.067738,10619134.4,7501358.6,1.415628,0.526831,True,0.067738,0.475126,-0.095892,0.135476,0.032184,56.190476,45.454545,94.285714,23.809524,50.47619,60.952381,40.0,22.857143,47.333333,72.380952,72.38,30,NEUTRAL_SHADOW
TER,2026-05-18,321.049988,-0.049811,-0.124345,-0.144346,-0.011698,1.022698,362.818999,334.334999,-0.232085,-0.232085,3988668.0,4276777.0,0.932634,1.039346,False,0.124345,0.5055,-0.115969,,0.063584,82.857143,,41.904762,17.142857,57.142857,80.0,88.571429,10.47619,47.114286,71.428571,71.43,31,NEUTRAL_SHADOW
ENTG,2026-05-18,127.209999,-0.044037,-0.1471,-0.145192,-0.053476,0.729619,145.686357,131.352372,-0.186283,-0.186283,2910622.2,3356405.55,0.867184,0.608493,False,0.1471,0.338071,-0.127563,,0.053664,92.380952,,25.714286,14.285714,41.904762,76.190476,51.428571,8.571429,45.609524,70.47619,70.48,32,NEUTRAL_SHADOW
LRCX,2026-05-18,277.959991,-0.023743,-0.061105,0.05624,0.136261,0.954092,273.947996,246.071113,-0.070834,-0.070834,8511919.0,9672624.75,0.880001,0.550317,True,0.061105,0.545176,-0.053772,0.131939,0.033313,53.333333,42.857143,30.47619,50.47619,65.714286,62.857143,44.761905,23.809524,45.504762,69.52381,69.52,33,NEUTRAL_SHADOW
COHR,2026-05-18,362.829987,-0.051301,-0.044405,0.044085,0.461963,1.600745,346.002002,294.246335,-0.103991,-0.103991,6097975.2,6736988.8,0.905148,0.803028,True,0.044405,1.031354,-0.040193,0.148395,0.045797,45.714286,50.649351,39.047619,54.285714,84.761905,72.380952,74.285714,67.619048,45.466667,68.571429,68.57,34,NEUTRAL_SHADOW
VECO,2026-05-18,55.650002,-0.050989,-0.090835,0.190884,0.898022,1.031022,54.098,40.905,-0.102564,-0.102564,1367055.2,1822913.8,0.749929,1.037196,True,0.090835,0.964522,-0.06812,0.193399,0.087612,71.428571,66.233766,13.333333,39.047619,83.809524,81.904762,87.619048,87.619048,45.447619,67.619048,67.62,35,NEUTRAL_SHADOW
JBL,2026-05-18,338.730011,-0.003208,-0.072373,0.025816,0.249794,0.722995,344.690813,295.936386,-0.090061,-0.090061,1134213.2,1256023.3,0.903019,0.523645,True,0.072373,0.486394,-0.065354,0.162434,0.035202,59.047619,58.441558,36.190476,40.952381,53.333333,64.761905,37.142857,40.952381,45.295238,66.666667,66.67,36,NEUTRAL_SHADOW
ACMR,2026-05-18,63.25,-0.006596,-0.021958,0.272892,-0.050158,1.106227,56.603,51.06925,-0.023166,-0.076238,2365229.8,1516332.45,1.559836,0.654561,False,0.021958,0.528035,-0.03425,,0.012145,40.0,,97.142857,59.047619,61.904762,48.571429,56.190476,70.47619,44.790476,65.714286,65.71,37,NEUTRAL_SHADOW
SMH,2026-05-18,546.159973,-0.018298,-0.052316,0.17717,0.315953,0.67988,526.005501,446.483334,-0.055642,-0.055642,12198803.8,10098970.95,1.207925,0.415933,True,0.052316,0.497917,-0.063193,0.107958,0.026049,49.52381,38.961039,85.714286,41.904762,56.190476,57.142857,16.190476,58.095238,44.742857,64.761905,64.76,38,NEUTRAL_SHADOW
GEV,2026-05-18,1012.25,-0.035245,-0.056687,0.022289,0.219816,0.82356,1078.489987,950.753311,-0.119423,-0.119423,2187207.0,2717196.75,0.80495,0.647895,True,0.056687,0.521688,-0.04563,0.17611,0.029573,50.47619,62.337662,20.0,52.380952,60.0,60.0,52.380952,37.142857,44.47619,63.809524,63.81,39,NEUTRAL_SHADOW
MCHP,2026-05-18,92.760002,-0.011614,-0.063314,0.153875,0.200388,0.849661,93.304,76.9305,-0.098717,-0.098717,10458685.0,12016656.25,0.870349,0.546404,True,0.063314,0.525025,-0.055105,0.162032,0.033241,54.285714,57.142857,26.666667,46.666667,60.952381,61.904762,43.809524,53.333333,43.161905,62.857143,62.86,40,NEUTRAL_SHADOW
AMD,2026-05-18,420.98999,-0.007333,-0.082391,0.531151,1.103372,1.065904,379.014,269.965,-0.082391,-0.082391,30430293.2,46257648.3,0.657843,1.02097,True,0.082391,1.084638,-0.0542,0.164781,0.089364,65.714286,59.74026,0.952381,49.52381,85.714286,82.857143,86.666667,95.238095,42.8,61.904762,61.9,41,NEUTRAL_SHADOW
CLS,2026-05-18,342.670013,-0.044289,-0.10058,-0.145717,0.170761,0.223559,390.941498,329.188833,-0.18839,-0.18839,1845480.8,2414090.2,0.764462,0.77959,True,0.10058,0.19716,-0.07689,0.28897,0.01983,74.285714,87.012987,15.238095,34.285714,29.52381,56.190476,72.380952,30.47619,42.571429,60.952381,60.95,42,NEUTRAL_SHADOW
PWR,2026-05-18,723.030029,-0.060988,-0.074676,0.19515,0.30853,0.681647,712.434006,616.25815,-0.079224,-0.079224,1219092.2,1257813.05,0.969216,0.683026,True,0.074676,0.495089,-0.072377,0.1539,0.036971,60.952381,55.844156,51.428571,37.142857,55.238095,66.666667,61.904762,62.857143,42.4,60.0,60.0,43,NEUTRAL_SHADOW
ASML,2026-05-18,1472.390015,-0.01959,-0.059662,-0.000606,0.004094,0.528655,1477.607849,1419.685541,-0.075144,-0.075144,1681531.0,1719162.75,0.97811,0.514143,True,0.059662,0.266375,-0.058356,0.134806,0.015893,52.380952,44.155844,53.333333,44.761905,38.095238,50.47619,33.333333,12.380952,42.057143,59.047619,59.05,44,NEUTRAL_SHADOW
IREN,2026-05-18,50.459999,-0.046845,-0.085041,0.035714,0.262131,0.194037,51.749,44.462583,-0.17549,-0.17549,55020809.2,52770537.3,1.042643,1.135414,True,0.085041,0.228084,-0.088667,0.260531,0.019396,67.619048,77.922078,66.666667,27.619048,32.380952,55.238095,94.285714,45.714286,41.657143,58.095238,58.1,45,NEUTRAL_SHADOW
QCOM,2026-05-18,203.639999,0.01067,-0.142677,0.480803,0.434403,0.261449,180.132001,148.668709,-0.142677,-0.142677,27148272.6,30154868.15,0.900295,1.009965,True,0.142677,0.347926,-0.128451,0.285353,0.049641,90.47619,83.116883,35.238095,13.333333,42.857143,74.285714,84.761905,91.428571,40.933333,57.142857,57.14,46,NEUTRAL_SHADOW
MRVL,2026-05-18,168.929993,-0.045,-0.01118,0.142654,1.126504,1.183811,165.649999,121.453762,-0.074762,-0.074762,27003100.4,25546765.1,1.057007,0.649626,True,0.01118,1.155158,-0.011817,0.085942,0.012915,32.380952,32.467532,72.380952,67.619048,87.619048,49.52381,53.333333,96.190476,40.87619,56.190476,56.19,47,MOMENTUM_STRONG_NOT_PULLBACK
DELL,2026-05-18,238.029999,-0.016364,-0.036472,0.169049,0.952781,0.957481,225.858499,182.785216,-0.086117,-0.086117,5670297.2,6020964.3,0.941759,0.71392,True,0.036472,0.955131,-0.034348,0.122589,0.034835,42.857143,40.25974,45.714286,58.095238,81.904762,63.809524,67.619048,90.47619,40.019048,55.238095,55.24,48,NEUTRAL_SHADOW
HUBB,2026-05-18,470.869995,-0.01896,-0.039355,-0.137964,-0.103622,0.122983,513.846501,505.375711,-0.15592,-0.15592,649381.0,662118.8,0.980762,0.279362,False,0.039355,0.00968,-0.038597,,0.00242,44.761905,,55.238095,55.238095,15.238095,38.095238,8.571429,6.666667,39.72381,54.285714,54.29,49,NEUTRAL_SHADOW
KLAC,2026-05-18,1756.449951,-0.026531,-0.048093,-0.02707,0.174098,0.603045,1810.227985,1631.42616,-0.092274,-0.092274,940915.2,1071903.8,0.877798,0.51724,True,0.048093,0.388571,-0.042216,0.140367,0.018687,48.571429,48.051948,28.571429,53.333333,44.761905,52.380952,35.238095,32.380952,39.714286,53.333333,53.33,50,NEUTRAL_SHADOW
ETR,2026-05-18,109.580002,0.005045,-0.030008,-0.030635,0.059201,0.183592,113.001952,109.619802,-0.066292,-0.066292,3687944.4,4082601.1,0.903332,0.268631,False,0.030008,0.121396,-0.027107,,0.003643,40.952381,,38.095238,60.952381,24.761905,42.857143,7.619048,15.238095,39.666667,52.380952,52.38,51,NEUTRAL_SHADOW
NVT,2026-05-18,160.690002,-0.049228,-0.073245,0.185027,0.376972,0.603483,157.130618,132.14037,-0.076282,-0.076282,1754557.2,2366519.3,0.741408,0.54386,True,0.073245,0.490227,-0.054305,0.149527,0.035907,60.0,51.948052,9.52381,48.571429,54.285714,65.714286,41.904762,60.0,39.561905,50.952381,50.95,52,NEUTRAL_SHADOW
SANM,2026-05-18,225.139999,-0.043342,-0.082709,0.283141,0.507264,0.532816,218.029,165.409333,-0.093457,-0.093457,773234.6,1079118.65,0.716543,0.736225,True,0.082709,0.52004,-0.059264,0.176165,0.043012,66.666667,63.636364,4.761905,43.809524,59.047619,68.571429,68.571429,74.285714,39.561905,50.952381,50.95,53,NEUTRAL_SHADOW
TQQQ,2026-05-18,74.32,-0.013539,-0.034304,0.279614,0.487073,0.570334,68.1365,54.552658,-0.058645,-0.058645,76069548.4,74477167.1,1.021381,0.51525,True,0.034304,0.528703,-0.035037,0.092948,0.018136,41.904762,33.766234,61.904762,57.142857,62.857143,51.428571,34.285714,72.380952,39.161905,49.52381,49.52,54,NEUTRAL_SHADOW
ETN,2026-05-18,381.869995,-0.043987,-0.088616,-0.060467,0.028762,0.157997,411.421971,383.048295,-0.115666,-0.115666,2676888.6,2963407.15,0.903314,0.44302,False,0.088616,0.09338,-0.080048,,0.008275,69.52381,,37.142857,32.380952,20.0,47.619048,23.809524,13.333333,38.67619,48.571429,48.57,55,NEUTRAL_SHADOW
XLK,2026-05-18,174.360001,-0.010779,-0.019789,0.128106,0.239188,0.279953,166.535501,148.612784,-0.028635,-0.028635,14042508.2,11482357.05,1.222964,0.253383,True,0.019789,0.25957,-0.024201,0.048424,0.005137,37.142857,19.480519,87.619048,61.904762,37.142857,45.714286,6.666667,41.904762,38.419048,47.619048,47.62,56,NEUTRAL_SHADOW
CIFR,2026-05-18,19.120001,-0.059518,-0.057199,-0.008813,0.30512,0.351237,19.39725,16.632417,-0.142216,-0.142216,25734272.4,26791708.1,0.960531,1.138125,True,0.057199,0.328178,-0.054942,0.199415,0.018772,51.428571,67.532468,49.52381,47.619048,40.952381,54.285714,95.238095,52.380952,38.4,46.666667,46.67,57,NEUTRAL_SHADOW
ECL,2026-05-18,249.210007,0.006421,-0.007527,-0.096017,-0.178466,-0.06175,258.891499,270.872534,-0.08193,-0.189629,1602520.6,1477545.15,1.084583,0.220834,False,0.007527,-0.120108,-0.008164,,0.0,30.47619,,75.238095,70.47619,7.619048,17.142857,3.809524,3.809524,38.085714,45.714286,45.71,58,NEUTRAL_SHADOW
TSM,2026-05-18,395.950012,-0.020774,-0.021234,0.081122,0.071587,0.447457,399.325499,368.13202,-0.056138,-0.056138,14558665.2,14298001.3,1.018231,0.447878,True,0.021234,0.259522,-0.021621,0.077372,0.005511,39.047619,31.168831,58.095238,62.857143,36.190476,46.666667,24.761905,28.571429,37.961905,44.761905,44.76,59,NEUTRAL_SHADOW
TSLA,2026-05-18,409.98999,-0.029012,-0.078674,0.04456,-0.004444,0.048326,402.194501,389.8985,-0.079233,-0.079233,55869942.2,59311830.55,0.94197,0.401237,False,0.078674,0.021941,-0.074109,,0.001901,63.809524,,46.666667,36.190476,17.142857,37.142857,15.238095,20.0,37.228571,43.809524,43.81,60,NEUTRAL_SHADOW
GNRC,2026-05-18,253.050003,-0.040314,-0.067612,0.164734,0.104106,0.732745,250.0775,222.394167,-0.084777,-0.084777,751800.8,886205.2,0.848337,0.668101,True,0.067612,0.418425,-0.057358,0.152389,0.028291,55.238095,54.545455,21.904762,45.714286,47.619048,58.095238,60.0,56.190476,36.933333,42.857143,42.86,61,NEUTRAL_SHADOW
APH,2026-05-18,121.720001,-0.02624,-0.006124,-0.203455,-0.192528,-0.071461,138.099501,136.60419,-0.198842,-0.203455,11669230.6,10674337.65,1.093204,0.441984,False,0.006124,-0.131994,-0.006695,,0.0,29.52381,,76.190476,71.428571,6.666667,17.142857,22.857143,2.857143,36.561905,41.904762,41.9,62,NEUTRAL_SHADOW
VST,2026-05-18,136.75,-0.020976,-0.100625,-0.14317,-0.20107,-0.186622,153.377999,157.834099,-0.179073,-0.22556,5724843.2,5075550.8,1.127926,0.428718,False,0.100625,-0.193846,-0.113497,,0.0,75.238095,,80.0,19.047619,1.904762,17.142857,18.095238,1.904762,36.447619,40.952381,40.95,63,NEUTRAL_SHADOW
ACM,2026-05-18,71.489998,0.002524,-0.100755,-0.172952,-0.267012,-0.304719,79.487999,86.006686,-0.158545,-0.279307,2256490.4,1473972.6,1.53089,0.479155,False,0.100755,-0.285865,-0.154244,,0.0,76.190476,,96.190476,10.47619,0.952381,17.142857,28.571429,0.952381,36.409524,40.0,40.0,64,NEUTRAL_SHADOW
CEG,2026-05-18,262.0,-0.019461,-0.124405,-0.08747,-0.108809,-0.22286,297.661142,299.907772,-0.18704,-0.208725,4265265.4,3303596.35,1.291098,0.539133,False,0.124405,-0.165835,-0.160619,,0.0,83.809524,,92.380952,8.571429,4.761905,17.142857,40.952381,5.714286,36.180952,39.047619,39.05,65,NEUTRAL_SHADOW
HPE,2026-05-18,33.0,-0.003021,0.068999,0.186624,0.554178,0.628291,29.956,25.294638,-0.033109,-0.033109,21275705.2,15501566.3,1.372487,0.471908,True,-0.068999,0.591235,0.0947,0.033109,0.0,9.52381,16.883117,93.333333,93.333333,67.619048,17.142857,27.619048,71.428571,36.0,38.095238,38.1,66,VOLUME_UP_CONFIRM
IYW,2026-05-18,236.389999,-0.010092,-0.015206,0.123366,0.225715,0.245424,226.316999,202.633564,-0.027442,-0.027442,1162029.4,1078992.35,1.076958,0.235193,True,0.015206,0.235569,-0.016376,0.042648,0.003582,34.285714,18.181818,74.285714,64.761905,34.285714,41.904762,5.714286,40.0,35.619048,37.142857,37.14,67,NEUTRAL_SHADOW
IGV,2026-05-18,92.870003,0.011876,0.024038,0.07613,0.149666,-0.079766,88.0105,84.137667,0.0,0.0,23785875.6,23022988.9,1.033136,0.326254,False,-0.024038,0.03495,0.024834,,0.0,17.142857,,63.809524,85.714286,18.095238,17.142857,11.428571,27.619048,35.552381,36.190476,36.19,68,VOLUME_UP_CONFIRM
MSFT,2026-05-18,423.540009,0.00384,0.026366,0.013084,0.066234,-0.10085,417.678999,399.394499,-0.021667,-0.021667,35433874.2,34713718.55,1.020746,0.2934,False,-0.026366,-0.017308,0.026913,,0.0,15.238095,,60.952381,86.666667,13.333333,17.142857,9.52381,16.190476,35.514286,35.238095,35.24,69,VOLUME_UP_CONFIRM
QQQ,2026-05-18,705.880005,-0.004302,-0.010388,0.091359,0.160904,0.199316,683.312497,628.922718,-0.019325,-0.019325,44062814.8,39792533.7,1.107314,0.173096,True,0.010388,0.18011,-0.011503,0.029713,0.001871,31.428571,15.584416,79.047619,68.571429,28.571429,36.190476,1.904762,33.333333,34.742857,34.285714,34.29,70,NEUTRAL_SHADOW
BTDR,2026-05-18,13.15,-0.014981,-0.001519,0.00921,0.690231,0.27794,12.6585,10.250583,-0.129139,-0.129139,8945888.2,6985627.05,1.280613,1.118199,True,0.001519,0.484085,-0.001945,0.130658,0.000735,28.571429,41.558442,90.47619,72.380952,52.380952,35.238095,92.380952,80.952381,34.057143,33.333333,33.33,71,NEUTRAL_SHADOW
ANET,2026-05-18,141.710007,-0.001831,0.038701,-0.150674,0.067174,0.206762,158.823499,143.859,-0.202667,-0.202667,12144469.2,12158297.3,0.998863,0.667657,False,-0.038701,0.136968,0.038657,,0.0,12.380952,,57.142857,90.47619,26.666667,17.142857,59.047619,17.142857,33.990476,32.380952,32.38,72,VOLUME_UP_CONFIRM
