factor_pack_rank,ticker,factor_pack_score,latest_price_date,latest_close,ret_5d,ret_20d,ret_60d,ret_120d,volume_ratio_5_20,F006_SHORT_REV_5D,F007_PULLBACK_IN_UPTREND,F008_VOLUME_ABNORMAL_5_20,F009_VOLUME_PRICE_CONFIRM,F010_XSEC_COMPOSITE_RANK,F011_TS_MOMENTUM_60_120,F012_TS_PULLBACK_REVERSAL,volatility_penalty,overheat_penalty,shadow_side_hint
22,AEHR,80.0,2026-05-29,92.330002,0.011281,0.019545,1.164323,2.620784,0.831372,75.238095,93.103448,22.857143,24.761905,80.0,96.190476,41.904762,94.285714,82.857143,NEUTRAL_SHADOW
23,CARR,79.05,2026-05-29,63.869999,0.027179,-0.045742,0.049402,0.181146,1.221519,64.761905,66.666667,85.714286,40.0,79.047619,18.095238,41.904762,19.047619,8.571429,NEUTRAL_SHADOW
24,KLIC,78.1,2026-05-29,101.889999,0.007914,0.191696,0.508616,1.158266,0.902619,77.142857,68.965517,36.190476,22.857143,78.095238,77.142857,41.904762,40.952381,57.142857,NEUTRAL_SHADOW
25,MOD,77.14,2026-05-29,278.910004,0.115149,0.095354,0.328586,0.744169,1.608903,24.761905,62.068966,92.380952,87.619048,77.142857,53.333333,41.904762,75.238095,41.904762,VOLUME_UP_CONFIRM
26,COHU,76.19,2026-05-29,52.75,0.155531,0.114044,0.771323,1.099085,1.254911,15.238095,52.873563,86.666667,88.571429,76.190476,80.0,41.904762,59.047619,70.47619,VOLUME_UP_CONFIRM
27,MPWR,75.24,2026-05-29,1566.209961,0.003177,-0.029856,0.427946,0.649973,1.119756,80.0,63.218391,73.333333,20.952381,75.238095,54.285714,41.904762,41.904762,51.428571,NEUTRAL_SHADOW
28,MRVL,74.29,2026-05-29,205.0,0.075043,0.241296,1.62649,1.090337,1.464476,40.952381,43.678161,90.47619,73.333333,74.285714,86.666667,41.904762,56.190476,92.380952,NEUTRAL_SHADOW
29,MCHP,73.33,2026-05-29,94.650002,0.044068,0.023841,0.360873,0.478448,0.94121,57.142857,74.712644,43.809524,44.761905,73.333333,45.714286,41.904762,18.095238,44.761905,NEUTRAL_SHADOW
30,VECO,72.38,2026-05-29,57.639999,-0.001732,0.156269,0.780661,0.830422,0.610044,81.904762,78.16092,0.952381,19.047619,72.380952,76.190476,84.761905,86.666667,71.428571,PULLBACK_IN_UPTREND
31,ENTG,71.43,2026-05-29,138.789993,0.056321,-0.01832,0.076635,0.577052,0.850855,49.52381,85.057471,28.571429,49.52381,71.428571,37.142857,41.904762,45.714286,10.47619,NEUTRAL_SHADOW
32,POWL,70.48,2026-05-29,284.420013,0.050489,0.02614,0.664204,1.534545,0.675978,55.238095,86.206897,1.904762,40.952381,70.47619,84.761905,41.904762,61.904762,61.904762,NEUTRAL_SHADOW
33,PSTG,69.52,2026-05-29,79.510002,0.006456,0.112806,0.295795,0.101247,1.736121,79.047619,81.609195,94.285714,26.666667,69.52381,22.857143,41.904762,79.047619,37.142857,NEUTRAL_SHADOW
34,CLS,68.57,2026-05-29,385.390015,0.08631,-0.059083,0.423995,0.193934,1.105029,35.238095,79.310345,71.428571,70.47619,68.571429,36.190476,41.904762,53.333333,50.47619,NEUTRAL_SHADOW
35,BTDR,67.62,2026-05-29,17.49,0.172252,0.549159,1.211125,0.382609,1.490179,14.285714,57.471264,91.428571,92.380952,67.619048,74.285714,41.904762,95.238095,83.809524,VOLUME_UP_CONFIRM
36,ETR,66.67,2026-05-29,109.050003,-0.028681,-0.070095,0.029629,0.168391,0.801044,91.428571,,14.285714,10.47619,66.666667,15.238095,87.619048,5.714286,5.714286,NEUTRAL_SHADOW
37,LRCX,65.71,2026-05-29,318.179993,0.05274,0.233925,0.42688,1.02789,0.996462,54.285714,41.37931,55.238095,51.428571,65.714286,70.47619,41.904762,46.666667,53.333333,NEUTRAL_SHADOW
38,CRWV,64.76,2026-05-29,109.529999,0.018126,-0.018548,0.377736,0.277318,0.814193,73.333333,97.701149,19.047619,27.619048,64.761905,38.095238,41.904762,71.428571,45.714286,NEUTRAL_SHADOW
39,HUBB,63.81,2026-05-29,473.609985,0.030486,-0.065208,-0.032085,0.088217,1.071597,62.857143,,67.619048,39.047619,63.809524,12.380952,41.904762,4.761905,4.761905,NEUTRAL_SHADOW
40,META,62.86,2026-05-29,632.51001,0.041374,0.033665,-0.051935,-0.042269,1.113528,60.0,,72.380952,47.619048,62.857143,8.571429,41.904762,3.809524,9.52381,NEUTRAL_SHADOW
41,IRDM,61.9,2026-05-29,51.779999,0.133042,0.325314,1.125431,1.994007,1.169218,21.904762,14.942529,80.952381,83.809524,61.904762,89.52381,41.904762,26.666667,80.0,VOLUME_UP_CONFIRM
42,KLAC,60.95,2026-05-29,1921.709961,0.043172,0.099302,0.303713,0.594814,0.958651,58.095238,56.321839,47.619048,43.809524,60.952381,46.666667,41.904762,37.142857,39.047619,NEUTRAL_SHADOW
43,MSFT,60.0,2026-05-29,450.23999,0.074328,0.106516,0.113562,-0.059469,1.193223,42.857143,,83.809524,65.714286,60.0,11.428571,41.904762,11.428571,23.809524,NEUTRAL_SHADOW
44,TER,59.05,2026-05-29,374.309998,0.059048,0.090201,0.226905,0.885958,0.910156,47.619048,51.724138,39.047619,52.380952,59.047619,57.142857,41.904762,60.0,24.761905,NEUTRAL_SHADOW
45,SANM,58.1,2026-05-29,259.730011,0.108252,0.192407,0.861197,0.615638,1.101352,26.666667,40.229885,70.47619,77.142857,58.095238,71.428571,41.904762,40.0,76.190476,VOLUME_UP_CONFIRM
46,ACM,57.14,2026-05-29,69.370003,-0.011542,-0.175149,-0.270337,-0.335858,1.815201,85.714286,,95.238095,11.428571,57.142857,0.952381,41.904762,28.571429,0.952381,NEUTRAL_SHADOW
47,GNRC,56.19,2026-05-29,277.910004,0.121555,0.07206,0.258138,0.702463,1.055798,23.809524,36.781609,64.761905,80.952381,56.190476,49.52381,41.904762,29.52381,33.333333,VOLUME_UP_CONFIRM
48,ON,55.24,2026-05-29,120.620003,0.100447,0.196508,0.928994,1.201497,0.918474,27.619048,59.770115,40.0,67.619048,55.238095,81.904762,41.904762,63.809524,77.142857,MOMENTUM_STRONG_NOT_PULLBACK
49,ECL,54.29,2026-05-29,256.0,0.023263,-0.017652,-0.13829,-0.026527,1.084459,67.619048,,68.571429,35.238095,54.285714,5.714286,41.904762,8.571429,3.809524,NEUTRAL_SHADOW
50,ETN,53.33,2026-05-29,400.600006,0.050038,-0.072291,0.136827,0.188917,0.908308,56.190476,60.91954,38.095238,46.666667,53.333333,21.904762,41.904762,24.761905,15.238095,NEUTRAL_SHADOW
51,AMZN,52.38,2026-05-29,270.640015,0.00812,0.021052,0.248224,0.181267,1.017187,76.190476,44.827586,59.047619,23.809524,52.380952,25.714286,41.904762,6.666667,26.666667,NEUTRAL_SHADOW
52,SOXX,51.43,2026-05-29,569.080017,0.084561,0.23327,0.667244,0.861907,0.998277,37.142857,32.183908,56.190476,61.904762,51.428571,73.333333,41.904762,33.333333,63.809524,NEUTRAL_SHADOW
53,CRM,50.48,2026-05-29,191.100006,0.083886,0.082536,-0.007779,-0.224573,1.402778,38.095238,,89.52381,75.238095,50.47619,3.809524,41.904762,32.380952,20.0,VOLUME_UP_CONFIRM
54,MKSI,49.52,2026-05-29,324.26001,0.035445,0.142767,0.378481,0.986979,0.719826,60.952381,48.275862,5.714286,36.190476,49.52381,67.619048,41.904762,25.714286,46.666667,NEUTRAL_SHADOW
55,JBL,48.57,2026-05-29,364.559998,0.022867,0.080454,0.428961,0.667689,0.847843,69.52381,55.172414,27.619048,32.380952,48.571429,55.238095,41.904762,47.619048,52.380952,NEUTRAL_SHADOW
56,NXPI,47.62,2026-05-29,321.350006,0.073385,0.094554,0.492895,0.43465,0.950752,43.809524,50.574713,46.666667,56.190476,47.619048,47.619048,41.904762,34.285714,55.238095,NEUTRAL_SHADOW
57,CORZ,46.67,2026-05-29,26.85,0.081789,0.3425,0.695076,0.572014,0.959905,39.047619,49.425287,48.571429,60.0,46.666667,64.761905,41.904762,64.761905,67.619048,NEUTRAL_SHADOW
58,HPE,45.71,2026-05-29,43.040001,0.267,0.496003,1.010094,0.902971,1.704327,5.714286,14.942529,93.333333,96.190476,45.714286,80.952381,41.904762,62.857143,78.095238,VOLUME_UP_CONFIRM
59,MDB,44.76,2026-05-29,335.549988,0.05685,0.337759,0.35297,-0.154211,2.074088,48.571429,,97.142857,76.190476,44.761905,16.190476,41.904762,60.952381,64.761905,VOLUME_UP_CONFIRM
60,ALAB,43.81,2026-05-29,342.850006,0.151121,0.760553,2.013536,1.248049,0.977963,16.190476,45.977011,51.428571,82.857143,43.809524,90.47619,41.904762,83.809524,98.095238,VOLUME_UP_CONFIRM
61,SMH,42.86,2026-05-29,598.929993,0.054677,0.181974,0.500702,0.661487,0.869208,51.428571,34.482759,32.380952,48.571429,42.857143,59.047619,41.904762,21.904762,56.190476,NEUTRAL_SHADOW
62,ANET,41.9,2026-05-29,159.470001,0.073222,-0.07666,0.182749,0.240529,0.777067,44.761905,75.862069,12.380952,53.333333,41.904762,24.761905,41.904762,58.095238,21.904762,NEUTRAL_SHADOW
63,DELL,40.95,2026-05-29,420.910004,0.664992,1.014405,1.87024,2.051007,2.118269,0.952381,14.942529,98.095238,100.0,40.952381,97.142857,41.904762,98.095238,99.047619,VOLUME_UP_CONFIRM
64,AAPL,40.0,2026-05-29,312.059998,0.023181,0.151087,0.189805,0.113786,1.061123,68.571429,31.034483,66.666667,34.285714,40.0,20.0,41.904762,2.857143,38.095238,NEUTRAL_SHADOW
65,TSM,39.05,2026-05-29,418.450012,0.027754,0.056532,0.173985,0.436391,0.807038,63.809524,42.528736,17.142857,33.333333,39.047619,34.285714,41.904762,17.142857,20.952381,NEUTRAL_SHADOW
66,ZS,38.1,2026-05-29,139.729996,-0.182913,0.069253,-0.105499,-0.422245,2.387105,100.0,,100.0,0.952381,38.095238,1.904762,41.904762,97.142857,16.190476,VOLUME_DOWN_RISK
67,NVT,37.14,2026-05-29,166.990005,0.020908,0.16858,0.469173,0.547533,0.762624,70.47619,54.022989,11.428571,28.571429,37.142857,51.428571,41.904762,43.809524,54.285714,NEUTRAL_SHADOW
68,VST,36.19,2026-05-29,160.229996,0.074792,0.015142,-0.017822,-0.087452,0.981257,41.904762,,52.380952,59.047619,36.190476,6.666667,41.904762,39.047619,6.666667,NEUTRAL_SHADOW
69,AMAT,35.24,2026-05-29,450.059998,0.053117,0.142284,0.259558,0.674516,0.837741,53.333333,37.931034,24.761905,45.714286,35.238095,48.571429,41.904762,35.238095,36.190476,NEUTRAL_SHADOW
70,STX,34.29,2026-05-29,879.799988,0.085556,0.306039,1.350163,2.326608,0.81858,36.190476,29.885057,20.0,57.142857,34.285714,95.238095,41.904762,51.428571,87.619048,NEUTRAL_SHADOW
71,ASML,33.33,2026-05-29,1612.76001,0.01304,0.120758,0.155007,0.457926,0.833683,74.285714,39.08046,23.809524,25.714286,33.333333,35.238095,41.904762,42.857143,25.714286,NEUTRAL_SHADOW
72,AVGO,32.38,2026-05-29,446.769989,0.077671,0.070287,0.409968,0.17724,1.16362,40.0,14.942529,79.047619,66.666667,32.380952,32.380952,41.904762,20.952381,48.571429,NEUTRAL_SHADOW
73,MU,31.43,2026-05-29,971.0,0.274111,0.877562,1.423854,3.28767,1.055732,4.761905,14.942529,63.809524,94.285714,31.428571,98.095238,41.904762,87.619048,95.238095,VOLUME_UP_CONFIRM
74,IREN,30.48,2026-05-29,63.540001,0.094385,0.396177,0.449361,0.367922,0.904862,33.333333,70.114943,37.142857,63.809524,30.47619,44.761905,41.904762,93.333333,72.380952,NEUTRAL_SHADOW
75,NTAP,29.52,2026-05-29,174.289993,0.406131,0.57344,0.759746,0.517696,2.183249,2.857143,14.942529,99.047619,98.095238,29.52381,65.714286,41.904762,77.142857,81.904762,VOLUME_UP_CONFIRM
76,CEG,28.57,2026-05-29,287.75,0.006717,-0.079243,-0.106138,-0.217125,0.86233,78.095238,,31.428571,21.904762,28.571429,2.857143,41.904762,38.095238,1.904762,NEUTRAL_SHADOW
77,SOXL,27.62,2026-05-29,224.339996,0.257582,0.766735,2.962204,3.96767,0.883947,6.666667,35.632184,34.285714,90.47619,27.619048,99.047619,41.904762,99.047619,100.0,VOLUME_UP_CONFIRM
78,XLK,26.67,2026-05-29,191.020004,0.069541,0.197618,0.367688,0.316162,1.0014,45.714286,14.942529,57.142857,55.238095,26.666667,40.0,41.904762,9.52381,47.619048,NEUTRAL_SHADOW
79,PLTR,25.71,2026-05-29,156.539993,0.139177,0.125296,0.021868,-0.120166,1.05468,19.047619,,62.857143,81.904762,25.714286,7.619048,41.904762,50.47619,27.619048,VOLUME_UP_CONFIRM
80,WDC,24.76,2026-05-29,531.210022,0.091991,0.222521,1.033924,2.30102,0.855032,34.285714,14.942529,29.52381,60.952381,24.761905,91.428571,41.904762,54.285714,79.047619,MOMENTUM_STRONG_NOT_PULLBACK
81,IGV,23.81,2026-05-29,101.660004,0.099265,0.211536,0.186924,-0.058268,0.940517,28.571429,,42.857143,68.571429,23.809524,13.333333,41.904762,12.380952,49.52381,NEUTRAL_SHADOW
82,SPY,22.86,2026-05-29,756.47998,0.018527,0.052626,0.107156,0.111628,0.937663,72.380952,14.942529,41.904762,29.52381,22.857143,17.142857,41.904762,0.952381,12.380952,NEUTRAL_SHADOW
83,AMD,21.9,2026-05-29,516.099976,0.147935,0.455894,1.554065,1.389573,0.819361,18.095238,33.333333,20.952381,79.047619,21.904762,88.571429,41.904762,80.0,91.428571,VOLUME_UP_CONFIRM
84,CIFR,20.95,2026-05-29,23.65,0.098978,0.333145,0.474439,0.192637,0.859344,30.47619,67.816092,30.47619,62.857143,20.952381,39.047619,41.904762,92.380952,62.857143,NEUTRAL_SHADOW
85,PANW,20.0,2026-05-29,281.690002,0.113751,0.570879,0.776552,0.439544,1.010317,25.714286,14.942529,58.095238,74.285714,20.0,60.952381,41.904762,36.190476,80.952381,NEUTRAL_SHADOW
86,CAMT,19.05,2026-05-29,171.660004,0.068933,-0.105565,0.033723,0.449709,0.726834,46.666667,,6.666667,50.47619,19.047619,27.619048,41.904762,76.190476,7.619048,NEUTRAL_SHADOW
87,CRDO,18.1,2026-05-29,236.029999,0.220487,0.356416,1.301833,0.30461,1.088996,8.571429,14.942529,69.52381,91.428571,18.095238,75.238095,41.904762,85.714286,85.714286,VOLUME_UP_CONFIRM
88,CSCO,17.14,2026-05-29,120.419998,0.018782,0.316066,0.497125,0.565334,0.942671,71.428571,14.942529,44.761905,30.47619,17.142857,52.380952,41.904762,44.761905,60.952381,NEUTRAL_SHADOW
89,TSLA,16.19,2026-05-29,435.790009,0.042934,0.141918,0.073533,-0.041229,0.813748,59.047619,,18.095238,41.904762,16.190476,10.47619,41.904762,20.0,35.238095,NEUTRAL_SHADOW
90,ARM,15.24,2026-05-29,353.290009,0.184623,0.679774,1.846588,1.514699,0.965043,12.380952,14.942529,50.47619,85.714286,15.238095,93.333333,41.904762,91.428571,97.142857,VOLUME_UP_CONFIRM
91,QQQ,14.29,2026-05-29,738.309998,0.03331,0.105685,0.210382,0.188226,0.87801,61.904762,14.942529,33.333333,38.095238,14.285714,23.809524,41.904762,1.904762,22.857143,NEUTRAL_SHADOW
92,APH,13.33,2026-05-29,148.759995,0.191414,0.010117,0.122817,0.070855,1.16735,10.47619,14.942529,80.0,89.52381,13.333333,14.285714,41.904762,48.571429,13.333333,VOLUME_UP_CONFIRM
93,TQQQ,12.38,2026-05-29,84.559998,0.098895,0.330815,0.685233,0.528237,0.885526,31.428571,14.942529,35.238095,64.761905,12.380952,60.0,41.904762,31.428571,65.714286,NEUTRAL_SHADOW
94,CRWD,11.43,2026-05-29,731.0,0.127686,0.639933,0.793073,0.424618,0.948279,22.857143,14.942529,45.714286,78.095238,11.428571,61.904762,41.904762,30.47619,84.761905,VOLUME_UP_CONFIRM
95,FLR,10.48,2026-05-29,45.759998,0.026239,-0.142268,-0.049637,0.006821,0.703316,65.714286,,3.809524,31.428571,10.47619,9.52381,41.904762,57.142857,2.857143,NEUTRAL_SHADOW
96,NET,9.52,2026-05-29,241.820007,0.137174,0.179782,0.300877,0.184521,0.748954,20.0,64.367816,9.52381,71.428571,9.52381,28.571429,41.904762,88.571429,43.809524,NEUTRAL_SHADOW
97,NOW,8.57,2026-05-29,124.370003,0.247567,0.408334,0.092306,-0.258705,1.186764,7.619048,,81.904762,95.238095,8.571429,4.761905,41.904762,66.666667,75.238095,VOLUME_UP_CONFIRM
98,FLEX,7.62,2026-05-29,150.779999,0.150378,0.646969,1.358148,1.464128,0.842544,17.142857,14.942529,25.714286,80.0,7.619048,87.619048,41.904762,100.0,88.571429,VOLUME_UP_CONFIRM
99,QCOM,6.67,2026-05-29,251.020004,0.176234,0.397817,0.81085,0.448991,0.937018,13.333333,14.942529,40.952381,84.761905,6.666667,63.809524,41.904762,81.904762,74.285714,VOLUME_UP_CONFIRM
100,SNDK,5.71,2026-05-29,1694.97998,0.099038,0.545795,1.829399,6.946088,0.708424,29.52381,14.942529,4.761905,58.095238,5.714286,100.0,41.904762,84.761905,96.190476,MOMENTUM_STRONG_NOT_PULLBACK
101,IYW,4.76,2026-05-29,252.919998,0.053482,0.159598,0.321632,0.254817,0.758768,52.380952,14.942529,10.47619,42.857143,4.761905,31.428571,41.904762,7.619048,40.952381,NEUTRAL_SHADOW
102,SMCI,3.81,2026-05-29,46.09,0.377466,0.682117,0.411639,0.34648,1.255355,3.809524,14.942529,87.619048,97.142857,3.809524,42.857143,41.904762,89.52381,89.52381,VOLUME_UP_CONFIRM
103,SNOW,2.86,2026-05-29,255.550003,0.543736,0.872573,0.518781,0.088512,1.827652,1.904762,14.942529,96.190476,99.047619,2.857143,33.333333,41.904762,96.190476,94.285714,VOLUME_UP_CONFIRM
104,DDOG,1.9,2026-05-29,247.350006,0.134425,0.87117,1.090341,0.616667,0.796702,20.952381,14.942529,13.333333,72.380952,1.904762,78.095238,41.904762,90.47619,93.333333,MOMENTUM_STRONG_NOT_PULLBACK
105,ORCL,0.95,2026-05-29,225.779999,0.189756,0.398971,0.486963,0.059896,0.964499,11.428571,14.942529,49.52381,86.666667,0.952381,30.47619,41.904762,52.380952,73.333333,VOLUME_UP_CONFIRM
