batch_index,ticker,priority_tier,priority_score,priority_reason,current_research_use,expected_score_scope_after_backfill,expected_score_ready_after_backfill,recommended_backfill_depth,estimated_impact_group,batch_status,notes
1,AA,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,SIGNAL_SNAPSHOT_RELEVANT,FULL_HISTORY_FACTOR_READY,TRUE,FULL_OHLCV_252D_PLUS_VOLUME,BATCH_1,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED,Conservative dry-run batch plan; no fetch/write performed.
1,AMC,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,SIGNAL_SNAPSHOT_RELEVANT,FULL_HISTORY_FACTOR_READY,TRUE,FULL_OHLCV_252D_PLUS_VOLUME,BATCH_1,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED,Conservative dry-run batch plan; no fetch/write performed.
1,APG,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,SIGNAL_SNAPSHOT_RELEVANT,FULL_HISTORY_FACTOR_READY,TRUE,FULL_OHLCV_252D_PLUS_VOLUME,BATCH_1,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED,Conservative dry-run batch plan; no fetch/write performed.
1,APLD,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,SIGNAL_SNAPSHOT_RELEVANT,FULL_HISTORY_FACTOR_READY,TRUE,FULL_OHLCV_252D_PLUS_VOLUME,BATCH_1,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED,Conservative dry-run batch plan; no fetch/write performed.
1,APO,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,SIGNAL_SNAPSHOT_RELEVANT,FULL_HISTORY_FACTOR_READY,TRUE,FULL_OHLCV_252D_PLUS_VOLUME,BATCH_1,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED,Conservative dry-run batch plan; no fetch/write performed.
1,APP,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,SIGNAL_SNAPSHOT_RELEVANT,FULL_HISTORY_FACTOR_READY,TRUE,FULL_OHLCV_252D_PLUS_VOLUME,BATCH_1,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED,Conservative dry-run batch plan; no fetch/write performed.
1,ARGT,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,SIGNAL_SNAPSHOT_RELEVANT,FULL_HISTORY_FACTOR_READY,TRUE,FULL_OHLCV_252D_PLUS_VOLUME,BATCH_1,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED,Conservative dry-run batch plan; no fetch/write performed.
1,AXON,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,SIGNAL_SNAPSHOT_RELEVANT,FULL_HISTORY_FACTOR_READY,TRUE,FULL_OHLCV_252D_PLUS_VOLUME,BATCH_1,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED,Conservative dry-run batch plan; no fetch/write performed.
1,BABA,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,SIGNAL_SNAPSHOT_RELEVANT,FULL_HISTORY_FACTOR_READY,TRUE,FULL_OHLCV_252D_PLUS_VOLUME,BATCH_1,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED,Conservative dry-run batch plan; no fetch/write performed.
1,BAC,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,SIGNAL_SNAPSHOT_RELEVANT,FULL_HISTORY_FACTOR_READY,TRUE,FULL_OHLCV_252D_PLUS_VOLUME,BATCH_1,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED,Conservative dry-run batch plan; no fetch/write performed.
1,BALL,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,SIGNAL_SNAPSHOT_RELEVANT,FULL_HISTORY_FACTOR_READY,TRUE,FULL_OHLCV_252D_PLUS_VOLUME,BATCH_1,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED,Conservative dry-run batch plan; no fetch/write performed.
1,BIDU,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,SIGNAL_SNAPSHOT_RELEVANT,FULL_HISTORY_FACTOR_READY,TRUE,FULL_OHLCV_252D_PLUS_VOLUME,BATCH_1,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED,Conservative dry-run batch plan; no fetch/write performed.
1,BITF,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,SIGNAL_SNAPSHOT_RELEVANT,FULL_HISTORY_FACTOR_READY,TRUE,FULL_OHLCV_252D_PLUS_VOLUME,BATCH_1,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED,Conservative dry-run batch plan; no fetch/write performed.
1,BKNG,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,SIGNAL_SNAPSHOT_RELEVANT,FULL_HISTORY_FACTOR_READY,TRUE,FULL_OHLCV_252D_PLUS_VOLUME,BATCH_1,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED,Conservative dry-run batch plan; no fetch/write performed.
1,BLSH,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,SIGNAL_SNAPSHOT_RELEVANT,FULL_HISTORY_FACTOR_READY,TRUE,FULL_OHLCV_252D_PLUS_VOLUME,BATCH_1,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED,Conservative dry-run batch plan; no fetch/write performed.
2,BLTE,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,SIGNAL_SNAPSHOT_RELEVANT,FULL_HISTORY_FACTOR_READY,TRUE,FULL_OHLCV_252D_PLUS_VOLUME,TOP_50,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED,Conservative dry-run batch plan; no fetch/write performed.
2,BN,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,SIGNAL_SNAPSHOT_RELEVANT,FULL_HISTORY_FACTOR_READY,TRUE,FULL_OHLCV_252D_PLUS_VOLUME,TOP_50,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED,Conservative dry-run batch plan; no fetch/write performed.
2,BSX,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,SIGNAL_SNAPSHOT_RELEVANT,FULL_HISTORY_FACTOR_READY,TRUE,FULL_OHLCV_252D_PLUS_VOLUME,TOP_50,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED,Conservative dry-run batch plan; no fetch/write performed.
2,BW,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,SIGNAL_SNAPSHOT_RELEVANT,FULL_HISTORY_FACTOR_READY,TRUE,FULL_OHLCV_252D_PLUS_VOLUME,TOP_50,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED,Conservative dry-run batch plan; no fetch/write performed.
2,BYND,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,SIGNAL_SNAPSHOT_RELEVANT,FULL_HISTORY_FACTOR_READY,TRUE,FULL_OHLCV_252D_PLUS_VOLUME,TOP_50,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED,Conservative dry-run batch plan; no fetch/write performed.
2,CAI,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,SIGNAL_SNAPSHOT_RELEVANT,FULL_HISTORY_FACTOR_READY,TRUE,FULL_OHLCV_252D_PLUS_VOLUME,TOP_50,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED,Conservative dry-run batch plan; no fetch/write performed.
2,CART,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,SIGNAL_SNAPSHOT_RELEVANT,FULL_HISTORY_FACTOR_READY,TRUE,FULL_OHLCV_252D_PLUS_VOLUME,TOP_50,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED,Conservative dry-run batch plan; no fetch/write performed.
2,CDNS,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,SIGNAL_SNAPSHOT_RELEVANT,FULL_HISTORY_FACTOR_READY,TRUE,FULL_OHLCV_252D_PLUS_VOLUME,TOP_50,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED,Conservative dry-run batch plan; no fetch/write performed.
2,CDTX,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,SIGNAL_SNAPSHOT_RELEVANT,FULL_HISTORY_FACTOR_READY,TRUE,FULL_OHLCV_252D_PLUS_VOLUME,TOP_50,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED,Conservative dry-run batch plan; no fetch/write performed.
2,CFLT,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,SIGNAL_SNAPSHOT_RELEVANT,FULL_HISTORY_FACTOR_READY,TRUE,FULL_OHLCV_252D_PLUS_VOLUME,TOP_50,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED,Conservative dry-run batch plan; no fetch/write performed.
2,CHPT,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,SIGNAL_SNAPSHOT_RELEVANT,FULL_HISTORY_FACTOR_READY,TRUE,FULL_OHLCV_252D_PLUS_VOLUME,TOP_50,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED,Conservative dry-run batch plan; no fetch/write performed.
2,CHRW,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,SIGNAL_SNAPSHOT_RELEVANT,FULL_HISTORY_FACTOR_READY,TRUE,FULL_OHLCV_252D_PLUS_VOLUME,TOP_50,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED,Conservative dry-run batch plan; no fetch/write performed.
2,CHYM,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,SIGNAL_SNAPSHOT_RELEVANT,FULL_HISTORY_FACTOR_READY,TRUE,FULL_OHLCV_252D_PLUS_VOLUME,TOP_50,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED,Conservative dry-run batch plan; no fetch/write performed.
2,CLF,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,SIGNAL_SNAPSHOT_RELEVANT,FULL_HISTORY_FACTOR_READY,TRUE,FULL_OHLCV_252D_PLUS_VOLUME,TOP_50,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED,Conservative dry-run batch plan; no fetch/write performed.
2,CLH,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,SIGNAL_SNAPSHOT_RELEVANT,FULL_HISTORY_FACTOR_READY,TRUE,FULL_OHLCV_252D_PLUS_VOLUME,TOP_50,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED,Conservative dry-run batch plan; no fetch/write performed.
2,CLSK,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,SIGNAL_SNAPSHOT_RELEVANT,FULL_HISTORY_FACTOR_READY,TRUE,FULL_OHLCV_252D_PLUS_VOLUME,TOP_50,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED,Conservative dry-run batch plan; no fetch/write performed.
2,CMG,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,SIGNAL_SNAPSHOT_RELEVANT,FULL_HISTORY_FACTOR_READY,TRUE,FULL_OHLCV_252D_PLUS_VOLUME,TOP_50,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED,Conservative dry-run batch plan; no fetch/write performed.
2,CNM,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,SIGNAL_SNAPSHOT_RELEVANT,FULL_HISTORY_FACTOR_READY,TRUE,FULL_OHLCV_252D_PLUS_VOLUME,TOP_50,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED,Conservative dry-run batch plan; no fetch/write performed.
2,COF,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,SIGNAL_SNAPSHOT_RELEVANT,FULL_HISTORY_FACTOR_READY,TRUE,FULL_OHLCV_252D_PLUS_VOLUME,TOP_50,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED,Conservative dry-run batch plan; no fetch/write performed.
2,COG,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,SIGNAL_SNAPSHOT_RELEVANT,FULL_HISTORY_FACTOR_READY,TRUE,FULL_OHLCV_252D_PLUS_VOLUME,TOP_50,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED,Conservative dry-run batch plan; no fetch/write performed.
2,COGT,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,SIGNAL_SNAPSHOT_RELEVANT,FULL_HISTORY_FACTOR_READY,TRUE,FULL_OHLCV_252D_PLUS_VOLUME,TOP_50,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED,Conservative dry-run batch plan; no fetch/write performed.
2,CPAY,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,SIGNAL_SNAPSHOT_RELEVANT,FULL_HISTORY_FACTOR_READY,TRUE,FULL_OHLCV_252D_PLUS_VOLUME,TOP_50,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED,Conservative dry-run batch plan; no fetch/write performed.
2,CPNG,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,SIGNAL_SNAPSHOT_RELEVANT,FULL_HISTORY_FACTOR_READY,TRUE,FULL_OHLCV_252D_PLUS_VOLUME,TOP_50,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED,Conservative dry-run batch plan; no fetch/write performed.
2,CRCL,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,SIGNAL_SNAPSHOT_RELEVANT,FULL_HISTORY_FACTOR_READY,TRUE,FULL_OHLCV_252D_PLUS_VOLUME,TOP_50,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED,Conservative dry-run batch plan; no fetch/write performed.
2,CRH,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,SIGNAL_SNAPSHOT_RELEVANT,FULL_HISTORY_FACTOR_READY,TRUE,FULL_OHLCV_252D_PLUS_VOLUME,TOP_50,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED,Conservative dry-run batch plan; no fetch/write performed.
3,CRS,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,SIGNAL_SNAPSHOT_RELEVANT,FULL_HISTORY_FACTOR_READY,TRUE,FULL_OHLCV_252D_PLUS_VOLUME,TOP_100,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED,Conservative dry-run batch plan; no fetch/write performed.
3,CSGP,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,SIGNAL_SNAPSHOT_RELEVANT,FULL_HISTORY_FACTOR_READY,TRUE,FULL_OHLCV_252D_PLUS_VOLUME,TOP_100,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED,Conservative dry-run batch plan; no fetch/write performed.
3,CVNA,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,SIGNAL_SNAPSHOT_RELEVANT,FULL_HISTORY_FACTOR_READY,TRUE,FULL_OHLCV_252D_PLUS_VOLUME,TOP_100,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED,Conservative dry-run batch plan; no fetch/write performed.
3,DAKT,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,SIGNAL_SNAPSHOT_RELEVANT,FULL_HISTORY_FACTOR_READY,TRUE,FULL_OHLCV_252D_PLUS_VOLUME,TOP_100,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED,Conservative dry-run batch plan; no fetch/write performed.
3,DAL,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,SIGNAL_SNAPSHOT_RELEVANT,FULL_HISTORY_FACTOR_READY,TRUE,FULL_OHLCV_252D_PLUS_VOLUME,TOP_100,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED,Conservative dry-run batch plan; no fetch/write performed.
3,DASH,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,SIGNAL_SNAPSHOT_RELEVANT,FULL_HISTORY_FACTOR_READY,TRUE,FULL_OHLCV_252D_PLUS_VOLUME,TOP_100,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED,Conservative dry-run batch plan; no fetch/write performed.
3,DB,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,SIGNAL_SNAPSHOT_RELEVANT,FULL_HISTORY_FACTOR_READY,TRUE,FULL_OHLCV_252D_PLUS_VOLUME,TOP_100,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED,Conservative dry-run batch plan; no fetch/write performed.
3,DBVT,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,SIGNAL_SNAPSHOT_RELEVANT,FULL_HISTORY_FACTOR_READY,TRUE,FULL_OHLCV_252D_PLUS_VOLUME,TOP_100,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED,Conservative dry-run batch plan; no fetch/write performed.
3,DIS,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,SIGNAL_SNAPSHOT_RELEVANT,FULL_HISTORY_FACTOR_READY,TRUE,FULL_OHLCV_252D_PLUS_VOLUME,TOP_100,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED,Conservative dry-run batch plan; no fetch/write performed.
3,DOCU,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,SIGNAL_SNAPSHOT_RELEVANT,FULL_HISTORY_FACTOR_READY,TRUE,FULL_OHLCV_252D_PLUS_VOLUME,TOP_100,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED,Conservative dry-run batch plan; no fetch/write performed.
3,DUOL,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,SIGNAL_SNAPSHOT_RELEVANT,FULL_HISTORY_FACTOR_READY,TRUE,FULL_OHLCV_252D_PLUS_VOLUME,TOP_100,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED,Conservative dry-run batch plan; no fetch/write performed.
3,EEM,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,SIGNAL_SNAPSHOT_RELEVANT,FULL_HISTORY_FACTOR_READY,TRUE,FULL_OHLCV_252D_PLUS_VOLUME,TOP_100,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED,Conservative dry-run batch plan; no fetch/write performed.
3,ENPH,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,SIGNAL_SNAPSHOT_RELEVANT,FULL_HISTORY_FACTOR_READY,TRUE,FULL_OHLCV_252D_PLUS_VOLUME,TOP_100,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED,Conservative dry-run batch plan; no fetch/write performed.
3,EQIX,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,SIGNAL_SNAPSHOT_RELEVANT,FULL_HISTORY_FACTOR_READY,TRUE,FULL_OHLCV_252D_PLUS_VOLUME,TOP_100,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED,Conservative dry-run batch plan; no fetch/write performed.
3,EQT,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,SIGNAL_SNAPSHOT_RELEVANT,FULL_HISTORY_FACTOR_READY,TRUE,FULL_OHLCV_252D_PLUS_VOLUME,TOP_100,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED,Conservative dry-run batch plan; no fetch/write performed.
3,ET,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,SIGNAL_SNAPSHOT_RELEVANT,FULL_HISTORY_FACTOR_READY,TRUE,FULL_OHLCV_252D_PLUS_VOLUME,TOP_100,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED,Conservative dry-run batch plan; no fetch/write performed.
3,EWY,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,SIGNAL_SNAPSHOT_RELEVANT,FULL_HISTORY_FACTOR_READY,TRUE,FULL_OHLCV_252D_PLUS_VOLUME,TOP_100,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED,Conservative dry-run batch plan; no fetch/write performed.
3,EWZ,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,SIGNAL_SNAPSHOT_RELEVANT,FULL_HISTORY_FACTOR_READY,TRUE,FULL_OHLCV_252D_PLUS_VOLUME,TOP_100,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED,Conservative dry-run batch plan; no fetch/write performed.
3,FCNCA,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,SIGNAL_SNAPSHOT_RELEVANT,FULL_HISTORY_FACTOR_READY,TRUE,FULL_OHLCV_252D_PLUS_VOLUME,TOP_100,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED,Conservative dry-run batch plan; no fetch/write performed.
3,FIGR,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,SIGNAL_SNAPSHOT_RELEVANT,FULL_HISTORY_FACTOR_READY,TRUE,FULL_OHLCV_252D_PLUS_VOLUME,TOP_100,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED,Conservative dry-run batch plan; no fetch/write performed.
3,FLS,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,SIGNAL_SNAPSHOT_RELEVANT,FULL_HISTORY_FACTOR_READY,TRUE,FULL_OHLCV_252D_PLUS_VOLUME,TOP_100,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED,Conservative dry-run batch plan; no fetch/write performed.
3,FLUT,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,SIGNAL_SNAPSHOT_RELEVANT,FULL_HISTORY_FACTOR_READY,TRUE,FULL_OHLCV_252D_PLUS_VOLUME,TOP_100,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED,Conservative dry-run batch plan; no fetch/write performed.
3,FWONK,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,SIGNAL_SNAPSHOT_RELEVANT,FULL_HISTORY_FACTOR_READY,TRUE,FULL_OHLCV_252D_PLUS_VOLUME,TOP_100,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED,Conservative dry-run batch plan; no fetch/write performed.
3,GEHC,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,SIGNAL_SNAPSHOT_RELEVANT,FULL_HISTORY_FACTOR_READY,TRUE,FULL_OHLCV_252D_PLUS_VOLUME,TOP_100,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED,Conservative dry-run batch plan; no fetch/write performed.
3,GEMI,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,SIGNAL_SNAPSHOT_RELEVANT,FULL_HISTORY_FACTOR_READY,TRUE,FULL_OHLCV_252D_PLUS_VOLUME,TOP_100,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED,Conservative dry-run batch plan; no fetch/write performed.
4,GOOG,WATCHLIST_OR_RESEARCH,500,UNIVERSE_TIER_RESEARCH,SIGNAL_SNAPSHOT_RELEVANT,FULL_HISTORY_FACTOR_READY,TRUE,FULL_OHLCV_252D_PLUS_VOLUME,TOP_100,ADVISORY_PLAN_ONLY_NO_BACKFILL_APPLIED,Conservative dry-run batch plan; no fetch/write performed.
