portfolio_id,ticker,source_rank,motif_id,composite_candidate_score,technical_timing_score,factor_pack_score,raw_weight,final_weight,weight_sum_check,readiness_status,official_decision_impact
FULL318_EQUAL_WEIGHT,RBLX,286,,22.031738,50.0,17.579346,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,NVDA,287,,21.904,40.0,24.76,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,AEVA,288,,21.232,40.0,23.08,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,IRDM,289,,21.096,50.0,15.24,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,SPOT,290,,21.079522,30.0,30.198806,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,CARR,291,,20.716,50.0,14.29,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,STUB,292,,20.599448,30.0,28.998619,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,OLMA,293,,20.556595,50.0,13.891487,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,NET,294,,20.448,58.0,7.62,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,ADMA,295,,19.968,64.0,1.92,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,ALAB,296,,19.952,50.0,12.38,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,BSX,297,,19.616,50.0,11.54,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,AXON,298,,18.94,58.0,3.85,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,CLSK,299,,18.924,40.0,17.31,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,LSCC,300,,18.884,45.0,13.46,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,NOW,301,,18.832,45.0,13.33,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,NXPI,302,,18.808,50.0,9.52,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,NAMS,303,,18.076,50.0,7.69,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,SNOW,304,,18.072,45.0,11.43,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,ARM,305,,17.668,50.0,6.67,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,NTAP,306,,17.44,34.0,18.1,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,CLF,307,,17.308,50.0,5.77,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,SMCI,308,,16.904,50.0,4.76,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,CORZ,309,,15.76,50.0,1.9,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,CSCO,310,,14.844,19.0,22.86,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,MDB,311,,13.976,25.0,16.19,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,GOOGL,312,,13.524,40.0,3.81,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,ZS,313,,12.128,29.0,8.57,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,AAPL,314,,11.284,30.0,5.71,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,PANW,315,,11.056,14.0,17.14,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,TXN,316,,10.144,30.0,2.86,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,CRWD,317,,8.392,14.0,10.48,0.0031446541,0.0031446541,1.0,READY,NONE
FULL318_EQUAL_WEIGHT,DDOG,318,,7.88,25.0,0.95,0.0031446503,0.0031446503,1.0,READY,NONE
TOP20_SCORE_WEIGHTED,FORM,1,,59.2,64.0,100.0,0.0540729856,0.0540729856,1.0,READY,NONE
TOP20_SCORE_WEIGHTED,AEIS,2,,58.86,68.0,96.15,0.0537624313,0.0537624313,1.0,READY,NONE
TOP20_SCORE_WEIGHTED,AGX,3,,57.4,58.0,100.0,0.0524288745,0.0524288745,1.0,READY,NONE
TOP20_SCORE_WEIGHTED,BLTE,4,,57.324,68.0,92.31,0.0523594565,0.0523594565,1.0,READY,NONE
TOP20_SCORE_WEIGHTED,LITE,5,,57.02,58.0,99.05,0.0520817844,0.0520817844,1.0,READY,NONE
TOP20_SCORE_WEIGHTED,ALM,6,,56.892,64.0,94.23,0.0519648699,0.0519648699,1.0,READY,NONE
TOP20_SCORE_WEIGHTED,POWL,7,,56.64,58.0,98.1,0.0517346943,0.0517346943,1.0,READY,NONE
TOP20_SCORE_WEIGHTED,MTZ,8,,56.632,58.0,98.08,0.0517273871,0.0517273871,1.0,READY,NONE
TOP20_SCORE_WEIGHTED,MOD,9,,54.352,58.0,92.38,0.0496448465,0.0496448465,1.0,READY,NONE
TOP20_SCORE_WEIGHTED,OC,10,,53.908,72.0,80.77,0.0492392991,0.0492392991,1.0,READY,NONE
TOP20_SCORE_WEIGHTED,MU,11,,53.856,50.0,97.14,0.0491918026,0.0491918026,1.0,READY,NONE
TOP20_SCORE_WEIGHTED,CAMT,12,,53.544,68.0,82.86,0.0489068233,0.0489068233,1.0,READY,NONE
TOP20_SCORE_WEIGHTED,SOXL,13,,53.476,50.0,96.19,0.0488447124,0.0488447124,1.0,READY,NONE
TOP20_SCORE_WEIGHTED,CLH,14,,53.048,64.0,84.62,0.0484537794,0.0484537794,1.0,READY,NONE
TOP20_SCORE_WEIGHTED,AMKR,15,,52.828,58.0,88.57,0.0482528325,0.0482528325,1.0,READY,NONE
TOP20_SCORE_WEIGHTED,KEYS,16,,52.504,62.0,84.76,0.0479568925,0.0479568925,1.0,READY,NONE
TOP20_SCORE_WEIGHTED,AEHR,17,,52.116,48.0,94.29,0.0476024952,0.0476024952,1.0,READY,NONE
TOP20_SCORE_WEIGHTED,VIAV,18,,51.800559,60.0,84.501397,0.047314373,0.047314373,1.0,READY,NONE
TOP20_SCORE_WEIGHTED,ICHR,19,,51.732,48.0,93.33,0.0472517515,0.0472517515,1.0,READY,NONE
TOP20_SCORE_WEIGHTED,COHU,20,,51.684,58.0,85.71,0.0472079084,0.0472079084,1.0,READY,NONE
TOP50_SCORE_WEIGHTED,FORM,1,,59.2,64.0,100.0,0.0230241175,0.0230241175,1.0,READY,NONE
TOP50_SCORE_WEIGHTED,AEIS,2,,58.86,68.0,96.15,0.0228918844,0.0228918844,1.0,READY,NONE
TOP50_SCORE_WEIGHTED,AGX,3,,57.4,58.0,100.0,0.0223240599,0.0223240599,1.0,READY,NONE
TOP50_SCORE_WEIGHTED,BLTE,4,,57.324,68.0,92.31,0.0222945019,0.0222945019,1.0,READY,NONE
TOP50_SCORE_WEIGHTED,LITE,5,,57.02,58.0,99.05,0.0221762699,0.0221762699,1.0,READY,NONE
TOP50_SCORE_WEIGHTED,ALM,6,,56.892,64.0,94.23,0.0221264881,0.0221264881,1.0,READY,NONE
TOP50_SCORE_WEIGHTED,POWL,7,,56.64,58.0,98.1,0.02202848,0.02202848,1.0,READY,NONE
TOP50_SCORE_WEIGHTED,MTZ,8,,56.632,58.0,98.08,0.0220253686,0.0220253686,1.0,READY,NONE
TOP50_SCORE_WEIGHTED,MOD,9,,54.352,58.0,92.38,0.021138629,0.021138629,1.0,READY,NONE
TOP50_SCORE_WEIGHTED,OC,10,,53.908,72.0,80.77,0.0209659481,0.0209659481,1.0,READY,NONE
TOP50_SCORE_WEIGHTED,MU,11,,53.856,50.0,97.14,0.0209457242,0.0209457242,1.0,READY,NONE
TOP50_SCORE_WEIGHTED,CAMT,12,,53.544,68.0,82.86,0.0208243809,0.0208243809,1.0,READY,NONE
TOP50_SCORE_WEIGHTED,SOXL,13,,53.476,50.0,96.19,0.0207979343,0.0207979343,1.0,READY,NONE
TOP50_SCORE_WEIGHTED,CLH,14,,53.048,64.0,84.62,0.0206314761,0.0206314761,1.0,READY,NONE
TOP50_SCORE_WEIGHTED,AMKR,15,,52.828,58.0,88.57,0.0205459135,0.0205459135,1.0,READY,NONE
TOP50_SCORE_WEIGHTED,KEYS,16,,52.504,62.0,84.76,0.0204199031,0.0204199031,1.0,READY,NONE
TOP50_SCORE_WEIGHTED,AEHR,17,,52.116,48.0,94.29,0.0202690018,0.0202690018,1.0,READY,NONE
TOP50_SCORE_WEIGHTED,VIAV,18,,51.800559,60.0,84.501397,0.0201463202,0.0201463202,1.0,READY,NONE
TOP50_SCORE_WEIGHTED,ICHR,19,,51.732,48.0,93.33,0.0201196562,0.0201196562,1.0,READY,NONE
TOP50_SCORE_WEIGHTED,COHU,20,,51.684,58.0,85.71,0.020100988,0.020100988,1.0,READY,NONE
TOP50_SCORE_WEIGHTED,APG,21,,51.6,72.0,75.0,0.0200683186,0.0200683186,1.0,READY,NONE
TOP50_SCORE_WEIGHTED,SNDK,22,,51.572,50.0,91.43,0.0200574289,0.0200574289,1.0,READY,NONE
TOP50_SCORE_WEIGHTED,SITM,23,,51.403528,50.0,91.00882,0.0199919066,0.0199919066,1.0,READY,NONE
TOP50_SCORE_WEIGHTED,CRDO,24,,51.2,64.0,80.0,0.0199127503,0.0199127503,1.0,READY,NONE
TOP50_SCORE_WEIGHTED,INTC,25,,51.192,50.0,90.48,0.0199096389,0.0199096389,1.0,READY,NONE
TOP50_SCORE_WEIGHTED,AA,26,,51.152,50.0,90.38,0.0198940821,0.0198940821,1.0,READY,NONE
TOP50_SCORE_WEIGHTED,WDC,27,,50.808,50.0,89.52,0.0197602933,0.0197602933,1.0,READY,NONE
TOP50_SCORE_WEIGHTED,LYB,28,,50.476,58.0,82.69,0.0196311715,0.0196311715,1.0,READY,NONE
TOP50_SCORE_WEIGHTED,TSEM,29,,50.428133,50.0,88.570333,0.0196125551,0.0196125551,1.0,READY,NONE
TOP50_SCORE_WEIGHTED,BIDU,30,,50.384,50.0,88.46,0.0195953908,0.0195953908,1.0,READY,NONE
TOP50_SCORE_WEIGHTED,BAC,31,,50.14,62.0,78.85,0.0195004941,0.0195004941,1.0,READY,NONE
TOP50_SCORE_WEIGHTED,GLW,32,,50.096,40.0,95.24,0.0194833816,0.0194833816,1.0,READY,NONE
TOP50_SCORE_WEIGHTED,STX,33,,50.048,50.0,87.62,0.0194647134,0.0194647134,1.0,READY,NONE
TOP50_SCORE_WEIGHTED,HUT,34,,49.710963,50.0,86.777407,0.0193336327,0.0193336327,1.0,READY,NONE
TOP50_SCORE_WEIGHTED,FIX,35,,49.668,50.0,86.67,0.0193169235,0.0193169235,1.0,READY,NONE
TOP50_SCORE_WEIGHTED,STM,36,,49.556907,50.0,86.392267,0.0192737171,0.0192737171,1.0,READY,NONE
TOP50_SCORE_WEIGHTED,CRWV,37,,49.296,64.0,75.24,0.0191722449,0.0191722449,1.0,READY,NONE
TOP50_SCORE_WEIGHTED,MPWR,38,,48.64,58.0,78.1,0.0189171128,0.0189171128,1.0,READY,NONE
TOP50_SCORE_WEIGHTED,BALL,39,,48.524,72.0,67.31,0.0188719979,0.0188719979,1.0,READY,NONE
TOP50_SCORE_WEIGHTED,CIEN,40,,48.524,50.0,83.81,0.0188719979,0.0188719979,1.0,READY,NONE
TOP50_SCORE_WEIGHTED,MOH,41,,48.168,58.0,76.92,0.0187335421,0.0187335421,1.0,READY,NONE
TOP50_SCORE_WEIGHTED,TER,42,,47.772,64.0,71.43,0.0185795294,0.0185795294,1.0,READY,NONE
TOP50_SCORE_WEIGHTED,FLEX,43,,47.76,50.0,81.9,0.0185748624,0.0185748624,1.0,READY,NONE
TOP50_SCORE_WEIGHTED,BW,44,,47.5212,40.0,88.803,0.0184819881,0.0184819881,1.0,READY,NONE
TOP50_SCORE_WEIGHTED,ENTG,45,,47.392,64.0,70.48,0.0184317395,0.0184317395,1.0,READY,NONE
TOP50_SCORE_WEIGHTED,MKSI,46,,47.38,50.0,80.95,0.0184270724,0.0184270724,1.0,READY,NONE
TOP50_SCORE_WEIGHTED,BE,47,,46.62,50.0,79.05,0.0181314925,0.0181314925,1.0,READY,NONE
TOP50_SCORE_WEIGHTED,MTSI,48,,46.616,40.0,86.54,0.0181299369,0.0181299369,1.0,READY,NONE
TOP50_SCORE_WEIGHTED,NU,49,,46.552,68.0,65.38,0.0181050459,0.0181050459,1.0,READY,NONE
TOP50_SCORE_WEIGHTED,PLUG,50,,46.199608,50.0,77.99902,0.0179679931,0.0179679931,1.0,READY,NONE
TOP100_SCORE_WEIGHTED,FORM,1,,59.2,64.0,100.0,0.0128123248,0.0128123248,1.0,READY,NONE
TOP100_SCORE_WEIGHTED,AEIS,2,,58.86,68.0,96.15,0.0127387405,0.0127387405,1.0,READY,NONE
TOP100_SCORE_WEIGHTED,AGX,3,,57.4,58.0,100.0,0.0124227608,0.0124227608,1.0,READY,NONE
TOP100_SCORE_WEIGHTED,BLTE,4,,57.324,68.0,92.31,0.0124063126,0.0124063126,1.0,READY,NONE
TOP100_SCORE_WEIGHTED,LITE,5,,57.02,58.0,99.05,0.0123405196,0.0123405196,1.0,READY,NONE
TOP100_SCORE_WEIGHTED,ALM,6,,56.892,64.0,94.23,0.0123128172,0.0123128172,1.0,READY,NONE
TOP100_SCORE_WEIGHTED,POWL,7,,56.64,58.0,98.1,0.0122582783,0.0122582783,1.0,READY,NONE
TOP100_SCORE_WEIGHTED,MTZ,8,,56.632,58.0,98.08,0.0122565469,0.0122565469,1.0,READY,NONE
TOP100_SCORE_WEIGHTED,MOD,9,,54.352,58.0,92.38,0.0117630992,0.0117630992,1.0,READY,NONE
TOP100_SCORE_WEIGHTED,OC,10,,53.908,72.0,80.77,0.0116670068,0.0116670068,1.0,READY,NONE
TOP100_SCORE_WEIGHTED,MU,11,,53.856,50.0,97.14,0.0116557527,0.0116557527,1.0,READY,NONE
TOP100_SCORE_WEIGHTED,CAMT,12,,53.544,68.0,82.86,0.0115882283,0.0115882283,1.0,READY,NONE
TOP100_SCORE_WEIGHTED,SOXL,13,,53.476,50.0,96.19,0.0115735115,0.0115735115,1.0,READY,NONE
TOP100_SCORE_WEIGHTED,CLH,14,,53.048,64.0,84.62,0.0114808818,0.0114808818,1.0,READY,NONE
TOP100_SCORE_WEIGHTED,AMKR,15,,52.828,58.0,88.57,0.0114332684,0.0114332684,1.0,READY,NONE
TOP100_SCORE_WEIGHTED,KEYS,16,,52.504,62.0,84.76,0.0113631469,0.0113631469,1.0,READY,NONE
TOP100_SCORE_WEIGHTED,AEHR,17,,52.116,48.0,94.29,0.0112791743,0.0112791743,1.0,READY,NONE
TOP100_SCORE_WEIGHTED,VIAV,18,,51.800559,60.0,84.501397,0.0112109051,0.0112109051,1.0,READY,NONE
TOP100_SCORE_WEIGHTED,ICHR,19,,51.732,48.0,93.33,0.0111960673,0.0111960673,1.0,READY,NONE
TOP100_SCORE_WEIGHTED,COHU,20,,51.684,58.0,85.71,0.0111856789,0.0111856789,1.0,READY,NONE
TOP100_SCORE_WEIGHTED,APG,21,,51.6,72.0,75.0,0.0111674993,0.0111674993,1.0,READY,NONE
TOP100_SCORE_WEIGHTED,SNDK,22,,51.572,50.0,91.43,0.0111614394,0.0111614394,1.0,READY,NONE
TOP100_SCORE_WEIGHTED,SITM,23,,51.403528,50.0,91.00882,0.0111249779,0.0111249779,1.0,READY,NONE
TOP100_SCORE_WEIGHTED,CRDO,24,,51.2,64.0,80.0,0.0110809295,0.0110809295,1.0,READY,NONE
TOP100_SCORE_WEIGHTED,INTC,25,,51.192,50.0,90.48,0.0110791981,0.0110791981,1.0,READY,NONE
TOP100_SCORE_WEIGHTED,AA,26,,51.152,50.0,90.38,0.0110705411,0.0110705411,1.0,READY,NONE
TOP100_SCORE_WEIGHTED,WDC,27,,50.808,50.0,89.52,0.0109960911,0.0109960911,1.0,READY,NONE
TOP100_SCORE_WEIGHTED,LYB,28,,50.476,58.0,82.69,0.0109242382,0.0109242382,1.0,READY,NONE
TOP100_SCORE_WEIGHTED,TSEM,29,,50.428133,50.0,88.570333,0.0109138787,0.0109138787,1.0,READY,NONE
TOP100_SCORE_WEIGHTED,BIDU,30,,50.384,50.0,88.46,0.0109043272,0.0109043272,1.0,READY,NONE
TOP100_SCORE_WEIGHTED,BAC,31,,50.14,62.0,78.85,0.0108515196,0.0108515196,1.0,READY,NONE
TOP100_SCORE_WEIGHTED,GLW,32,,50.096,40.0,95.24,0.010841997,0.010841997,1.0,READY,NONE
TOP100_SCORE_WEIGHTED,STX,33,,50.048,50.0,87.62,0.0108316086,0.0108316086,1.0,READY,NONE
TOP100_SCORE_WEIGHTED,HUT,34,,49.710963,50.0,86.777407,0.0107586656,0.0107586656,1.0,READY,NONE
TOP100_SCORE_WEIGHTED,FIX,35,,49.668,50.0,86.67,0.0107493673,0.0107493673,1.0,READY,NONE
TOP100_SCORE_WEIGHTED,STM,36,,49.556907,50.0,86.392267,0.0107253241,0.0107253241,1.0,READY,NONE
TOP100_SCORE_WEIGHTED,CRWV,37,,49.296,64.0,75.24,0.0106688574,0.0106688574,1.0,READY,NONE
TOP100_SCORE_WEIGHTED,MPWR,38,,48.64,58.0,78.1,0.010526883,0.010526883,1.0,READY,NONE
TOP100_SCORE_WEIGHTED,BALL,39,,48.524,72.0,67.31,0.0105017778,0.0105017778,1.0,READY,NONE
TOP100_SCORE_WEIGHTED,CIEN,40,,48.524,50.0,83.81,0.0105017778,0.0105017778,1.0,READY,NONE
TOP100_SCORE_WEIGHTED,MOH,41,,48.168,58.0,76.92,0.0104247307,0.0104247307,1.0,READY,NONE
TOP100_SCORE_WEIGHTED,TER,42,,47.772,64.0,71.43,0.0103390267,0.0103390267,1.0,READY,NONE
TOP100_SCORE_WEIGHTED,FLEX,43,,47.76,50.0,81.9,0.0103364296,0.0103364296,1.0,READY,NONE
TOP100_SCORE_WEIGHTED,BW,44,,47.5212,40.0,88.803,0.0102847474,0.0102847474,1.0,READY,NONE
TOP100_SCORE_WEIGHTED,ENTG,45,,47.392,64.0,70.48,0.0102567854,0.0102567854,1.0,READY,NONE
TOP100_SCORE_WEIGHTED,MKSI,46,,47.38,50.0,80.95,0.0102541883,0.0102541883,1.0,READY,NONE
TOP100_SCORE_WEIGHTED,BE,47,,46.62,50.0,79.05,0.0100897057,0.0100897057,1.0,READY,NONE
TOP100_SCORE_WEIGHTED,MTSI,48,,46.616,40.0,86.54,0.01008884,0.01008884,1.0,READY,NONE
TOP100_SCORE_WEIGHTED,NU,49,,46.552,68.0,65.38,0.0100749889,0.0100749889,1.0,READY,NONE
TOP100_SCORE_WEIGHTED,PLUG,50,,46.199608,50.0,77.99902,0.0099987227,0.0099987227,1.0,READY,NONE
TOP100_SCORE_WEIGHTED,LYFT,51,,45.876,76.0,57.69,0.009928686,0.009928686,1.0,READY,NONE
TOP100_SCORE_WEIGHTED,NI,52,,45.86,58.0,71.15,0.0099252232,0.0099252232,1.0,READY,NONE
TOP100_SCORE_WEIGHTED,SOXX,53,,45.476,50.0,76.19,0.0098421162,0.0098421162,1.0,READY,NONE
TOP100_SCORE_WEIGHTED,CHRW,54,,45.432,54.0,73.08,0.0098325936,0.0098325936,1.0,READY,NONE
TOP100_SCORE_WEIGHTED,ACLS,55,,44.332,50.0,73.33,0.0095945267,0.0095945267,1.0,READY,NONE
TOP100_SCORE_WEIGHTED,JBL,56,,44.068,58.0,66.67,0.0095373907,0.0095373907,1.0,READY,NONE
TOP100_SCORE_WEIGHTED,WOLF,57,,44.0,40.0,80.0,0.0095226738,0.0095226738,1.0,READY,NONE
TOP100_SCORE_WEIGHTED,CLS,58,,43.58,64.0,60.95,0.0094317756,0.0094317756,1.0,READY,NONE
TOP100_SCORE_WEIGHTED,TTMI,59,,43.509206,40.0,78.773015,0.009416454,0.009416454,1.0,READY,NONE
TOP100_SCORE_WEIGHTED,HUBB,60,,43.316,72.0,54.29,0.0093746395,0.0093746395,1.0,READY,NONE
TOP100_SCORE_WEIGHTED,GEV,61,,42.924,58.0,63.81,0.0092898011,0.0092898011,1.0,READY,NONE
TOP100_SCORE_WEIGHTED,VRT,62,,42.856,40.0,77.14,0.0092750843,0.0092750843,1.0,READY,NONE
TOP100_SCORE_WEIGHTED,LRCX,63,,42.808,50.0,69.52,0.0092646959,0.0092646959,1.0,READY,NONE
TOP100_SCORE_WEIGHTED,CDNS,64,,42.692,50.0,69.23,0.0092395907,0.0092395907,1.0,READY,NONE
TOP100_SCORE_WEIGHTED,AMAT,65,,42.152,44.0,72.38,0.0091227215,0.0091227215,1.0,READY,NONE
TOP100_SCORE_WEIGHTED,SMH,66,,42.104,54.0,64.76,0.0091123331,0.0091123331,1.0,READY,NONE
TOP100_SCORE_WEIGHTED,VECO,67,,42.048,50.0,67.62,0.0091002134,0.0091002134,1.0,READY,NONE
TOP100_SCORE_WEIGHTED,TWLO,68,,41.763811,50.0,66.909528,0.0090387079,0.0090387079,1.0,READY,NONE
TOP100_SCORE_WEIGHTED,KLIC,69,,41.716,40.0,74.29,0.0090283605,0.0090283605,1.0,READY,NONE
TOP100_SCORE_WEIGHTED,HTZ,70,,40.914843,70.0,49.787108,0.0088549705,0.0088549705,1.0,READY,NONE
TOP100_SCORE_WEIGHTED,PUMP,71,,40.669884,50.0,64.174711,0.0088019554,0.0088019554,1.0,READY,NONE
TOP100_SCORE_WEIGHTED,OLPX,72,,40.593772,60.0,56.484429,0.0087854829,0.0087854829,1.0,READY,NONE
TOP100_SCORE_WEIGHTED,LBRT,73,,40.458386,60.0,56.145964,0.0087561821,0.0087561821,1.0,READY,NONE
TOP100_SCORE_WEIGHTED,BITF,74,,40.384,50.0,63.46,0.0087400832,0.0087400832,1.0,READY,NONE
TOP100_SCORE_WEIGHTED,APLD,75,,40.362536,40.0,70.906341,0.0087354378,0.0087354378,1.0,READY,NONE
TOP100_SCORE_WEIGHTED,EWY,76,,40.1929,50.0,62.982249,0.0086987245,0.0086987245,1.0,READY,NONE
TOP100_SCORE_WEIGHTED,ETR,77,,40.152,64.0,52.38,0.0086898727,0.0086898727,1.0,READY,NONE
TOP100_SCORE_WEIGHTED,MCHP,78,,40.144,50.0,62.86,0.0086881413,0.0086881413,1.0,READY,NONE
TOP100_SCORE_WEIGHTED,LPLA,79,,39.968,64.0,51.92,0.0086500506,0.0086500506,1.0,READY,NONE
TOP100_SCORE_WEIGHTED,U,80,,39.897302,70.0,47.243256,0.0086347498,0.0086347498,1.0,READY,NONE
TOP100_SCORE_WEIGHTED,ECL,81,,39.884,72.0,45.71,0.008631871,0.008631871,1.0,READY,NONE
TOP100_SCORE_WEIGHTED,AMD,82,,39.76,50.0,61.9,0.0086050343,0.0086050343,1.0,READY,NONE
TOP100_SCORE_WEIGHTED,SMTC,83,,39.742207,40.0,69.355517,0.0086011835,0.0086011835,1.0,READY,NONE
TOP100_SCORE_WEIGHTED,CHPT,84,,39.708,58.0,55.77,0.0085937803,0.0085937803,1.0,READY,NONE
TOP100_SCORE_WEIGHTED,BN,85,,39.616,50.0,61.54,0.0085738692,0.0085738692,1.0,READY,NONE
TOP100_SCORE_WEIGHTED,ACMR,86,,39.484,44.0,65.71,0.0085453012,0.0085453012,1.0,READY,NONE
TOP100_SCORE_WEIGHTED,COHR,87,,39.428,40.0,68.57,0.0085331814,0.0085331814,1.0,READY,NONE
TOP100_SCORE_WEIGHTED,SEI,88,,39.144581,50.0,60.361452,0.0084718426,0.0084718426,1.0,READY,NONE
TOP100_SCORE_WEIGHTED,PWR,89,,39.0,50.0,60.0,0.0084405518,0.0084405518,1.0,READY,NONE
TOP100_SCORE_WEIGHTED,MPLX,90,,38.848,50.0,59.62,0.0084076553,0.0084076553,1.0,READY,NONE
TOP100_SCORE_WEIGHTED,KLAC,91,,38.732,58.0,53.33,0.00838255,0.00838255,1.0,READY,NONE
TOP100_SCORE_WEIGHTED,ETN,92,,38.628,64.0,48.57,0.0083600419,0.0083600419,1.0,READY,NONE
TOP100_SCORE_WEIGHTED,SATS,93,,38.622888,50.0,59.057221,0.0083589355,0.0083589355,1.0,READY,NONE
TOP100_SCORE_WEIGHTED,ASML,94,,38.62,50.0,59.05,0.0083583105,0.0083583105,1.0,READY,NONE
TOP100_SCORE_WEIGHTED,HUM,95,,38.48347,40.0,66.208675,0.0083287621,0.0083287621,1.0,READY,NONE
TOP100_SCORE_WEIGHTED,RVMD,96,,38.438059,40.0,66.095148,0.008318934,0.008318934,1.0,READY,NONE
TOP100_SCORE_WEIGHTED,APH,97,,38.36,72.0,41.9,0.0083020402,0.0083020402,1.0,READY,NONE
TOP100_SCORE_WEIGHTED,XYZ,98,,38.326374,60.0,50.815936,0.0082947627,0.0082947627,1.0,READY,NONE
TOP100_SCORE_WEIGHTED,IREN,99,,38.24,50.0,58.1,0.0082760692,0.0082760692,1.0,READY,NONE
TOP100_SCORE_WEIGHTED,WYFI,100,,38.017887,50.0,57.544718,0.0082279988,0.0082279988,1.0,READY,NONE
LOW_VOL_ADJUSTED_TOP50,FORM,1,,59.2,64.0,100.0,0.0272453238,0.0272453238,1.0,READY,NONE
LOW_VOL_ADJUSTED_TOP50,AEIS,2,,58.86,68.0,96.15,0.0284432898,0.0284432898,1.0,READY,NONE
LOW_VOL_ADJUSTED_TOP50,AGX,3,,57.4,58.0,100.0,0.0241816409,0.0241816409,1.0,READY,NONE
LOW_VOL_ADJUSTED_TOP50,BLTE,4,,57.324,68.0,92.31,0.0063925473,0.0063925473,1.0,READY,NONE
LOW_VOL_ADJUSTED_TOP50,LITE,5,,57.02,58.0,99.05,0.0307906525,0.0307906525,1.0,READY,NONE
LOW_VOL_ADJUSTED_TOP50,ALM,6,,56.892,64.0,94.23,0.0352465137,0.0352465137,1.0,READY,NONE
LOW_VOL_ADJUSTED_TOP50,POWL,7,,56.64,58.0,98.1,0.025372024,0.025372024,1.0,READY,NONE
LOW_VOL_ADJUSTED_TOP50,MTZ,8,,56.632,58.0,98.08,0.0224546785,0.0224546785,1.0,READY,NONE
LOW_VOL_ADJUSTED_TOP50,MOD,9,,54.352,58.0,92.38,0.0213454104,0.0213454104,1.0,READY,NONE
LOW_VOL_ADJUSTED_TOP50,OC,10,,53.908,72.0,80.77,0.017366869,0.017366869,1.0,READY,NONE
LOW_VOL_ADJUSTED_TOP50,MU,11,,53.856,50.0,97.14,0.0277601869,0.0277601869,1.0,READY,NONE
LOW_VOL_ADJUSTED_TOP50,CAMT,12,,53.544,68.0,82.86,0.0262851103,0.0262851103,1.0,READY,NONE
LOW_VOL_ADJUSTED_TOP50,SOXL,13,,53.476,50.0,96.19,0.0341272473,0.0341272473,1.0,READY,NONE
LOW_VOL_ADJUSTED_TOP50,CLH,14,,53.048,64.0,84.62,0.0131460102,0.0131460102,1.0,READY,NONE
LOW_VOL_ADJUSTED_TOP50,AMKR,15,,52.828,58.0,88.57,0.0194502158,0.0194502158,1.0,READY,NONE
LOW_VOL_ADJUSTED_TOP50,KEYS,16,,52.504,62.0,84.76,0.0041883671,0.0041883671,1.0,READY,NONE
LOW_VOL_ADJUSTED_TOP50,AEHR,17,,52.116,48.0,94.29,0.0313405169,0.0313405169,1.0,READY,NONE
LOW_VOL_ADJUSTED_TOP50,VIAV,18,,51.800559,60.0,84.501397,0.0200255292,0.0200255292,1.0,READY,NONE
