"ticker","refresh_status","latest_price_date","latest_close","latest_volume","freshness_status","max_latest_price_date","semantic_layer","in_main_compute_universe","in_second_stage_candidate","acceptance_status"
"CSCO","OK_YFINANCE_LATEST_AVAILABLE","2026-05-29","120.41999816894531","42166300.0","OK_LATEST_AVAILABLE","2026-05-29","MAIN_COMPUTE_UNIVERSE","True","False","ACCEPT_LATEST_DATE"
"D","OK_YFINANCE_LATEST_AVAILABLE","2026-05-29","66.94000244140625","15741500.0","OK_LATEST_AVAILABLE","2026-05-29","MAIN_COMPUTE_UNIVERSE","True","False","ACCEPT_LATEST_DATE"
"DDOG","OK_YFINANCE_LATEST_AVAILABLE","2026-05-29","247.35000610351562","9416200.0","OK_LATEST_AVAILABLE","2026-05-29","MAIN_COMPUTE_UNIVERSE","True","False","ACCEPT_LATEST_DATE"
"DELL","OK_YFINANCE_LATEST_AVAILABLE","2026-05-29","420.9100036621094","41733800.0","OK_LATEST_AVAILABLE","2026-05-29","MAIN_COMPUTE_UNIVERSE","True","False","ACCEPT_LATEST_DATE"
"ECL","OK_YFINANCE_LATEST_AVAILABLE","2026-05-29","256.0","2939800.0","OK_LATEST_AVAILABLE","2026-05-29","MAIN_COMPUTE_UNIVERSE","True","False","ACCEPT_LATEST_DATE"
"ENTG","OK_YFINANCE_LATEST_AVAILABLE","2026-05-29","138.7899932861328","2732700.0","OK_LATEST_AVAILABLE","2026-05-29","MAIN_COMPUTE_UNIVERSE","True","False","ACCEPT_LATEST_DATE"
"ETN","OK_YFINANCE_LATEST_AVAILABLE","2026-05-29","400.6000061035156","3321300.0","OK_LATEST_AVAILABLE","2026-05-29","MAIN_COMPUTE_UNIVERSE","True","False","ACCEPT_LATEST_DATE"
"ETR","OK_YFINANCE_LATEST_AVAILABLE","2026-05-29","109.05000305175781","4983900.0","OK_LATEST_AVAILABLE","2026-05-29","MAIN_COMPUTE_UNIVERSE","True","False","ACCEPT_LATEST_DATE"
"FIX","OK_YFINANCE_LATEST_AVAILABLE","2026-05-29","1828.2099609375","875300.0","OK_LATEST_AVAILABLE","2026-05-29","MAIN_COMPUTE_UNIVERSE","True","False","ACCEPT_LATEST_DATE"
"FLEX","OK_YFINANCE_LATEST_AVAILABLE","2026-05-29","150.77999877929688","11420200.0","OK_LATEST_AVAILABLE","2026-05-29","MAIN_COMPUTE_UNIVERSE","True","False","ACCEPT_LATEST_DATE"
"FLR","OK_YFINANCE_LATEST_AVAILABLE","2026-05-29","45.7599983215332","2827000.0","OK_LATEST_AVAILABLE","2026-05-29","MAIN_COMPUTE_UNIVERSE","True","False","ACCEPT_LATEST_DATE"
"FN","OK_YFINANCE_LATEST_AVAILABLE","2026-05-29","654.1599731445312","3473200.0","OK_LATEST_AVAILABLE","2026-05-29","MAIN_COMPUTE_UNIVERSE","True","False","ACCEPT_LATEST_DATE"
"FORM","OK_YFINANCE_LATEST_AVAILABLE","2026-05-29","124.58999633789062","1583000.0","OK_LATEST_AVAILABLE","2026-05-29","MAIN_COMPUTE_UNIVERSE","True","False","ACCEPT_LATEST_DATE"
"GEV","OK_YFINANCE_LATEST_AVAILABLE","2026-05-29","968.3200073242188","5276800.0","OK_LATEST_AVAILABLE","2026-05-29","MAIN_COMPUTE_UNIVERSE","True","False","ACCEPT_LATEST_DATE"
"GLW","OK_YFINANCE_LATEST_AVAILABLE","2026-05-29","181.16000366210938","16931900.0","OK_LATEST_AVAILABLE","2026-05-29","MAIN_COMPUTE_UNIVERSE","True","False","ACCEPT_LATEST_DATE"
"GNRC","OK_YFINANCE_LATEST_AVAILABLE","2026-05-29","277.9100036621094","810300.0","OK_LATEST_AVAILABLE","2026-05-29","MAIN_COMPUTE_UNIVERSE","True","False","ACCEPT_LATEST_DATE"
"GOOGL","OK_YFINANCE_LATEST_AVAILABLE","2026-05-29","380.3399963378906","44355000.0","OK_LATEST_AVAILABLE","2026-05-29","MAIN_COMPUTE_UNIVERSE","True","False","ACCEPT_LATEST_DATE"
"HPE","OK_YFINANCE_LATEST_AVAILABLE","2026-05-29","43.040000915527344","85797800.0","OK_LATEST_AVAILABLE","2026-05-29","MAIN_COMPUTE_UNIVERSE","True","False","ACCEPT_LATEST_DATE"
"HUBB","OK_YFINANCE_LATEST_AVAILABLE","2026-05-29","473.6099853515625","774052.0","OK_LATEST_AVAILABLE","2026-05-29","MAIN_COMPUTE_UNIVERSE","True","False","ACCEPT_LATEST_DATE"
"ICHR","OK_YFINANCE_LATEST_AVAILABLE","2026-05-29","71.5199966430664","1208700.0","OK_LATEST_AVAILABLE","2026-05-29","MAIN_COMPUTE_UNIVERSE","True","False","ACCEPT_LATEST_DATE"
"IGV","OK_YFINANCE_LATEST_AVAILABLE","2026-05-29","101.66000366210938","37660400.0","OK_LATEST_AVAILABLE","2026-05-29","MAIN_COMPUTE_UNIVERSE","True","False","ACCEPT_LATEST_DATE"
"INTC","OK_YFINANCE_LATEST_AVAILABLE","2026-05-29","114.68000030517578","191152000.0","OK_LATEST_AVAILABLE","2026-05-29","MAIN_COMPUTE_UNIVERSE","True","False","ACCEPT_LATEST_DATE"
"IRDM","OK_YFINANCE_LATEST_AVAILABLE","2026-05-29","51.779998779296875","2716800.0","OK_LATEST_AVAILABLE","2026-05-29","MAIN_COMPUTE_UNIVERSE","True","False","ACCEPT_LATEST_DATE"
"IREN","OK_YFINANCE_LATEST_AVAILABLE","2026-05-29","63.540000915527344","50220100.0","OK_LATEST_AVAILABLE","2026-05-29","MAIN_COMPUTE_UNIVERSE","True","False","ACCEPT_LATEST_DATE"
"IYW","OK_YFINANCE_LATEST_AVAILABLE","2026-05-29","252.9199981689453","873200.0","OK_LATEST_AVAILABLE","2026-05-29","MAIN_COMPUTE_UNIVERSE","True","False","ACCEPT_LATEST_DATE"
"JBL","OK_YFINANCE_LATEST_AVAILABLE","2026-05-29","364.55999755859375","1968100.0","OK_LATEST_AVAILABLE","2026-05-29","MAIN_COMPUTE_UNIVERSE","True","False","ACCEPT_LATEST_DATE"
"KEYS","OK_YFINANCE_LATEST_AVAILABLE","2026-05-29","338.3299865722656","3022000.0","OK_LATEST_AVAILABLE","2026-05-29","MAIN_COMPUTE_UNIVERSE","True","False","ACCEPT_LATEST_DATE"
"KLAC","OK_YFINANCE_LATEST_AVAILABLE","2026-05-29","1921.7099609375","1145700.0","OK_LATEST_AVAILABLE","2026-05-29","MAIN_COMPUTE_UNIVERSE","True","False","ACCEPT_LATEST_DATE"
"KLIC","OK_YFINANCE_LATEST_AVAILABLE","2026-05-29","101.88999938964844","1275300.0","OK_LATEST_AVAILABLE","2026-05-29","MAIN_COMPUTE_UNIVERSE","True","False","ACCEPT_LATEST_DATE"
"LITE","OK_YFINANCE_LATEST_AVAILABLE","2026-05-29","854.9600219726562","6350800.0","OK_LATEST_AVAILABLE","2026-05-29","MAIN_COMPUTE_UNIVERSE","True","False","ACCEPT_LATEST_DATE"
"LRCX","OK_YFINANCE_LATEST_AVAILABLE","2026-05-29","318.17999267578125","10858600.0","OK_LATEST_AVAILABLE","2026-05-29","MAIN_COMPUTE_UNIVERSE","True","False","ACCEPT_LATEST_DATE"
"MCHP","OK_YFINANCE_LATEST_AVAILABLE","2026-05-29","94.6500015258789","11366400.0","OK_LATEST_AVAILABLE","2026-05-29","MAIN_COMPUTE_UNIVERSE","True","False","ACCEPT_LATEST_DATE"
"MDB","OK_YFINANCE_LATEST_AVAILABLE","2026-05-29","335.54998779296875","10594700.0","OK_LATEST_AVAILABLE","2026-05-29","MAIN_COMPUTE_UNIVERSE","True","False","ACCEPT_LATEST_DATE"
"META","OK_YFINANCE_LATEST_AVAILABLE","2026-05-29","632.510009765625","19773100.0","OK_LATEST_AVAILABLE","2026-05-29","MAIN_COMPUTE_UNIVERSE","True","False","ACCEPT_LATEST_DATE"
"MKSI","OK_YFINANCE_LATEST_AVAILABLE","2026-05-29","324.260009765625","1204500.0","OK_LATEST_AVAILABLE","2026-05-29","MAIN_COMPUTE_UNIVERSE","True","False","ACCEPT_LATEST_DATE"
"MOD","OK_YFINANCE_LATEST_AVAILABLE","2026-05-29","278.9100036621094","1636300.0","OK_LATEST_AVAILABLE","2026-05-29","MAIN_COMPUTE_UNIVERSE","True","False","ACCEPT_LATEST_DATE"
"MPWR","OK_YFINANCE_LATEST_AVAILABLE","2026-05-29","1566.2099609375","1164100.0","OK_LATEST_AVAILABLE","2026-05-29","MAIN_COMPUTE_UNIVERSE","True","False","ACCEPT_LATEST_DATE"
"MRVL","OK_YFINANCE_LATEST_AVAILABLE","2026-05-29","205.0","33950700.0","OK_LATEST_AVAILABLE","2026-05-29","MAIN_COMPUTE_UNIVERSE","True","False","ACCEPT_LATEST_DATE"
"MSFT","OK_YFINANCE_LATEST_AVAILABLE","2026-05-29","450.239990234375","79522600.0","OK_LATEST_AVAILABLE","2026-05-29","MAIN_COMPUTE_UNIVERSE","True","False","ACCEPT_LATEST_DATE"
"MU","OK_YFINANCE_LATEST_AVAILABLE","2026-05-29","971.0","60295700.0","OK_LATEST_AVAILABLE","2026-05-29","MAIN_COMPUTE_UNIVERSE","True","False","ACCEPT_LATEST_DATE"
"NET","OK_YFINANCE_LATEST_AVAILABLE","2026-05-29","241.82000732421875","5734000.0","OK_LATEST_AVAILABLE","2026-05-29","MAIN_COMPUTE_UNIVERSE","True","False","ACCEPT_LATEST_DATE"
"NOW","OK_YFINANCE_LATEST_AVAILABLE","2026-05-29","124.37000274658203","67535700.0","OK_LATEST_AVAILABLE","2026-05-29","MAIN_COMPUTE_UNIVERSE","True","False","ACCEPT_LATEST_DATE"
"NTAP","OK_YFINANCE_LATEST_AVAILABLE","2026-05-29","174.2899932861328","15908200.0","OK_LATEST_AVAILABLE","2026-05-29","MAIN_COMPUTE_UNIVERSE","True","False","ACCEPT_LATEST_DATE"
"NVDA","OK_YFINANCE_LATEST_AVAILABLE","2026-05-29","211.13999938964844","288291500.0","OK_LATEST_AVAILABLE","2026-05-29","MAIN_COMPUTE_UNIVERSE","True","False","ACCEPT_LATEST_DATE"
"NVT","OK_YFINANCE_LATEST_AVAILABLE","2026-05-29","166.99000549316406","1842500.0","OK_LATEST_AVAILABLE","2026-05-29","MAIN_COMPUTE_UNIVERSE","True","False","ACCEPT_LATEST_DATE"
"NXPI","OK_YFINANCE_LATEST_AVAILABLE","2026-05-29","321.3500061035156","3773000.0","OK_LATEST_AVAILABLE","2026-05-29","MAIN_COMPUTE_UNIVERSE","True","False","ACCEPT_LATEST_DATE"
"ON","OK_YFINANCE_LATEST_AVAILABLE","2026-05-29","120.62000274658203","11272000.0","OK_LATEST_AVAILABLE","2026-05-29","MAIN_COMPUTE_UNIVERSE","True","False","ACCEPT_LATEST_DATE"
"ORCL","OK_YFINANCE_LATEST_AVAILABLE","2026-05-29","225.77999877929688","40965300.0","OK_LATEST_AVAILABLE","2026-05-29","MAIN_COMPUTE_UNIVERSE","True","False","ACCEPT_LATEST_DATE"
"PANW","OK_YFINANCE_LATEST_AVAILABLE","2026-05-29","281.69000244140625","14987600.0","OK_LATEST_AVAILABLE","2026-05-29","MAIN_COMPUTE_UNIVERSE","True","False","ACCEPT_LATEST_DATE"
"PLTR","OK_YFINANCE_LATEST_AVAILABLE","2026-05-29","156.5399932861328","92024600.0","OK_LATEST_AVAILABLE","2026-05-29","MAIN_COMPUTE_UNIVERSE","True","False","ACCEPT_LATEST_DATE"
"POWL","OK_YFINANCE_LATEST_AVAILABLE","2026-05-29","284.4200134277344","720500.0","OK_LATEST_AVAILABLE","2026-05-29","MAIN_COMPUTE_UNIVERSE","True","False","ACCEPT_LATEST_DATE"
"PSTG","OK_YFINANCE_LATEST_AVAILABLE","2026-05-29","79.51000213623047","7647753.0","OK_LATEST_AVAILABLE","2026-05-29","MAIN_COMPUTE_UNIVERSE","True","False","ACCEPT_LATEST_DATE"
"PWR","OK_YFINANCE_LATEST_AVAILABLE","2026-05-29","711.72998046875","2223800.0","OK_LATEST_AVAILABLE","2026-05-29","MAIN_COMPUTE_UNIVERSE","True","False","ACCEPT_LATEST_DATE"
"QCOM","OK_YFINANCE_LATEST_AVAILABLE","2026-05-29","251.02000427246094","28766100.0","OK_LATEST_AVAILABLE","2026-05-29","MAIN_COMPUTE_UNIVERSE","True","False","ACCEPT_LATEST_DATE"
"QQQ","OK_YFINANCE_LATEST_AVAILABLE","2026-05-29","738.3099975585938","37477400.0","OK_LATEST_AVAILABLE","2026-05-29","MAIN_COMPUTE_UNIVERSE","True","False","ACCEPT_LATEST_DATE"
"SANM","OK_YFINANCE_LATEST_AVAILABLE","2026-05-29","259.7300109863281","1634800.0","OK_LATEST_AVAILABLE","2026-05-29","MAIN_COMPUTE_UNIVERSE","True","False","ACCEPT_LATEST_DATE"
"SMCI","OK_YFINANCE_LATEST_AVAILABLE","2026-05-29","46.09000015258789","93039400.0","OK_LATEST_AVAILABLE","2026-05-29","MAIN_COMPUTE_UNIVERSE","True","False","ACCEPT_LATEST_DATE"
"SMH","OK_YFINANCE_LATEST_AVAILABLE","2026-05-29","598.9299926757812","7596100.0","OK_LATEST_AVAILABLE","2026-05-29","MAIN_COMPUTE_UNIVERSE","True","False","ACCEPT_LATEST_DATE"
"SNDK","OK_YFINANCE_LATEST_AVAILABLE","2026-05-29","1694.97998046875","8715700.0","OK_LATEST_AVAILABLE","2026-05-29","MAIN_COMPUTE_UNIVERSE","True","False","ACCEPT_LATEST_DATE"
"SNOW","OK_YFINANCE_LATEST_AVAILABLE","2026-05-29","255.5500030517578","19863300.0","OK_LATEST_AVAILABLE","2026-05-29","MAIN_COMPUTE_UNIVERSE","True","False","ACCEPT_LATEST_DATE"
"SOXL","OK_YFINANCE_LATEST_AVAILABLE","2026-05-29","224.33999633789062","36848400.0","OK_LATEST_AVAILABLE","2026-05-29","MAIN_COMPUTE_UNIVERSE","True","False","ACCEPT_LATEST_DATE"
"SOXX","OK_YFINANCE_LATEST_AVAILABLE","2026-05-29","569.0800170898438","7313700.0","OK_LATEST_AVAILABLE","2026-05-29","MAIN_COMPUTE_UNIVERSE","True","False","ACCEPT_LATEST_DATE"
"SPY","OK_YFINANCE_LATEST_AVAILABLE","2026-05-29","756.47998046875","54976100.0","OK_LATEST_AVAILABLE","2026-05-29","MAIN_COMPUTE_UNIVERSE","True","False","ACCEPT_LATEST_DATE"
"STX","OK_YFINANCE_LATEST_AVAILABLE","2026-05-29","879.7999877929688","4674500.0","OK_LATEST_AVAILABLE","2026-05-29","MAIN_COMPUTE_UNIVERSE","True","False","ACCEPT_LATEST_DATE"
"TER","OK_YFINANCE_LATEST_AVAILABLE","2026-05-29","374.30999755859375","4129200.0","OK_LATEST_AVAILABLE","2026-05-29","MAIN_COMPUTE_UNIVERSE","True","False","ACCEPT_LATEST_DATE"
"TQQQ","OK_YFINANCE_LATEST_AVAILABLE","2026-05-29","84.55999755859375","67413900.0","OK_LATEST_AVAILABLE","2026-05-29","MAIN_COMPUTE_UNIVERSE","True","False","ACCEPT_LATEST_DATE"
"TSLA","OK_YFINANCE_LATEST_AVAILABLE","2026-05-29","435.7900085449219","45059400.0","OK_LATEST_AVAILABLE","2026-05-29","MAIN_COMPUTE_UNIVERSE","True","False","ACCEPT_LATEST_DATE"
"TSM","OK_YFINANCE_LATEST_AVAILABLE","2026-05-29","418.45001220703125","11202700.0","OK_LATEST_AVAILABLE","2026-05-29","MAIN_COMPUTE_UNIVERSE","True","False","ACCEPT_LATEST_DATE"
"TXN","OK_YFINANCE_LATEST_AVAILABLE","2026-05-29","305.67999267578125","16785100.0","OK_LATEST_AVAILABLE","2026-05-29","MAIN_COMPUTE_UNIVERSE","True","False","ACCEPT_LATEST_DATE"
"VECO","OK_YFINANCE_LATEST_AVAILABLE","2026-05-29","57.63999938964844","1473700.0","OK_LATEST_AVAILABLE","2026-05-29","MAIN_COMPUTE_UNIVERSE","True","False","ACCEPT_LATEST_DATE"
"VRT","OK_YFINANCE_LATEST_AVAILABLE","2026-05-29","315.7099914550781","7218800.0","OK_LATEST_AVAILABLE","2026-05-29","MAIN_COMPUTE_UNIVERSE","True","False","ACCEPT_LATEST_DATE"
"VST","OK_YFINANCE_LATEST_AVAILABLE","2026-05-29","160.22999572753906","3781200.0","OK_LATEST_AVAILABLE","2026-05-29","MAIN_COMPUTE_UNIVERSE","True","False","ACCEPT_LATEST_DATE"
"WDC","OK_YFINANCE_LATEST_AVAILABLE","2026-05-29","531.2100219726562","8383500.0","OK_LATEST_AVAILABLE","2026-05-29","MAIN_COMPUTE_UNIVERSE","True","False","ACCEPT_LATEST_DATE"
"XLK","OK_YFINANCE_LATEST_AVAILABLE","2026-05-29","191.02000427246094","15031700.0","OK_LATEST_AVAILABLE","2026-05-29","MAIN_COMPUTE_UNIVERSE","True","False","ACCEPT_LATEST_DATE"
"ZS","OK_YFINANCE_LATEST_AVAILABLE","2026-05-29","139.72999572753906","10976100.0","OK_LATEST_AVAILABLE","2026-05-29","MAIN_COMPUTE_UNIVERSE","True","False","ACCEPT_LATEST_DATE"
