snapshot_date,snapshot_timestamp,ticker,rank,base_score,composite_candidate_score,tracking_tier,event_tracking_priority,options_tracking_priority,latest_price_date,freshness_status,actionable_allowed_by_freshness,next_earnings_date,days_to_earnings,earnings_source,earnings_window_flag,post_earnings_window_flag,earnings_risk_level,earnings_risk_reason,macro_event_date,macro_event_type,days_to_macro_event,macro_risk_level,macro_risk_reason,manual_event_flag,manual_event_date,manual_event_type,manual_event_risk_level,manual_event_reason,sector_event_exposure,sector_event_risk_level,final_event_risk_level,final_event_risk_reason,buy_permission_after_event_gate,sell_review_after_event_gate,event_data_quality,event_source_coverage,notes
2026-05-30,2026-05-30T16:51:43+09:00,CARR,11,UNKNOWN,51.684,TIER_3_OCCASIONAL,LOW,LOW,2026-05-26,FRESH_LATEST_PRICE_DATE,TRUE,2026-07-28,42,AUTO_90D_CACHE:ALPHAVANTAGE_BULK,FALSE,LOW_PASS,LOW_PASS,Next earnings event is 42 business day(s) away.,UNKNOWN,NONE_NEAR,UNKNOWN,LOW_PASS,No future local macro event window found.,FALSE,UNKNOWN,UNKNOWN,LOW_PASS,No applicable manual event override.,UNKNOWN,LOW_PASS,LOW_PASS,Next earnings event is 42 business day(s) away.,EVENT_GATE_PASS,NO_EVENT_SELL_REVIEW_REQUIRED,PARTIAL,EARNINGS=TRUE;MACRO=TRUE;MANUAL=FALSE,"Read-only event risk layer; no prediction, ranking, weight, trading, broker, or order changes."
2026-05-30,2026-05-30T16:51:43+09:00,ENTG,12,UNKNOWN,51.572,TIER_3_OCCASIONAL,LOW,LOW,2026-05-26,FRESH_LATEST_PRICE_DATE,TRUE,2026-07-30,44,AUTO_90D_CACHE:ALPHAVANTAGE_BULK,FALSE,LOW_PASS,LOW_PASS,Next earnings event is 44 business day(s) away.,UNKNOWN,NONE_NEAR,UNKNOWN,LOW_PASS,No future local macro event window found.,FALSE,UNKNOWN,UNKNOWN,LOW_PASS,No applicable manual event override.,UNKNOWN,LOW_PASS,LOW_PASS,Next earnings event is 44 business day(s) away.,EVENT_GATE_PASS,NO_EVENT_SELL_REVIEW_REQUIRED,PARTIAL,EARNINGS=TRUE;MACRO=TRUE;MANUAL=FALSE,"Read-only event risk layer; no prediction, ranking, weight, trading, broker, or order changes."
2026-05-30,2026-05-30T16:51:43+09:00,CRWV,13,UNKNOWN,50.924,TIER_3_OCCASIONAL,LOW,LOW,2026-05-26,FRESH_LATEST_PRICE_DATE,TRUE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOW_PASS,UNKNOWN_REVIEW,No local earnings date found for ticker.,UNKNOWN,NONE_NEAR,UNKNOWN,LOW_PASS,No future local macro event window found.,FALSE,UNKNOWN,UNKNOWN,LOW_PASS,No applicable manual event override.,UNKNOWN,LOW_PASS,UNKNOWN_REVIEW,"Known event risks are low, but missing source data prevents confident pass: No local earnings date found for ticker.",EVENT_DATA_UNKNOWN_REVIEW_REQUIRED,EVENT_DATA_UNKNOWN_REVIEW_REQUIRED,UNKNOWN_REVIEW_REQUIRED,EARNINGS=TRUE;MACRO=TRUE;MANUAL=FALSE,"Read-only event risk layer; no prediction, ranking, weight, trading, broker, or order changes."
2026-05-30,2026-05-30T16:51:43+09:00,ETR,14,UNKNOWN,50.544,TIER_3_OCCASIONAL,LOW,LOW,2026-05-26,FRESH_LATEST_PRICE_DATE,TRUE,2026-07-30,44,AUTO_90D_CACHE:ALPHAVANTAGE_BULK,FALSE,LOW_PASS,LOW_PASS,Next earnings event is 44 business day(s) away.,UNKNOWN,NONE_NEAR,UNKNOWN,LOW_PASS,No future local macro event window found.,FALSE,UNKNOWN,UNKNOWN,LOW_PASS,No applicable manual event override.,UNKNOWN,LOW_PASS,LOW_PASS,Next earnings event is 44 business day(s) away.,EVENT_GATE_PASS,NO_EVENT_SELL_REVIEW_REQUIRED,PARTIAL,EARNINGS=TRUE;MACRO=TRUE;MANUAL=FALSE,"Read-only event risk layer; no prediction, ranking, weight, trading, broker, or order changes."
2026-05-30,2026-05-30T16:51:43+09:00,COHU,15,UNKNOWN,50.428,TIER_3_OCCASIONAL,LOW,LOW,2026-05-26,FRESH_LATEST_PRICE_DATE,TRUE,2026-07-30,44,AUTO_90D_CACHE:ALPHAVANTAGE_BULK,FALSE,LOW_PASS,LOW_PASS,Next earnings event is 44 business day(s) away.,UNKNOWN,NONE_NEAR,UNKNOWN,LOW_PASS,No future local macro event window found.,FALSE,UNKNOWN,UNKNOWN,LOW_PASS,No applicable manual event override.,UNKNOWN,LOW_PASS,LOW_PASS,Next earnings event is 44 business day(s) away.,EVENT_GATE_PASS,NO_EVENT_SELL_REVIEW_REQUIRED,PARTIAL,EARNINGS=TRUE;MACRO=TRUE;MANUAL=FALSE,"Read-only event risk layer; no prediction, ranking, weight, trading, broker, or order changes."
2026-05-30,2026-05-30T16:51:43+09:00,GEV,16,UNKNOWN,49.668,TIER_3_OCCASIONAL,LOW,LOW,2026-05-26,FRESH_LATEST_PRICE_DATE,TRUE,2026-07-29,43,AUTO_90D_CACHE:ALPHAVANTAGE_BULK,FALSE,LOW_PASS,LOW_PASS,Next earnings event is 43 business day(s) away.,UNKNOWN,NONE_NEAR,UNKNOWN,LOW_PASS,No future local macro event window found.,FALSE,UNKNOWN,UNKNOWN,LOW_PASS,No applicable manual event override.,UNKNOWN,LOW_PASS,LOW_PASS,Next earnings event is 43 business day(s) away.,EVENT_GATE_PASS,NO_EVENT_SELL_REVIEW_REQUIRED,PARTIAL,EARNINGS=TRUE;MACRO=TRUE;MANUAL=FALSE,"Read-only event risk layer; no prediction, ranking, weight, trading, broker, or order changes."
2026-05-30,2026-05-30T16:51:43+09:00,FN,17,UNKNOWN,48.952,TIER_3_OCCASIONAL,LOW,LOW,2026-05-26,FRESH_LATEST_PRICE_DATE,TRUE,2026-08-17,56,AUTO_90D_CACHE:ALPHAVANTAGE_BULK,FALSE,LOW_PASS,LOW_PASS,Next earnings event is 56 business day(s) away.,UNKNOWN,NONE_NEAR,UNKNOWN,LOW_PASS,No future local macro event window found.,FALSE,UNKNOWN,UNKNOWN,LOW_PASS,No applicable manual event override.,UNKNOWN,LOW_PASS,LOW_PASS,Next earnings event is 56 business day(s) away.,EVENT_GATE_PASS,NO_EVENT_SELL_REVIEW_REQUIRED,PARTIAL,EARNINGS=TRUE;MACRO=TRUE;MANUAL=FALSE,"Read-only event risk layer; no prediction, ranking, weight, trading, broker, or order changes."
2026-05-30,2026-05-30T16:51:43+09:00,ETN,18,UNKNOWN,48.904,TIER_3_OCCASIONAL,LOW,LOW,2026-05-26,FRESH_LATEST_PRICE_DATE,TRUE,2026-08-04,47,AUTO_90D_CACHE:ALPHAVANTAGE_BULK,FALSE,LOW_PASS,LOW_PASS,Next earnings event is 47 business day(s) away.,UNKNOWN,NONE_NEAR,UNKNOWN,LOW_PASS,No future local macro event window found.,FALSE,UNKNOWN,UNKNOWN,LOW_PASS,No applicable manual event override.,UNKNOWN,LOW_PASS,LOW_PASS,Next earnings event is 47 business day(s) away.,EVENT_GATE_PASS,NO_EVENT_SELL_REVIEW_REQUIRED,PARTIAL,EARNINGS=TRUE;MACRO=TRUE;MANUAL=FALSE,"Read-only event risk layer; no prediction, ranking, weight, trading, broker, or order changes."
2026-05-30,2026-05-30T16:51:43+09:00,HUBB,19,UNKNOWN,48.152,TIER_3_OCCASIONAL,LOW,LOW,2026-05-26,FRESH_LATEST_PRICE_DATE,TRUE,2026-07-28,42,AUTO_90D_CACHE:ALPHAVANTAGE_BULK,FALSE,LOW_PASS,LOW_PASS,Next earnings event is 42 business day(s) away.,UNKNOWN,NONE_NEAR,UNKNOWN,LOW_PASS,No future local macro event window found.,FALSE,UNKNOWN,UNKNOWN,LOW_PASS,No applicable manual event override.,UNKNOWN,LOW_PASS,LOW_PASS,Next earnings event is 42 business day(s) away.,EVENT_GATE_PASS,NO_EVENT_SELL_REVIEW_REQUIRED,PARTIAL,EARNINGS=TRUE;MACRO=TRUE;MANUAL=FALSE,"Read-only event risk layer; no prediction, ranking, weight, trading, broker, or order changes."
2026-05-30,2026-05-30T16:51:43+09:00,POWL,20,UNKNOWN,47.876,TIER_3_OCCASIONAL,LOW,LOW,2026-05-26,FRESH_LATEST_PRICE_DATE,TRUE,2026-08-04,47,AUTO_90D_CACHE:ALPHAVANTAGE_BULK,FALSE,LOW_PASS,LOW_PASS,Next earnings event is 47 business day(s) away.,UNKNOWN,NONE_NEAR,UNKNOWN,LOW_PASS,No future local macro event window found.,FALSE,UNKNOWN,UNKNOWN,LOW_PASS,No applicable manual event override.,UNKNOWN,LOW_PASS,LOW_PASS,Next earnings event is 47 business day(s) away.,EVENT_GATE_PASS,NO_EVENT_SELL_REVIEW_REQUIRED,PARTIAL,EARNINGS=TRUE;MACRO=TRUE;MANUAL=FALSE,"Read-only event risk layer; no prediction, ranking, weight, trading, broker, or order changes."
