factor_date,version,ticker,factor_id,factor_name,factor_value,rank_metric,status,reason,official_decision_impact,source,factor_rank,factor_zscore
2026-05-15,V18.1B,CIFR,F002,REL_STRENGTH_60D,0.255843132307094,0.255843132307094,OK,,NONE,V18_FACTOR_LAB_SHADOW_ONLY,42,0.06699193449213121
2026-05-15,V18.1B,CIFR,F003,VOL_ADJ_MOMENTUM_20D,4.020856236805949,4.020856236805949,OK,,NONE,V18_FACTOR_LAB_SHADOW_ONLY,67,-0.2516111146838932
2026-05-15,V18.1B,CIFR,F004,PULLBACK_REPAIR_20D,1.5,1.5,OK,,NONE,V18_FACTOR_LAB_SHADOW_ONLY,26,0.10627394209721526
2026-05-15,V18.1B,CIFR,F005,DIST_TO_MA20,0.1514768326054292,-0.12147683260542921,OK,,NONE,V18_FACTOR_LAB_SHADOW_ONLY,82,-0.48882545580171455
2026-05-15,V18.1B,CLS,F001,REL_STRENGTH_20D,-0.12575599126083092,-0.12575599126083092,OK,,NONE,V18_FACTOR_LAB_SHADOW_ONLY,88,-0.9791682473909641
2026-05-15,V18.1B,CLS,F002,REL_STRENGTH_60D,0.11982363702387655,0.11982363702387655,OK,,NONE,V18_FACTOR_LAB_SHADOW_ONLY,57,-0.2343847733776294
2026-05-15,V18.1B,CLS,F003,VOL_ADJ_MOMENTUM_20D,-0.04035834307213654,-0.04035834307213654,OK,,NONE,V18_FACTOR_LAB_SHADOW_ONLY,88,-1.0764911968818531
2026-05-15,V18.1B,CLS,F004,PULLBACK_REPAIR_20D,1.4037919614900698,1.4037919614900698,OK,,NONE,V18_FACTOR_LAB_SHADOW_ONLY,76,-0.053634841122848796
2026-05-15,V18.1B,CLS,F005,DIST_TO_MA20,-0.03574849387333601,-0.065748493873336,OK,,NONE,V18_FACTOR_LAB_SHADOW_ONLY,41,0.3886603554831875
2026-05-15,V18.1B,COHR,F001,REL_STRENGTH_20D,0.11072661088453528,0.11072661088453528,OK,,NONE,V18_FACTOR_LAB_SHADOW_ONLY,45,0.1251660781178394
2026-05-15,V18.1B,COHR,F002,REL_STRENGTH_60D,0.6189738405392216,0.6189738405392216,OK,,NONE,V18_FACTOR_LAB_SHADOW_ONLY,16,0.8715761387309494
2026-05-15,V18.1B,COHR,F003,VOL_ADJ_MOMENTUM_20D,4.921675197053115,4.921675197053115,OK,,NONE,V18_FACTOR_LAB_SHADOW_ONLY,58,-0.0686442698252625
