rank,ticker,composite_candidate_score,ranking_source_policy,primary_score_source_files,audit_only_source_files,score_source_status,score_source_files,score_source_columns,latest_price_date,latest_close,technical_status,event_risk_status,overheat_status,pullback_status,execution_status,final_action,reason,factor_source_true,technical_source_true,score_source_true,factor_recomputed_by_v18_35d,factor_reused_from_raw105,legacy_factor_pack_used,authoritative_row_ok,authoritative_row_block_reason,freshness_status,stale_price_data_flag,actionable_allowed_by_freshness,original_full_rank,freshness_eligible_rank
13,AMKR,48.306825,V18_35D_FULL_UNIVERSE_RECOMPUTE,V18_35D_PRICE_HISTORY_RECOMPUTE;V18_35D_PRICE_HISTORY_RECOMPUTE,NONE,OK_RECOMPUTED_FACTOR_TECHNICAL,V18_35D_PRICE_HISTORY_RECOMPUTE;V18_35D_PRICE_HISTORY_RECOMPUTE,factor_pack_score;technical_timing_score,2026-05-29,69.55999755859375,TECH_TIMING_V18_35D_RECOMPUTE,,NOT_AVAILABLE_RESERVED,BB_LOWER_HALF,REVIEW_ONLY,WAIT_PULLBACK_REVIEW_ONLY,V18.35D recomputed from existing factor/technical formulas; no fake scores.,V18_35D_PRICE_HISTORY_RECOMPUTE,V18_35D_PRICE_HISTORY_RECOMPUTE,V18_35D_PRICE_HISTORY_RECOMPUTE;V18_35D_PRICE_HISTORY_RECOMPUTE,TRUE,FALSE,FALSE,TRUE,NONE,FRESH_LATEST_PRICE_DATE,FALSE,TRUE,13,13
14,MTZ,48.293852,V18_35D_FULL_UNIVERSE_RECOMPUTE,V18_35D_PRICE_HISTORY_RECOMPUTE;V18_35D_PRICE_HISTORY_RECOMPUTE,NONE,OK_RECOMPUTED_FACTOR_TECHNICAL,V18_35D_PRICE_HISTORY_RECOMPUTE;V18_35D_PRICE_HISTORY_RECOMPUTE,factor_pack_score;technical_timing_score,2026-05-29,378.3699951171875,TECH_TIMING_V18_35D_RECOMPUTE,,NOT_AVAILABLE_RESERVED,BB_LOWER_HALF,REVIEW_ONLY,WAIT_PULLBACK_REVIEW_ONLY,V18.35D recomputed from existing factor/technical formulas; no fake scores.,V18_35D_PRICE_HISTORY_RECOMPUTE,V18_35D_PRICE_HISTORY_RECOMPUTE,V18_35D_PRICE_HISTORY_RECOMPUTE;V18_35D_PRICE_HISTORY_RECOMPUTE,TRUE,FALSE,FALSE,TRUE,NONE,FRESH_LATEST_PRICE_DATE,FALSE,TRUE,14,14
15,VECO,46.907178,V18_35D_FULL_UNIVERSE_RECOMPUTE,V18_35D_PRICE_HISTORY_RECOMPUTE;V18_35D_PRICE_HISTORY_RECOMPUTE,NONE,OK_RECOMPUTED_FACTOR_TECHNICAL,V18_35D_PRICE_HISTORY_RECOMPUTE;V18_35D_PRICE_HISTORY_RECOMPUTE,factor_pack_score;technical_timing_score,2026-05-29,57.63999938964844,TECH_TIMING_V18_35D_RECOMPUTE,,NOT_AVAILABLE_RESERVED,BB_UPPER_HALF,REVIEW_ONLY,REVIEW_ONLY,V18.35D recomputed from existing factor/technical formulas; no fake scores.,V18_35D_PRICE_HISTORY_RECOMPUTE,V18_35D_PRICE_HISTORY_RECOMPUTE,V18_35D_PRICE_HISTORY_RECOMPUTE;V18_35D_PRICE_HISTORY_RECOMPUTE,TRUE,FALSE,FALSE,TRUE,NONE,FRESH_LATEST_PRICE_DATE,FALSE,TRUE,15,15
16,PUMP,46.334602,V18_35D_FULL_UNIVERSE_RECOMPUTE,V18_35D_PRICE_HISTORY_RECOMPUTE;V18_35D_PRICE_HISTORY_RECOMPUTE,NONE,OK_RECOMPUTED_FACTOR_TECHNICAL,V18_35D_PRICE_HISTORY_RECOMPUTE;V18_35D_PRICE_HISTORY_RECOMPUTE,factor_pack_score;technical_timing_score,2026-05-29,15.260000228881836,TECH_TIMING_V18_35D_RECOMPUTE,,NOT_AVAILABLE_RESERVED,BB_NEAR_LOWER,REVIEW_ONLY,WAIT_PULLBACK_REVIEW_ONLY,V18.35D recomputed from existing factor/technical formulas; no fake scores.,V18_35D_PRICE_HISTORY_RECOMPUTE,V18_35D_PRICE_HISTORY_RECOMPUTE,V18_35D_PRICE_HISTORY_RECOMPUTE;V18_35D_PRICE_HISTORY_RECOMPUTE,TRUE,FALSE,FALSE,TRUE,NONE,FRESH_LATEST_PRICE_DATE,FALSE,TRUE,16,16
17,ICHR,46.293189,V18_35D_FULL_UNIVERSE_RECOMPUTE,V18_35D_PRICE_HISTORY_RECOMPUTE;V18_35D_PRICE_HISTORY_RECOMPUTE,NONE,OK_RECOMPUTED_FACTOR_TECHNICAL,V18_35D_PRICE_HISTORY_RECOMPUTE;V18_35D_PRICE_HISTORY_RECOMPUTE,factor_pack_score;technical_timing_score,2026-05-29,71.5199966430664,TECH_TIMING_V18_35D_RECOMPUTE,,NOT_AVAILABLE_RESERVED,BB_MID,REVIEW_ONLY,REVIEW_ONLY,V18.35D recomputed from existing factor/technical formulas; no fake scores.,V18_35D_PRICE_HISTORY_RECOMPUTE,V18_35D_PRICE_HISTORY_RECOMPUTE,V18_35D_PRICE_HISTORY_RECOMPUTE;V18_35D_PRICE_HISTORY_RECOMPUTE,TRUE,FALSE,FALSE,TRUE,NONE,FRESH_LATEST_PRICE_DATE,FALSE,TRUE,17,17
18,VRT,46.267654,V18_35D_FULL_UNIVERSE_RECOMPUTE,V18_35D_PRICE_HISTORY_RECOMPUTE;V18_35D_PRICE_HISTORY_RECOMPUTE,NONE,OK_RECOMPUTED_FACTOR_TECHNICAL,V18_35D_PRICE_HISTORY_RECOMPUTE;V18_35D_PRICE_HISTORY_RECOMPUTE,factor_pack_score;technical_timing_score,2026-05-29,315.7099914550781,TECH_TIMING_V18_35D_RECOMPUTE,,NOT_AVAILABLE_RESERVED,BB_LOWER_HALF,REVIEW_ONLY,WAIT_PULLBACK_REVIEW_ONLY,V18.35D recomputed from existing factor/technical formulas; no fake scores.,V18_35D_PRICE_HISTORY_RECOMPUTE,V18_35D_PRICE_HISTORY_RECOMPUTE,V18_35D_PRICE_HISTORY_RECOMPUTE;V18_35D_PRICE_HISTORY_RECOMPUTE,TRUE,FALSE,FALSE,TRUE,NONE,FRESH_LATEST_PRICE_DATE,FALSE,TRUE,18,18
19,COHR,46.189931,V18_35D_FULL_UNIVERSE_RECOMPUTE,V18_35D_PRICE_HISTORY_RECOMPUTE;V18_35D_PRICE_HISTORY_RECOMPUTE,NONE,OK_RECOMPUTED_FACTOR_TECHNICAL,V18_35D_PRICE_HISTORY_RECOMPUTE;V18_35D_PRICE_HISTORY_RECOMPUTE,factor_pack_score;technical_timing_score,2026-05-29,361.4700012207031,TECH_TIMING_V18_35D_RECOMPUTE,,NOT_AVAILABLE_RESERVED,BB_UPPER_HALF,REVIEW_ONLY,REVIEW_ONLY,V18.35D recomputed from existing factor/technical formulas; no fake scores.,V18_35D_PRICE_HISTORY_RECOMPUTE,V18_35D_PRICE_HISTORY_RECOMPUTE,V18_35D_PRICE_HISTORY_RECOMPUTE;V18_35D_PRICE_HISTORY_RECOMPUTE,TRUE,FALSE,FALSE,TRUE,NONE,FRESH_LATEST_PRICE_DATE,FALSE,TRUE,19,19
20,TTMI,45.941409,V18_35D_FULL_UNIVERSE_RECOMPUTE,V18_35D_PRICE_HISTORY_RECOMPUTE;V18_35D_PRICE_HISTORY_RECOMPUTE,NONE,OK_RECOMPUTED_FACTOR_TECHNICAL,V18_35D_PRICE_HISTORY_RECOMPUTE;V18_35D_PRICE_HISTORY_RECOMPUTE,factor_pack_score;technical_timing_score,2026-05-29,173.72000122070312,TECH_TIMING_V18_35D_RECOMPUTE,,NOT_AVAILABLE_RESERVED,BB_UPPER_HALF,REVIEW_ONLY,REVIEW_ONLY,V18.35D recomputed from existing factor/technical formulas; no fake scores.,V18_35D_PRICE_HISTORY_RECOMPUTE,V18_35D_PRICE_HISTORY_RECOMPUTE,V18_35D_PRICE_HISTORY_RECOMPUTE;V18_35D_PRICE_HISTORY_RECOMPUTE,TRUE,FALSE,FALSE,TRUE,NONE,FRESH_LATEST_PRICE_DATE,FALSE,TRUE,20,20
21,CIEN,45.785996,V18_35D_FULL_UNIVERSE_RECOMPUTE,V18_35D_PRICE_HISTORY_RECOMPUTE;V18_35D_PRICE_HISTORY_RECOMPUTE,NONE,OK_RECOMPUTED_FACTOR_TECHNICAL,V18_35D_PRICE_HISTORY_RECOMPUTE;V18_35D_PRICE_HISTORY_RECOMPUTE,factor_pack_score;technical_timing_score,2026-05-29,580.22998046875,TECH_TIMING_V18_35D_RECOMPUTE,,NOT_AVAILABLE_RESERVED,BB_UPPER_HALF,REVIEW_ONLY,REVIEW_ONLY,V18.35D recomputed from existing factor/technical formulas; no fake scores.,V18_35D_PRICE_HISTORY_RECOMPUTE,V18_35D_PRICE_HISTORY_RECOMPUTE,V18_35D_PRICE_HISTORY_RECOMPUTE;V18_35D_PRICE_HISTORY_RECOMPUTE,TRUE,FALSE,FALSE,TRUE,NONE,FRESH_LATEST_PRICE_DATE,FALSE,TRUE,21,21
22,KEYS,45.725782,V18_35D_FULL_UNIVERSE_RECOMPUTE,V18_35D_PRICE_HISTORY_RECOMPUTE;V18_35D_PRICE_HISTORY_RECOMPUTE,NONE,OK_RECOMPUTED_FACTOR_TECHNICAL,V18_35D_PRICE_HISTORY_RECOMPUTE;V18_35D_PRICE_HISTORY_RECOMPUTE,factor_pack_score;technical_timing_score,2026-05-29,338.3299865722656,TECH_TIMING_V18_35D_RECOMPUTE,,NOT_AVAILABLE_RESERVED,BB_LOWER_HALF,REVIEW_ONLY,WAIT_PULLBACK_REVIEW_ONLY,V18.35D recomputed from existing factor/technical formulas; no fake scores.,V18_35D_PRICE_HISTORY_RECOMPUTE,V18_35D_PRICE_HISTORY_RECOMPUTE,V18_35D_PRICE_HISTORY_RECOMPUTE;V18_35D_PRICE_HISTORY_RECOMPUTE,TRUE,FALSE,FALSE,TRUE,NONE,FRESH_LATEST_PRICE_DATE,FALSE,TRUE,22,22
23,FLEX,45.617067,V18_35D_FULL_UNIVERSE_RECOMPUTE,V18_35D_PRICE_HISTORY_RECOMPUTE;V18_35D_PRICE_HISTORY_RECOMPUTE,NONE,OK_RECOMPUTED_FACTOR_TECHNICAL,V18_35D_PRICE_HISTORY_RECOMPUTE;V18_35D_PRICE_HISTORY_RECOMPUTE,factor_pack_score;technical_timing_score,2026-05-29,150.77999877929688,TECH_TIMING_V18_35D_RECOMPUTE,,NOT_AVAILABLE_RESERVED,BB_UPPER_HALF,REVIEW_ONLY,REVIEW_ONLY,V18.35D recomputed from existing factor/technical formulas; no fake scores.,V18_35D_PRICE_HISTORY_RECOMPUTE,V18_35D_PRICE_HISTORY_RECOMPUTE,V18_35D_PRICE_HISTORY_RECOMPUTE;V18_35D_PRICE_HISTORY_RECOMPUTE,TRUE,FALSE,FALSE,TRUE,NONE,FRESH_LATEST_PRICE_DATE,FALSE,TRUE,23,23
24,GEV,44.880532,V18_35D_FULL_UNIVERSE_RECOMPUTE,V18_35D_PRICE_HISTORY_RECOMPUTE;V18_35D_PRICE_HISTORY_RECOMPUTE,NONE,OK_RECOMPUTED_FACTOR_TECHNICAL,V18_35D_PRICE_HISTORY_RECOMPUTE;V18_35D_PRICE_HISTORY_RECOMPUTE,factor_pack_score;technical_timing_score,2026-05-29,968.3200073242188,TECH_TIMING_V18_35D_RECOMPUTE,,NOT_AVAILABLE_RESERVED,BB_NEAR_LOWER,REVIEW_ONLY,WAIT_PULLBACK_REVIEW_ONLY,V18.35D recomputed from existing factor/technical formulas; no fake scores.,V18_35D_PRICE_HISTORY_RECOMPUTE,V18_35D_PRICE_HISTORY_RECOMPUTE,V18_35D_PRICE_HISTORY_RECOMPUTE;V18_35D_PRICE_HISTORY_RECOMPUTE,TRUE,FALSE,FALSE,TRUE,NONE,FRESH_LATEST_PRICE_DATE,FALSE,TRUE,24,24
25,GLW,44.756358,V18_35D_FULL_UNIVERSE_RECOMPUTE,V18_35D_PRICE_HISTORY_RECOMPUTE;V18_35D_PRICE_HISTORY_RECOMPUTE,NONE,OK_RECOMPUTED_FACTOR_TECHNICAL,V18_35D_PRICE_HISTORY_RECOMPUTE;V18_35D_PRICE_HISTORY_RECOMPUTE,factor_pack_score;technical_timing_score,2026-05-29,181.16000366210938,TECH_TIMING_V18_35D_RECOMPUTE,,NOT_AVAILABLE_RESERVED,BB_MID,REVIEW_ONLY,REVIEW_ONLY,V18.35D recomputed from existing factor/technical formulas; no fake scores.,V18_35D_PRICE_HISTORY_RECOMPUTE,V18_35D_PRICE_HISTORY_RECOMPUTE,V18_35D_PRICE_HISTORY_RECOMPUTE;V18_35D_PRICE_HISTORY_RECOMPUTE,TRUE,FALSE,FALSE,TRUE,NONE,FRESH_LATEST_PRICE_DATE,FALSE,TRUE,25,25
26,CAMT,44.245422,V18_35D_FULL_UNIVERSE_RECOMPUTE,V18_35D_PRICE_HISTORY_RECOMPUTE;V18_35D_PRICE_HISTORY_RECOMPUTE,NONE,OK_RECOMPUTED_FACTOR_TECHNICAL,V18_35D_PRICE_HISTORY_RECOMPUTE;V18_35D_PRICE_HISTORY_RECOMPUTE,factor_pack_score;technical_timing_score,2026-05-29,171.66000366210938,TECH_TIMING_V18_35D_RECOMPUTE,,NOT_AVAILABLE_RESERVED,BB_LOWER_HALF,REVIEW_ONLY,WAIT_PULLBACK_REVIEW_ONLY,V18.35D recomputed from existing factor/technical formulas; no fake scores.,V18_35D_PRICE_HISTORY_RECOMPUTE,V18_35D_PRICE_HISTORY_RECOMPUTE,V18_35D_PRICE_HISTORY_RECOMPUTE;V18_35D_PRICE_HISTORY_RECOMPUTE,TRUE,FALSE,FALSE,TRUE,NONE,FRESH_LATEST_PRICE_DATE,FALSE,TRUE,26,26
27,AGX,43.731868,V18_35D_FULL_UNIVERSE_RECOMPUTE,V18_35D_PRICE_HISTORY_RECOMPUTE;V18_35D_PRICE_HISTORY_RECOMPUTE,NONE,OK_RECOMPUTED_FACTOR_TECHNICAL,V18_35D_PRICE_HISTORY_RECOMPUTE;V18_35D_PRICE_HISTORY_RECOMPUTE,factor_pack_score;technical_timing_score,2026-05-29,667.02001953125,TECH_TIMING_V18_35D_RECOMPUTE,,NOT_AVAILABLE_RESERVED,BB_LOWER_HALF,REVIEW_ONLY,WAIT_PULLBACK_REVIEW_ONLY,V18.35D recomputed from existing factor/technical formulas; no fake scores.,V18_35D_PRICE_HISTORY_RECOMPUTE,V18_35D_PRICE_HISTORY_RECOMPUTE,V18_35D_PRICE_HISTORY_RECOMPUTE;V18_35D_PRICE_HISTORY_RECOMPUTE,TRUE,FALSE,FALSE,TRUE,NONE,FRESH_LATEST_PRICE_DATE,FALSE,TRUE,27,27
28,COHU,43.413636,V18_35D_FULL_UNIVERSE_RECOMPUTE,V18_35D_PRICE_HISTORY_RECOMPUTE;V18_35D_PRICE_HISTORY_RECOMPUTE,NONE,OK_RECOMPUTED_FACTOR_TECHNICAL,V18_35D_PRICE_HISTORY_RECOMPUTE;V18_35D_PRICE_HISTORY_RECOMPUTE,factor_pack_score;technical_timing_score,2026-05-29,52.75,TECH_TIMING_V18_35D_RECOMPUTE,,NOT_AVAILABLE_RESERVED,BB_NEAR_UPPER,REVIEW_ONLY,REVIEW_ONLY,V18.35D recomputed from existing factor/technical formulas; no fake scores.,V18_35D_PRICE_HISTORY_RECOMPUTE,V18_35D_PRICE_HISTORY_RECOMPUTE,V18_35D_PRICE_HISTORY_RECOMPUTE;V18_35D_PRICE_HISTORY_RECOMPUTE,TRUE,FALSE,FALSE,TRUE,NONE,FRESH_LATEST_PRICE_DATE,FALSE,TRUE,28,28
