source_path,archive_group,proposed_later_action,size_mb,confidence,reason,reference_count,referenced_by_sample,source_exists,zip_path,zip_verified
outputs/v17/raw105_decision/v17_8A_raw105_full_decision_daily.csv,OLD_GENERATED_REPORTS,DELETE_AFTER_ARCHIVE_VERIFICATION_CANDIDATE,0.043,HIGH,Verified archived original from OLD_GENERATED_REPORTS; eligible for later delete step.,0,,TRUE,archive/legacy_cleanup/V18_20G_verified_legacy_archive_20260519_200428/V18_20G_old_generated_reports.zip,TRUE
outputs/v18/factor_audit/V18_4D_FACTOR_PACK_AUDIT_20260518_212255.csv,OLD_GENERATED_REPORTS,DELETE_AFTER_ARCHIVE_VERIFICATION_CANDIDATE,0.042,HIGH,Verified archived original from OLD_GENERATED_REPORTS; eligible for later delete step.,0,,TRUE,archive/legacy_cleanup/V18_20G_verified_legacy_archive_20260519_200428/V18_20G_old_generated_reports.zip,TRUE
outputs/v18/factor_audit/V18_4D_FACTOR_PACK_AUDIT_20260518_164556.csv,OLD_GENERATED_REPORTS,DELETE_AFTER_ARCHIVE_VERIFICATION_CANDIDATE,0.038,HIGH,Verified archived original from OLD_GENERATED_REPORTS; eligible for later delete step.,0,,TRUE,archive/legacy_cleanup/V18_20G_verified_legacy_archive_20260519_200428/V18_20G_old_generated_reports.zip,TRUE
archive/deprecated/v18_4K_workspace_cleanup_20260515_172036/outputs/v16/universe/V16_FULL_UNIVERSE_SECOND_STAGE.csv,OLD_GENERATED_REPORTS,DELETE_AFTER_ARCHIVE_VERIFICATION_CANDIDATE,0.034,HIGH,Verified archived original from OLD_GENERATED_REPORTS; eligible for later delete step.,0,,TRUE,archive/legacy_cleanup/V18_20G_verified_legacy_archive_20260519_200428/V18_20G_old_generated_reports.zip,TRUE
outputs/v18/factor_audit/V18_4D_FACTOR_PACK_AUDIT_20260518_131117.csv,OLD_GENERATED_REPORTS,DELETE_AFTER_ARCHIVE_VERIFICATION_CANDIDATE,0.034,HIGH,Verified archived original from OLD_GENERATED_REPORTS; eligible for later delete step.,0,,TRUE,archive/legacy_cleanup/V18_20G_verified_legacy_archive_20260519_200428/V18_20G_old_generated_reports.zip,TRUE
outputs/v18/factor_audit/V18_4D_FACTOR_PACK_AUDIT_20260518_130616.csv,OLD_GENERATED_REPORTS,DELETE_AFTER_ARCHIVE_VERIFICATION_CANDIDATE,0.031,HIGH,Verified archived original from OLD_GENERATED_REPORTS; eligible for later delete step.,0,,TRUE,archive/legacy_cleanup/V18_20G_verified_legacy_archive_20260519_200428/V18_20G_old_generated_reports.zip,TRUE
outputs/v18/technical_timing/V18_6A_TECHNICAL_TIMING_20260518_130842.csv,OLD_GENERATED_REPORTS,DELETE_AFTER_ARCHIVE_VERIFICATION_CANDIDATE,0.031,HIGH,Verified archived original from OLD_GENERATED_REPORTS; eligible for later delete step.,0,,TRUE,archive/legacy_cleanup/V18_20G_verified_legacy_archive_20260519_200428/V18_20G_old_generated_reports.zip,TRUE
outputs/v18/technical_timing/V18_6A_TECHNICAL_TIMING_20260518_131309.csv,OLD_GENERATED_REPORTS,DELETE_AFTER_ARCHIVE_VERIFICATION_CANDIDATE,0.031,HIGH,Verified archived original from OLD_GENERATED_REPORTS; eligible for later delete step.,0,,TRUE,archive/legacy_cleanup/V18_20G_verified_legacy_archive_20260519_200428/V18_20G_old_generated_reports.zip,TRUE
outputs/v18/technical_timing/V18_6A_TECHNICAL_TIMING_20260518_164814.csv,OLD_GENERATED_REPORTS,DELETE_AFTER_ARCHIVE_VERIFICATION_CANDIDATE,0.031,HIGH,Verified archived original from OLD_GENERATED_REPORTS; eligible for later delete step.,0,,TRUE,archive/legacy_cleanup/V18_20G_verified_legacy_archive_20260519_200428/V18_20G_old_generated_reports.zip,TRUE
outputs/v18/technical_timing/V18_6A_TECHNICAL_TIMING_20260518_212536.csv,OLD_GENERATED_REPORTS,DELETE_AFTER_ARCHIVE_VERIFICATION_CANDIDATE,0.031,HIGH,Verified archived original from OLD_GENERATED_REPORTS; eligible for later delete step.,0,,TRUE,archive/legacy_cleanup/V18_20G_verified_legacy_archive_20260519_200428/V18_20G_old_generated_reports.zip,TRUE
outputs/v18/technical_timing/V18_6A_TECHNICAL_TIMING_20260518_213915.csv,OLD_GENERATED_REPORTS,DELETE_AFTER_ARCHIVE_VERIFICATION_CANDIDATE,0.031,HIGH,Verified archived original from OLD_GENERATED_REPORTS; eligible for later delete step.,0,,TRUE,archive/legacy_cleanup/V18_20G_verified_legacy_archive_20260519_200428/V18_20G_old_generated_reports.zip,TRUE
outputs/v18/technical_timing/V18_6A_TECHNICAL_TIMING_20260519_105633.csv,OLD_GENERATED_REPORTS,DELETE_AFTER_ARCHIVE_VERIFICATION_CANDIDATE,0.030,HIGH,Verified archived original from OLD_GENERATED_REPORTS; eligible for later delete step.,0,,TRUE,archive/legacy_cleanup/V18_20G_verified_legacy_archive_20260519_200428/V18_20G_old_generated_reports.zip,TRUE
archive/deprecated/v18_4K_workspace_cleanup_20260515_172036/outputs/v17/raw105_decision/v17_8B_raw105_decision_readable_panel.csv,OLD_GENERATED_REPORTS,DELETE_AFTER_ARCHIVE_VERIFICATION_CANDIDATE,0.028,HIGH,Verified archived original from OLD_GENERATED_REPORTS; eligible for later delete step.,0,,TRUE,archive/legacy_cleanup/V18_20G_verified_legacy_archive_20260519_200428/V18_20G_old_generated_reports.zip,TRUE
outputs/v17/raw105_decision/v17_8B_raw105_decision_readable_panel.csv,OLD_GENERATED_REPORTS,DELETE_AFTER_ARCHIVE_VERIFICATION_CANDIDATE,0.027,HIGH,Verified archived original from OLD_GENERATED_REPORTS; eligible for later delete step.,0,,TRUE,archive/legacy_cleanup/V18_20G_verified_legacy_archive_20260519_200428/V18_20G_old_generated_reports.zip,TRUE
archive/deprecated/v18_4K_workspace_cleanup_20260515_172036/outputs/v16/universe/V16_SECOND_STAGE_WATCHLIST.csv,OLD_GENERATED_REPORTS,DELETE_AFTER_ARCHIVE_VERIFICATION_CANDIDATE,0.026,HIGH,Verified archived original from OLD_GENERATED_REPORTS; eligible for later delete step.,0,,TRUE,archive/legacy_cleanup/V18_20G_verified_legacy_archive_20260519_200428/V18_20G_old_generated_reports.zip,TRUE
outputs/v17/raw_universe_audit/v17_7_raw_universe_full_screen_audit.csv,OLD_GENERATED_REPORTS,DELETE_AFTER_ARCHIVE_VERIFICATION_CANDIDATE,0.026,HIGH,Verified archived original from OLD_GENERATED_REPORTS; eligible for later delete step.,0,,TRUE,archive/legacy_cleanup/V18_20G_verified_legacy_archive_20260519_200428/V18_20G_old_generated_reports.zip,TRUE
archive/deprecated/v18_4K_workspace_cleanup_20260515_172036/outputs/v17/raw_universe_audit/v17_7B_universe_semantic_audit.csv,OLD_GENERATED_REPORTS,DELETE_AFTER_ARCHIVE_VERIFICATION_CANDIDATE,0.024,HIGH,Verified archived original from OLD_GENERATED_REPORTS; eligible for later delete step.,0,,TRUE,archive/legacy_cleanup/V18_20G_verified_legacy_archive_20260519_200428/V18_20G_old_generated_reports.zip,TRUE
outputs/v17/raw_universe_audit/v17_7B_universe_semantic_audit.csv,OLD_GENERATED_REPORTS,DELETE_AFTER_ARCHIVE_VERIFICATION_CANDIDATE,0.024,HIGH,Verified archived original from OLD_GENERATED_REPORTS; eligible for later delete step.,0,,TRUE,archive/legacy_cleanup/V18_20G_verified_legacy_archive_20260519_200428/V18_20G_old_generated_reports.zip,TRUE
archive/deprecated/v18_4K_workspace_cleanup_20260515_172036/outputs/v16/universe/V16_FULL_UNIVERSE_SCREENED.csv,OLD_GENERATED_REPORTS,DELETE_AFTER_ARCHIVE_VERIFICATION_CANDIDATE,0.023,HIGH,Verified archived original from OLD_GENERATED_REPORTS; eligible for later delete step.,0,,TRUE,archive/legacy_cleanup/V18_20G_verified_legacy_archive_20260519_200428/V18_20G_old_generated_reports.zip,TRUE
archive/deprecated/v18_4K_workspace_cleanup_20260515_172036/outputs/v17/raw_universe_audit/v17_7_raw_universe_full_screen_audit.csv,OLD_GENERATED_REPORTS,DELETE_AFTER_ARCHIVE_VERIFICATION_CANDIDATE,0.021,HIGH,Verified archived original from OLD_GENERATED_REPORTS; eligible for later delete step.,0,,TRUE,archive/legacy_cleanup/V18_20G_verified_legacy_archive_20260519_200428/V18_20G_old_generated_reports.zip,TRUE
archive/deprecated/v18_4K_workspace_cleanup_20260515_172036/outputs/v17/raw_universe_audit/v17_7F_B_price_freshness_acceptance.csv,OLD_GENERATED_REPORTS,DELETE_AFTER_ARCHIVE_VERIFICATION_CANDIDATE,0.019,HIGH,Verified archived original from OLD_GENERATED_REPORTS; eligible for later delete step.,0,,TRUE,archive/legacy_cleanup/V18_20G_verified_legacy_archive_20260519_200428/V18_20G_old_generated_reports.zip,TRUE
outputs/v17/raw_universe_audit/v17_7D_main_compute_delta_audit.csv,OLD_GENERATED_REPORTS,DELETE_AFTER_ARCHIVE_VERIFICATION_CANDIDATE,0.019,HIGH,Verified archived original from OLD_GENERATED_REPORTS; eligible for later delete step.,0,,TRUE,archive/legacy_cleanup/V18_20G_verified_legacy_archive_20260519_200428/V18_20G_old_generated_reports.zip,TRUE
outputs/v17/raw_universe_audit/v17_7F_B_price_freshness_acceptance.csv,OLD_GENERATED_REPORTS,DELETE_AFTER_ARCHIVE_VERIFICATION_CANDIDATE,0.018,HIGH,Verified archived original from OLD_GENERATED_REPORTS; eligible for later delete step.,0,,TRUE,archive/legacy_cleanup/V18_20G_verified_legacy_archive_20260519_200428/V18_20G_old_generated_reports.zip,TRUE
archive/deprecated/v18_4K_workspace_cleanup_20260515_172036/outputs/v16/universe/V16_FULL_UNIVERSE_SELECTED_FOR_EXECUTION.csv,OLD_GENERATED_REPORTS,DELETE_AFTER_ARCHIVE_VERIFICATION_CANDIDATE,0.015,HIGH,Verified archived original from OLD_GENERATED_REPORTS; eligible for later delete step.,0,,TRUE,archive/legacy_cleanup/V18_20G_verified_legacy_archive_20260519_200428/V18_20G_old_generated_reports.zip,TRUE
archive/deprecated/v18_4K_workspace_cleanup_20260515_172036/outputs/v16/universe/V16_FULL_UNIVERSE_RAW.csv,OLD_GENERATED_REPORTS,DELETE_AFTER_ARCHIVE_VERIFICATION_CANDIDATE,0.014,HIGH,Verified archived original from OLD_GENERATED_REPORTS; eligible for later delete step.,0,,TRUE,archive/legacy_cleanup/V18_20G_verified_legacy_archive_20260519_200428/V18_20G_old_generated_reports.zip,TRUE
outputs/v17/price/v17_6E_screened_universe_tickers.csv,OLD_GENERATED_REPORTS,DELETE_AFTER_ARCHIVE_VERIFICATION_CANDIDATE,0.014,HIGH,Verified archived original from OLD_GENERATED_REPORTS; eligible for later delete step.,0,,TRUE,archive/legacy_cleanup/V18_20G_verified_legacy_archive_20260519_200428/V18_20G_old_generated_reports.zip,TRUE
archive/deprecated/v18_4K_workspace_cleanup_20260515_172036/outputs/v17/raw_universe_audit/v17_7F_raw105_latest_price_refresh.csv,OLD_GENERATED_REPORTS,DELETE_AFTER_ARCHIVE_VERIFICATION_CANDIDATE,0.013,HIGH,Verified archived original from OLD_GENERATED_REPORTS; eligible for later delete step.,0,,TRUE,archive/legacy_cleanup/V18_20G_verified_legacy_archive_20260519_200428/V18_20G_old_generated_reports.zip,TRUE
outputs/v17/raw_universe_audit/v17_7F_raw105_latest_price_refresh.csv,OLD_GENERATED_REPORTS,DELETE_AFTER_ARCHIVE_VERIFICATION_CANDIDATE,0.013,HIGH,Verified archived original from OLD_GENERATED_REPORTS; eligible for later delete step.,0,,TRUE,archive/legacy_cleanup/V18_20G_verified_legacy_archive_20260519_200428/V18_20G_old_generated_reports.zip,TRUE
archive/deprecated/v18_4K_workspace_cleanup_20260515_172036/outputs/v17/raw_universe_audit/v17_7D_main_compute_delta_audit.csv,OLD_GENERATED_REPORTS,DELETE_AFTER_ARCHIVE_VERIFICATION_CANDIDATE,0.012,HIGH,Verified archived original from OLD_GENERATED_REPORTS; eligible for later delete step.,0,,TRUE,archive/legacy_cleanup/V18_20G_verified_legacy_archive_20260519_200428/V18_20G_old_generated_reports.zip,TRUE
outputs/v17/price/v17_6E_screened_universe_latest_prices.csv,OLD_GENERATED_REPORTS,DELETE_AFTER_ARCHIVE_VERIFICATION_CANDIDATE,0.012,HIGH,Verified archived original from OLD_GENERATED_REPORTS; eligible for later delete step.,0,,TRUE,archive/legacy_cleanup/V18_20G_verified_legacy_archive_20260519_200428/V18_20G_old_generated_reports.zip,TRUE
archive/deprecated/v18_4K_workspace_cleanup_20260515_172036/outputs/v16/universe/V16_FULL_UNIVERSE_TOP_REVIEW.csv,OLD_GENERATED_REPORTS,DELETE_AFTER_ARCHIVE_VERIFICATION_CANDIDATE,0.011,HIGH,Verified archived original from OLD_GENERATED_REPORTS; eligible for later delete step.,0,,TRUE,archive/legacy_cleanup/V18_20G_verified_legacy_archive_20260519_200428/V18_20G_old_generated_reports.zip,TRUE
archive/deprecated/v18_4C_event_price_merge_20260514_223322/scripts/run_v16_daily_auto_update_before_v17_4_dashboard_20260511_175841.ps1,OLD_EXPERIMENTAL_WRAPPERS,KEEP_ARCHIVED_ONLY_DO_NOT_DELETE_ORIGINAL,0.010,MEDIUM,Archived original is not a generated-report original and should remain archived only.,0,,TRUE,archive/legacy_cleanup/V18_20G_verified_legacy_archive_20260519_200428/V18_20G_old_experimental_wrappers.zip,TRUE
outputs/v17/raw105_decision/v17_8B_actionable_buy_candidates.csv,OLD_GENERATED_REPORTS,DELETE_AFTER_ARCHIVE_VERIFICATION_CANDIDATE,0.010,HIGH,Verified archived original from OLD_GENERATED_REPORTS; eligible for later delete step.,0,,TRUE,archive/legacy_cleanup/V18_20G_verified_legacy_archive_20260519_200428/V18_20G_old_generated_reports.zip,TRUE
outputs/v17/raw105_decision/v17_8A_today_buy_candidates.csv,OLD_GENERATED_REPORTS,DELETE_AFTER_ARCHIVE_VERIFICATION_CANDIDATE,0.009,HIGH,Verified archived original from OLD_GENERATED_REPORTS; eligible for later delete step.,0,,TRUE,archive/legacy_cleanup/V18_20G_verified_legacy_archive_20260519_200428/V18_20G_old_generated_reports.zip,TRUE
archive/deprecated/v18_4K_workspace_cleanup_20260515_172036/outputs/v17/factor_effectiveness/v17_3_1B_factor_group_performance.csv,OLD_GENERATED_REPORTS,DELETE_AFTER_ARCHIVE_VERIFICATION_CANDIDATE,0.008,HIGH,Verified archived original from OLD_GENERATED_REPORTS; eligible for later delete step.,0,,TRUE,archive/legacy_cleanup/V18_20G_verified_legacy_archive_20260519_200428/V18_20G_old_generated_reports.zip,TRUE
archive/deprecated/v18_4K_workspace_cleanup_20260515_172036/outputs/v17/factor_effectiveness/v17_3_factor_group_performance.csv,OLD_GENERATED_REPORTS,DELETE_AFTER_ARCHIVE_VERIFICATION_CANDIDATE,0.008,HIGH,Verified archived original from OLD_GENERATED_REPORTS; eligible for later delete step.,0,,TRUE,archive/legacy_cleanup/V18_20G_verified_legacy_archive_20260519_200428/V18_20G_old_generated_reports.zip,TRUE
archive/deprecated/v18_4K_workspace_cleanup_20260515_172036/outputs/v17/raw105_decision/v17_8B_worth_review_but_locked.csv,OLD_GENERATED_REPORTS,DELETE_AFTER_ARCHIVE_VERIFICATION_CANDIDATE,0.008,HIGH,Verified archived original from OLD_GENERATED_REPORTS; eligible for later delete step.,0,,TRUE,archive/legacy_cleanup/V18_20G_verified_legacy_archive_20260519_200428/V18_20G_old_generated_reports.zip,TRUE
outputs/v17/raw105_decision/V17_8B_RAW105_FULL_DECISION_READABLE_PANEL.md,OLD_GENERATED_REPORTS,DELETE_AFTER_ARCHIVE_VERIFICATION_CANDIDATE,0.008,HIGH,Verified archived original from OLD_GENERATED_REPORTS; eligible for later delete step.,0,,TRUE,archive/legacy_cleanup/V18_20G_verified_legacy_archive_20260519_200428/V18_20G_old_generated_reports.zip,TRUE
archive/deprecated/v18_4K_workspace_cleanup_20260515_172036/outputs/v16/universe/V16_UNIVERSE_COVERAGE_AUDIT.md,OLD_GENERATED_REPORTS,DELETE_AFTER_ARCHIVE_VERIFICATION_CANDIDATE,0.007,HIGH,Verified archived original from OLD_GENERATED_REPORTS; eligible for later delete step.,0,,TRUE,archive/legacy_cleanup/V18_20G_verified_legacy_archive_20260519_200428/V18_20G_old_generated_reports.zip,TRUE
archive/deprecated/v18_4K_workspace_cleanup_20260515_172036/outputs/v17/price/v17_6E_screened_universe_latest_prices.csv,OLD_GENERATED_REPORTS,DELETE_AFTER_ARCHIVE_VERIFICATION_CANDIDATE,0.007,HIGH,Verified archived original from OLD_GENERATED_REPORTS; eligible for later delete step.,0,,TRUE,archive/legacy_cleanup/V18_20G_verified_legacy_archive_20260519_200428/V18_20G_old_generated_reports.zip,TRUE
archive/deprecated/v18_4K_workspace_cleanup_20260515_172036/outputs/v17/raw105_decision/v17_8A_today_watch_candidates.csv,OLD_GENERATED_REPORTS,DELETE_AFTER_ARCHIVE_VERIFICATION_CANDIDATE,0.007,HIGH,Verified archived original from OLD_GENERATED_REPORTS; eligible for later delete step.,0,,TRUE,archive/legacy_cleanup/V18_20G_verified_legacy_archive_20260519_200428/V18_20G_old_generated_reports.zip,TRUE
outputs/v17/raw_universe_audit/V17_7D_MAIN_COMPUTE_DELTA_AUDIT.md,OLD_GENERATED_REPORTS,DELETE_AFTER_ARCHIVE_VERIFICATION_CANDIDATE,0.007,HIGH,Verified archived original from OLD_GENERATED_REPORTS; eligible for later delete step.,0,,TRUE,archive/legacy_cleanup/V18_20G_verified_legacy_archive_20260519_200428/V18_20G_old_generated_reports.zip,TRUE
archive/deprecated/v18_4K_workspace_cleanup_20260515_172036/outputs/v16/read_center/V16_22_5_READABLE_DAILY_CONTROL_PANEL.md,OLD_GENERATED_REPORTS,DELETE_AFTER_ARCHIVE_VERIFICATION_CANDIDATE,0.006,HIGH,Verified archived original from OLD_GENERATED_REPORTS; eligible for later delete step.,0,,TRUE,archive/legacy_cleanup/V18_20G_verified_legacy_archive_20260519_200428/V18_20G_old_generated_reports.zip,TRUE
archive/deprecated/v18_4K_workspace_cleanup_20260515_172036/outputs/v17/price/v17_6E_screened_universe_tickers.csv,OLD_GENERATED_REPORTS,DELETE_AFTER_ARCHIVE_VERIFICATION_CANDIDATE,0.006,HIGH,Verified archived original from OLD_GENERATED_REPORTS; eligible for later delete step.,0,,TRUE,archive/legacy_cleanup/V18_20G_verified_legacy_archive_20260519_200428/V18_20G_old_generated_reports.zip,TRUE
archive/deprecated/v18_4K_workspace_cleanup_20260515_172036/outputs/v17/raw105_decision/V17_8B_RAW105_FULL_DECISION_READABLE_PANEL.md,OLD_GENERATED_REPORTS,DELETE_AFTER_ARCHIVE_VERIFICATION_CANDIDATE,0.006,HIGH,Verified archived original from OLD_GENERATED_REPORTS; eligible for later delete step.,0,,TRUE,archive/legacy_cleanup/V18_20G_verified_legacy_archive_20260519_200428/V18_20G_old_generated_reports.zip,TRUE
archive/deprecated/v18_4K_workspace_cleanup_20260515_172036/outputs/v17/ops/v17_cleanup_generated_outputs_20260512_233751.csv,OLD_GENERATED_REPORTS,DELETE_AFTER_ARCHIVE_VERIFICATION_CANDIDATE,0.005,HIGH,Verified archived original from OLD_GENERATED_REPORTS; eligible for later delete step.,0,,TRUE,archive/legacy_cleanup/V18_20G_verified_legacy_archive_20260519_200428/V18_20G_old_generated_reports.zip,TRUE
archive/deprecated/v18_4K_workspace_cleanup_20260515_172036/outputs/v18/factor_shadow/V18_3B_SHADOW_OFFICIAL_COMPARE_REPORT.md,OLD_GENERATED_REPORTS,DELETE_AFTER_ARCHIVE_VERIFICATION_CANDIDATE,0.005,HIGH,Verified archived original from OLD_GENERATED_REPORTS; eligible for later delete step.,0,,TRUE,archive/legacy_cleanup/V18_20G_verified_legacy_archive_20260519_200428/V18_20G_old_generated_reports.zip,TRUE
archive/deprecated/v18_4K_workspace_cleanup_20260515_172036/outputs/v18/factor_validation/V18_2B_FACTOR_CORRELATION_AND_SECTOR_REPORT.md,OLD_GENERATED_REPORTS,DELETE_AFTER_ARCHIVE_VERIFICATION_CANDIDATE,0.005,HIGH,Verified archived original from OLD_GENERATED_REPORTS; eligible for later delete step.,0,,TRUE,archive/legacy_cleanup/V18_20G_verified_legacy_archive_20260519_200428/V18_20G_old_generated_reports.zip,TRUE
outputs/v17/ops/v17_cleanup_generated_outputs_20260512_233751.csv,OLD_GENERATED_REPORTS,DELETE_AFTER_ARCHIVE_VERIFICATION_CANDIDATE,0.005,HIGH,Verified archived original from OLD_GENERATED_REPORTS; eligible for later delete step.,0,,TRUE,archive/legacy_cleanup/V18_20G_verified_legacy_archive_20260519_200428/V18_20G_old_generated_reports.zip,TRUE
outputs/v18/factor_shadow/V18_3B_SHADOW_OFFICIAL_COMPARE_REPORT.md,OLD_GENERATED_REPORTS,DELETE_AFTER_ARCHIVE_VERIFICATION_CANDIDATE,0.005,HIGH,Verified archived original from OLD_GENERATED_REPORTS; eligible for later delete step.,0,,TRUE,archive/legacy_cleanup/V18_20G_verified_legacy_archive_20260519_200428/V18_20G_old_generated_reports.zip,TRUE
outputs/v18/factor_validation/V18_2B_FACTOR_CORRELATION_AND_SECTOR_REPORT.md,OLD_GENERATED_REPORTS,DELETE_AFTER_ARCHIVE_VERIFICATION_CANDIDATE,0.005,HIGH,Verified archived original from OLD_GENERATED_REPORTS; eligible for later delete step.,0,,TRUE,archive/legacy_cleanup/V18_20G_verified_legacy_archive_20260519_200428/V18_20G_old_generated_reports.zip,TRUE
archive/deprecated/v18_4K_workspace_cleanup_20260515_172036/outputs/v16/universe/V16_SECOND_STAGE_TOP_CANDIDATES.csv,OLD_GENERATED_REPORTS,DELETE_AFTER_ARCHIVE_VERIFICATION_CANDIDATE,0.004,HIGH,Verified archived original from OLD_GENERATED_REPORTS; eligible for later delete step.,0,,TRUE,archive/legacy_cleanup/V18_20G_verified_legacy_archive_20260519_200428/V18_20G_old_generated_reports.zip,TRUE
archive/deprecated/v18_4K_workspace_cleanup_20260515_172036/outputs/v17/raw105_decision/V17_8A_RAW105_FULL_DECISION_DAILY.md,OLD_GENERATED_REPORTS,DELETE_AFTER_ARCHIVE_VERIFICATION_CANDIDATE,0.004,HIGH,Verified archived original from OLD_GENERATED_REPORTS; eligible for later delete step.,0,,TRUE,archive/legacy_cleanup/V18_20G_verified_legacy_archive_20260519_200428/V18_20G_old_generated_reports.zip,TRUE
archive/deprecated/v18_4K_workspace_cleanup_20260515_172036/outputs/v18/factor_shadow/V18_3B_R2_SHADOW_OFFICIAL_COMPARE_REPORT.md,OLD_GENERATED_REPORTS,DELETE_AFTER_ARCHIVE_VERIFICATION_CANDIDATE,0.004,HIGH,Verified archived original from OLD_GENERATED_REPORTS; eligible for later delete step.,0,,TRUE,archive/legacy_cleanup/V18_20G_verified_legacy_archive_20260519_200428/V18_20G_old_generated_reports.zip,TRUE
archive/deprecated/v18_4K_workspace_cleanup_20260515_172036/outputs/v18/factor_validation/V18_2A_FACTOR_VALIDATION_SUMMARY.csv,OLD_GENERATED_REPORTS,DELETE_AFTER_ARCHIVE_VERIFICATION_CANDIDATE,0.004,HIGH,Verified archived original from OLD_GENERATED_REPORTS; eligible for later delete step.,0,,TRUE,archive/legacy_cleanup/V18_20G_verified_legacy_archive_20260519_200428/V18_20G_old_generated_reports.zip,TRUE
