audit_time,category,version_key,path,exists,size_mb,last_write_time,action,reason,safe_to_delete,delete_command_preview
2026-05-18 16:17:21,ops_stable_snapshot_current_output,V18_12D_R1,D:\us-tech-quant\outputs\v18\ops\V18_12D_R1_CURRENT_STABLE_SNAPSHOT_REPORT.md,YES,0.001629,2026-05-18 14:53:46,KEEP_REQUIRED_CURRENT_OUTPUT,Current stable snapshot report/read-first output retained for traceability.,NO,
2026-05-18 16:17:21,ops_stable_snapshot_current_output,V18_12D_R1,D:\us-tech-quant\outputs\v18\ops\V18_12D_R1_READ_FIRST.txt,YES,0.001091,2026-05-18 14:53:46,KEEP_REQUIRED_CURRENT_OUTPUT,Current stable snapshot report/read-first output retained for traceability.,NO,
2026-05-18 16:17:21,ops_stable_snapshot_current_output,V18_12E_R1,D:\us-tech-quant\outputs\v18\ops\V18_12E_R1_CURRENT_STABLE_SNAPSHOT_REPORT.md,YES,0.001626,2026-05-18 15:05:24,KEEP_REQUIRED_CURRENT_OUTPUT,Current stable snapshot report/read-first output retained for traceability.,NO,
2026-05-18 16:17:21,ops_stable_snapshot_current_output,V18_12E_R1,D:\us-tech-quant\outputs\v18\ops\V18_12E_R1_READ_FIRST.txt,YES,0.001110,2026-05-18 15:05:24,KEEP_REQUIRED_CURRENT_OUTPUT,Current stable snapshot report/read-first output retained for traceability.,NO,
2026-05-18 16:17:21,ops_stable_snapshot_current_output,V18_12F_R1,D:\us-tech-quant\outputs\v18\ops\V18_12F_R1_CURRENT_STABLE_SNAPSHOT_REPORT.md,YES,0.001681,2026-05-18 15:54:53,KEEP_REQUIRED_CURRENT_OUTPUT,Current stable snapshot report/read-first output retained for traceability.,NO,
2026-05-18 16:17:21,ops_stable_snapshot_current_output,V18_12F_R1,D:\us-tech-quant\outputs\v18\ops\V18_12F_R1_READ_FIRST.txt,YES,0.001130,2026-05-18 15:54:53,KEEP_REQUIRED_CURRENT_OUTPUT,Current stable snapshot report/read-first output retained for traceability.,NO,
2026-05-18 16:17:21,ops_stable_snapshot_current_output,V18_12F_R2,D:\us-tech-quant\outputs\v18\ops\V18_12F_R2_CURRENT_STABLE_SNAPSHOT_REPORT.md,YES,0.001715,2026-05-18 16:10:49,KEEP_REQUIRED_CURRENT_OUTPUT,Current stable snapshot report/read-first output retained for traceability.,NO,
2026-05-18 16:17:21,ops_stable_snapshot_current_output,V18_12F_R2,D:\us-tech-quant\outputs\v18\ops\V18_12F_R2_READ_FIRST.txt,YES,0.001153,2026-05-18 16:10:49,KEEP_REQUIRED_CURRENT_OUTPUT,Current stable snapshot report/read-first output retained for traceability.,NO,
2026-05-18 16:17:21,ops_temp_log,,D:\us-tech-quant\outputs\v18\ops\V18_7B_STEP_1_V18_4C_RUNTIME_AUDIT_ONCE_20260518_130450.log,YES,0.000530,2026-05-18 13:04:52,DELETE_CANDIDATE_TEMP_LOG,Repeated V18.7B/V18.7D timestamped step log from heavy/interrupted V18.12F attempts.,YES,"Remove-Item -LiteralPath ""D:\us-tech-quant\outputs\v18\ops\V18_7B_STEP_1_V18_4C_RUNTIME_AUDIT_ONCE_20260518_130450.log"" -Force"
2026-05-18 16:17:21,ops_temp_log,,D:\us-tech-quant\outputs\v18\ops\V18_7B_STEP_1_V18_4C_RUNTIME_AUDIT_ONCE_20260518_131001.log,YES,0.000530,2026-05-18 13:10:02,DELETE_CANDIDATE_TEMP_LOG,Repeated V18.7B/V18.7D timestamped step log from heavy/interrupted V18.12F attempts.,YES,"Remove-Item -LiteralPath ""D:\us-tech-quant\outputs\v18\ops\V18_7B_STEP_1_V18_4C_RUNTIME_AUDIT_ONCE_20260518_131001.log"" -Force"
2026-05-18 16:17:21,ops_temp_log,,D:\us-tech-quant\outputs\v18\ops\V18_7B_STEP_1_V18_4C_RUNTIME_AUDIT_ONCE_20260518_152550.log,YES,0.000530,2026-05-18 15:25:51,DELETE_CANDIDATE_TEMP_LOG,Repeated V18.7B/V18.7D timestamped step log from heavy/interrupted V18.12F attempts.,YES,"Remove-Item -LiteralPath ""D:\us-tech-quant\outputs\v18\ops\V18_7B_STEP_1_V18_4C_RUNTIME_AUDIT_ONCE_20260518_152550.log"" -Force"
2026-05-18 16:17:21,ops_temp_log,,D:\us-tech-quant\outputs\v18\ops\V18_7B_STEP_1_V18_4C_RUNTIME_AUDIT_ONCE_20260518_153716.log,YES,0.000530,2026-05-18 15:37:17,DELETE_CANDIDATE_TEMP_LOG,Repeated V18.7B/V18.7D timestamped step log from heavy/interrupted V18.12F attempts.,YES,"Remove-Item -LiteralPath ""D:\us-tech-quant\outputs\v18\ops\V18_7B_STEP_1_V18_4C_RUNTIME_AUDIT_ONCE_20260518_153716.log"" -Force"
2026-05-18 16:17:21,ops_temp_log,,D:\us-tech-quant\outputs\v18\ops\V18_7B_STEP_2_V18_4C_FINAL_DAILY_SKIP_AUDIT_20260518_130450.log,YES,0.005932,2026-05-18 13:06:15,DELETE_CANDIDATE_TEMP_LOG,Repeated V18.7B/V18.7D timestamped step log from heavy/interrupted V18.12F attempts.,YES,"Remove-Item -LiteralPath ""D:\us-tech-quant\outputs\v18\ops\V18_7B_STEP_2_V18_4C_FINAL_DAILY_SKIP_AUDIT_20260518_130450.log"" -Force"
2026-05-18 16:17:21,ops_temp_log,,D:\us-tech-quant\outputs\v18\ops\V18_7B_STEP_2_V18_4C_FINAL_DAILY_SKIP_AUDIT_20260518_131001.log,YES,0.005932,2026-05-18 13:11:17,DELETE_CANDIDATE_TEMP_LOG,Repeated V18.7B/V18.7D timestamped step log from heavy/interrupted V18.12F attempts.,YES,"Remove-Item -LiteralPath ""D:\us-tech-quant\outputs\v18\ops\V18_7B_STEP_2_V18_4C_FINAL_DAILY_SKIP_AUDIT_20260518_131001.log"" -Force"
2026-05-18 16:17:21,ops_temp_log,,D:\us-tech-quant\outputs\v18\ops\V18_7B_STEP_2_V18_4C_FINAL_DAILY_SKIP_AUDIT_20260518_152550.log,YES,0.001263,2026-05-18 15:25:52,DELETE_CANDIDATE_TEMP_LOG,Repeated V18.7B/V18.7D timestamped step log from heavy/interrupted V18.12F attempts.,YES,"Remove-Item -LiteralPath ""D:\us-tech-quant\outputs\v18\ops\V18_7B_STEP_2_V18_4C_FINAL_DAILY_SKIP_AUDIT_20260518_152550.log"" -Force"
2026-05-18 16:17:21,ops_temp_log,,D:\us-tech-quant\outputs\v18\ops\V18_7B_STEP_2_V18_4C_FINAL_DAILY_SKIP_AUDIT_20260518_153716.log,YES,0.001263,2026-05-18 15:37:18,DELETE_CANDIDATE_TEMP_LOG,Repeated V18.7B/V18.7D timestamped step log from heavy/interrupted V18.12F attempts.,YES,"Remove-Item -LiteralPath ""D:\us-tech-quant\outputs\v18\ops\V18_7B_STEP_2_V18_4C_FINAL_DAILY_SKIP_AUDIT_20260518_153716.log"" -Force"
2026-05-18 16:17:21,ops_temp_log,,D:\us-tech-quant\outputs\v18\ops\V18_7B_STEP_3_V18_4D_FACTOR_PACK_AUDIT_REUSE_RUNTIME_20260518_130450.log,YES,0.000896,2026-05-18 13:08:25,DELETE_CANDIDATE_TEMP_LOG,Repeated V18.7B/V18.7D timestamped step log from heavy/interrupted V18.12F attempts.,YES,"Remove-Item -LiteralPath ""D:\us-tech-quant\outputs\v18\ops\V18_7B_STEP_3_V18_4D_FACTOR_PACK_AUDIT_REUSE_RUNTIME_20260518_130450.log"" -Force"
2026-05-18 16:17:21,ops_temp_log,,D:\us-tech-quant\outputs\v18\ops\V18_7B_STEP_3_V18_4D_FACTOR_PACK_AUDIT_REUSE_RUNTIME_20260518_131001.log,YES,0.000896,2026-05-18 13:12:54,DELETE_CANDIDATE_TEMP_LOG,Repeated V18.7B/V18.7D timestamped step log from heavy/interrupted V18.12F attempts.,YES,"Remove-Item -LiteralPath ""D:\us-tech-quant\outputs\v18\ops\V18_7B_STEP_3_V18_4D_FACTOR_PACK_AUDIT_REUSE_RUNTIME_20260518_131001.log"" -Force"
2026-05-18 16:17:21,ops_temp_log,,D:\us-tech-quant\outputs\v18\ops\V18_7B_STEP_4_V18_4E_FACTOR_OUTPUT_FORWARD_AUDIT_REUSE_AUDITS_20260518_130450.log,YES,0.001457,2026-05-18 13:08:34,DELETE_CANDIDATE_TEMP_LOG,Repeated V18.7B/V18.7D timestamped step log from heavy/interrupted V18.12F attempts.,YES,"Remove-Item -LiteralPath ""D:\us-tech-quant\outputs\v18\ops\V18_7B_STEP_4_V18_4E_FACTOR_OUTPUT_FORWARD_AUDIT_REUSE_AUDITS_20260518_130450.log"" -Force"
2026-05-18 16:17:21,ops_temp_log,,D:\us-tech-quant\outputs\v18\ops\V18_7B_STEP_4_V18_4E_FACTOR_OUTPUT_FORWARD_AUDIT_REUSE_AUDITS_20260518_131001.log,YES,0.001457,2026-05-18 13:13:02,DELETE_CANDIDATE_TEMP_LOG,Repeated V18.7B/V18.7D timestamped step log from heavy/interrupted V18.12F attempts.,YES,"Remove-Item -LiteralPath ""D:\us-tech-quant\outputs\v18\ops\V18_7B_STEP_4_V18_4E_FACTOR_OUTPUT_FORWARD_AUDIT_REUSE_AUDITS_20260518_131001.log"" -Force"
2026-05-18 16:17:21,ops_temp_log,,D:\us-tech-quant\outputs\v18\ops\V18_7B_STEP_5_V18_4F_FORWARD_TRACKER_FACTOR_COVERAGE_20260518_130450.log,YES,0.001274,2026-05-18 13:08:38,DELETE_CANDIDATE_TEMP_LOG,Repeated V18.7B/V18.7D timestamped step log from heavy/interrupted V18.12F attempts.,YES,"Remove-Item -LiteralPath ""D:\us-tech-quant\outputs\v18\ops\V18_7B_STEP_5_V18_4F_FORWARD_TRACKER_FACTOR_COVERAGE_20260518_130450.log"" -Force"
2026-05-18 16:17:21,ops_temp_log,,D:\us-tech-quant\outputs\v18\ops\V18_7B_STEP_5_V18_4F_FORWARD_TRACKER_FACTOR_COVERAGE_20260518_131001.log,YES,0.001253,2026-05-18 13:13:07,DELETE_CANDIDATE_TEMP_LOG,Repeated V18.7B/V18.7D timestamped step log from heavy/interrupted V18.12F attempts.,YES,"Remove-Item -LiteralPath ""D:\us-tech-quant\outputs\v18\ops\V18_7B_STEP_5_V18_4F_FORWARD_TRACKER_FACTOR_COVERAGE_20260518_131001.log"" -Force"
2026-05-18 16:17:21,ops_temp_log,,D:\us-tech-quant\outputs\v18\ops\V18_7B_STEP_6_V18_4G_SUMMARY_ONLY_20260518_130450.log,YES,0.001688,2026-05-18 13:08:38,DELETE_CANDIDATE_TEMP_LOG,Repeated V18.7B/V18.7D timestamped step log from heavy/interrupted V18.12F attempts.,YES,"Remove-Item -LiteralPath ""D:\us-tech-quant\outputs\v18\ops\V18_7B_STEP_6_V18_4G_SUMMARY_ONLY_20260518_130450.log"" -Force"
2026-05-18 16:17:21,ops_temp_log,,D:\us-tech-quant\outputs\v18\ops\V18_7B_STEP_6_V18_4G_SUMMARY_ONLY_20260518_131001.log,YES,0.001688,2026-05-18 13:13:07,DELETE_CANDIDATE_TEMP_LOG,Repeated V18.7B/V18.7D timestamped step log from heavy/interrupted V18.12F attempts.,YES,"Remove-Item -LiteralPath ""D:\us-tech-quant\outputs\v18\ops\V18_7B_STEP_6_V18_4G_SUMMARY_ONLY_20260518_131001.log"" -Force"
2026-05-18 16:17:21,ops_temp_log,,D:\us-tech-quant\outputs\v18\ops\V18_7B_STEP_7_V18_4I_PROMOTION_MERGE_SKIP_UPSTREAM_20260518_130450.log,YES,0.005301,2026-05-18 13:08:41,DELETE_CANDIDATE_TEMP_LOG,Repeated V18.7B/V18.7D timestamped step log from heavy/interrupted V18.12F attempts.,YES,"Remove-Item -LiteralPath ""D:\us-tech-quant\outputs\v18\ops\V18_7B_STEP_7_V18_4I_PROMOTION_MERGE_SKIP_UPSTREAM_20260518_130450.log"" -Force"
2026-05-18 16:17:21,ops_temp_log,,D:\us-tech-quant\outputs\v18\ops\V18_7B_STEP_7_V18_4I_PROMOTION_MERGE_SKIP_UPSTREAM_20260518_131001.log,YES,0.005301,2026-05-18 13:13:08,DELETE_CANDIDATE_TEMP_LOG,Repeated V18.7B/V18.7D timestamped step log from heavy/interrupted V18.12F attempts.,YES,"Remove-Item -LiteralPath ""D:\us-tech-quant\outputs\v18\ops\V18_7B_STEP_7_V18_4I_PROMOTION_MERGE_SKIP_UPSTREAM_20260518_131001.log"" -Force"
2026-05-18 16:17:21,ops_temp_log,,D:\us-tech-quant\outputs\v18\ops\V18_7B_STEP_8_V18_4J_READ_CENTER_CLEANUP_ONLY_20260518_130450.log,YES,0.001242,2026-05-18 13:08:41,DELETE_CANDIDATE_TEMP_LOG,Repeated V18.7B/V18.7D timestamped step log from heavy/interrupted V18.12F attempts.,YES,"Remove-Item -LiteralPath ""D:\us-tech-quant\outputs\v18\ops\V18_7B_STEP_8_V18_4J_READ_CENTER_CLEANUP_ONLY_20260518_130450.log"" -Force"
2026-05-18 16:17:21,ops_temp_log,,D:\us-tech-quant\outputs\v18\ops\V18_7B_STEP_8_V18_4J_READ_CENTER_CLEANUP_ONLY_20260518_131001.log,YES,0.001242,2026-05-18 13:13:09,DELETE_CANDIDATE_TEMP_LOG,Repeated V18.7B/V18.7D timestamped step log from heavy/interrupted V18.12F attempts.,YES,"Remove-Item -LiteralPath ""D:\us-tech-quant\outputs\v18\ops\V18_7B_STEP_8_V18_4J_READ_CENTER_CLEANUP_ONLY_20260518_131001.log"" -Force"
2026-05-18 16:17:21,ops_temp_log,,D:\us-tech-quant\outputs\v18\ops\V18_7D_STEP_1_V18_7B_FAST_MAIN_CHAIN_20260518_130450.log,YES,0.026314,2026-05-18 13:08:41,DELETE_CANDIDATE_TEMP_LOG,Repeated V18.7B/V18.7D timestamped step log from heavy/interrupted V18.12F attempts.,YES,"Remove-Item -LiteralPath ""D:\us-tech-quant\outputs\v18\ops\V18_7D_STEP_1_V18_7B_FAST_MAIN_CHAIN_20260518_130450.log"" -Force"
2026-05-18 16:17:21,ops_temp_log,,D:\us-tech-quant\outputs\v18\ops\V18_7D_STEP_1_V18_7B_FAST_MAIN_CHAIN_20260518_131001.log,YES,0.026291,2026-05-18 13:13:09,DELETE_CANDIDATE_TEMP_LOG,Repeated V18.7B/V18.7D timestamped step log from heavy/interrupted V18.12F attempts.,YES,"Remove-Item -LiteralPath ""D:\us-tech-quant\outputs\v18\ops\V18_7D_STEP_1_V18_7B_FAST_MAIN_CHAIN_20260518_131001.log"" -Force"
2026-05-18 16:17:21,ops_temp_log,,D:\us-tech-quant\outputs\v18\ops\V18_7D_STEP_1_V18_7B_FAST_MAIN_CHAIN_20260518_152549.log,YES,0.003237,2026-05-18 15:25:52,DELETE_CANDIDATE_TEMP_LOG,Repeated V18.7B/V18.7D timestamped step log from heavy/interrupted V18.12F attempts.,YES,"Remove-Item -LiteralPath ""D:\us-tech-quant\outputs\v18\ops\V18_7D_STEP_1_V18_7B_FAST_MAIN_CHAIN_20260518_152549.log"" -Force"
2026-05-18 16:17:21,ops_temp_log,,D:\us-tech-quant\outputs\v18\ops\V18_7D_STEP_1_V18_7B_FAST_MAIN_CHAIN_20260518_153716.log,YES,0.003237,2026-05-18 15:37:18,DELETE_CANDIDATE_TEMP_LOG,Repeated V18.7B/V18.7D timestamped step log from heavy/interrupted V18.12F attempts.,YES,"Remove-Item -LiteralPath ""D:\us-tech-quant\outputs\v18\ops\V18_7D_STEP_1_V18_7B_FAST_MAIN_CHAIN_20260518_153716.log"" -Force"
2026-05-18 16:17:21,ops_temp_log,,D:\us-tech-quant\outputs\v18\ops\V18_7D_STEP_2_V18_6A_TECHNICAL_TIMING_REFRESH_20260518_130450.log,YES,0.003471,2026-05-18 13:09:16,DELETE_CANDIDATE_TEMP_LOG,Repeated V18.7B/V18.7D timestamped step log from heavy/interrupted V18.12F attempts.,YES,"Remove-Item -LiteralPath ""D:\us-tech-quant\outputs\v18\ops\V18_7D_STEP_2_V18_6A_TECHNICAL_TIMING_REFRESH_20260518_130450.log"" -Force"
2026-05-18 16:17:21,ops_temp_log,,D:\us-tech-quant\outputs\v18\ops\V18_7D_STEP_2_V18_6A_TECHNICAL_TIMING_REFRESH_20260518_131001.log,YES,0.004379,2026-05-18 13:13:42,DELETE_CANDIDATE_TEMP_LOG,Repeated V18.7B/V18.7D timestamped step log from heavy/interrupted V18.12F attempts.,YES,"Remove-Item -LiteralPath ""D:\us-tech-quant\outputs\v18\ops\V18_7D_STEP_2_V18_6A_TECHNICAL_TIMING_REFRESH_20260518_131001.log"" -Force"
2026-05-18 16:17:21,ops_temp_log,,D:\us-tech-quant\outputs\v18\ops\V18_7D_STEP_3_V18_6C_R1_TECHNICAL_FRESHNESS_GUARD_20260518_131001.log,YES,0.002390,2026-05-18 13:13:43,DELETE_CANDIDATE_TEMP_LOG,Repeated V18.7B/V18.7D timestamped step log from heavy/interrupted V18.12F attempts.,YES,"Remove-Item -LiteralPath ""D:\us-tech-quant\outputs\v18\ops\V18_7D_STEP_3_V18_6C_R1_TECHNICAL_FRESHNESS_GUARD_20260518_131001.log"" -Force"
2026-05-18 16:17:21,ops_temp_log,,D:\us-tech-quant\outputs\v18\ops\V18_7D_STEP_4_V18_6D_TECHNICAL_TIMING_READ_CENTER_20260518_131001.log,YES,0.002026,2026-05-18 13:13:44,DELETE_CANDIDATE_TEMP_LOG,Repeated V18.7B/V18.7D timestamped step log from heavy/interrupted V18.12F attempts.,YES,"Remove-Item -LiteralPath ""D:\us-tech-quant\outputs\v18\ops\V18_7D_STEP_4_V18_6D_TECHNICAL_TIMING_READ_CENTER_20260518_131001.log"" -Force"
2026-05-18 16:17:21,ops_temp_log,,D:\us-tech-quant\outputs\v18\ops\V18_7D_STEP_5_V18_6E_FINAL_READ_CENTER_WITH_TECHNICAL_20260518_131001.log,YES,0.001976,2026-05-18 13:13:45,DELETE_CANDIDATE_TEMP_LOG,Repeated V18.7B/V18.7D timestamped step log from heavy/interrupted V18.12F attempts.,YES,"Remove-Item -LiteralPath ""D:\us-tech-quant\outputs\v18\ops\V18_7D_STEP_5_V18_6E_FINAL_READ_CENTER_WITH_TECHNICAL_20260518_131001.log"" -Force"
2026-05-18 16:17:21,sell_timing_generated_output,,D:\us-tech-quant\outputs\v18\sell_timing\V18_12A_CURRENT_SELL_TIMING_INPUT_AUDIT.csv,YES,0.001823,2026-05-18 16:10:47,REVIEW_MANUALLY,Generated sell timing output not in required-current preserve list; review manually before any cleanup.,NO,
2026-05-18 16:17:21,sell_timing_generated_output,,D:\us-tech-quant\outputs\v18\sell_timing\V18_12A_CURRENT_SELL_TIMING_SHADOW.csv,YES,0.000495,2026-05-18 16:10:47,REVIEW_MANUALLY,Generated sell timing output not in required-current preserve list; review manually before any cleanup.,NO,
2026-05-18 16:17:21,sell_timing_generated_output,,D:\us-tech-quant\outputs\v18\sell_timing\V18_12A_CURRENT_SELL_TIMING_SHADOW_REPORT.md,YES,0.003066,2026-05-18 16:10:47,REVIEW_MANUALLY,Generated sell timing output not in required-current preserve list; review manually before any cleanup.,NO,
2026-05-18 16:17:21,sell_timing_generated_output,,D:\us-tech-quant\outputs\v18\sell_timing\V18_12B_CURRENT_SELL_TIMING_TECHNICAL_LABEL.csv,YES,0.001002,2026-05-18 16:10:48,REVIEW_MANUALLY,Generated sell timing output not in required-current preserve list; review manually before any cleanup.,NO,
2026-05-18 16:17:21,sell_timing_generated_output,,D:\us-tech-quant\outputs\v18\sell_timing\V18_12B_CURRENT_SELL_TIMING_TECHNICAL_LABEL_REPORT.md,YES,0.003158,2026-05-18 16:10:48,REVIEW_MANUALLY,Generated sell timing output not in required-current preserve list; review manually before any cleanup.,NO,
2026-05-18 16:17:21,sell_timing_generated_output,,D:\us-tech-quant\outputs\v18\sell_timing\V18_12B_CURRENT_TECHNICAL_LABEL_INPUT_AUDIT.csv,YES,0.014065,2026-05-18 16:10:48,REVIEW_MANUALLY,Generated sell timing output not in required-current preserve list; review manually before any cleanup.,NO,
2026-05-18 16:17:21,sell_timing_generated_output,,D:\us-tech-quant\outputs\v18\sell_timing\V18_12C_CURRENT_POSITION_LIFECYCLE_INPUT_AUDIT.csv,YES,0.001870,2026-05-18 16:10:48,REVIEW_MANUALLY,Generated sell timing output not in required-current preserve list; review manually before any cleanup.,NO,
2026-05-18 16:17:21,sell_timing_generated_output,,D:\us-tech-quant\outputs\v18\sell_timing\V18_12C_CURRENT_POSITION_LIFECYCLE_REVIEW.csv,YES,0.000632,2026-05-18 16:10:48,REVIEW_MANUALLY,Generated sell timing output not in required-current preserve list; review manually before any cleanup.,NO,
2026-05-18 16:17:21,sell_timing_generated_output,,D:\us-tech-quant\outputs\v18\sell_timing\V18_12C_CURRENT_POSITION_LIFECYCLE_REVIEW_REPORT.md,YES,0.001659,2026-05-18 16:10:48,REVIEW_MANUALLY,Generated sell timing output not in required-current preserve list; review manually before any cleanup.,NO,
2026-05-18 16:17:21,sell_timing_generated_output,,D:\us-tech-quant\outputs\v18\sell_timing\V18_12D_CURRENT_EXIT_SIGNAL_FORWARD_VALIDATION.csv,YES,0.000833,2026-05-18 16:10:49,REVIEW_MANUALLY,Generated sell timing output not in required-current preserve list; review manually before any cleanup.,NO,
2026-05-18 16:17:21,sell_timing_generated_output,,D:\us-tech-quant\outputs\v18\sell_timing\V18_12D_CURRENT_EXIT_SIGNAL_FORWARD_VALIDATION_INPUT_AUDIT.csv,YES,0.011186,2026-05-18 16:10:49,REVIEW_MANUALLY,Generated sell timing output not in required-current preserve list; review manually before any cleanup.,NO,
2026-05-18 16:17:21,sell_timing_generated_output,,D:\us-tech-quant\outputs\v18\sell_timing\V18_12D_CURRENT_EXIT_SIGNAL_FORWARD_VALIDATION_REPORT.md,YES,0.001923,2026-05-18 16:10:49,REVIEW_MANUALLY,Generated sell timing output not in required-current preserve list; review manually before any cleanup.,NO,
2026-05-18 16:17:21,sell_timing_generated_output,,D:\us-tech-quant\outputs\v18\sell_timing\V18_12E_CURRENT_SELL_TIMING_DAILY_INPUT_AUDIT.csv,YES,0.000910,2026-05-18 16:10:49,REVIEW_MANUALLY,Generated sell timing output not in required-current preserve list; review manually before any cleanup.,NO,
2026-05-18 16:17:21,sell_timing_generated_output,,D:\us-tech-quant\outputs\v18\sell_timing\V18_12E_CURRENT_SELL_TIMING_DAILY_READ_CENTER.md,YES,0.001388,2026-05-18 16:10:49,REVIEW_MANUALLY,Generated sell timing output not in required-current preserve list; review manually before any cleanup.,NO,
2026-05-18 16:17:21,sell_timing_generated_output,,D:\us-tech-quant\outputs\v18\sell_timing\V18_12E_CURRENT_SELL_TIMING_DAILY_SUMMARY.csv,YES,0.002145,2026-05-18 16:10:49,REVIEW_MANUALLY,Generated sell timing output not in required-current preserve list; review manually before any cleanup.,NO,
2026-05-18 16:17:21,sell_timing_required_current_output,,D:\us-tech-quant\outputs\v18\sell_timing\V18_12A_READ_FIRST.txt,YES,0.001198,2026-05-18 16:10:47,KEEP_REQUIRED_CURRENT_OUTPUT,Required current V18.12 sell timing output explicitly preserved.,NO,
2026-05-18 16:17:21,sell_timing_required_current_output,,D:\us-tech-quant\outputs\v18\sell_timing\V18_12B_READ_FIRST.txt,YES,0.000553,2026-05-18 16:10:48,KEEP_REQUIRED_CURRENT_OUTPUT,Required current V18.12 sell timing output explicitly preserved.,NO,
2026-05-18 16:17:21,sell_timing_required_current_output,,D:\us-tech-quant\outputs\v18\sell_timing\V18_12C_READ_FIRST.txt,YES,0.000541,2026-05-18 16:10:48,KEEP_REQUIRED_CURRENT_OUTPUT,Required current V18.12 sell timing output explicitly preserved.,NO,
2026-05-18 16:17:21,sell_timing_required_current_output,,D:\us-tech-quant\outputs\v18\sell_timing\V18_12D_READ_FIRST.txt,YES,0.000751,2026-05-18 16:10:49,KEEP_REQUIRED_CURRENT_OUTPUT,Required current V18.12 sell timing output explicitly preserved.,NO,
