candidate_type,source_path,relative_path,source_size_mb,file_count,proposed_zip_path,estimated_zip_size_mb,estimated_savings_mb,apply,zip_created,zip_verified,original_deleted,delete_original_requested,error
STABLE_SNAPSHOT,D:\us-tech-quant\archive\stable\V18_12F_R2_stable_shadow_research_daily_with_sell_timing_hard_fail_guard_20260518_161047,archive/stable/V18_12F_R2_stable_shadow_research_daily_with_sell_timing_hard_fail_guard_20260518_161047,0.044,10,D:\us-tech-quant\archive\stable_compressed\V18_12F_R2_stable_shadow_research_daily_with_sell_timing_hard_fail_guard_20260518_161047.zip,0.015,0.020,TRUE,TRUE,TRUE,FALSE,FALSE,
STABLE_SNAPSHOT,D:\us-tech-quant\archive\stable\V18_12F_R2_stable_shadow_research_daily_with_sell_timing_hard_fail_guard_20260518_160834,archive/stable/V18_12F_R2_stable_shadow_research_daily_with_sell_timing_hard_fail_guard_20260518_160834,0.044,10,D:\us-tech-quant\archive\stable_compressed\V18_12F_R2_stable_shadow_research_daily_with_sell_timing_hard_fail_guard_20260518_160834.zip,0.015,0.020,TRUE,TRUE,TRUE,FALSE,FALSE,
STABLE_SNAPSHOT,D:\us-tech-quant\archive\stable\V18_12F_R1_stable_shadow_research_daily_with_sell_timing_fast_safe_20260518_155450,archive/stable/V18_12F_R1_stable_shadow_research_daily_with_sell_timing_fast_safe_20260518_155450,0.043,10,D:\us-tech-quant\archive\stable_compressed\V18_12F_R1_stable_shadow_research_daily_with_sell_timing_fast_safe_20260518_155450.zip,0.014,0.019,TRUE,TRUE,TRUE,FALSE,FALSE,
STABLE_SNAPSHOT,D:\us-tech-quant\archive\stable\V18_12F_R1_stable_shadow_research_daily_with_sell_timing_fast_safe_20260518_155221,archive/stable/V18_12F_R1_stable_shadow_research_daily_with_sell_timing_fast_safe_20260518_155221,0.043,10,D:\us-tech-quant\archive\stable_compressed\V18_12F_R1_stable_shadow_research_daily_with_sell_timing_fast_safe_20260518_155221.zip,0.014,0.019,TRUE,TRUE,TRUE,FALSE,FALSE,
STABLE_SNAPSHOT,D:\us-tech-quant\archive\stable\V18_12E_R1_stable_sell_timing_daily_wrapper_20260518_150522,archive/stable/V18_12E_R1_stable_sell_timing_daily_wrapper_20260518_150522,0.031,10,D:\us-tech-quant\archive\stable_compressed\V18_12E_R1_stable_sell_timing_daily_wrapper_20260518_150522.zip,0.012,0.014,TRUE,TRUE,TRUE,FALSE,FALSE,
STABLE_SNAPSHOT,D:\us-tech-quant\archive\stable\V18_12E_R1_stable_sell_timing_daily_wrapper_20260518_150304,archive/stable/V18_12E_R1_stable_sell_timing_daily_wrapper_20260518_150304,0.031,10,D:\us-tech-quant\archive\stable_compressed\V18_12E_R1_stable_sell_timing_daily_wrapper_20260518_150304.zip,0.012,0.014,TRUE,TRUE,TRUE,FALSE,FALSE,
STABLE_SNAPSHOT,D:\us-tech-quant\archive\stable\V18_12D_R1_stable_exit_signal_forward_validation_20260518_145345,archive/stable/V18_12D_R1_stable_exit_signal_forward_validation_20260518_145345,0.055,12,D:\us-tech-quant\archive\stable_compressed\V18_12D_R1_stable_exit_signal_forward_validation_20260518_145345.zip,0.016,0.025,TRUE,TRUE,TRUE,FALSE,FALSE,
STABLE_SNAPSHOT,D:\us-tech-quant\archive\stable\V18_12D_R1_stable_exit_signal_forward_validation_20260518_145213,archive/stable/V18_12D_R1_stable_exit_signal_forward_validation_20260518_145213,0.055,12,D:\us-tech-quant\archive\stable_compressed\V18_12D_R1_stable_exit_signal_forward_validation_20260518_145213.zip,0.016,0.025,TRUE,TRUE,TRUE,FALSE,FALSE,
STABLE_SNAPSHOT,D:\us-tech-quant\archive\stable\V18_12C_R1_stable_position_lifecycle_review_20260518_143825,archive/stable/V18_12C_R1_stable_position_lifecycle_review_20260518_143825,0.042,10,D:\us-tech-quant\archive\stable_compressed\V18_12C_R1_stable_position_lifecycle_review_20260518_143825.zip,0.014,0.019,TRUE,TRUE,TRUE,FALSE,FALSE,
STABLE_SNAPSHOT,D:\us-tech-quant\archive\stable\V18_12C_R1_stable_position_lifecycle_review_20260518_143729,archive/stable/V18_12C_R1_stable_position_lifecycle_review_20260518_143729,0.042,10,D:\us-tech-quant\archive\stable_compressed\V18_12C_R1_stable_position_lifecycle_review_20260518_143729.zip,0.014,0.019,TRUE,TRUE,TRUE,FALSE,FALSE,
STABLE_SNAPSHOT,D:\us-tech-quant\archive\stable\V18_12B_R1_stable_sell_timing_technical_label_integration_20260518_141759,archive/stable/V18_12B_R1_stable_sell_timing_technical_label_integration_20260518_141759,0.053,10,D:\us-tech-quant\archive\stable_compressed\V18_12B_R1_stable_sell_timing_technical_label_integration_20260518_141759.zip,0.015,0.024,TRUE,TRUE,TRUE,FALSE,FALSE,
STABLE_SNAPSHOT,D:\us-tech-quant\archive\stable\V18_12B_R1_stable_sell_timing_technical_label_integration_20260518_141656,archive/stable/V18_12B_R1_stable_sell_timing_technical_label_integration_20260518_141656,0.053,10,D:\us-tech-quant\archive\stable_compressed\V18_12B_R1_stable_sell_timing_technical_label_integration_20260518_141656.zip,0.015,0.024,TRUE,TRUE,TRUE,FALSE,FALSE,
STABLE_SNAPSHOT,D:\us-tech-quant\archive\stable\V18_12A_R1_stable_sell_timing_shadow_engine_20260518_140101,archive/stable/V18_12A_R1_stable_sell_timing_shadow_engine_20260518_140101,0.047,10,D:\us-tech-quant\archive\stable_compressed\V18_12A_R1_stable_sell_timing_shadow_engine_20260518_140101.zip,0.016,0.021,TRUE,TRUE,TRUE,FALSE,FALSE,
STABLE_SNAPSHOT,D:\us-tech-quant\archive\stable\V18_11F_R1_stable_shadow_factor_research_chain_20260518_000500,archive/stable/V18_11F_R1_stable_shadow_factor_research_chain_20260518_000500,3.882,232,D:\us-tech-quant\archive\stable_compressed\V18_11F_R1_stable_shadow_factor_research_chain_20260518_000500.zip,0.911,1.747,TRUE,TRUE,TRUE,FALSE,FALSE,
STABLE_SNAPSHOT,D:\us-tech-quant\archive\stable\V18_10D_R2_stable_current_shadow_research_daily_20260517_020553,archive/stable/V18_10D_R2_stable_current_shadow_research_daily_20260517_020553,5.836,670,D:\us-tech-quant\archive\stable_compressed\V18_10D_R2_stable_current_shadow_research_daily_20260517_020553.zip,1.366,2.626,TRUE,TRUE,TRUE,FALSE,FALSE,
STABLE_SNAPSHOT,D:\us-tech-quant\archive\stable\V18_10D_R1_stable_official_daily_with_factor_weight_research_20260517_015842,archive/stable/V18_10D_R1_stable_official_daily_with_factor_weight_research_20260517_015842,5.599,659,D:\us-tech-quant\archive\stable_compressed\V18_10D_R1_stable_official_daily_with_factor_weight_research_20260517_015842.zip,1.341,2.520,TRUE,TRUE,TRUE,FALSE,FALSE,
STABLE_SNAPSHOT,D:\us-tech-quant\archive\stable\V18_10C_R2_stable_factor_weight_research_chain_20260517_012209,archive/stable/V18_10C_R2_stable_factor_weight_research_chain_20260517_012209,5.026,642,D:\us-tech-quant\archive\stable_compressed\V18_10C_R2_stable_factor_weight_research_chain_20260517_012209.zip,1.246,2.261,TRUE,TRUE,TRUE,FALSE,FALSE,
STABLE_SNAPSHOT,D:\us-tech-quant\archive\stable\V18_10B_R3_stable_factor_research_chain_20260517_010140,archive/stable/V18_10B_R3_stable_factor_research_chain_20260517_010140,4.878,624,D:\us-tech-quant\archive\stable_compressed\V18_10B_R3_stable_factor_research_chain_20260517_010140.zip,1.186,2.195,TRUE,TRUE,TRUE,FALSE,FALSE,
STABLE_SNAPSHOT,D:\us-tech-quant\archive\stable\V18_8E_R3_stable_current_official_daily_with_simulation_20260516_191846,archive/stable/V18_8E_R3_stable_current_official_daily_with_simulation_20260516_191846,262.987,792,D:\us-tech-quant\archive\stable_compressed\V18_8E_R3_stable_current_official_daily_with_simulation_20260516_191846.zip,90.383,118.344,TRUE,TRUE,TRUE,FALSE,FALSE,
STABLE_SNAPSHOT,D:\us-tech-quant\archive\stable\V18_7D_R2_stable_fast_official_daily_with_technical_20260516_174922,archive/stable/V18_7D_R2_stable_fast_official_daily_with_technical_20260516_174922,262.775,771,D:\us-tech-quant\archive\stable_compressed\V18_7D_R2_stable_fast_official_daily_with_technical_20260516_174922.zip,90.281,118.249,TRUE,TRUE,TRUE,FALSE,FALSE,
STABLE_SNAPSHOT,D:\us-tech-quant\archive\stable\V18_6F_R2_stable_official_daily_with_technical_20260516_025712,archive/stable/V18_6F_R2_stable_official_daily_with_technical_20260516_025712,257.072,258,D:\us-tech-quant\archive\stable_compressed\V18_6F_R2_stable_official_daily_with_technical_20260516_025712.zip,89.499,115.682,TRUE,TRUE,TRUE,FALSE,FALSE,
STABLE_SNAPSHOT,D:\us-tech-quant\archive\stable\V18_4J_R2_stable_final_daily_read_center_20260515_164730,archive/stable/V18_4J_R2_stable_final_daily_read_center_20260515_164730,8.380,565,D:\us-tech-quant\archive\stable_compressed\V18_4J_R2_stable_final_daily_read_center_20260515_164730.zip,1.796,3.771,TRUE,TRUE,TRUE,FALSE,FALSE,
STABLE_SNAPSHOT,D:\us-tech-quant\archive\stable\V18_3E_R4_stable_cockpit_after_legacy_cleanup_20260514_153532,archive/stable/V18_3E_R4_stable_cockpit_after_legacy_cleanup_20260514_153532,1.341,141,D:\us-tech-quant\archive\stable_compressed\V18_3E_R4_stable_cockpit_after_legacy_cleanup_20260514_153532.zip,0.333,0.603,TRUE,TRUE,TRUE,FALSE,FALSE,
STABLE_SNAPSHOT,D:\us-tech-quant\archive\stable\V17_6H_R2_stable_repair_health_compat_manual_daily_20260512_214624,archive/stable/V17_6H_R2_stable_repair_health_compat_manual_daily_20260512_214624,0.525,68,D:\us-tech-quant\archive\stable_compressed\V17_6H_R2_stable_repair_health_compat_manual_daily_20260512_214624.zip,0.133,0.236,TRUE,TRUE,TRUE,FALSE,FALSE,
STABLE_SNAPSHOT,D:\us-tech-quant\archive\stable\V17_6H_stable_manual_run_full_universe_latest_price_20260512_165345,archive/stable/V17_6H_stable_manual_run_full_universe_latest_price_20260512_165345,0.549,71,D:\us-tech-quant\archive\stable_compressed\V17_6H_stable_manual_run_full_universe_latest_price_20260512_165345.zip,0.133,0.247,TRUE,TRUE,TRUE,FALSE,FALSE,
