input_name,path,exists,rows,columns,last_write_time,status,notes
PRICE_SOURCE_7,D:\us-tech-quant\outputs\v18\factor_pack\V18_3D_R2_CURRENT_RAW105_FACTOR_PACK_VALUES.csv,YES,105,ticker;latest_price_date;latest_close;ret_1d;ret_5d;ret_20d;ret_60d;ret_120d;ma20;ma60;drawdown_20d_high;drawdown_60d_high;volume_avg_5d;volume_avg_20d;volume_ratio_5_20;ann_volatility_20d;trend_ok_60_120;short_rev_raw;ts_momentum_raw;volume_price_confirm_raw;pullback_uptrend_raw;ts_pullback_reversal_raw;F006_SHORT_REV_5D;F007_PULLBACK_IN_UPTREND;F008_VOLUME_ABNORMAL_5_20;F009_VOLUME_PRICE_CONFIRM;F011_TS_MOMENTUM_60_120;F012_TS_PULLBACK_REVERSAL;volatility_penalty;overheat_penalty;F010_XSEC_COMPOSITE_RANK_RAW;F010_XSEC_COMPOSITE_RANK;factor_pack_score;factor_pack_rank;shadow_side_hint,2026-05-19 10:53:51,USED_FOR_PRICE_CONTEXT,price_points=105
PRICE_SOURCE_8,D:\us-tech-quant\outputs\v18\factor_pack\V18_3D_RAW105_FACTOR_PACK_RANKING.csv,YES,105,factor_pack_rank;ticker;factor_pack_score;latest_price_date;latest_close;ret_5d;ret_20d;ret_60d;ret_120d;volume_ratio_5_20;F006_SHORT_REV_5D;F007_PULLBACK_IN_UPTREND;F008_VOLUME_ABNORMAL_5_20;F009_VOLUME_PRICE_CONFIRM;F010_XSEC_COMPOSITE_RANK;F011_TS_MOMENTUM_60_120;F012_TS_PULLBACK_REVERSAL;volatility_penalty;overheat_penalty;shadow_side_hint,2026-05-19 10:53:51,USED_FOR_PRICE_CONTEXT,price_points=105
PRICE_SOURCE_9,D:\us-tech-quant\outputs\v18\factor_pack\V18_3D_RAW105_FACTOR_PACK_VALUES.csv,YES,105,ticker;latest_price_date;latest_close;ret_1d;ret_5d;ret_20d;ret_60d;ret_120d;ma20;ma60;drawdown_20d_high;drawdown_60d_high;volume_avg_5d;volume_avg_20d;volume_ratio_5_20;ann_volatility_20d;trend_ok_60_120;short_rev_raw;ts_momentum_raw;volume_price_confirm_raw;pullback_uptrend_raw;ts_pullback_reversal_raw;F006_SHORT_REV_5D;F007_PULLBACK_IN_UPTREND;F008_VOLUME_ABNORMAL_5_20;F009_VOLUME_PRICE_CONFIRM;F011_TS_MOMENTUM_60_120;F012_TS_PULLBACK_REVERSAL;volatility_penalty;overheat_penalty;F010_XSEC_COMPOSITE_RANK_RAW;F010_XSEC_COMPOSITE_RANK;factor_pack_score;factor_pack_rank;shadow_side_hint,2026-05-19 10:53:51,USED_FOR_PRICE_CONTEXT,price_points=105
PRICE_SOURCE_10,D:\us-tech-quant\outputs\v18\factor_pack\V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv,YES,252,factor_pack_rank;ticker;factor_pack_score;latest_price_date;latest_close;ret_5d;ret_20d;ret_60d;ret_120d;volume_ratio_5_20;F006_SHORT_REV_5D;F007_PULLBACK_IN_UPTREND;F008_VOLUME_ABNORMAL_5_20;F009_VOLUME_PRICE_CONFIRM;F010_XSEC_COMPOSITE_RANK;F011_TS_MOMENTUM_60_120;F012_TS_PULLBACK_REVERSAL;volatility_penalty;overheat_penalty;shadow_side_hint,2026-05-23 01:57:24,USED_FOR_PRICE_CONTEXT,price_points=252
PRICE_SOURCE_11,D:\us-tech-quant\outputs\v18\factor_pack\V18_CURRENT_RAW105_FACTOR_PACK_VALUES.csv,YES,105,ticker;latest_price_date;latest_close;ret_1d;ret_5d;ret_20d;ret_60d;ret_120d;ma20;ma60;drawdown_20d_high;drawdown_60d_high;volume_avg_5d;volume_avg_20d;volume_ratio_5_20;ann_volatility_20d;trend_ok_60_120;short_rev_raw;ts_momentum_raw;volume_price_confirm_raw;pullback_uptrend_raw;ts_pullback_reversal_raw;F006_SHORT_REV_5D;F007_PULLBACK_IN_UPTREND;F008_VOLUME_ABNORMAL_5_20;F009_VOLUME_PRICE_CONFIRM;F011_TS_MOMENTUM_60_120;F012_TS_PULLBACK_REVERSAL;volatility_penalty;overheat_penalty;F010_XSEC_COMPOSITE_RANK_RAW;F010_XSEC_COMPOSITE_RANK;factor_pack_score;factor_pack_rank;shadow_side_hint,2026-05-19 10:53:51,USED_FOR_PRICE_CONTEXT,price_points=105
PRICE_SOURCE_12,D:\us-tech-quant\outputs\v18\technical_timing\V18_25A_R11_FULL_COMPATIBLE_TECHNICAL_TIMING_STAGED.csv,YES,52,ticker;yf_ticker;price_date;close;bb_mid_20;bb_upper_20_2;bb_lower_20_2;bb_percent_b;bb_bandwidth;bb_squeeze_flag;bb_status;rsi_14;rsi_status;kdj_k;kdj_d;kdj_j;kdj_status;volume_ratio_5_20;overheat_penalty;pullback_timing_bonus;breakout_confirmation_bonus;technical_timing_score;technical_signal;technical_warning_label;option_data_status;put_call_ratio;iv_rank_proxy;gamma_squeeze_status;gamma_squeeze_risk_label;official_decision_impact;vix_date;vix_close;vix_regime;formula_compatibility;technical_status;technical_refresh_blocker;input_history_rows;duplicate_date_count;close_column_available;refresh_scope,2026-05-21 23:50:02,USED_FOR_PRICE_CONTEXT,price_points=52
PRICE_SOURCE_13,D:\us-tech-quant\outputs\v18\technical_timing\V18_25A_R5_TARGETED_TECHNICAL_TIMING_DRYRUN.csv,YES,52,ticker;yf_ticker;price_date;close;bb_mid_20;bb_upper_20_2;bb_lower_20_2;bb_percent_b;bb_bandwidth;bb_squeeze_flag;bb_status;rsi_14;rsi_status;kdj_k;kdj_d;kdj_j;kdj_status;volume_ratio_5_20;overheat_penalty;pullback_timing_bonus;breakout_confirmation_bonus;technical_timing_score;technical_signal;technical_warning_label;option_data_status;put_call_ratio;iv_rank_proxy;gamma_squeeze_status;gamma_squeeze_risk_label;official_decision_impact;vix_date;vix_close;vix_regime;formula_compatibility;technical_status;technical_refresh_blocker;input_history_rows;duplicate_date_count;close_column_available;dryrun_scope,2026-05-21 22:55:51,USED_FOR_PRICE_CONTEXT,price_points=52
PRICE_SOURCE_14,D:\us-tech-quant\outputs\v18\technical_timing\V18_35D_FULL_UNIVERSE_TECHNICAL_TIMING.csv,YES,318,ticker;yf_ticker;price_date;close;bb_mid_20;bb_upper_20_2;bb_lower_20_2;bb_percent_b;bb_bandwidth;bb_squeeze_flag;bb_status;rsi_14;rsi_status;kdj_k;kdj_d;kdj_j;kdj_status;volume_ratio_5_20;overheat_penalty;pullback_timing_bonus;breakout_confirmation_bonus;technical_timing_score;technical_signal;technical_warning_label;option_data_status;put_call_ratio;iv_rank_proxy;gamma_squeeze_status;gamma_squeeze_risk_label;official_decision_impact;vix_date;vix_close;vix_regime,2026-05-25 14:11:08,USED_FOR_PRICE_CONTEXT,price_points=318
PRICE_SOURCE_15,D:\us-tech-quant\outputs\v18\technical_timing\V18_35E_RECOMPUTED_AFTER_ONLINE_BACKFILL_TECHNICAL_TIMING.csv,YES,318,ticker;yf_ticker;price_date;close;bb_mid_20;bb_upper_20_2;bb_lower_20_2;bb_percent_b;bb_bandwidth;bb_squeeze_flag;bb_status;rsi_14;rsi_status;kdj_k;kdj_d;kdj_j;kdj_status;volume_ratio_5_20;overheat_penalty;pullback_timing_bonus;breakout_confirmation_bonus;technical_timing_score;technical_signal;technical_warning_label;option_data_status;put_call_ratio;iv_rank_proxy;gamma_squeeze_status;gamma_squeeze_risk_label;official_decision_impact;vix_date;vix_close;vix_regime,2026-05-25 14:11:53,USED_FOR_PRICE_CONTEXT,price_points=318
PRICE_SOURCE_16,D:\us-tech-quant\outputs\v18\technical_timing\V18_6A_CURRENT_TECHNICAL_TIMING.csv,YES,252,ticker;yf_ticker;price_date;close;bb_mid_20;bb_upper_20_2;bb_lower_20_2;bb_percent_b;bb_bandwidth;bb_squeeze_flag;bb_status;rsi_14;rsi_status;kdj_k;kdj_d;kdj_j;kdj_status;volume_ratio_5_20;overheat_penalty;pullback_timing_bonus;breakout_confirmation_bonus;technical_timing_score;technical_signal;technical_warning_label;option_data_status;put_call_ratio;iv_rank_proxy;gamma_squeeze_status;gamma_squeeze_risk_label;official_decision_impact;vix_date;vix_close;vix_regime,2026-05-23 01:57:24,USED_FOR_PRICE_CONTEXT,price_points=252
