path,relative_path,file_size_mb,keep_reason,protected_category
D:\us-tech-quant\.venv\Lib\site-packages\tzdata\zoneinfo\America\Ojinaga,.venv/Lib/site-packages/tzdata/zoneinfo/America/Ojinaga,0.001,PROTECTED_VENV,.venv
D:\us-tech-quant\.venv\Lib\site-packages\tzdata\zoneinfo\America\Panama,.venv/Lib/site-packages/tzdata/zoneinfo/America/Panama,0.000,PROTECTED_VENV,.venv
D:\us-tech-quant\.venv\Lib\site-packages\tzdata\zoneinfo\America\Pangnirtung,.venv/Lib/site-packages/tzdata/zoneinfo/America/Pangnirtung,0.001,PROTECTED_VENV,.venv
D:\us-tech-quant\.venv\Lib\site-packages\tzdata\zoneinfo\America\Paramaribo,.venv/Lib/site-packages/tzdata/zoneinfo/America/Paramaribo,0.000,PROTECTED_VENV,.venv
D:\us-tech-quant\.venv\Lib\site-packages\tzdata\zoneinfo\America\Phoenix,.venv/Lib/site-packages/tzdata/zoneinfo/America/Phoenix,0.000,PROTECTED_VENV,.venv
D:\us-tech-quant\.venv\Lib\site-packages\tzdata\zoneinfo\America\Port-au-Prince,.venv/Lib/site-packages/tzdata/zoneinfo/America/Port-au-Prince,0.001,PROTECTED_VENV,.venv
D:\us-tech-quant\.venv\Lib\site-packages\tzdata\zoneinfo\America\Porto_Acre,.venv/Lib/site-packages/tzdata/zoneinfo/America/Porto_Acre,0.000,PROTECTED_VENV,.venv
D:\us-tech-quant\.venv\Lib\site-packages\tzdata\zoneinfo\America\Porto_Velho,.venv/Lib/site-packages/tzdata/zoneinfo/America/Porto_Velho,0.000,PROTECTED_VENV,.venv
D:\us-tech-quant\.venv\Lib\site-packages\tzdata\zoneinfo\America\Port_of_Spain,.venv/Lib/site-packages/tzdata/zoneinfo/America/Port_of_Spain,0.000,PROTECTED_VENV,.venv
D:\us-tech-quant\.venv\Lib\site-packages\tzdata\zoneinfo\America\Puerto_Rico,.venv/Lib/site-packages/tzdata/zoneinfo/America/Puerto_Rico,0.000,PROTECTED_VENV,.venv
D:\us-tech-quant\.venv\Lib\site-packages\tzdata\zoneinfo\America\Punta_Arenas,.venv/Lib/site-packages/tzdata/zoneinfo/America/Punta_Arenas,0.001,PROTECTED_VENV,.venv
D:\us-tech-quant\.venv\Lib\site-packages\tzdata\zoneinfo\America\Rainy_River,.venv/Lib/site-packages/tzdata/zoneinfo/America/Rainy_River,0.001,PROTECTED_VENV,.venv
D:\us-tech-quant\.venv\Lib\site-packages\tzdata\zoneinfo\America\Rankin_Inlet,.venv/Lib/site-packages/tzdata/zoneinfo/America/Rankin_Inlet,0.001,PROTECTED_VENV,.venv
D:\us-tech-quant\.venv\Lib\site-packages\tzdata\zoneinfo\America\Recife,.venv/Lib/site-packages/tzdata/zoneinfo/America/Recife,0.000,PROTECTED_VENV,.venv
D:\us-tech-quant\.venv\Lib\site-packages\tzdata\zoneinfo\America\Regina,.venv/Lib/site-packages/tzdata/zoneinfo/America/Regina,0.001,PROTECTED_VENV,.venv
D:\us-tech-quant\.venv\Lib\site-packages\tzdata\zoneinfo\America\Resolute,.venv/Lib/site-packages/tzdata/zoneinfo/America/Resolute,0.001,PROTECTED_VENV,.venv
D:\us-tech-quant\.venv\Lib\site-packages\tzdata\zoneinfo\America\Rio_Branco,.venv/Lib/site-packages/tzdata/zoneinfo/America/Rio_Branco,0.000,PROTECTED_VENV,.venv
D:\us-tech-quant\.venv\Lib\site-packages\tzdata\zoneinfo\America\Rosario,.venv/Lib/site-packages/tzdata/zoneinfo/America/Rosario,0.001,PROTECTED_VENV,.venv
D:\us-tech-quant\.venv\Lib\site-packages\tzdata\zoneinfo\America\Santarem,.venv/Lib/site-packages/tzdata/zoneinfo/America/Santarem,0.000,PROTECTED_VENV,.venv
D:\us-tech-quant\.venv\Lib\site-packages\tzdata\zoneinfo\America\Santa_Isabel,.venv/Lib/site-packages/tzdata/zoneinfo/America/Santa_Isabel,0.001,PROTECTED_VENV,.venv
D:\us-tech-quant\.venv\Lib\site-packages\tzdata\zoneinfo\America\Santiago,.venv/Lib/site-packages/tzdata/zoneinfo/America/Santiago,0.001,PROTECTED_VENV,.venv
D:\us-tech-quant\.venv\Lib\site-packages\tzdata\zoneinfo\America\Santo_Domingo,.venv/Lib/site-packages/tzdata/zoneinfo/America/Santo_Domingo,0.000,PROTECTED_VENV,.venv
D:\us-tech-quant\.venv\Lib\site-packages\tzdata\zoneinfo\America\Sao_Paulo,.venv/Lib/site-packages/tzdata/zoneinfo/America/Sao_Paulo,0.001,PROTECTED_VENV,.venv
D:\us-tech-quant\.venv\Lib\site-packages\tzdata\zoneinfo\America\Scoresbysund,.venv/Lib/site-packages/tzdata/zoneinfo/America/Scoresbysund,0.001,PROTECTED_VENV,.venv
D:\us-tech-quant\.venv\Lib\site-packages\tzdata\zoneinfo\America\Shiprock,.venv/Lib/site-packages/tzdata/zoneinfo/America/Shiprock,0.001,PROTECTED_VENV,.venv
D:\us-tech-quant\.venv\Lib\site-packages\tzdata\zoneinfo\America\Sitka,.venv/Lib/site-packages/tzdata/zoneinfo/America/Sitka,0.001,PROTECTED_VENV,.venv
D:\us-tech-quant\.venv\Lib\site-packages\tzdata\zoneinfo\America\St_Barthelemy,.venv/Lib/site-packages/tzdata/zoneinfo/America/St_Barthelemy,0.000,PROTECTED_VENV,.venv
D:\us-tech-quant\.venv\Lib\site-packages\tzdata\zoneinfo\America\St_Johns,.venv/Lib/site-packages/tzdata/zoneinfo/America/St_Johns,0.002,PROTECTED_VENV,.venv
D:\us-tech-quant\.venv\Lib\site-packages\tzdata\zoneinfo\America\St_Kitts,.venv/Lib/site-packages/tzdata/zoneinfo/America/St_Kitts,0.000,PROTECTED_VENV,.venv
D:\us-tech-quant\.venv\Lib\site-packages\tzdata\zoneinfo\America\St_Lucia,.venv/Lib/site-packages/tzdata/zoneinfo/America/St_Lucia,0.000,PROTECTED_VENV,.venv
D:\us-tech-quant\.venv\Lib\site-packages\tzdata\zoneinfo\America\St_Thomas,.venv/Lib/site-packages/tzdata/zoneinfo/America/St_Thomas,0.000,PROTECTED_VENV,.venv
D:\us-tech-quant\.venv\Lib\site-packages\tzdata\zoneinfo\America\St_Vincent,.venv/Lib/site-packages/tzdata/zoneinfo/America/St_Vincent,0.000,PROTECTED_VENV,.venv
D:\us-tech-quant\.venv\Lib\site-packages\tzdata\zoneinfo\America\Swift_Current,.venv/Lib/site-packages/tzdata/zoneinfo/America/Swift_Current,0.000,PROTECTED_VENV,.venv
D:\us-tech-quant\.venv\Lib\site-packages\tzdata\zoneinfo\America\Tegucigalpa,.venv/Lib/site-packages/tzdata/zoneinfo/America/Tegucigalpa,0.000,PROTECTED_VENV,.venv
D:\us-tech-quant\.venv\Lib\site-packages\tzdata\zoneinfo\America\Thule,.venv/Lib/site-packages/tzdata/zoneinfo/America/Thule,0.000,PROTECTED_VENV,.venv
D:\us-tech-quant\.venv\Lib\site-packages\tzdata\zoneinfo\America\Thunder_Bay,.venv/Lib/site-packages/tzdata/zoneinfo/America/Thunder_Bay,0.002,PROTECTED_VENV,.venv
D:\us-tech-quant\.venv\Lib\site-packages\tzdata\zoneinfo\America\Tijuana,.venv/Lib/site-packages/tzdata/zoneinfo/America/Tijuana,0.001,PROTECTED_VENV,.venv
D:\us-tech-quant\.venv\Lib\site-packages\tzdata\zoneinfo\America\Toronto,.venv/Lib/site-packages/tzdata/zoneinfo/America/Toronto,0.002,PROTECTED_VENV,.venv
D:\us-tech-quant\.venv\Lib\site-packages\tzdata\zoneinfo\America\Tortola,.venv/Lib/site-packages/tzdata/zoneinfo/America/Tortola,0.000,PROTECTED_VENV,.venv
D:\us-tech-quant\.venv\Lib\site-packages\tzdata\zoneinfo\America\Vancouver,.venv/Lib/site-packages/tzdata/zoneinfo/America/Vancouver,0.002,PROTECTED_VENV,.venv
D:\us-tech-quant\.venv\Lib\site-packages\tzdata\zoneinfo\America\Virgin,.venv/Lib/site-packages/tzdata/zoneinfo/America/Virgin,0.000,PROTECTED_VENV,.venv
D:\us-tech-quant\.venv\Lib\site-packages\tzdata\zoneinfo\America\Whitehorse,.venv/Lib/site-packages/tzdata/zoneinfo/America/Whitehorse,0.001,PROTECTED_VENV,.venv
D:\us-tech-quant\.venv\Lib\site-packages\tzdata\zoneinfo\America\Winnipeg,.venv/Lib/site-packages/tzdata/zoneinfo/America/Winnipeg,0.001,PROTECTED_VENV,.venv
D:\us-tech-quant\.venv\Lib\site-packages\tzdata\zoneinfo\America\Yakutat,.venv/Lib/site-packages/tzdata/zoneinfo/America/Yakutat,0.001,PROTECTED_VENV,.venv
D:\us-tech-quant\.venv\Lib\site-packages\tzdata\zoneinfo\America\Yellowknife,.venv/Lib/site-packages/tzdata/zoneinfo/America/Yellowknife,0.001,PROTECTED_VENV,.venv
D:\us-tech-quant\.venv\Lib\site-packages\tzdata\zoneinfo\America\__init__.py,.venv/Lib/site-packages/tzdata/zoneinfo/America/__init__.py,0.000,PROTECTED_VENV,.venv
D:\us-tech-quant\.venv\Lib\site-packages\tzdata\zoneinfo\America\Argentina\Buenos_Aires,.venv/Lib/site-packages/tzdata/zoneinfo/America/Argentina/Buenos_Aires,0.001,PROTECTED_VENV,.venv
D:\us-tech-quant\.venv\Lib\site-packages\tzdata\zoneinfo\America\Argentina\Catamarca,.venv/Lib/site-packages/tzdata/zoneinfo/America/Argentina/Catamarca,0.001,PROTECTED_VENV,.venv
D:\us-tech-quant\.venv\Lib\site-packages\tzdata\zoneinfo\America\Argentina\ComodRivadavia,.venv/Lib/site-packages/tzdata/zoneinfo/America/Argentina/ComodRivadavia,0.001,PROTECTED_VENV,.venv
D:\us-tech-quant\.venv\Lib\site-packages\tzdata\zoneinfo\America\Argentina\Cordoba,.venv/Lib/site-packages/tzdata/zoneinfo/America/Argentina/Cordoba,0.001,PROTECTED_VENV,.venv
D:\us-tech-quant\.venv\Lib\site-packages\tzdata\zoneinfo\America\Argentina\Jujuy,.venv/Lib/site-packages/tzdata/zoneinfo/America/Argentina/Jujuy,0.001,PROTECTED_VENV,.venv
D:\us-tech-quant\.venv\Lib\site-packages\tzdata\zoneinfo\America\Argentina\La_Rioja,.venv/Lib/site-packages/tzdata/zoneinfo/America/Argentina/La_Rioja,0.001,PROTECTED_VENV,.venv
D:\us-tech-quant\.venv\Lib\site-packages\tzdata\zoneinfo\America\Argentina\Mendoza,.venv/Lib/site-packages/tzdata/zoneinfo/America/Argentina/Mendoza,0.001,PROTECTED_VENV,.venv
D:\us-tech-quant\.venv\Lib\site-packages\tzdata\zoneinfo\America\Argentina\Rio_Gallegos,.venv/Lib/site-packages/tzdata/zoneinfo/America/Argentina/Rio_Gallegos,0.001,PROTECTED_VENV,.venv
D:\us-tech-quant\.venv\Lib\site-packages\tzdata\zoneinfo\America\Argentina\Salta,.venv/Lib/site-packages/tzdata/zoneinfo/America/Argentina/Salta,0.001,PROTECTED_VENV,.venv
D:\us-tech-quant\.venv\Lib\site-packages\tzdata\zoneinfo\America\Argentina\San_Juan,.venv/Lib/site-packages/tzdata/zoneinfo/America/Argentina/San_Juan,0.001,PROTECTED_VENV,.venv
D:\us-tech-quant\.venv\Lib\site-packages\tzdata\zoneinfo\America\Argentina\San_Luis,.venv/Lib/site-packages/tzdata/zoneinfo/America/Argentina/San_Luis,0.001,PROTECTED_VENV,.venv
D:\us-tech-quant\.venv\Lib\site-packages\tzdata\zoneinfo\America\Argentina\Tucuman,.venv/Lib/site-packages/tzdata/zoneinfo/America/Argentina/Tucuman,0.001,PROTECTED_VENV,.venv
D:\us-tech-quant\.venv\Lib\site-packages\tzdata\zoneinfo\America\Argentina\Ushuaia,.venv/Lib/site-packages/tzdata/zoneinfo/America/Argentina/Ushuaia,0.001,PROTECTED_VENV,.venv
D:\us-tech-quant\.venv\Lib\site-packages\tzdata\zoneinfo\America\Argentina\__init__.py,.venv/Lib/site-packages/tzdata/zoneinfo/America/Argentina/__init__.py,0.000,PROTECTED_VENV,.venv
D:\us-tech-quant\.venv\Lib\site-packages\tzdata\zoneinfo\America\Indiana\Indianapolis,.venv/Lib/site-packages/tzdata/zoneinfo/America/Indiana/Indianapolis,0.001,PROTECTED_VENV,.venv
D:\us-tech-quant\.venv\Lib\site-packages\tzdata\zoneinfo\America\Indiana\Knox,.venv/Lib/site-packages/tzdata/zoneinfo/America/Indiana/Knox,0.001,PROTECTED_VENV,.venv
D:\us-tech-quant\.venv\Lib\site-packages\tzdata\zoneinfo\America\Indiana\Marengo,.venv/Lib/site-packages/tzdata/zoneinfo/America/Indiana/Marengo,0.001,PROTECTED_VENV,.venv
D:\us-tech-quant\.venv\Lib\site-packages\tzdata\zoneinfo\America\Indiana\Petersburg,.venv/Lib/site-packages/tzdata/zoneinfo/America/Indiana/Petersburg,0.001,PROTECTED_VENV,.venv
D:\us-tech-quant\.venv\Lib\site-packages\tzdata\zoneinfo\America\Indiana\Tell_City,.venv/Lib/site-packages/tzdata/zoneinfo/America/Indiana/Tell_City,0.000,PROTECTED_VENV,.venv
D:\us-tech-quant\.venv\Lib\site-packages\tzdata\zoneinfo\America\Indiana\Vevay,.venv/Lib/site-packages/tzdata/zoneinfo/America/Indiana/Vevay,0.000,PROTECTED_VENV,.venv
D:\us-tech-quant\.venv\Lib\site-packages\tzdata\zoneinfo\America\Indiana\Vincennes,.venv/Lib/site-packages/tzdata/zoneinfo/America/Indiana/Vincennes,0.001,PROTECTED_VENV,.venv
D:\us-tech-quant\.venv\Lib\site-packages\tzdata\zoneinfo\America\Indiana\Winamac,.venv/Lib/site-packages/tzdata/zoneinfo/America/Indiana/Winamac,0.001,PROTECTED_VENV,.venv
D:\us-tech-quant\.venv\Lib\site-packages\tzdata\zoneinfo\America\Indiana\__init__.py,.venv/Lib/site-packages/tzdata/zoneinfo/America/Indiana/__init__.py,0.000,PROTECTED_VENV,.venv
D:\us-tech-quant\.venv\Lib\site-packages\tzdata\zoneinfo\America\Kentucky\Louisville,.venv/Lib/site-packages/tzdata/zoneinfo/America/Kentucky/Louisville,0.001,PROTECTED_VENV,.venv
D:\us-tech-quant\.venv\Lib\site-packages\tzdata\zoneinfo\America\Kentucky\Monticello,.venv/Lib/site-packages/tzdata/zoneinfo/America/Kentucky/Monticello,0.001,PROTECTED_VENV,.venv
D:\us-tech-quant\.venv\Lib\site-packages\tzdata\zoneinfo\America\Kentucky\__init__.py,.venv/Lib/site-packages/tzdata/zoneinfo/America/Kentucky/__init__.py,0.000,PROTECTED_VENV,.venv
D:\us-tech-quant\.venv\Lib\site-packages\tzdata\zoneinfo\America\North_Dakota\Beulah,.venv/Lib/site-packages/tzdata/zoneinfo/America/North_Dakota/Beulah,0.001,PROTECTED_VENV,.venv
D:\us-tech-quant\.venv\Lib\site-packages\tzdata\zoneinfo\America\North_Dakota\Center,.venv/Lib/site-packages/tzdata/zoneinfo/America/North_Dakota/Center,0.001,PROTECTED_VENV,.venv
D:\us-tech-quant\.venv\Lib\site-packages\tzdata\zoneinfo\America\North_Dakota\New_Salem,.venv/Lib/site-packages/tzdata/zoneinfo/America/North_Dakota/New_Salem,0.001,PROTECTED_VENV,.venv
D:\us-tech-quant\.venv\Lib\site-packages\tzdata\zoneinfo\America\North_Dakota\__init__.py,.venv/Lib/site-packages/tzdata/zoneinfo/America/North_Dakota/__init__.py,0.000,PROTECTED_VENV,.venv
D:\us-tech-quant\.venv\Lib\site-packages\tzdata\zoneinfo\America\__pycache__\__init__.cpython-314.pyc,.venv/Lib/site-packages/tzdata/zoneinfo/America/__pycache__/__init__.cpython-314.pyc,0.000,PROTECTED_VENV,.venv
D:\us-tech-quant\.venv\Lib\site-packages\tzdata\zoneinfo\Antarctica\Casey,.venv/Lib/site-packages/tzdata/zoneinfo/Antarctica/Casey,0.000,PROTECTED_VENV,.venv
D:\us-tech-quant\.venv\Lib\site-packages\tzdata\zoneinfo\Antarctica\Davis,.venv/Lib/site-packages/tzdata/zoneinfo/Antarctica/Davis,0.000,PROTECTED_VENV,.venv
D:\us-tech-quant\.venv\Lib\site-packages\tzdata\zoneinfo\Antarctica\DumontDUrville,.venv/Lib/site-packages/tzdata/zoneinfo/Antarctica/DumontDUrville,0.000,PROTECTED_VENV,.venv
D:\us-tech-quant\.venv\Lib\site-packages\tzdata\zoneinfo\Antarctica\Macquarie,.venv/Lib/site-packages/tzdata/zoneinfo/Antarctica/Macquarie,0.001,PROTECTED_VENV,.venv
D:\us-tech-quant\.venv\Lib\site-packages\tzdata\zoneinfo\Antarctica\Mawson,.venv/Lib/site-packages/tzdata/zoneinfo/Antarctica/Mawson,0.000,PROTECTED_VENV,.venv
D:\us-tech-quant\.venv\Lib\site-packages\tzdata\zoneinfo\Antarctica\McMurdo,.venv/Lib/site-packages/tzdata/zoneinfo/Antarctica/McMurdo,0.001,PROTECTED_VENV,.venv
D:\us-tech-quant\.venv\Lib\site-packages\tzdata\zoneinfo\Antarctica\Palmer,.venv/Lib/site-packages/tzdata/zoneinfo/Antarctica/Palmer,0.001,PROTECTED_VENV,.venv
D:\us-tech-quant\.venv\Lib\site-packages\tzdata\zoneinfo\Antarctica\Rothera,.venv/Lib/site-packages/tzdata/zoneinfo/Antarctica/Rothera,0.000,PROTECTED_VENV,.venv
D:\us-tech-quant\.venv\Lib\site-packages\tzdata\zoneinfo\Antarctica\South_Pole,.venv/Lib/site-packages/tzdata/zoneinfo/Antarctica/South_Pole,0.001,PROTECTED_VENV,.venv
D:\us-tech-quant\.venv\Lib\site-packages\tzdata\zoneinfo\Antarctica\Syowa,.venv/Lib/site-packages/tzdata/zoneinfo/Antarctica/Syowa,0.000,PROTECTED_VENV,.venv
D:\us-tech-quant\.venv\Lib\site-packages\tzdata\zoneinfo\Antarctica\Troll,.venv/Lib/site-packages/tzdata/zoneinfo/Antarctica/Troll,0.000,PROTECTED_VENV,.venv
D:\us-tech-quant\.venv\Lib\site-packages\tzdata\zoneinfo\Antarctica\Vostok,.venv/Lib/site-packages/tzdata/zoneinfo/Antarctica/Vostok,0.000,PROTECTED_VENV,.venv
D:\us-tech-quant\.venv\Lib\site-packages\tzdata\zoneinfo\Antarctica\__init__.py,.venv/Lib/site-packages/tzdata/zoneinfo/Antarctica/__init__.py,0.000,PROTECTED_VENV,.venv
D:\us-tech-quant\.venv\Lib\site-packages\tzdata\zoneinfo\Arctic\Longyearbyen,.venv/Lib/site-packages/tzdata/zoneinfo/Arctic/Longyearbyen,0.001,PROTECTED_VENV,.venv
D:\us-tech-quant\.venv\Lib\site-packages\tzdata\zoneinfo\Arctic\__init__.py,.venv/Lib/site-packages/tzdata/zoneinfo/Arctic/__init__.py,0.000,PROTECTED_VENV,.venv
D:\us-tech-quant\.venv\Lib\site-packages\tzdata\zoneinfo\Asia\Aden,.venv/Lib/site-packages/tzdata/zoneinfo/Asia/Aden,0.000,PROTECTED_VENV,.venv
D:\us-tech-quant\.venv\Lib\site-packages\tzdata\zoneinfo\Asia\Almaty,.venv/Lib/site-packages/tzdata/zoneinfo/Asia/Almaty,0.001,PROTECTED_VENV,.venv
D:\us-tech-quant\.venv\Lib\site-packages\tzdata\zoneinfo\Asia\Amman,.venv/Lib/site-packages/tzdata/zoneinfo/Asia/Amman,0.001,PROTECTED_VENV,.venv
D:\us-tech-quant\.venv\Lib\site-packages\tzdata\zoneinfo\Asia\Anadyr,.venv/Lib/site-packages/tzdata/zoneinfo/Asia/Anadyr,0.001,PROTECTED_VENV,.venv
D:\us-tech-quant\.venv\Lib\site-packages\tzdata\zoneinfo\Asia\Aqtau,.venv/Lib/site-packages/tzdata/zoneinfo/Asia/Aqtau,0.001,PROTECTED_VENV,.venv
D:\us-tech-quant\.venv\Lib\site-packages\tzdata\zoneinfo\Asia\Aqtobe,.venv/Lib/site-packages/tzdata/zoneinfo/Asia/Aqtobe,0.001,PROTECTED_VENV,.venv
D:\us-tech-quant\.venv\Lib\site-packages\tzdata\zoneinfo\Asia\Ashgabat,.venv/Lib/site-packages/tzdata/zoneinfo/Asia/Ashgabat,0.000,PROTECTED_VENV,.venv
D:\us-tech-quant\.venv\Lib\site-packages\tzdata\zoneinfo\Asia\Ashkhabad,.venv/Lib/site-packages/tzdata/zoneinfo/Asia/Ashkhabad,0.000,PROTECTED_VENV,.venv
D:\us-tech-quant\.venv\Lib\site-packages\tzdata\zoneinfo\Asia\Atyrau,.venv/Lib/site-packages/tzdata/zoneinfo/Asia/Atyrau,0.001,PROTECTED_VENV,.venv
D:\us-tech-quant\.venv\Lib\site-packages\tzdata\zoneinfo\Asia\Baghdad,.venv/Lib/site-packages/tzdata/zoneinfo/Asia/Baghdad,0.001,PROTECTED_VENV,.venv
D:\us-tech-quant\.venv\Lib\site-packages\tzdata\zoneinfo\Asia\Bahrain,.venv/Lib/site-packages/tzdata/zoneinfo/Asia/Bahrain,0.000,PROTECTED_VENV,.venv
D:\us-tech-quant\.venv\Lib\site-packages\tzdata\zoneinfo\Asia\Baku,.venv/Lib/site-packages/tzdata/zoneinfo/Asia/Baku,0.001,PROTECTED_VENV,.venv
D:\us-tech-quant\.venv\Lib\site-packages\tzdata\zoneinfo\Asia\Bangkok,.venv/Lib/site-packages/tzdata/zoneinfo/Asia/Bangkok,0.000,PROTECTED_VENV,.venv
D:\us-tech-quant\.venv\Lib\site-packages\tzdata\zoneinfo\Asia\Barnaul,.venv/Lib/site-packages/tzdata/zoneinfo/Asia/Barnaul,0.001,PROTECTED_VENV,.venv
D:\us-tech-quant\.venv\Lib\site-packages\tzdata\zoneinfo\Asia\Beirut,.venv/Lib/site-packages/tzdata/zoneinfo/Asia/Beirut,0.001,PROTECTED_VENV,.venv
D:\us-tech-quant\.venv\Lib\site-packages\tzdata\zoneinfo\Asia\Bishkek,.venv/Lib/site-packages/tzdata/zoneinfo/Asia/Bishkek,0.001,PROTECTED_VENV,.venv
D:\us-tech-quant\.venv\Lib\site-packages\tzdata\zoneinfo\Asia\Brunei,.venv/Lib/site-packages/tzdata/zoneinfo/Asia/Brunei,0.000,PROTECTED_VENV,.venv
D:\us-tech-quant\.venv\Lib\site-packages\tzdata\zoneinfo\Asia\Calcutta,.venv/Lib/site-packages/tzdata/zoneinfo/Asia/Calcutta,0.000,PROTECTED_VENV,.venv
D:\us-tech-quant\.venv\Lib\site-packages\tzdata\zoneinfo\Asia\Chita,.venv/Lib/site-packages/tzdata/zoneinfo/Asia/Chita,0.001,PROTECTED_VENV,.venv
D:\us-tech-quant\.venv\Lib\site-packages\tzdata\zoneinfo\Asia\Choibalsan,.venv/Lib/site-packages/tzdata/zoneinfo/Asia/Choibalsan,0.001,PROTECTED_VENV,.venv
D:\us-tech-quant\.venv\Lib\site-packages\tzdata\zoneinfo\Asia\Chongqing,.venv/Lib/site-packages/tzdata/zoneinfo/Asia/Chongqing,0.000,PROTECTED_VENV,.venv
D:\us-tech-quant\.venv\Lib\site-packages\tzdata\zoneinfo\Asia\Chungking,.venv/Lib/site-packages/tzdata/zoneinfo/Asia/Chungking,0.000,PROTECTED_VENV,.venv
D:\us-tech-quant\.venv\Lib\site-packages\tzdata\zoneinfo\Asia\Colombo,.venv/Lib/site-packages/tzdata/zoneinfo/Asia/Colombo,0.000,PROTECTED_VENV,.venv
D:\us-tech-quant\.venv\Lib\site-packages\tzdata\zoneinfo\Asia\Dacca,.venv/Lib/site-packages/tzdata/zoneinfo/Asia/Dacca,0.000,PROTECTED_VENV,.venv
D:\us-tech-quant\.venv\Lib\site-packages\tzdata\zoneinfo\Asia\Damascus,.venv/Lib/site-packages/tzdata/zoneinfo/Asia/Damascus,0.001,PROTECTED_VENV,.venv
D:\us-tech-quant\.venv\Lib\site-packages\tzdata\zoneinfo\Asia\Dhaka,.venv/Lib/site-packages/tzdata/zoneinfo/Asia/Dhaka,0.000,PROTECTED_VENV,.venv
D:\us-tech-quant\.venv\Lib\site-packages\tzdata\zoneinfo\Asia\Dili,.venv/Lib/site-packages/tzdata/zoneinfo/Asia/Dili,0.000,PROTECTED_VENV,.venv
D:\us-tech-quant\.venv\Lib\site-packages\tzdata\zoneinfo\Asia\Dubai,.venv/Lib/site-packages/tzdata/zoneinfo/Asia/Dubai,0.000,PROTECTED_VENV,.venv
D:\us-tech-quant\.venv\Lib\site-packages\tzdata\zoneinfo\Asia\Dushanbe,.venv/Lib/site-packages/tzdata/zoneinfo/Asia/Dushanbe,0.000,PROTECTED_VENV,.venv
D:\us-tech-quant\.venv\Lib\site-packages\tzdata\zoneinfo\Asia\Famagusta,.venv/Lib/site-packages/tzdata/zoneinfo/Asia/Famagusta,0.001,PROTECTED_VENV,.venv
D:\us-tech-quant\.venv\Lib\site-packages\tzdata\zoneinfo\Asia\Gaza,.venv/Lib/site-packages/tzdata/zoneinfo/Asia/Gaza,0.003,PROTECTED_VENV,.venv
D:\us-tech-quant\.venv\Lib\site-packages\tzdata\zoneinfo\Asia\Harbin,.venv/Lib/site-packages/tzdata/zoneinfo/Asia/Harbin,0.000,PROTECTED_VENV,.venv
D:\us-tech-quant\.venv\Lib\site-packages\tzdata\zoneinfo\Asia\Hebron,.venv/Lib/site-packages/tzdata/zoneinfo/Asia/Hebron,0.003,PROTECTED_VENV,.venv
D:\us-tech-quant\.venv\Lib\site-packages\tzdata\zoneinfo\Asia\Hong_Kong,.venv/Lib/site-packages/tzdata/zoneinfo/Asia/Hong_Kong,0.001,PROTECTED_VENV,.venv
D:\us-tech-quant\.venv\Lib\site-packages\tzdata\zoneinfo\Asia\Hovd,.venv/Lib/site-packages/tzdata/zoneinfo/Asia/Hovd,0.001,PROTECTED_VENV,.venv
D:\us-tech-quant\.venv\Lib\site-packages\tzdata\zoneinfo\Asia\Ho_Chi_Minh,.venv/Lib/site-packages/tzdata/zoneinfo/Asia/Ho_Chi_Minh,0.000,PROTECTED_VENV,.venv
D:\us-tech-quant\.venv\Lib\site-packages\tzdata\zoneinfo\Asia\Irkutsk,.venv/Lib/site-packages/tzdata/zoneinfo/Asia/Irkutsk,0.001,PROTECTED_VENV,.venv
D:\us-tech-quant\.venv\Lib\site-packages\tzdata\zoneinfo\Asia\Istanbul,.venv/Lib/site-packages/tzdata/zoneinfo/Asia/Istanbul,0.001,PROTECTED_VENV,.venv
D:\us-tech-quant\.venv\Lib\site-packages\tzdata\zoneinfo\Asia\Jakarta,.venv/Lib/site-packages/tzdata/zoneinfo/Asia/Jakarta,0.000,PROTECTED_VENV,.venv
D:\us-tech-quant\.venv\Lib\site-packages\tzdata\zoneinfo\Asia\Jayapura,.venv/Lib/site-packages/tzdata/zoneinfo/Asia/Jayapura,0.000,PROTECTED_VENV,.venv
D:\us-tech-quant\.venv\Lib\site-packages\tzdata\zoneinfo\Asia\Jerusalem,.venv/Lib/site-packages/tzdata/zoneinfo/Asia/Jerusalem,0.001,PROTECTED_VENV,.venv
D:\us-tech-quant\.venv\Lib\site-packages\tzdata\zoneinfo\Asia\Kabul,.venv/Lib/site-packages/tzdata/zoneinfo/Asia/Kabul,0.000,PROTECTED_VENV,.venv
D:\us-tech-quant\.venv\Lib\site-packages\tzdata\zoneinfo\Asia\Kamchatka,.venv/Lib/site-packages/tzdata/zoneinfo/Asia/Kamchatka,0.001,PROTECTED_VENV,.venv
D:\us-tech-quant\.venv\Lib\site-packages\tzdata\zoneinfo\Asia\Karachi,.venv/Lib/site-packages/tzdata/zoneinfo/Asia/Karachi,0.000,PROTECTED_VENV,.venv
D:\us-tech-quant\.venv\Lib\site-packages\tzdata\zoneinfo\Asia\Kashgar,.venv/Lib/site-packages/tzdata/zoneinfo/Asia/Kashgar,0.000,PROTECTED_VENV,.venv
D:\us-tech-quant\.venv\Lib\site-packages\tzdata\zoneinfo\Asia\Kathmandu,.venv/Lib/site-packages/tzdata/zoneinfo/Asia/Kathmandu,0.000,PROTECTED_VENV,.venv
